dataset,kind,r
ctrpv2,within,0.9916170771138557
ctrpv2,within,0.9910201287618039
ctrpv2,within,0.9906045144457629
ctrpv2,within,0.9899559623931107
ctrpv2,within,0.9878916319583974
ctrpv2,within,0.9888062482240481
ctrpv2,within,0.9907562340952796
ctrpv2,within,0.9903717135063353
ctrpv2,within,0.989906733024628
ctrpv2,within,0.9922860843682889
ctrpv2,within,0.9884024449654356
ctrpv2,within,0.9864721746435752
ctrpv2,within,0.9817101283126674
ctrpv2,within,0.9845255028207068
ctrpv2,within,0.9859154115073487
ctrpv2,within,0.9897190891622106
ctrpv2,within,0.9864565116628354
ctrpv2,within,0.9856905323149574
ctrpv2,within,0.9827685838751091
ctrpv2,within,0.9885697947929007
ctrpv2,within,0.9877656288467072
ctrpv2,within,0.9853364739079308
ctrpv2,within,0.9864052370674151
ctrpv2,within,0.9843020978375062
ctrpv2,within,0.9865675665623984
ctrpv2,within,0.987674925500018
ctrpv2,within,0.9892493364219019
ctrpv2,within,0.9862832812686657
ctrpv2,within,0.9823670158437681
ctrpv2,within,0.9852002921903428
ctrpv2,within,0.9803329392369258
ctrpv2,within,0.9822090484309174
ctrpv2,within,0.9737446779183091
ctrpv2,within,0.9835878531980663
ctrpv2,within,0.9852640845631256
ctrpv2,within,0.9830535946718723
ctrpv2,within,0.978690443743456
ctrpv2,within,0.982130758489017
ctrpv2,within,0.9848557767175852
ctrpv2,within,0.9784453232472164
ctrpv2,within,0.9851766265568688
ctrpv2,within,0.9826378447363492
ctrpv2,within,0.983019385599422
ctrpv2,within,0.9828858358611735
ctrpv2,within,0.9821685416570641
ctrpv2,within,0.9811256759042629
ctrpv2,within,0.9812805371090204
ctrpv2,within,0.9837855320362809
ctrpv2,within,0.979382239482153
ctrpv2,within,0.9864282143559608
ctrpv2,within,0.9808090365132994
ctrpv2,within,0.9953221546465532
ctrpv2,within,0.996301359080763
ctrpv2,within,0.9934643728699224
ctrpv2,within,0.9950592052319993
ctrpv2,within,0.9952692745518448
ctrpv2,within,0.9944425957545908
ctrpv2,within,0.9965402239727745
ctrpv2,within,0.996515569926306
ctrpv2,within,0.9950889993856722
ctrpv2,within,0.996131556305996
ctrpv2,within,0.9965468150104728
ctrpv2,within,0.9954979984541411
ctrpv2,within,0.9940847617617812
ctrpv2,within,0.9966223926439024
ctrpv2,within,0.9966314369343544
ctrpv2,within,0.9955785635246381
ctrpv2,within,0.997043629678362
ctrpv2,within,0.9956781336361307
ctrpv2,within,0.9957679411825001
ctrpv2,within,0.9962604712840062
ctrpv2,within,0.9939978554020821
ctrpv2,within,0.9895598245404007
ctrpv2,within,0.9907235652794736
ctrpv2,within,0.9888761932283998
ctrpv2,within,0.9918828963879918
ctrpv2,within,0.9899927117011998
ctrpv2,within,0.992565076902924
ctrpv2,within,0.9926441912487619
ctrpv2,within,0.9928121226547745
ctrpv2,within,0.9935359164820733
ctrpv2,within,0.991119754553495
ctrpv2,within,0.9888914955994994
ctrpv2,within,0.9932144979509172
ctrpv2,within,0.991665838572351
ctrpv2,within,0.9923552748861
ctrpv2,within,0.9922070168117513
ctrpv2,within,0.992793646637177
ctrpv2,within,0.9917211844263768
ctrpv2,within,0.9900922822275379
ctrpv2,within,0.9906551193347666
ctrpv2,within,0.9628642964678642
ctrpv2,within,0.9545370515001734
ctrpv2,within,0.951479101642971
ctrpv2,within,0.9664480789573572
ctrpv2,within,0.9550048776181325
ctrpv2,within,0.9541271925637351
ctrpv2,within,0.942983153226028
ctrpv2,within,0.9568189205247983
ctrpv2,within,0.9647779820002107
ctrpv2,within,0.9602196671173355
ctrpv2,within,0.9698484126741939
ctrpv2,within,0.9707052082805205
ctrpv2,within,0.9580879606880462
ctrpv2,within,0.9539630718899685
ctrpv2,within,0.9621338018956982
ctrpv2,within,0.9574302338537305
ctrpv2,within,0.959961978811243
ctrpv2,within,0.9541731356776566
ctrpv2,within,0.9533276063301273
ctrpv2,within,0.916806713189335
ctrpv2,within,0.9848248505685799
ctrpv2,within,0.9748067420340872
ctrpv2,within,0.9778345376504732
ctrpv2,within,0.9701765119123751
ctrpv2,within,0.9476089443635795
ctrpv2,within,0.9677546382970046
ctrpv2,within,0.9747170068925043
ctrpv2,within,0.9817948446080534
ctrpv2,within,0.9823973355937383
ctrpv2,within,0.9869567312872274
ctrpv2,within,0.9828322460033401
ctrpv2,within,0.9737046591424819
ctrpv2,within,0.9815501550193907
ctrpv2,within,0.972112822982539
ctrpv2,within,0.9776457694989903
ctrpv2,within,0.9793561976636327
ctrpv2,within,0.9851311454949894
ctrpv2,within,0.9834476621826619
ctrpv2,within,0.9741758694796706
ctrpv2,within,0.9800766279626943
ctrpv2,within,0.9744590050301905
ctrpv2,within,0.9816386192616121
ctrpv2,within,0.9841658677748263
ctrpv2,within,0.9851552071071998
ctrpv2,within,0.9886248865038866
ctrpv2,within,0.9862480048417914
ctrpv2,within,0.9843361223069699
ctrpv2,within,0.987632380884131
ctrpv2,within,0.9866363039676385
ctrpv2,within,0.9806173198414011
ctrpv2,within,0.9864856264775871
ctrpv2,within,0.9876774789336863
ctrpv2,within,0.9861793605897619
ctrpv2,within,0.9862441960696392
ctrpv2,within,0.9835471626335645
ctrpv2,within,0.9848203995035172
ctrpv2,within,0.9869220148722688
ctrpv2,within,0.9851371500655312
ctrpv2,within,0.9742155432366738
ctrpv2,within,0.9882963235125589
ctrpv2,within,0.9875008497874632
ctrpv2,within,0.9878094160880279
ctrpv2,within,0.9843623983084607
ctrpv2,within,0.9890666409122427
ctrpv2,within,0.9882821624940565
ctrpv2,within,0.9890802482557701
ctrpv2,within,0.9786088222374844
ctrpv2,within,0.9869111224859
ctrpv2,within,0.9900559829397159
ctrpv2,within,0.9873372942666494
ctrpv2,within,0.9852302467193954
ctrpv2,within,0.98913548340493
ctrpv2,within,0.9911050226724651
ctrpv2,within,0.990635917613046
ctrpv2,within,0.9881770899981928
ctrpv2,within,0.98919735990102
ctrpv2,within,0.9869223441379701
ctrpv2,within,0.9916197949787252
ctrpv2,within,0.9907496149082045
ctrpv2,within,0.9881037942568804
ctrpv2,within,0.8897519010014697
ctrpv2,within,0.9314857784956745
ctrpv2,within,0.9332950434961623
ctrpv2,within,0.9275660648991393
ctrpv2,within,0.861946887286728
ctrpv2,within,0.8772373738835509
ctrpv2,within,0.8917815911697233
ctrpv2,within,0.9185125073814228
ctrpv2,within,0.9241524469717763
ctrpv2,within,0.9345149997426854
ctrpv2,within,0.991703182248997
ctrpv2,within,0.9891851496710851
ctrpv2,within,0.9935347252670829
ctrpv2,within,0.9828641394000449
ctrpv2,within,0.9930377875622571
ctrpv2,within,0.9915609848995506
ctrpv2,within,0.9918961451365622
ctrpv2,within,0.9915457417108806
ctrpv2,within,0.9930371162794382
ctrpv2,within,0.9923461014752024
ctrpv2,within,0.9915714751659122
ctrpv2,within,0.9925419969072029
ctrpv2,within,0.9886692649084096
ctrpv2,within,0.9910023161240072
ctrpv2,within,0.9918140459148929
ctrpv2,within,0.9926703119688249
ctrpv2,within,0.9926653060545713
ctrpv2,within,0.9922258982887685
ctrpv2,within,0.9906710415187443
ctrpv2,within,0.9924444285301783
ctrpv2,within,0.9759916876996617
ctrpv2,within,0.9501002290910728
ctrpv2,within,0.974285118464348
ctrpv2,within,0.9393665392918499
ctrpv2,within,0.9793068617575155
ctrpv2,within,0.9619688762217414
ctrpv2,within,0.9776487219350355
ctrpv2,within,0.9776487219350357
ctrpv2,within,0.9717769232370114
ctrpv2,within,0.9816654125209695
ctrpv2,within,0.9812825217597612
ctrpv2,within,0.9794288247877806
ctrpv2,within,0.9754847687942089
ctrpv2,within,0.9762542180744084
ctrpv2,within,0.9759710537479079
ctrpv2,within,0.9641335706606132
ctrpv2,within,0.959273807820436
ctrpv2,within,0.9778627267687072
ctrpv2,within,0.9844294482385627
ctrpv2,within,0.9451640771705774
ctrpv2,within,0.9794059626671309
ctrpv2,within,0.9812276709354811
ctrpv2,within,0.9835562800580296
ctrpv2,within,0.9858964501497779
ctrpv2,within,0.9751228657359013
ctrpv2,within,0.9841802882094836
ctrpv2,within,0.9839883624603939
ctrpv2,within,0.9783176981267305
ctrpv2,within,0.977939465914421
ctrpv2,within,0.9818159779586949
ctrpv2,within,0.9824788677448649
ctrpv2,within,0.9809883353737245
ctrpv2,within,0.9747964265808217
ctrpv2,within,0.9842031295537925
ctrpv2,within,0.9717157815405165
ctrpv2,within,0.978758032125834
ctrpv2,within,0.9774375471723542
ctrpv2,within,0.9808348573899819
ctrpv2,within,0.9751508138649879
ctrpv2,within,0.9781522261515216
ctrpv2,within,0.9623330971695028
ctrpv2,within,0.9665008528224436
ctrpv2,within,0.9433986742997658
ctrpv2,within,0.9621685925022404
ctrpv2,within,0.9481793593607423
ctrpv2,within,0.9608175977343695
ctrpv2,within,0.9664189094721699
ctrpv2,within,0.9650763744216411
ctrpv2,within,0.9713161499979066
ctrpv2,within,0.9605566162123808
ctrpv2,within,0.9608175977343691
ctrpv2,within,0.955246711371787
ctrpv2,within,0.9594167053852013
ctrpv2,within,0.9643161819077924
ctrpv2,within,0.9406629118888429
ctrpv2,within,0.94640859305606
ctrpv2,within,0.9494940124082286
ctrpv2,within,0.9576320958865455
ctrpv2,within,0.9666367132092654
ctrpv2,within,0.950575257023331
ctrpv2,within,0.9767582414534632
ctrpv2,within,0.977272801940429
ctrpv2,within,0.9845781001021915
ctrpv2,within,0.9752925211652712
ctrpv2,within,0.9804441774141012
ctrpv2,within,0.9795549464352231
ctrpv2,within,0.9807250210267072
ctrpv2,within,0.9787205975790522
ctrpv2,within,0.9822942501830543
ctrpv2,within,0.9824250192554075
ctrpv2,within,0.9735403535349505
ctrpv2,within,0.9783676202524263
ctrpv2,within,0.9812926506173685
ctrpv2,within,0.9843898789004586
ctrpv2,within,0.9794411845027154
ctrpv2,within,0.9824972350808182
ctrpv2,within,0.9860470623845238
ctrpv2,within,0.9804521949409926
ctrpv2,within,0.9765563550092662
ctrpv2,within,0.9818971955637781
ctrpv2,across,0.785906229332282
ctrpv2,across,0.8980100511000869
ctrpv2,across,0.9115946696020062
ctrpv2,across,0.9342082809436781
ctrpv2,across,0.9282611092720562
ctrpv2,across,0.9698949174399536
ctrpv2,across,0.956909969948026
ctrpv2,across,0.9209076996853143
ctrpv2,across,0.9576028084211279
ctrpv2,across,0.9651027828560632
ctrpv2,across,0.755332111357315
ctrpv2,across,0.8984554167232501
ctrpv2,across,0.8010090384847294
ctrpv2,across,0.9667586772031
ctrpv2,across,0.9678991464568901
ctrpv2,across,0.9062024728739149
ctrpv2,across,0.8803705614733601
ctrpv2,across,0.8862553009549567
ctrpv2,across,0.950771597039391
ctrpv2,across,0.9446726576345672
ctrpv2,across,0.9533507804434695
ctrpv2,across,0.8374592591139137
ctrpv2,across,0.7554559289103945
ctrpv2,across,0.8027235556910541
ctrpv2,across,0.8100668330277639
ctrpv2,across,0.7692645624412436
ctrpv2,across,0.7072794328288537
ctrpv2,across,0.7280394804151578
ctrpv2,across,0.7835948525641901
ctrpv2,across,0.8424702660718177
ctrpv2,across,0.9627748535209143
ctrpv2,across,0.833393450480461
ctrpv2,across,0.7966188418006437
ctrpv2,across,0.812790392799752
ctrpv2,across,0.7826434587893563
ctrpv2,across,0.8269900047455546
ctrpv2,across,0.7733616037608454
ctrpv2,across,0.7135362365524827
ctrpv2,across,0.8153866674499267
ctrpv2,across,0.7757301905971518
ctrpv2,across,0.8170017720188796
ctrpv2,across,0.9351466486764956
ctrpv2,across,0.8897762419537479
ctrpv2,across,0.8622378474101225
ctrpv2,across,0.8713780316839747
ctrpv2,across,0.822186198417737
ctrpv2,across,0.8635689689946325
ctrpv2,across,0.9186424948430455
ctrpv2,across,0.9374831604305109
ctrpv2,across,0.8062425292583653
ctrpv2,across,0.9565671108695429
ctrpv2,across,0.9053638557234798
ctrpv2,across,0.9291099122867409
ctrpv2,across,0.8713161932113144
ctrpv2,across,0.8864406876741199
ctrpv2,across,0.8914896894322162
ctrpv2,across,0.9082405981878479
ctrpv2,across,0.8920021715541857
ctrpv2,across,0.9228161517526335
ctrpv2,across,0.928177392818188
ctrpv2,across,0.8675557562890036
ctrpv2,across,0.8320835873635287
ctrpv2,across,0.8630084762175951
ctrpv2,across,0.8429019801602073
ctrpv2,across,0.9131379654925112
ctrpv2,across,0.9319932482561178
ctrpv2,across,0.9221795333292833
ctrpv2,across,0.7243223109125955
ctrpv2,across,0.9252912413352165
ctrpv2,across,0.8514180350958962
ctrpv2,across,0.9240095816596271
ctrpv2,across,0.8826145726001878
ctrpv2,across,0.8407541439991933
ctrpv2,across,0.9126115018868659
ctrpv2,across,0.9593511010867924
ctrpv2,across,0.8735464123019867
ctrpv2,across,0.9575223956954145
ctrpv2,across,0.9109131902770884
ctrpv2,across,0.9351452933578815
ctrpv2,across,0.9359151240377427
ctrpv2,across,0.8883641651959795
ctrpv2,across,0.859713961928358
ctrpv2,across,0.9342491355650601
ctrpv2,across,0.9555590919731098
ctrpv2,across,0.7705050221650397
ctrpv2,across,0.8936274456190898
ctrpv2,across,0.816844015464911
ctrpv2,across,0.938960970119084
ctrpv2,across,0.9383479479071277
ctrpv2,across,0.9445305753684388
ctrpv2,across,0.8553168330097095
ctrpv2,across,0.8323255206998439
ctrpv2,across,0.9526804287295607
ctrpv2,across,0.885165968522406
ctrpv2,across,0.9381220908239349
ctrpv2,across,0.9314266709075233
ctrpv2,across,0.8749653813113291
ctrpv2,across,0.8503343380282916
ctrpv2,across,0.9272873066909628
ctrpv2,across,0.9447188381171533
ctrpv2,across,0.7779638749284009
ctrpv2,across,0.865384870440741
ctrpv2,across,0.7781383966619299
ctrpv2,across,0.9276401260089181
ctrpv2,across,0.9520444644282324
ctrpv2,across,0.9201324933997205
ctrpv2,across,0.8330146439297178
ctrpv2,across,0.7993082115603009
ctrpv2,across,0.9823224088105129
ctrpv2,across,0.8710090697700932
ctrpv2,across,0.932952155280103
ctrpv2,across,0.9708154006590194
ctrpv2,across,0.8739382787139258
ctrpv2,across,0.9317532408100359
ctrpv2,across,0.950713537449785
ctrpv2,across,0.7377435712363096
ctrpv2,across,0.8695749275918988
ctrpv2,across,0.7799322164952384
ctrpv2,across,0.9426029876595161
ctrpv2,across,0.954222321471686
ctrpv2,across,0.9028713362267072
ctrpv2,across,0.846440917456552
ctrpv2,across,0.8331056228717797
ctrpv2,across,0.9484959275005317
ctrpv2,across,0.8968572172812025
ctrpv2,across,0.9329238339619246
ctrpv2,across,0.8618485947998933
ctrpv2,across,0.8987471626796065
ctrpv2,across,0.9030231898245397
ctrpv2,across,0.6796328962489031
ctrpv2,across,0.8184919336015762
ctrpv2,across,0.7048754857040844
ctrpv2,across,0.9111018135445572
ctrpv2,across,0.9294028861003402
ctrpv2,across,0.8415783503335412
ctrpv2,across,0.8131148658388766
ctrpv2,across,0.8327191619072817
ctrpv2,across,0.8986173042194926
ctrpv2,across,0.8849955885062347
ctrpv2,across,0.8896139680552164
ctrpv2,across,0.9420569475006021
ctrpv2,across,0.9125893450072375
ctrpv2,across,0.7010456575620694
ctrpv2,across,0.8628371951041083
ctrpv2,across,0.7568220170923199
ctrpv2,across,0.9395831275630628
ctrpv2,across,0.8996150461025972
ctrpv2,across,0.8343079998222704
ctrpv2,across,0.8616707842577032
ctrpv2,across,0.900605682172718
ctrpv2,across,0.8805952832916072
ctrpv2,across,0.9279425913182787
ctrpv2,across,0.923526736196203
ctrpv2,across,0.965615737525032
ctrpv2,across,0.7495835155814012
ctrpv2,across,0.9200512790801627
ctrpv2,across,0.8188202484089436
ctrpv2,across,0.9711984505834024
ctrpv2,across,0.9536962123793806
ctrpv2,across,0.9028645001359308
ctrpv2,across,0.9007584333018643
ctrpv2,across,0.9085952588070892
ctrpv2,across,0.9545206004505762
ctrpv2,across,0.946511428485988
ctrpv2,across,0.9581684195462793
ctrpv2,across,0.8143902248420127
ctrpv2,across,0.9357273866193836
ctrpv2,across,0.8693312941115597
ctrpv2,across,0.9753797780911735
ctrpv2,across,0.9618036065331993
ctrpv2,across,0.9524927010456155
ctrpv2,across,0.8994677333836459
ctrpv2,across,0.8856611858515425
ctrpv2,across,0.965860929498523
ctrpv2,across,0.9453680068928682
ctrpv2,across,0.9680403357498754
ctrpv2,across,0.8054555466077874
ctrpv2,across,0.7689912842281109
ctrpv2,across,0.7820287326636085
ctrpv2,across,0.754019615216086
ctrpv2,across,0.7991148818760766
ctrpv2,across,0.7403986666964778
ctrpv2,across,0.6854667549462315
ctrpv2,across,0.7851324517992986
ctrpv2,across,0.7462488542418585
ctrpv2,across,0.7878537543159442
ctrpv2,across,0.9011567732923444
ctrpv2,across,0.9376858945597443
ctrpv2,across,0.877709348623642
ctrpv2,across,0.8818711163870308
ctrpv2,across,0.896172932269291
ctrpv2,across,0.8976106785473167
ctrpv2,across,0.8966273592188555
ctrpv2,across,0.9189553335880453
ctrpv2,across,0.9413915420947048
ctrpv2,across,0.8350644417425588
ctrpv2,across,0.773480534439962
ctrpv2,across,0.8349002186880033
ctrpv2,across,0.8124499924000315
ctrpv2,across,0.8006267783260216
ctrpv2,across,0.8038424803632622
ctrpv2,across,0.8288631052504414
ctrpv2,across,0.8474228250540623
ctrpv2,across,0.9545726975602712
ctrpv2,across,0.9176365708959398
ctrpv2,across,0.8967383586839404
ctrpv2,across,0.9047532818690516
ctrpv2,across,0.9514993475201428
ctrpv2,across,0.9538154228793491
ctrpv2,across,0.9845661106658474
ctrpv2,across,0.9072848000771766
ctrpv2,across,0.8674551100781848
ctrpv2,across,0.8635689925663123
ctrpv2,across,0.9720205102716284
ctrpv2,across,0.9244117044348749
ctrpv2,across,0.9378036978783857
ctrpv2,across,0.8272817775052675
ctrpv2,across,0.7967320337317472
ctrpv2,across,0.9312496082810661
ctrpv2,across,0.8676481688438092
ctrpv2,across,0.9243322880703163
ctrpv2,across,0.8814383809365928
ctrpv2,across,0.8641078947809662
ctrpv2,across,0.9035063004350982
ctrpv2,across,0.8841880276683008
ctrpv2,across,0.8449963193506284
ctrpv2,across,0.9565830221398174
ctrpv2,across,0.8842036717109032
ctrpv2,across,0.9060542293931325
ctrpv2,across,0.9509275737328796
ctrpv2,across,0.9346938328280054
