dataset,kind,r
depmap,within,0.9903928156538166
depmap,within,0.9926657257586301
depmap,within,0.9822148221304984
depmap,within,0.9880051698804464
depmap,within,0.9853474379380258
depmap,within,0.9824910288034875
depmap,within,0.983452074162764
depmap,within,0.9829428677447593
depmap,within,0.9829473577509876
depmap,within,0.9796921864448012
depmap,within,0.9868153650539456
depmap,within,0.9866326727490452
depmap,within,0.9865408764186119
depmap,within,0.9878490845819551
depmap,within,0.983780558206143
depmap,within,0.9827365955262432
depmap,within,0.9765163937451358
depmap,within,0.9858647637094903
depmap,within,0.9869428798855419
depmap,within,0.9838973414679115
depmap,within,0.9853907747315402
depmap,within,0.9872361988041501
depmap,within,0.993449577282966
depmap,within,0.9950044344594655
depmap,within,0.9941467557750736
depmap,within,0.9931878422145526
depmap,within,0.9930715824474374
depmap,within,0.9937341366750682
depmap,within,0.9948369629065158
depmap,within,0.9919868525757041
depmap,within,0.9956248636283864
depmap,within,0.9944247065373022
depmap,within,0.99562204882783
depmap,within,0.994812794173139
depmap,within,0.994740730448996
depmap,within,0.9943019476211487
depmap,within,0.9949259258487471
depmap,within,0.9939430370097283
depmap,within,0.9945644743050693
depmap,within,0.9956889842359452
depmap,within,0.9949731856201377
depmap,within,0.9921866708337728
depmap,within,0.9720764972814365
depmap,within,0.9717550260178383
depmap,within,0.976140738363118
depmap,within,0.9805441080804357
depmap,within,0.9771231960999195
depmap,within,0.9736370067782927
depmap,within,0.978281476293516
depmap,within,0.9764226349463887
depmap,within,0.9668437359384363
depmap,within,0.9773932060024256
depmap,within,0.9776612372164584
depmap,within,0.9703086099176114
depmap,within,0.9771439895496621
depmap,within,0.9797680927974359
depmap,within,0.9670220954228911
depmap,within,0.973518429618366
depmap,within,0.9627906417834045
depmap,within,0.9737784581195337
depmap,within,0.9751111574535091
depmap,within,0.972014868457869
depmap,within,0.9932241502845541
depmap,within,0.9905279127766033
depmap,within,0.9901012965372096
depmap,within,0.9900136252429422
depmap,within,0.9838351522478181
depmap,within,0.9901008882863191
depmap,within,0.9916667066387502
depmap,within,0.989090514544547
depmap,within,0.9911107027299374
depmap,within,0.9906126235587566
depmap,within,0.9929890932742411
depmap,within,0.9908204848286516
depmap,within,0.9856237484082936
depmap,within,0.987040078238153
depmap,within,0.9912786041607528
depmap,within,0.988945543514484
depmap,within,0.9897615163284839
depmap,within,0.9913743040755297
depmap,within,0.9891326827919961
depmap,within,0.9871566685704661
depmap,within,0.9766142200518069
depmap,within,0.9853111167053848
depmap,within,0.961179043697883
depmap,within,0.9670687842418005
depmap,within,0.9727221262396423
depmap,within,0.9661739125745541
depmap,within,0.9577475461492724
depmap,within,0.974676337369302
depmap,within,0.9637447238757807
depmap,within,0.9499081292320883
depmap,within,0.9598260382643053
depmap,within,0.9810280281104659
depmap,within,0.9507431342282804
depmap,within,0.9648555131560939
depmap,within,0.9706508849467336
depmap,within,0.975474384645821
depmap,within,0.9807361158271036
depmap,within,0.9798927631849974
depmap,within,0.9751528420906914
depmap,within,0.9663088287225148
depmap,within,0.9915443056568443
depmap,within,0.9914945732515267
depmap,within,0.9889467158986462
