dataset,sample_id,tissue,PC1,PC2
depmap,ACH-000595,CNS/Brain,14.237834169068048,-20.169835457299254
depmap,ACH-000596,Lung,4.344054625780318,9.123308258014275
depmap,ACH-000597,Soft Tissue,-9.635972428735947,-14.41331389065051
depmap,ACH-000599,Pancreas,2.620674534331213,7.922186637532892
depmap,ACH-000601,Pancreas,-6.153495986027791,-3.1500301162800506
depmap,ACH-000602,Myeloid,-28.9033446091338,-4.75049431700946
depmap,ACH-000604,Myeloid,-24.447948977432578,6.623800753300918
depmap,ACH-000605,Esophagus/Stomach,4.303517041448882,3.942374771326391
depmap,ACH-000606,Head and Neck,11.998426891391544,15.533123425110494
depmap,ACH-000607,Soft Tissue,-7.517928216216845,-11.182893972193241
depmap,ACH-000608,Ovary/Fallopian Tube,9.98640919297332,8.56935701696873
depmap,ACH-000609,CNS/Brain,17.01290081661805,-17.59173009466578
depmap,ACH-000614,Skin,5.98571494551887,-10.034194978386553
depmap,ACH-000616,Esophagus/Stomach,17.191832668943764,-14.70463882072078
depmap,ACH-000618,Head and Neck,16.6277228728771,13.661710281993178
depmap,ACH-000619,Head and Neck,11.667028923077794,17.08822839361176
depmap,ACH-000620,Liver,5.818227934427775,6.590549569309483
depmap,ACH-000621,Breast,4.417077696278143,-13.68045325735347
depmap,ACH-000622,CNS/Brain,5.493935242880054,-18.25947594375772
depmap,ACH-000623,CNS/Brain,14.987253583395834,-16.11775489449609
depmap,ACH-000624,Breast,3.688028504131368,22.16313537892231
depmap,ACH-000627,Lung,14.636324039814822,-5.8561277484983485
depmap,ACH-000630,Head and Neck,23.666162611942262,-6.829227547950959
depmap,ACH-000631,CNS/Brain,13.226617587093958,-16.742899924706517
depmap,ACH-000632,Skin,9.743543522923943,-13.431545185880616
depmap,ACH-000633,Esophagus/Stomach,-5.8932642065703424,-4.602202742416845
depmap,ACH-000634,CNS/Brain,12.187455743638873,-19.382188132517694
depmap,ACH-000637,Esophagus/Stomach,11.118078342059915,6.284102280840113
depmap,ACH-000638,Lung,10.037114377964135,5.998368618394361
depmap,ACH-000639,Lung,-11.31963455606367,-8.311853105023815
depmap,ACH-000645,Pleura,16.41562326898404,-4.867391183427891
depmap,ACH-000646,Ovary/Fallopian Tube,-12.401480664361566,31.05845019819311
depmap,ACH-000647,Esophagus/Stomach,15.601326258432527,-2.038221016066258
depmap,ACH-000648,Pleura,1.703231039487384,-2.6206663874271148
depmap,ACH-000649,Kidney,13.13130389975179,-11.100512193786262
depmap,ACH-000651,Bowel,-5.858844878896931,-1.127612787877455
depmap,ACH-000652,Pancreas,9.02626205860746,-2.568699591487733
depmap,ACH-000653,Lymphoid,-23.72718333041049,-6.349733204503433
depmap,ACH-000654,Lymphoid,-39.87038494826856,-6.939060894799436
depmap,ACH-000655,CNS/Brain,13.197953774543857,-16.432319375376316
depmap,ACH-000656,Lymphoid,-42.1323070889398,-5.3613339794815715
depmap,ACH-000657,Ovary/Fallopian Tube,-12.522619917727125,-14.388576947071908
depmap,ACH-000660,Lymphoid,-32.077278797828534,-8.324131449608114
depmap,ACH-000661,Skin,14.384805563302427,-19.193645111731527
depmap,ACH-000662,Lung,5.232889651035664,9.574552407736826
depmap,ACH-000663,Ovary/Fallopian Tube,1.7631561090359626,6.843187990495406
depmap,ACH-000664,Lymphoid,-23.72412283659121,-3.911487295723952
depmap,ACH-000665,Lung,18.628500827976296,-4.019658473722077
depmap,ACH-000666,Lung,9.363892355961672,-5.177450308488486
depmap,ACH-000667,Lung,4.900177832292317,10.659462725281605
depmap,ACH-000668,Breast,12.996214281782107,7.298906983671864
depmap,ACH-000671,Liver,-4.6962166639049725,3.843543605993782
depmap,ACH-000672,Lung,7.041177856996048,-2.0477922946493137
depmap,ACH-000673,CNS/Brain,11.552740287356015,-19.47570212973771
depmap,ACH-000676,CNS/Brain,5.709288950877698,-12.352400003398673
depmap,ACH-000677,Lung,11.141163849917476,-10.824898561735457
depmap,ACH-000681,Lung,8.970937403255402,-2.891663432628522
depmap,ACH-000682,Head and Neck,16.399726998950282,17.166706331369678
depmap,ACH-000683,Bowel,3.5056358443693934,7.68567686904976
depmap,ACH-000684,Kidney,7.639170632579062,3.3960997594007747
depmap,ACH-000685,Pancreas,3.737755181865084,12.96155255732923
depmap,ACH-000688,Ovary/Fallopian Tube,14.408477657242148,-4.803880875734518
depmap,ACH-000693,Esophagus/Stomach,4.896200205465136,6.821658276972513
depmap,ACH-000694,Esophagus/Stomach,9.450417407722354,13.118836219653092
depmap,ACH-000695,Lung,-13.8101453060757,-11.888425604362755
depmap,ACH-000696,Ovary/Fallopian Tube,9.58555875609854,-8.697352047870197
depmap,ACH-000697,Lymphoid,-21.5252582443162,3.8206258073013197
depmap,ACH-000698,Lung,-2.0061081486470327,-6.046376075637713
depmap,ACH-000699,Breast,10.422252088567417,-6.952485560211529
depmap,ACH-000700,Lung,5.459948615735773,-5.545591169751831
depmap,ACH-000701,Ovary/Fallopian Tube,8.505765837016073,9.814312505820386
depmap,ACH-000702,Lymphoid,-22.28552800624457,-9.352646546532032
depmap,ACH-000704,Ovary/Fallopian Tube,4.433247852212729,1.5780197023865243
depmap,ACH-000706,Lung,15.250686422591333,-0.0361469437083458
depmap,ACH-000709,Kidney,5.548394698401733,2.8942176259896715
depmap,ACH-000711,Breast,12.8935191595814,4.74501990743177
depmap,ACH-000713,Ovary/Fallopian Tube,10.700205859334009,2.5248967989166853
depmap,ACH-000714,Lymphoid,-19.096983133453318,-10.862952991318407
depmap,ACH-000716,Thyroid,9.223067535755213,-9.928789687673222
depmap,ACH-000717,Esophagus/Stomach,18.998864501023885,10.15407391149853
depmap,ACH-000718,Lung,13.428878710125003,5.923147236137564
depmap,ACH-000719,Ovary/Fallopian Tube,0.2272518794025603,19.050147766657126
depmap,ACH-000720,Bladder/Urinary Tract,12.579698598068099,-6.161387454233234
depmap,ACH-000721,Breast,-5.055659606953701,-1.882153773624947
depmap,ACH-000722,Bowel,-5.090578996199414,13.61242330450871
depmap,ACH-000724,Bladder/Urinary Tract,9.592319757846457,8.373003104534583
depmap,ACH-000725,Breast,-0.861362175972559,6.000669243268011
depmap,ACH-000732,Head and Neck,8.969298246317548,25.799483161891484
depmap,ACH-000734,Liver,-1.1174083174701561,3.926899823306524
depmap,ACH-000735,Head and Neck,15.437226989900408,11.781060442742458
depmap,ACH-000736,Esophagus/Stomach,7.190458604511564,10.162945559486337
depmap,ACH-000738,CNS/Brain,6.195505746763425,-18.093488263872036
depmap,ACH-000739,Liver,-7.205069281827395,5.441596515841379
depmap,ACH-000740,Head and Neck,12.650894645192741,9.628992628529547
depmap,ACH-000741,Bladder/Urinary Tract,8.741067576825259,8.855173090597406
depmap,ACH-000746,Esophagus/Stomach,-4.08789527610107,-2.2451792417980303
depmap,ACH-000747,Lung,1.8173992784114281,-12.914829701085017
depmap,ACH-000748,Bone,13.714136769323549,-18.80753459089066
depmap,ACH-000749,Lung,-12.367015119315194,-11.622662224492911
depmap,ACH-000753,Bladder/Urinary Tract,10.21088379816672,-16.329654624296822
depmap,ACH-000754,Lymphoid,-28.26130026986154,-6.1488055055795225
depmap,ACH-000756,CNS/Brain,7.542580532035925,-18.230040230934954
depmap,ACH-000757,Lung,-2.2280961368344427,-2.1226081764083387
depmap,ACH-000758,Esophagus/Stomach,12.705565043802768,3.383280100628544
depmap,ACH-000760,CNS/Brain,2.276703957650337,-15.029884895470918
depmap,ACH-000762,Head and Neck,11.6142223339614,12.99809224187412
depmap,ACH-000763,Lymphoid,-24.043873340840243,-4.8590138273293855
depmap,ACH-000764,Esophagus/Stomach,9.48410564526467,-7.310092441195646
depmap,ACH-000765,Skin,7.334122653372878,-17.74756854974214
depmap,ACH-000766,Lung,14.366141641257531,10.8863046920993
depmap,ACH-000767,Lung,-10.322617435143023,-13.760814826685168
depmap,ACH-000768,Breast,14.479481354998006,-5.934619966159391
depmap,ACH-000769,Lung,-9.117963043339675,-5.814074351381264
depmap,ACH-000770,Myeloid,-25.93690760386289,-9.743889766879676
depmap,ACH-000771,Head and Neck,6.065906574964013,38.971332043917066
depmap,ACH-000773,Lymphoid,-26.129969534252556,-2.875980696034574
depmap,ACH-000774,Lung,10.094436125667098,12.915640685032184
depmap,ACH-000775,Lung,5.495994596312137,-1.8264489201403722
depmap,ACH-000776,CNS/Brain,9.149247632297227,1.7834840863629464
depmap,ACH-000777,Esophagus/Stomach,9.206784714420541,19.967713703108565
depmap,ACH-000778,Head and Neck,13.268993796016437,6.112905828625924
depmap,ACH-000781,Lung,10.658888215861609,-2.3836958647334145
depmap,ACH-000782,Lymphoid,-27.65668511996159,-10.584074216613892
depmap,ACH-000783,Breast,-2.314326756163904,2.6476144318623183
depmap,ACH-000784,Esophagus/Stomach,-0.6588970946913446,7.462775645741413
depmap,ACH-000785,Lung,8.714732156795495,12.965892390904012
depmap,ACH-000787,Lung,18.501279385542812,-2.184299833007867
depmap,ACH-000788,Skin,8.152282634119944,-16.277909248367475
depmap,ACH-000790,Lung,-9.526086349058632,-11.668703406307598
depmap,ACH-000791,Lung,16.12590573197188,1.3979372530677225
depmap,ACH-000792,Kidney,13.506849825412326,-8.401436048186628
depmap,ACH-000793,Esophagus/Stomach,6.986800303661302,9.627203502801382
depmap,ACH-000794,Head and Neck,3.788672623865362,37.86762051907552
depmap,ACH-000796,Ovary/Fallopian Tube,6.047269880090574,12.603870207916987
depmap,ACH-000798,Bowel,2.22519481182442,20.238699317083135
depmap,ACH-000799,Skin,12.689577228926634,-10.896941175584875
depmap,ACH-000800,Lung,-10.4549605727885,-19.075929322575405
depmap,ACH-000801,Skin,1.9297075285409895,-10.927012921639198
depmap,ACH-000802,Bladder/Urinary Tract,11.83662691988861,12.34792512880576
depmap,ACH-000804,Peripheral Nervous System,-12.800325823799488,-18.239612142104242
depmap,ACH-000805,Skin,2.521643339549882,-11.64475263806912
depmap,ACH-000807,CNS/Brain,13.073308965424204,-8.198626056582443
depmap,ACH-000809,Esophagus/Stomach,5.89977530845584,7.441404632000416
depmap,ACH-000810,Skin,6.969972214631442,-15.277920991052346
depmap,ACH-000811,Ovary/Fallopian Tube,20.767378330695507,-5.160572765041355
depmap,ACH-000817,Lymphoid,-23.04753244189366,3.8027988286116847
depmap,ACH-000819,CNS/Brain,11.04182630028844,-16.22821627144765
depmap,ACH-000820,Bowel,-0.5485734812660682,10.165115100567077
depmap,ACH-000821,Lymphoid,-23.100701271529953,3.3936525558144663
depmap,ACH-000822,Skin,15.843238662368979,-11.386821892841409
depmap,ACH-000823,Esophagus/Stomach,2.2742310864538933,7.513743704606552
depmap,ACH-000824,Esophagus/Stomach,5.980157511785824,10.217354957244671
depmap,ACH-000826,Lung,11.257296106559343,8.083135611635482
depmap,ACH-000827,Skin,20.511396451545934,-15.710268416989027
depmap,ACH-000829,Lymphoid,-33.25137308330315,-4.162573101332722
depmap,ACH-000831,Uterus,7.014689649554151,-7.091199758002917
depmap,ACH-000832,Head and Neck,12.22598139325552,16.9874392812441
depmap,ACH-000833,Soft Tissue,-3.947771149436144,-13.54065698587336
depmap,ACH-000834,Bladder/Urinary Tract,10.913041005595192,17.387771843863145
depmap,ACH-000835,Soft Tissue,10.553528822784978,-11.581361836487531
depmap,ACH-000836,Head and Neck,9.055380875965376,6.460776726983607
depmap,ACH-000837,Lung,8.278759694402654,7.318712864042714
depmap,ACH-000838,Lymphoid,-31.970579670180886,-0.3145506141175588
depmap,ACH-000839,Bladder/Urinary Tract,7.043077680007372,19.593885269719408
depmap,ACH-000840,Lung,20.001068086861473,-5.017889505479091
depmap,ACH-000841,Lung,8.455342940931537,2.2704959630721357
depmap,ACH-000843,Lung,6.753066288425484,2.7745434234511306
depmap,ACH-000845,Lung,11.695847401110214,3.7953541950705514
depmap,ACH-000846,Head and Neck,5.9173025345685675,7.611379832667074
depmap,ACH-000847,Esophagus/Stomach,-11.27745829645468,-9.69188529406929
depmap,ACH-000848,Liver,-4.482183917713015,-7.985954300519193
depmap,ACH-000849,Breast,11.612422685586134,4.90103743193721
depmap,ACH-000851,Lung,-4.587389147298463,10.77387849259892
depmap,ACH-000853,Lung,6.084595945837311,-15.320942182328563
depmap,ACH-000855,Esophagus/Stomach,9.233465764360288,10.016867566272188
depmap,ACH-000856,Breast,7.129109130844787,-9.817521893722317
depmap,ACH-000858,Lung,2.826470040841369,21.4874396820253
depmap,ACH-000859,Breast,15.846056909242721,4.4580163447022585
depmap,ACH-000860,Lung,5.6268582409572545,1.5566175518615566
depmap,ACH-000861,Lung,14.45741242978194,-11.612852189850825
depmap,ACH-000862,Bladder/Urinary Tract,15.897105450840176,10.493158122560645
depmap,ACH-000863,CNS/Brain,13.526080465387844,-11.869779278736855
depmap,ACH-000864,Uterus,-15.39277096438414,-14.5425963562122
depmap,ACH-000865,Esophagus/Stomach,2.2492030978759696,6.768034891680225
depmap,ACH-000866,Lung,-0.20897313902939157,-11.722403961086286
depmap,ACH-000867,Lung,0.23784387091710585,7.785781615944511
depmap,ACH-000869,Lung,10.4831420719432,-0.3197268162334131
depmap,ACH-000871,Lung,-6.298590111156684,-10.59310168499344
depmap,ACH-000872,Lung,3.9550374965608497,4.400520372512654
depmap,ACH-000873,Esophagus/Stomach,2.054620961046929,12.162969068443358
depmap,ACH-000874,Lymphoid,-41.50012080065915,3.2209341729939136
depmap,ACH-000876,Breast,4.070464116287942,13.299222311612407
depmap,ACH-000878,Lung,9.148665457174971,-6.06798325141617
depmap,ACH-000879,Uterus,0.216570190635522,-14.76512303939959
depmap,ACH-000880,Esophagus/Stomach,10.628543373119685,1.5257822885788053
depmap,ACH-000881,Skin,5.6237097830091285,-14.747972491370305
depmap,ACH-000882,Skin,1.4215173766790539,-12.932150218422763
depmap,ACH-000884,Skin,3.3887087658449095,-8.152014210131192
depmap,ACH-000885,Ovary/Fallopian Tube,9.351381476873039,-2.837044023114278
depmap,ACH-000886,Lung,9.982938022212307,0.5713024981262251
depmap,ACH-000887,CNS/Brain,7.599501618433897,8.488070943906726
depmap,ACH-000888,Lung,10.213507352793258,1.122720460369579
depmap,ACH-000889,Lymphoid,-19.488622385707615,-8.415956086214967
depmap,ACH-000890,Lung,10.52281459746797,-13.304592676854774
depmap,ACH-000894,Lung,4.170246730883919,13.560214496845843
depmap,ACH-000896,Bladder/Urinary Tract,11.172539459939108,6.106093690965193
depmap,ACH-000898,Esophagus/Stomach,2.9412723451449323,11.944461460293606
depmap,ACH-000899,Skin,9.083427557516996,-14.11468943614318
depmap,ACH-000900,Lung,-1.2613507999220386,-4.080869507222478
depmap,ACH-000901,Lung,11.986119519412528,-13.078006472216835
depmap,ACH-000903,Thyroid,12.18270847296684,-10.397405254407214
depmap,ACH-000905,Bladder/Urinary Tract,15.726482188255748,2.0024503899540407
depmap,ACH-000906,Ovary/Fallopian Tube,6.574167009862928,-8.595100146778657
depmap,ACH-000907,Kidney,18.570552223426635,-0.19635897067266214
depmap,ACH-000910,Breast,-6.776744133144029,3.763791391827221
depmap,ACH-000911,Esophagus/Stomach,6.452514274338677,9.973844232385762
depmap,ACH-000912,Lung,10.40299269606183,-14.584420447563115
depmap,ACH-000913,Uterus,17.36868108202332,-10.355451666337348
depmap,ACH-000914,Lymphoid,-34.52855173009586,-10.344870516802375
depmap,ACH-000915,Skin,-0.11643293443664134,-11.67030702549847
depmap,ACH-000916,Lung,7.1675932689316495,6.696084958447663
depmap,ACH-000917,Esophagus/Stomach,8.624757096445524,6.719494911292996
depmap,ACH-000919,Esophagus/Stomach,0.832274660063242,13.480733280997795
depmap,ACH-000920,Myeloid,-24.65168350241354,-8.734012701851581
depmap,ACH-000921,Lung,11.627399081352195,-9.979740450039653
depmap,ACH-000922,Lymphoid,-27.004550530751175,-9.948845954207917
depmap,ACH-000924,Lung,4.523824292648329,-4.472870006839802
depmap,ACH-000926,Bowel,-3.4763814048806654,16.240341072258552
depmap,ACH-000928,Uterus,4.082475413533307,5.566662802996558
depmap,ACH-000929,Lung,8.974209089933185,8.356145194132006
depmap,ACH-000932,Esophagus/Stomach,-10.657329680101165,-7.574536262143773
depmap,ACH-000934,Breast,10.147191400134016,-3.2457157446701257
depmap,ACH-000935,Bowel,12.438667215569852,-14.805195120050662
depmap,ACH-000936,Ovary/Fallopian Tube,10.975495304351075,2.469747542710262
depmap,ACH-000937,Lymphoid,-26.32333188845093,-13.894406429474838
depmap,ACH-000938,Lymphoid,-32.53515699773797,-10.258745264375435
depmap,ACH-000939,Uterus,3.2978178640987896,-19.60917934607712
depmap,ACH-000941,Uterus,3.0223494170099863,-1.5097495364301152
depmap,ACH-000943,Bowel,-14.241040246596189,4.222339062760227
depmap,ACH-000944,Lymphoid,-35.791773451463236,-7.740465665147371
depmap,ACH-000945,Lung,7.141252437027146,-3.425157968100042
depmap,ACH-000946,Uterus,10.555538870983932,1.5973171097298455
depmap,ACH-000947,Ovary/Fallopian Tube,-4.770194909276732,-13.609651262803407
depmap,ACH-000948,Esophagus/Stomach,2.2027809741302886,12.719804764877194
depmap,ACH-000950,Bowel,0.6129053526975128,6.217280998622218
depmap,ACH-000953,Lymphoid,-30.41361900439843,-15.998157339974485
depmap,ACH-000956,Prostate,-7.871209907486048,-2.720025337094044
depmap,ACH-000957,Bowel,1.6650698419747816,9.576836884134423
depmap,ACH-000958,Bowel,3.1759721389406153,4.252614850474325
depmap,ACH-000959,Bowel,4.597286033496456,3.6357491209648254
depmap,ACH-000960,Lymphoid,-30.02958836059717,-13.533940147900376
depmap,ACH-000961,Uterus,3.631539801773433,-1.9659835427064323
depmap,ACH-000962,Ovary/Fallopian Tube,1.6961357401421266,-1.5193913056770836
depmap,ACH-000963,Bowel,-8.088279059728563,8.021575835019235
depmap,ACH-000965,Uterus,9.064767128504217,5.581462478888253
depmap,ACH-000966,Ovary/Fallopian Tube,6.923236184546435,-2.855420377429883
depmap,ACH-000968,Skin,5.298867042353437,-4.57606833429594
depmap,ACH-000969,Bowel,-8.503247555861408,13.92568685662585
depmap,ACH-000970,Bowel,7.257103234117021,4.400070241652412
depmap,ACH-000971,Bowel,3.426653120519672,-4.764919754219793
depmap,ACH-000972,Uterus,1.4333133348465874,3.457031445389174
depmap,ACH-000973,Bladder/Urinary Tract,3.798593319854117,-11.805447340789733
depmap,ACH-000974,Uterus,5.8780629144985275,8.05344648441632
depmap,ACH-000975,Lung,8.967545935305976,-8.615415553044581
depmap,ACH-000976,Biliary Tract,5.231286967912728,14.873087430883695
depmap,ACH-000977,Prostate,-9.038079342873319,2.4612029949415413
depmap,ACH-000978,Uterus,-3.419750418331337,-11.623224647930765
depmap,ACH-000980,Lung,-5.845456731850614,-22.28175436333906
depmap,ACH-000983,Myeloid,-19.07204605998503,-13.447068542319418
depmap,ACH-000984,Uterus,14.662479520146453,-13.555147794385066
depmap,ACH-000985,Bowel,-3.6767211289055197,7.811724856179465
depmap,ACH-000986,Bowel,-0.5639499500464311,15.084721322170187
depmap,ACH-000988,Uterus,10.326951029048711,-0.6597539300005807
depmap,ACH-000991,Bowel,7.98215265132663,7.73375586230252
depmap,ACH-000993,Uterus,5.43655215870058,9.801532370859004
depmap,ACH-000994,Uterus,6.108682941549247,-7.593747919675032
depmap,ACH-000995,Lymphoid,-24.14993251130511,-11.751499729126234
depmap,ACH-000996,Uterus,4.136204506974936,5.821704841403257
depmap,ACH-000997,Bowel,0.49866305789389914,-2.9986176408633596
depmap,ACH-001001,Bone,1.994863855930029,-8.601580857504077
depmap,ACH-001016,CNS/Brain,7.472923543858682,-12.419105145883188
depmap,ACH-001020,CNS/Brain,-6.441483834178612,-8.022929672726242
depmap,ACH-001028,CNS/Brain,-19.60635280070543,15.649495651256943
depmap,ACH-001029,Bone,-11.814574690084324,-18.82293490307682
depmap,ACH-001031,CNS/Brain,-8.157850043969875,-8.019773682247017
depmap,ACH-001033,CNS/Brain,-8.737529647359711,-14.057588260987425
depmap,ACH-001036,Myeloid,-33.35176377659277,0.17212481825510828
depmap,ACH-001038,Bone,-18.19701476093636,-14.27592134890496
depmap,ACH-001041,Skin,-5.844018499183469,-8.275377822340934
depmap,ACH-001048,Ovary/Fallopian Tube,14.472272484929627,-1.0153496792948915
depmap,ACH-001050,Soft Tissue,-0.15077334412776708,-9.032186393977579
depmap,ACH-001053,CNS/Brain,-18.389875537410337,0.7886390450029476
depmap,ACH-001054,CNS/Brain,-25.215198050849803,-1.2637211076770278
depmap,ACH-001061,Bowel,2.9089076878066336,6.535531641070707
depmap,ACH-001067,CNS/Brain,2.640583227995287,-9.818955874365466
depmap,ACH-001075,Lung,13.926307811483037,12.620556907613409
depmap,ACH-001096,Soft Tissue,-19.497708135227704,-8.962874516509626
depmap,ACH-001098,Pancreas,6.122514681815084,14.739495716113321
depmap,ACH-001099,Soft Tissue,-3.136394178165402,-9.270126283770399
depmap,ACH-001111,Lymphoid,-33.87689651095378,12.524046336303485
depmap,ACH-001119,Lymphoid,-28.66016615699019,11.041104201061838
depmap,ACH-001128,Soft Tissue,-2.774304915142908,-15.519200737521137
depmap,ACH-001129,Myeloid,-28.644027575689464,-2.120049787910821
depmap,ACH-001134,Lymphoid,-34.17904361445229,16.045676199458928
depmap,ACH-001145,Ovary/Fallopian Tube,7.865031052098633,-11.047708766789283
depmap,ACH-001151,Ovary/Fallopian Tube,9.494159023076628,4.49558665789118
depmap,ACH-001163,Kidney,-10.670851596373438,1.3597238781192216
depmap,ACH-001164,Soft Tissue,-9.24979422540411,3.3224702039826983
depmap,ACH-001172,CNS/Brain,4.634913967746522,-10.19024236466963
depmap,ACH-001183,Bladder/Urinary Tract,5.385184038113625,11.16736531827556
depmap,ACH-001184,Soft Tissue,-24.21543969512497,-5.991662975001666
depmap,ACH-001188,Peripheral Nervous System,-23.84622865826853,-10.458634118868467
depmap,ACH-001190,Skin,1.2886182308864693,-10.671399111215734
depmap,ACH-001192,Bone,-16.71336122967011,-15.155056852553926
depmap,ACH-001193,Bone,-15.623583965936847,-18.499085454543714
depmap,ACH-001194,Kidney,12.284394843037687,-4.491170033048743
depmap,ACH-001196,Soft Tissue,-8.599773065273313,-11.791390327186074
depmap,ACH-001197,Lymphoid,-33.71930322386727,-3.303945772730755
depmap,ACH-001211,Soft Tissue,0.10741215066241416,-14.401378985628016
depmap,ACH-001228,Head and Neck,-2.01001919830445,6.431254630445301
depmap,ACH-001229,Head and Neck,3.008159865321235,23.0509789398619
depmap,ACH-001232,CNS/Brain,16.597590240572284,-16.24198681132005
depmap,ACH-001239,Skin,9.084861731308779,-14.877212192404217
depmap,ACH-001270,Soft Tissue,7.188395676487964,-8.60682696239861
depmap,ACH-001274,Soft Tissue,14.787778877729721,-12.457132011721093
depmap,ACH-001275,Soft Tissue,-6.156958837991398,-12.038558677586286
depmap,ACH-001277,Soft Tissue,-10.205192832285517,-13.50541691582024
depmap,ACH-001278,Ovary/Fallopian Tube,-8.119426649294354,-6.231953932545902
depmap,ACH-001279,Ovary/Fallopian Tube,-6.504096625089365,-7.5411052409029224
depmap,ACH-001280,Soft Tissue,-4.959882060992198,-12.226051945320103
depmap,ACH-001283,Bone,-20.04090664272478,-6.584135454597778
depmap,ACH-001289,CNS/Brain,-8.4376840082596,-14.571831537518243
depmap,ACH-001295,Eye,-24.475135108825626,-11.643817751467504
depmap,ACH-001300,Peripheral Nervous System,-21.171860059992103,-14.878534929209998
depmap,ACH-001301,Peripheral Nervous System,-13.520338652858346,-16.2636709231692
depmap,ACH-001302,Peripheral Nervous System,-23.609938461485317,-12.305891311923226
depmap,ACH-001303,Peripheral Nervous System,-22.68276310816457,-9.08881995426341
depmap,ACH-001306,Thyroid,16.31587147334582,-10.643480589128645
depmap,ACH-001307,Thyroid,15.501139758476853,-9.756429338074673
depmap,ACH-001310,Kidney,20.794033255238926,-16.994449510595544
depmap,ACH-001318,Liver,7.763173281810953,-3.93160639728761
depmap,ACH-001322,Soft Tissue,3.582311923391769,-13.72583205763518
depmap,ACH-001328,Skin,3.5997849164476294,19.907475814569896
depmap,ACH-001329,CNS/Brain,13.928744878259769,-12.731314039751137
depmap,ACH-001332,Head and Neck,0.7137807760898085,21.8349234735963
depmap,ACH-001333,Cervix,-16.39171311465766,-12.22661138483388
depmap,ACH-001334,Cervix,8.309857197395099,17.140692725271844
depmap,ACH-001335,Cervix,9.392682864304415,12.10271490157805
depmap,ACH-001336,Cervix,3.484051546761363,22.077103937023228
depmap,ACH-001338,Peripheral Nervous System,-22.534909413539495,-16.23757652240587
depmap,ACH-001340,Ovary/Fallopian Tube,-1.0172798232299867,10.634282903978665
depmap,ACH-001341,Cervix,6.480437775769582,11.74902062676733
depmap,ACH-001344,Peripheral Nervous System,3.115498996180532,-3.4589386050257893
depmap,ACH-001345,Bowel,-7.638048908355582,11.245914306111475
depmap,ACH-001346,Head and Neck,12.391426823422632,18.712059014735768
depmap,ACH-001347,Head and Neck,12.054751757842338,27.014886102951827
depmap,ACH-001353,Pancreas,9.007150823494497,25.692168923605973
depmap,ACH-001354,Peripheral Nervous System,-19.22983637490742,-14.603240600113809
depmap,ACH-001356,Thyroid,9.478159594317498,-16.040999220936815
depmap,ACH-001360,Cervix,-1.6991055314408519,13.180794976294319
depmap,ACH-001366,Peripheral Nervous System,-22.971407149438242,-10.159021708246229
depmap,ACH-001367,Peripheral Nervous System,-19.49006712232404,-21.39186000957712
depmap,ACH-001368,Esophagus/Stomach,-8.199349090513406,-0.18967045952829767
depmap,ACH-001370,Ovary/Fallopian Tube,-2.004781965353217,9.827048332239501
depmap,ACH-001374,Ovary/Fallopian Tube,-2.108597937409998,-12.505497202249074
depmap,ACH-001375,Pancreas,9.317841221750172,7.304400027476762
depmap,ACH-001377,Pancreas,2.790915901437941,5.947572070393512
depmap,ACH-001379,Pancreas,8.271843062145729,15.873287523320805
depmap,ACH-001380,Pancreas,5.224008105393295,6.706121008295736
depmap,ACH-001382,Pancreas,6.411328785085437,14.257840662055244
depmap,ACH-001385,Head and Neck,-21.923327677443055,15.319965699265186
depmap,ACH-001386,Lung,-16.179343780330218,-10.810213105391737
depmap,ACH-001388,Breast,-31.932990740395066,64.66352584559286
depmap,ACH-001389,Breast,4.710939212019213,-10.921365532111745
depmap,ACH-001390,Breast,-9.542464113159552,20.62450946345028
depmap,ACH-001391,Breast,-3.0053883660136154,0.8524101283067302
depmap,ACH-001392,Breast,-17.843419320097663,30.521425303361656
depmap,ACH-001393,Breast,-8.650432473678105,25.327038421921397
depmap,ACH-001394,Breast,2.220335669164866,18.933560517877343
depmap,ACH-001396,Breast,-15.44928618865017,21.347490526275475
depmap,ACH-001398,Kidney,8.95394599678821,4.300555013093476
depmap,ACH-001399,Bowel,4.6379192632083095,7.88415535285661
depmap,ACH-001400,Vulva/Vagina,-21.016197645628832,53.09286099486813
depmap,ACH-001401,Adrenal Gland,-10.089447242803601,-7.886786379359758
depmap,ACH-001402,Cervix,10.105034061550034,-10.33706535589423
depmap,ACH-001403,Ovary/Fallopian Tube,7.935515868984555,-6.595442105277571
depmap,ACH-001407,Bladder/Urinary Tract,4.892028628473239,-8.757406689372997
depmap,ACH-001408,Bladder/Urinary Tract,11.557952521505339,10.576585437102745
depmap,ACH-001409,Bladder/Urinary Tract,16.68124395647236,8.360603160363913
depmap,ACH-001411,Bladder/Urinary Tract,3.593621619091681,19.54475158577544
depmap,ACH-001412,Bladder/Urinary Tract,12.814078504622836,-2.578196264501918
depmap,ACH-001413,Bladder/Urinary Tract,7.225895924168283,-4.661161030754053
depmap,ACH-001414,Bladder/Urinary Tract,0.6506360257359868,23.230076604597624
depmap,ACH-001415,Bladder/Urinary Tract,9.545487090829276,5.048865136873108
depmap,ACH-001416,Bladder/Urinary Tract,3.35984744115796,13.676998922312903
depmap,ACH-001418,Ovary/Fallopian Tube,5.0229191495628625,11.180234875755882
