dataset,sample_id,tissue,PC1,PC2
ctrpv2,CVCL_2091,Blood,-21.43355559692549,-8.028521170338415
ctrpv2,CVCL_3385,Stomach,4.570237294528995,22.134055949553353
ctrpv2,CVCL_1327,Blood,-35.50222315186102,-5.294988680036283
ctrpv2,CVCL_2206,Lymph,-44.00607987853739,-1.053768332030494
ctrpv2,CVCL_1637,Pancreas,15.390163812321553,14.852409487929494
ctrpv2,CVCL_1638,Pancreas,12.80822244450202,15.642473301590565
ctrpv2,CVCL_1711,Lymph,-21.451305732915838,-4.890594285015734
ctrpv2,CVCL_1712,Lymph,-41.313919137969606,-3.794059077676222
ctrpv2,CVCL_3881,Pancreas,14.424683837113546,12.269519588026007
ctrpv2,CVCL_1889,Lymph,-45.980332129219455,1.7945743112573584
ctrpv2,CVCL_1639,Pancreas,10.416553098027421,11.748149831643248
ctrpv2,CVCL_0539,Lymph,-45.193671883140766,2.1234176609971533
ctrpv2,CVCL_8876,Stomach,-2.2558246103341726,5.294235605630439
ctrpv2,CVCL_1818,Lymph,-33.63725297998534,0.6426823834533271
ctrpv2,CVCL_2450,Colon,1.7604518169306338,16.45890040787687
ctrpv2,CVCL_2050,Brain,12.836322964679063,-16.43461381237194
ctrpv2,CVCL_1233,Brain,17.404786878936093,-16.987601447252057
ctrpv2,CVCL_1231,Brain,8.759909029528092,-19.326581175256326
ctrpv2,CVCL_1230,Blood,-29.08868744101463,-1.2492884878070056
ctrpv2,CVCL_1229,Soft Tissue,10.422433540579682,-14.046946595355
ctrpv2,CVCL_3840,Liver,12.75128317278732,-0.8910892845607599
ctrpv2,CVCL_8877,Stomach,4.088314367618219,27.867975171502867
ctrpv2,CVCL_1766,Esophagus,16.746465151910204,-5.55560315361214
ctrpv2,CVCL_3007,Muscle,-5.525671469840765,-6.860723502704321
ctrpv2,CVCL_1386,Colon,-0.359513825662386,24.09670918049672
ctrpv2,CVCL_1385,Colon,-0.8934194540911577,17.481742246469793
ctrpv2,CVCL_3015,Lung,5.932388965712737,-8.070670120131904
ctrpv2,CVCL_1392,Lung,3.891668734480677,7.8536991722193585
ctrpv2,CVCL_1382,Colon,0.5338915735469443,21.301026586654494
ctrpv2,CVCL_0012,Blood,-22.54854041654055,-0.5836196810848978
ctrpv2,CVCL_0397,Colon,4.204889788685583,19.938511460275773
ctrpv2,CVCL_1383,Colon,9.354259222320156,13.578479832421674
ctrpv2,CVCL_1394,Lung,18.57425256414227,-5.518481312962686
ctrpv2,CVCL_2582,Lung,11.917956858350543,13.001344141248907
ctrpv2,CVCL_0139,Stomach,10.081482736899588,11.743472900058
ctrpv2,CVCL_1067,Kidney,13.059696194927009,-5.02293925175411
ctrpv2,CVCL_5113,Lung,6.734078969584832,-6.420125488628258
ctrpv2,CVCL_1806,Blood,-34.21741619700457,2.391172755791869
ctrpv2,CVCL_1071,Blood,-30.717490074016844,-0.5059220727648489
ctrpv2,CVCL_1070,Brain,6.872923795604379,-16.34161322709565
ctrpv2,CVCL_1805,Blood,-39.98606092383183,-6.608760976309748
ctrpv2,CVCL_0152,Pancreas,15.247663134940556,18.898677466777325
ctrpv2,CVCL_0028,Uterus,-4.119466403516595,-9.630453254115192
ctrpv2,CVCL_0331,Skin,14.158804466294288,-17.11092455115362
ctrpv2,CVCL_0332,Breast,23.613501706669513,-18.073474440511735
ctrpv2,CVCL_1140,Lung,-9.23478233406395,-2.4136279501143747
ctrpv2,CVCL_1141,Lung,-14.95716610112584,2.1339769385601564
ctrpv2,CVCL_2418,Lung,-7.536909637826472,0.12046390651136736
ctrpv2,CVCL_2415,Lung,-14.889735045657138,-2.6888498263385623
ctrpv2,CVCL_1672,Skin,7.077794933148229,-14.4329807583057
ctrpv2,CVCL_0036,Bladder,6.06218879399554,16.928795280244437
ctrpv2,CVCL_1670,Bladder,13.475465309750545,13.85084267710388
ctrpv2,CVCL_0093,Blood,-39.227532361603295,4.969611234396875
ctrpv2,CVCL_1667,Blood,-34.29280999143458,-5.96889088648867
ctrpv2,CVCL_1635,Pancreas,10.49674937335399,12.51451241211355
ctrpv2,CVCL_1666,Skin,16.960543436757575,-19.812649541553487
ctrpv2,CVCL_1662,Ovary,4.28491414630367,14.474754777319111
ctrpv2,CVCL_1876,Lymph,-35.50576513145266,2.9045006343620683
ctrpv2,CVCL_1877,Lymph,-42.23472031864643,-2.874706074466975
ctrpv2,CVCL_1608,Brain,19.743418241123322,-19.414280719736396
ctrpv2,CVCL_1609,Blood,-30.104648196162103,1.013874439158276
ctrpv2,CVCL_3043,Blood,-28.965784590459847,0.010002468381198395
ctrpv2,CVCL_1606,Nervous System,-1.8635836006844126,-22.711155171640048
ctrpv2,CVCL_0538,Lymph,-24.093219772442914,-1.7841361189275522
ctrpv2,CVCL_1612,Stomach,8.012867054211851,10.830899079793236
ctrpv2,CVCL_2917,Colon,1.11041115592215,21.423967924124156
ctrpv2,CVCL_1269,Lung,18.43406480547447,6.7201659276540395
ctrpv2,CVCL_2060,Lung,9.918632378784025,3.964131325582601
ctrpv2,CVCL_2059,Lung,18.22798978816261,-2.373158113053646
ctrpv2,CVCL_1267,Breast,18.89941895559404,1.1535468886687357
ctrpv2,CVCL_0547,Colon,-4.394895707943016,7.38320791125101
ctrpv2,CVCL_2061,Lung,8.230864780841658,13.571002111882226
ctrpv2,CVCL_1587,Colon,8.329611427509148,12.227936501666628
ctrpv2,CVCL_1754,Muscle,-5.2469593520519835,-13.877541896569088
ctrpv2,CVCL_1759,Esophagus,15.848192333265146,2.5953284363494
ctrpv2,CVCL_1584,Lung,5.808934077289882,6.558056060963989
ctrpv2,CVCL_5112,Colon,8.519506354995219,10.980810091773332
ctrpv2,CVCL_1765,Esophagus,6.463353223739233,7.286195646678358
ctrpv2,CVCL_1755,Muscle,-2.734404481101008,-10.940924715939936
ctrpv2,CVCL_1764,Esophagus,7.2773554816598125,19.154446189695097
ctrpv2,CVCL_3337,Esophagus,10.779896970737843,10.967494615684242
ctrpv2,CVCL_5102,Liver,15.251251370944876,-3.4637656030215997
ctrpv2,CVCL_5103,Liver,17.36495841912004,-9.806227486395032
ctrpv2,CVCL_5100,Ovary,18.891951576249458,3.675626997994093
ctrpv2,CVCL_5101,Liver,10.98927464645261,15.310401456542873
ctrpv2,CVCL_1708,Colon,-2.2896004725789205,23.74031971892639
ctrpv2,CVCL_1709,Colon,11.339188886116736,11.063304527005345
ctrpv2,CVCL_5105,Head And Neck,13.677780524705035,16.749145257503155
ctrpv2,CVCL_5096,Ovary,12.454219509561218,5.894533731572575
ctrpv2,CVCL_2096,Lymph,-25.20440735961969,-5.120734494230563
ctrpv2,CVCL_8147,Pancreas,5.869135086323428,13.541043145352377
ctrpv2,CVCL_1355,Esophagus,12.762504422360863,2.839499114902963
ctrpv2,CVCL_1356,Esophagus,2.7203502241377513,5.093903497249021
ctrpv2,CVCL_2785,Liver,7.597385006262754,7.2301827171426
ctrpv2,CVCL_1357,Blood,-31.94783822176109,-1.4460389775577873
ctrpv2,CVCL_1361,Lymph,-29.60535667299067,-3.429201088222651
ctrpv2,CVCL_1311,Lung,13.52656814628065,-12.527172573183881
ctrpv2,CVCL_1865,Lymph,-35.591508952751965,-2.290464039391975
ctrpv2,CVCL_0359,Bladder,13.748453399549922,-10.238764066411324
ctrpv2,CVCL_6543,Uterus,4.538709737526323,5.277861088394523
ctrpv2,CVCL_1307,Skin,1.5392730778469226,-13.783807872026413
ctrpv2,CVCL_1603,Stomach,6.2520314214481525,18.003122092520695
ctrpv2,CVCL_0530,Bone,-13.146780897269347,-10.644572794087512
ctrpv2,CVCL_1600,Blood,-28.41556240224792,3.3839196607869457
ctrpv2,CVCL_1354,Esophagus,9.60305655279363,13.112495658365132
ctrpv2,CVCL_0528,Nervous System,-13.09275276576517,-15.108767739405899
ctrpv2,CVCL_1700,Nervous System,4.2634616714675015,-16.507129721334806
ctrpv2,CVCL_1699,Blood,-28.540935413642824,5.079863299708003
ctrpv2,CVCL_1724,Colon,4.304300541963412,11.29127044495074
ctrpv2,CVCL_0532,Ovary,19.93616192816782,-2.7196627446977937
ctrpv2,CVCL_0531,Nervous System,9.943677656868665,-22.858365322033222
ctrpv2,CVCL_0201,Ovary,11.478501092639954,4.392484145248983
ctrpv2,CVCL_1878,Lymph,-36.857333666856555,-2.536368481412594
ctrpv2,CVCL_1620,Blood,-27.906602595776832,-1.3146912115286586
ctrpv2,CVCL_1353,Esophagus,3.8965832438992614,10.106153767809344
ctrpv2,CVCL_1619,Blood,-35.06485296217038,-3.1809000476528584
ctrpv2,CVCL_1616,Ovary,4.004655659888976,0.5855280735879397
ctrpv2,CVCL_1615,Ovary,6.191149004880787,3.6331815719495437
ctrpv2,CVCL_0434,Stomach,7.9353542627592715,16.289352790259866
ctrpv2,CVCL_2791,Stomach,12.220779428854987,9.141008426156665
ctrpv2,CVCL_1414,Lymph,-26.63330623227475,-4.942380663847111
ctrpv2,CVCL_1415,Stomach,14.976081465976192,-1.102485686164919
ctrpv2,CVCL_0428,Pancreas,-3.1237304592026747,-1.3709476752224128
ctrpv2,CVCL_1872,Lymph,-39.47727299561834,-2.348124686000757
ctrpv2,CVCL_1411,Bone,-5.360979495255021,-9.723041180048737
ctrpv2,CVCL_1412,Nervous System,-13.873166466966925,-11.119046819509009
ctrpv2,CVCL_0089,Blood,-35.3452666063468,-7.516769744909293
ctrpv2,CVCL_1410,Blood,-38.09221420612613,-4.973478832320461
ctrpv2,CVCL_5006,Head And Neck,14.55494781845115,16.875078045811033
ctrpv2,CVCL_1123,Nervous System,-16.902030721254338,-12.768545328229257
ctrpv2,CVCL_1809,Bone,15.902817450839969,-21.057547851727644
ctrpv2,CVCL_1114,Breast,12.747819717035387,14.366918577671905
ctrpv2,CVCL_0455,Lung,15.842338358301317,11.103003807988232
ctrpv2,CVCL_0236,Lung,3.9634301826484624,-4.451456567365542
ctrpv2,CVCL_1115,Breast,-1.7619635079514135,12.601135725148644
ctrpv2,CVCL_0608,Lung,17.36533964043674,-12.395522992246844
ctrpv2,CVCL_0609,Lung,6.469320067492943,16.493223566052542
ctrpv2,CVCL_1551,Lung,20.163684919013757,-3.791954268506849
ctrpv2,CVCL_1552,Lung,14.872485568719547,7.65050004122428
ctrpv2,CVCL_1547,Lung,1.7831953724459357,-3.243036993947103
ctrpv2,CVCL_1555,Lung,4.155533468101913,-1.9497642032037639
ctrpv2,CVCL_1553,Lung,15.931925312516483,-10.477639152045182
ctrpv2,CVCL_1379,Prostate,-7.990691686295891,10.565948146372785
ctrpv2,CVCL_2104,Lung,16.211715620716678,-10.257007277553207
ctrpv2,CVCL_4658,Uterus,7.9756567131345015,6.525319244780564
ctrpv2,CVCL_4657,Uterus,19.709050510969906,0.43932853889491474
ctrpv2,CVCL_4656,Uterus,2.603431351241666,-12.778113277601717
ctrpv2,CVCL_4655,Uterus,5.186856129611406,10.513629363925872
ctrpv2,CVCL_2080,Lung,18.00835539086035,-10.070433698671643
ctrpv2,CVCL_2079,Blood,-29.160601624172113,4.035910657004591
ctrpv2,CVCL_2078,Blood,-27.174052248157846,-2.844478574193702
ctrpv2,CVCL_2077,Breast,13.783584943948837,7.331997926341155
ctrpv2,CVCL_2081,Bladder,9.866684232155063,-13.111525129320938
ctrpv2,CVCL_3532,Blood,-43.209623986992405,-6.19791940076409
ctrpv2,CVCL_1720,Lung,11.45566745319714,-9.493367377247678
ctrpv2,CVCL_1721,Bladder,14.206852139517709,-6.747213281742104
ctrpv2,CVCL_1717,Colon,8.00385544556491,12.944016626706421
ctrpv2,CVCL_1718,Colon,-1.793501665228729,20.12715118620001
ctrpv2,CVCL_5015,Liver,8.388685607187714,14.843895999270853
ctrpv2,CVCL_5010,Brain,20.698776580839397,-25.061358976465495
ctrpv2,CVCL_1722,Brain,17.829534023311034,-21.285897021877823
ctrpv2,CVCL_1723,Pancreas,6.970537437535242,2.3561031227842513
ctrpv2,CVCL_1112,Thyroid,6.405532169062277,-3.8463304690221873
ctrpv2,CVCL_5005,Head And Neck,17.49370678878518,15.57838869154048
ctrpv2,CVCL_5008,Liver,13.43043665621087,3.852994682263933
ctrpv2,CVCL_5007,Uterus,8.214843026439363,5.178058082537518
ctrpv2,CVCL_5002,Colon,6.099835555999237,17.841642693820905
ctrpv2,CVCL_1707,Uterus,8.269804936123448,7.636119059268991
ctrpv2,CVCL_L085,Head And Neck,18.307735184233707,14.487881186941918
ctrpv2,CVCL_0418,Breast,-5.321521325929548,17.258760066738574
ctrpv2,CVCL_0419,Breast,11.380194016885007,10.656215664798234
ctrpv2,CVCL_2588,Colon,13.035666543265275,-20.079460892975096
ctrpv2,CVCL_0620,Breast,11.120443682764087,4.8764662647149395
ctrpv2,CVCL_0621,Breast,5.0978209810816235,17.55239228369289
ctrpv2,CVCL_0622,Skin,4.217606378409574,-9.04281258281711
ctrpv2,CVCL_1870,Lymph,-35.498461031499765,-0.5950506266953443
ctrpv2,CVCL_2929,Uterus,8.302902034160152,-5.938513474910659
ctrpv2,CVCL_1470,Lung,8.323997572313196,15.980350708760493
ctrpv2,CVCL_4402,Lung,11.79790741225451,-9.572505572460372
ctrpv2,CVCL_2169,Bone,-11.468889798216264,-8.99732212335529
ctrpv2,CVCL_1648,Colon,5.559994497677037,20.400606234841437
ctrpv2,CVCL_1884,Lymph,-31.83041483685655,-2.3088143061946584
ctrpv2,CVCL_1649,Muscle,7.991451250153197,-20.68086517180658
ctrpv2,CVCL_1650,Blood,-35.029644091407995,-7.1594102246216105
ctrpv2,CVCL_1652,Lung,12.048685412131078,9.736072424171908
ctrpv2,CVCL_1651,Lung,15.0933262712313,7.60056024340936
ctrpv2,CVCL_1456,Lung,-8.296731776763432,-11.708284777384488
ctrpv2,CVCL_1522,Lung,-12.609821839194971,-1.7346219569472798
ctrpv2,CVCL_1508,Lung,4.78138594460694,6.67000206222344
ctrpv2,CVCL_1525,Lung,-14.967253395690557,-1.7190781259593853
ctrpv2,CVCL_1526,Lung,-7.658310919339808,-4.3741379301965475
ctrpv2,CVCL_1530,Lung,10.509290020422666,16.04498385756108
ctrpv2,CVCL_1529,Lung,-11.84825964298707,2.544067609140401
ctrpv2,CVCL_1499,Lung,12.102122805863884,3.697470426744407
ctrpv2,CVCL_1496,Lung,11.061638688612705,2.6930423562244323
ctrpv2,CVCL_1465,Lung,13.598050903192549,6.04262242024228
ctrpv2,CVCL_1505,Lung,3.047732772941679,-4.35981748552984
ctrpv2,CVCL_1500,Lung,5.800265305135766,16.80919317760364
ctrpv2,CVCL_1466,Lung,-7.694142040636999,1.989580006825887
ctrpv2,CVCL_1137,Skin,12.68267754954962,-11.62975526035649
ctrpv2,CVCL_1135,Skin,11.498488471867088,-17.530340235500198
ctrpv2,CVCL_5111,Colon,5.0522961133477295,16.048591845803173
ctrpv2,CVCL_0294,Uterus,5.155827259174104,3.1995339861317653
ctrpv2,CVCL_2927,Uterus,6.191862163412128,11.14342871897733
ctrpv2,CVCL_2928,Uterus,11.072489621598029,7.574547007408658
ctrpv2,CVCL_1189,Stomach,-10.403013494086023,-1.1455092621647973
ctrpv2,CVCL_2930,Uterus,5.915801283635581,1.0075978252167428
ctrpv2,CVCL_2931,Uterus,12.093815590509077,-4.71543838194636
ctrpv2,CVCL_2481,Blood,-26.282223746842188,-7.61649931424583
ctrpv2,CVCL_0030,Cervix,5.449480951855035,-3.9410852721173764
ctrpv2,CVCL_0001,Blood,-28.50683465540064,-4.022998404410537
ctrpv2,CVCL_1179,Lymph,-42.83242904844207,1.358954442983441
ctrpv2,CVCL_2022,Blood,-32.02346664301075,-7.51838794754415
ctrpv2,CVCL_1188,Stomach,-4.5381926867169975,-0.27621965984068103
ctrpv2,CVCL_2891,Lung,11.201234553766422,6.812364389758043
ctrpv2,CVCL_2027,Lymph,-39.70514371883992,-2.884231479968244
ctrpv2,CVCL_1184,Lung,3.8988622538024327,17.5831813011673
ctrpv2,CVCL_1059,Skin,8.887966569763664,-15.895597587100397
ctrpv2,CVCL_1058,Muscle,2.2470662846633713,-12.26215992556022
ctrpv2,CVCL_1640,Lung,14.498778344778888,11.668409302359152
ctrpv2,CVCL_0035,Prostate,10.369277726992612,6.359657451593969
ctrpv2,CVCL_1051,Kidney,13.283972571791908,-11.095956291272714
ctrpv2,CVCL_1050,Kidney,11.282648109877261,-3.002964232403937
ctrpv2,CVCL_1054,Thyroid,14.866427695329518,-10.14164950233219
ctrpv2,CVCL_1053,Thyroid,15.988648340846572,-15.630592694807081
ctrpv2,CVCL_1057,Skin,11.388824770925902,-17.008284138350167
ctrpv2,CVCL_1052,Brain,9.806877433870461,-13.29725976832324
ctrpv2,CVCL_0131,Brain,15.062322898740552,-21.20217467601569
ctrpv2,CVCL_0497,Liver,15.206573921790309,-13.20277309639325
ctrpv2,CVCL_5065,Liver,12.014604362625438,14.350170239859539
ctrpv2,CVCL_5069,Brain,16.660764386950405,-18.093461727620014
ctrpv2,CVCL_5071,Colon,5.698887904012607,9.723920640972404
ctrpv2,CVCL_0366,Liver,16.26018785534964,-15.772301106952524
ctrpv2,CVCL_0454,Liver,14.47487785414954,-8.070204656705258
ctrpv2,CVCL_5064,Brain,15.130707871722443,-16.751986475944886
ctrpv2,CVCL_5063,Head And Neck,12.967116253884928,-4.437415586944022
ctrpv2,CVCL_0078,Stomach,7.340288916588073,6.942561823533039
ctrpv2,CVCL_2526,Blood,-38.53313494223911,-0.08105168890429687
ctrpv2,CVCL_4381,Liver,-0.29456350059848135,6.235942412700268
ctrpv2,CVCL_2955,Liver,18.535870458834722,-15.352913232602297
ctrpv2,CVCL_2956,Liver,4.2952312890045,6.406147558634825
ctrpv2,CVCL_4846,Stomach,7.841689863576694,19.566051711572932
ctrpv2,CVCL_0324,Liver,7.632984014079615,11.997243545567272
ctrpv2,CVCL_1290,Lymph,-40.22795370241914,-2.727435779980704
ctrpv2,CVCL_1300,Pancreas,6.975983323226373,20.905094417693547
ctrpv2,CVCL_1299,Pancreas,10.824297914587737,10.14945059255508
ctrpv2,CVCL_2678,Head And Neck,14.238987372846061,15.261907157514742
ctrpv2,CVCL_1694,Blood,-34.62979595120732,0.6468441983492496
ctrpv2,CVCL_1693,Lung,-10.186006042381035,-3.993091428289986
ctrpv2,CVCL_1695,Nervous System,-12.470011129036854,-10.216207330324048
ctrpv2,CVCL_0033,Breast,-0.6240730719310846,16.613916090420403
ctrpv2,CVCL_1697,Bone,12.008170801708896,-20.527147877841713
ctrpv2,CVCL_0627,Bone,-12.62639873251389,-11.1877328770179
ctrpv2,CVCL_0626,Colon,5.939856698284944,24.707051601619206
ctrpv2,CVCL_0628,Soft Tissue,15.414604362502901,-17.120439713544375
ctrpv2,CVCL_0525,Liver,12.26011898324207,-11.251902680203797
ctrpv2,CVCL_1362,Lymph,-27.938123011044492,-2.9472549278151967
ctrpv2,CVCL_0388,Blood,-23.195936145803312,2.8264558964835107
ctrpv2,CVCL_0480,Pancreas,13.178137520249985,-8.492892731628409
ctrpv2,CVCL_0064,Blood,-35.01170440420132,1.664582865950103
ctrpv2,CVCL_0633,Brain,15.212393091923921,-25.432382024540342
ctrpv2,CVCL_0021,Brain,8.489382097220577,-16.869460795209598
ctrpv2,CVCL_1845,Pancreas,4.4056531240177375,11.741919274016135
ctrpv2,CVCL_0042,Bone,9.624478651905171,-10.648733206700308
ctrpv2,CVCL_0624,Blood,-37.204751122288556,-3.954070716966978
ctrpv2,CVCL_1425,Blood,-31.721340367076508,-2.0729473493263972
ctrpv2,CVCL_1426,Blood,-29.182500942050282,-5.349806930411691
ctrpv2,CVCL_2620,Lung,-0.271060914640637,14.218241081476707
ctrpv2,CVCL_1427,Lung,13.38657274855864,-11.241665504159858
ctrpv2,CVCL_1430,Lung,8.624621507402699,-13.60512751461378
ctrpv2,CVCL_2798,Brain,18.72360555307231,-15.713479538611347
ctrpv2,CVCL_0378,Brain,3.9466186041392075,-16.611193459922244
ctrpv2,CVCL_1325,Lymph,-40.05644750882134,-0.1382297621996936
ctrpv2,CVCL_1823,Blood,-33.93870121423287,5.302481935656742
ctrpv2,CVCL_1321,Blood,-33.200509681193154,-2.134713722554066
ctrpv2,CVCL_2799,Brain,16.883503095503908,-21.220287758184785
ctrpv2,CVCL_1335,Lung,8.22124637363527,16.24758042800451
ctrpv2,CVCL_1319,Lymph,-26.341884959066864,2.0657801879295783
ctrpv2,CVCL_1320,Lymph,-31.112692247705922,4.6118502670743915
ctrpv2,CVCL_0065,Blood,-28.042928589409566,-5.534334631065967
ctrpv2,CVCL_2086,Blood,-21.538362753524748,0.767388380738
ctrpv2,CVCL_1323,Brain,16.636874733381685,-18.749316731000608
ctrpv2,CVCL_1324,Lymph,-21.738728167802467,-1.9346082245446172
ctrpv2,CVCL_8784,Skin,5.874739253524493,-12.10467722056083
ctrpv2,CVCL_0004,Blood,-21.081289825100047,0.7195677218582425
ctrpv2,CVCL_1659,Muscle,15.820585433701252,-16.172866745565713
ctrpv2,CVCL_1376,Lung,5.786216818332356,14.249670605047353
ctrpv2,CVCL_5953,Kidney,15.376260908785284,-0.3795885369553214
ctrpv2,CVCL_5952,Kidney,19.437581177222285,-8.516351071824143
ctrpv2,CVCL_0041,Muscle,-3.0258592736914545,-12.8714580089333
ctrpv2,CVCL_0022,Brain,15.998472365935969,-22.1304567959846
ctrpv2,CVCL_8007,Muscle,-6.356965954354718,-10.826955427844979
ctrpv2,CVCL_1774,Esophagus,-3.8016720283630687,0.8832052893541318
ctrpv2,CVCL_2218,Thyroid,9.44645638444845,-9.19857636524103
ctrpv2,CVCL_3613,Ovary,11.028234449487844,-2.5727445003645166
ctrpv2,CVCL_1227,Brain,5.846476246856269,-17.421900502405602
ctrpv2,CVCL_2908,Stomach,-3.010764896187857,0.5154642086616086
ctrpv2,CVCL_2047,Ovary,3.3598417595408825,-4.639363666230281
ctrpv2,CVCL_2909,Bone,11.213846792593351,-25.842834645126842
ctrpv2,CVCL_1220,Skin,5.452272008636258,-15.266335221122237
ctrpv2,CVCL_0270,Muscle,-3.92202194063996,-11.608883168465027
ctrpv2,CVCL_1221,Muscle,-0.5474697513857073,-9.149855264561706
ctrpv2,CVCL_1222,Lymph,-46.5977828288296,0.05178294753825024
ctrpv2,CVCL_1226,Brain,18.544078537513307,-18.703308182979242
ctrpv2,CVCL_0505,Uterus,10.13660996444179,10.921011195731527
ctrpv2,CVCL_5167,Stomach,12.009396721607832,-8.969804671311152
ctrpv2,CVCL_1690,Brain,13.018597285170783,-18.696302993879904
ctrpv2,CVCL_1689,Brain,13.50910596627757,-18.818647915551068
ctrpv2,CVCL_1660,Lymph,-45.8235376795155,-0.10852926065139817
ctrpv2,CVCL_1691,Brain,14.237309168979817,-16.91970553753573
ctrpv2,CVCL_2187,Blood,-24.913504306591676,-3.4293304080987963
ctrpv2,CVCL_0095,Blood,-31.57447928243057,-4.901786334232222
ctrpv2,CVCL_1688,Brain,17.115741791320932,-20.19995345646906
ctrpv2,CVCL_0007,Blood,-31.242503509163743,-3.1991746083263153
ctrpv2,CVCL_0618,Breast,5.225938798642128,-15.49156052373022
ctrpv2,CVCL_3020,Ovary,7.805738958029677,15.032218120811327
ctrpv2,CVCL_0031,Breast,0.5023088132091551,13.829659340289231
ctrpv2,CVCL_1438,Skin,10.32974390437053,-13.804826595908096
ctrpv2,CVCL_1399,Lymph,-46.46723594612824,-1.0961120430983784
ctrpv2,CVCL_0401,Brain,17.556019434515875,-21.102360885370178
ctrpv2,CVCL_2106,Blood,-31.45096503002958,-0.32601865759114224
ctrpv2,CVCL_0543,Bone,19.129669209872105,-19.246175958746985
ctrpv2,CVCL_1636,Pancreas,11.895020340469731,15.404123102647304
ctrpv2,CVCL_0062,Breast,14.582980601987163,-4.882646711292309
ctrpv2,CVCL_1083,Bladder,13.01471112071251,14.948268200165378
ctrpv2,CVCL_1084,Kidney,14.656377111867888,-13.27014434003051
ctrpv2,CVCL_4613,Blood,-31.205951591384714,1.2305019887570352
ctrpv2,CVCL_1082,Lung,-1.4350255765652997,11.467736396558822
ctrpv2,CVCL_0107,Lymph,-28.681465820618385,2.935341275204663
ctrpv2,CVCL_0153,Thyroid,12.995156076990625,-6.707291945131475
ctrpv2,CVCL_1074,Breast,1.7277074585363517,15.686379362337677
ctrpv2,CVCL_1958,Bladder,14.085047086723067,1.8068411816964638
ctrpv2,CVCL_1085,Thyroid,11.241992706150674,0.6448154140887076
ctrpv2,CVCL_1086,Head And Neck,18.376445475316167,12.362465001231316
ctrpv2,CVCL_0871,Muscle,16.249227285223334,-19.06926432442795
ctrpv2,CVCL_0844,Brain,19.9868357486098,-21.93541638546063
ctrpv2,CVCL_0846,Soft Tissue,19.851818159366253,-19.23424845095296
ctrpv2,CVCL_1134,Skin,7.74342681993843,-6.682664159852924
ctrpv2,CVCL_1133,Skin,2.388909151662624,-10.370652133895206
ctrpv2,CVCL_1132,Uterus,-14.204183888941916,-7.872802807272453
ctrpv2,CVCL_1129,Colon,8.670734619884781,14.760913187815447
ctrpv2,CVCL_1128,Lung,-9.747444276550418,7.303958908938459
ctrpv2,CVCL_1846,Pancreas,3.872774844823466,22.535540166340596
ctrpv2,CVCL_1523,Lung,16.81849677442868,1.2039331147560537
ctrpv2,CVCL_1567,Lung,-6.172865375366941,-7.1515977633821
ctrpv2,CVCL_1566,Lung,-6.517299794987575,0.49476941769319627
ctrpv2,CVCL_2176,Muscle,-3.734955507934158,-12.68421592706628
ctrpv2,CVCL_1885,Lymph,-36.53034130468055,-0.21527364879890762
ctrpv2,CVCL_1524,Lung,7.955073228870787,10.534927848813282
ctrpv2,CVCL_0504,Colon,-8.60285440595977,4.018702004612123
ctrpv2,CVCL_1561,Lung,9.507595103912202,14.407764476238679
ctrpv2,CVCL_1559,Lung,6.482657036737181,9.47873859910737
ctrpv2,CVCL_1556,Lung,10.218054381323004,12.31507532357439
ctrpv2,CVCL_1565,Lung,-7.72591885421948,0.3793670472870693
ctrpv2,CVCL_1564,Colon,-2.4216909625323435,26.573579166313138
ctrpv2,CVCL_0459,Lung,-0.20063086126352525,-2.1119234833992215
ctrpv2,CVCL_1562,Lung,-9.776667813707002,-14.678478639202405
ctrpv2,CVCL_0553,Breast,-0.790038765892142,13.795804619576142
ctrpv2,CVCL_1531,Lung,7.561203850875882,16.377359468764567
ctrpv2,CVCL_1532,Lung,10.949207315408264,17.88538656084756
ctrpv2,CVCL_L088,Lung,11.142385081011712,-5.160608039521815
ctrpv2,CVCL_1252,Breast,0.24373297252014195,10.462817264838952
ctrpv2,CVCL_5126,Lung,17.385909408559613,2.5343854583479786
ctrpv2,CVCL_1245,Breast,16.838851068799283,3.583172250797547
ctrpv2,CVCL_2914,Lung,7.7145660455118135,8.811266100047938
ctrpv2,CVCL_1251,Breast,0.11892412020341087,17.05797382712403
ctrpv2,CVCL_1249,Breast,10.136698394783478,-5.656345548221785
ctrpv2,CVCL_5127,Lung,7.530802932721905,11.73466975580328
ctrpv2,CVCL_3178,Pancreas,10.236128404418823,8.671444739566695
ctrpv2,CVCL_1738,Bladder,12.390689076798623,-7.161310998757454
ctrpv2,CVCL_1760,Esophagus,5.7814007722966005,15.261954026133466
ctrpv2,CVCL_1761,Esophagus,12.729442825109075,15.950602067760787
ctrpv2,CVCL_0555,Colon,5.174827793717322,21.037221062954753
ctrpv2,CVCL_0556,Brain,12.743921753811755,-16.422255584028466
ctrpv2,CVCL_1736,Blood,-35.63821883117677,-3.9067704880141716
ctrpv2,CVCL_2213,Bone,-13.461346605755717,-6.4358511229051185
ctrpv2,CVCL_3336,Esophagus,9.283694544679774,11.255028791068016
ctrpv2,CVCL_0393,Brain,14.766145653493417,-20.09448184049595
ctrpv2,CVCL_0392,Brain,11.415477965067476,-14.467205470415223
ctrpv2,CVCL_4849,Stomach,12.499751421011243,-15.451562378282883
