dataset,item,eta2_y,anova_p,n_cells,n_tissues,sig,anova_p_bonf,sig_bonf
depmap,ATP1A1,0.15327744130727097,1.252822566701184e-22,1076,29,True,2.505645133402368e-20,True
depmap,RPS4X,0.05908036540983429,0.00017074036335509128,1076,29,True,0.034148072671018256,True
depmap,BUB3,0.07405124863907273,5.617082513380124e-09,1076,29,True,1.1234165026760249e-06,True
depmap,CDAN1,0.16252784887023097,1.417105652966966e-24,1076,29,True,2.834211305933932e-22,True
depmap,SS18L2,0.05028077888069713,0.0014482165969809683,1076,29,True,0.28964331939619364,False
depmap,YARS2,0.08382971642361062,5.003104399186938e-08,1076,29,True,1.0006208798373875e-05,True
depmap,SBDS,0.07592198251180621,3.999672368110029e-07,1076,29,True,7.999344736220058e-05,True
depmap,LONP1,0.07723948219812882,7.192043290195805e-10,1076,29,True,1.438408658039161e-07,True
depmap,RAD9A,0.06847837907144073,1.3583402381366176e-07,1076,29,True,2.7166804762732352e-05,True
depmap,FERMT2,0.3819489047664931,2.4422357779079977e-67,1076,29,True,4.8844715558159954e-65,True
depmap,KIF11,0.06552022308738525,2.702915940163017e-06,1076,29,True,0.0005405831880326035,True
depmap,ATP6V0C,0.051401270371006114,0.0009129824969565673,1076,29,True,0.18259649939131345,False
depmap,PDCD2,0.09084209486184472,2.9296447548537908e-08,1076,29,True,5.859289509707582e-06,True
depmap,FAM50A,0.1316368143652582,3.9440712062392005e-17,1076,29,True,7.8881424124784e-15,True
depmap,DYNLRB1,0.12089982544420781,6.312902426391377e-17,1076,29,True,1.2625804852782754e-14,True
depmap,PPP2CA,0.09292979320950706,7.187052390558296e-10,1076,29,True,1.4374104781116592e-07,True
depmap,EEF2,0.03847897399935714,0.005121950714568942,1076,29,True,1.0,False
depmap,TP53,0.21784352383715977,8.89935991906007e-20,1076,29,True,1.779871983812014e-17,True
depmap,CDK4,0.12228461261087467,8.594418005294934e-19,1076,29,True,1.7188836010589868e-16,True
depmap,PPP1R12A,0.13758179183394567,1.0044103411369508e-17,1076,29,True,2.0088206822739015e-15,True
depmap,TFRC,0.27048989918721794,4.816331404813633e-48,1076,29,True,9.632662809627267e-46,True
depmap,PRKRA,0.07826173743537888,1.8212569766716523e-22,1076,29,True,3.6425139533433045e-20,True
depmap,NAA10,0.05884716013918161,0.004697739880920859,1076,29,True,0.9395479761841719,False
depmap,MDM2,0.22512506339479949,8.50401076533703e-30,1076,29,True,1.7008021530674058e-27,True
depmap,WDR1,0.06301392714883594,4.536403830906553e-06,1076,29,True,0.0009072807661813107,True
depmap,PGD,0.12758741743550614,2.113568994636338e-17,1076,29,True,4.2271379892726764e-15,True
depmap,DPAGT1,0.10691888260418661,1.2948306619867862e-11,1076,29,True,2.589661323973572e-09,True
depmap,RPP21,0.10109526696175533,1.615486191341576e-10,1076,29,True,3.230972382683152e-08,True
depmap,WDR82,0.10321493448413725,2.545194765939113e-12,1076,29,True,5.090389531878227e-10,True
depmap,SYS1,0.10429336612414275,7.454242580956758e-12,1076,29,True,1.4908485161913516e-09,True
depmap,MED1,0.1011599929976005,1.7598969477126947e-15,1076,29,True,3.5197938954253893e-13,True
depmap,GMPS,0.2342037771666997,7.640889882792099e-34,1076,29,True,1.5281779765584199e-31,True
depmap,RPL21,0.1216632003510388,0.00015675967231747336,276,21,True,0.03135193446349467,True
depmap,NXT1,0.06900474764395523,9.38410878806991e-07,1076,29,True,0.0001876821757613982,True
depmap,HNRNPH1,0.14806883077675634,3.2164627365870903e-18,1076,29,True,6.43292547317418e-16,True
depmap,PPP2R1A,0.17821992404589415,2.460190762040921e-22,1076,29,True,4.9203815240818415e-20,True
depmap,DNM2,0.23786485958568426,1.5085436879183673e-34,1076,29,True,3.0170873758367345e-32,True
depmap,RRM1,0.03576848448600054,0.0505314012584817,1076,29,False,1.0,False
