dataset,gene,eta2_X
depmap,CCDC92,0.20343409460628067
depmap,CCL2,0.22719824100382233
depmap,CCNA1,0.16614251923211407
depmap,CCNA2,0.117835875707611
depmap,CCNB1,0.13401123973061108
depmap,CCND1,0.4703537085863622
depmap,CCND3,0.2047101115468384
depmap,CCNE1,0.21886757317279745
depmap,CCNE2,0.17148649875484373
depmap,CCNF,0.1685456576765363
depmap,CCNH,0.15676160656830476
depmap,CCP110,0.20025828650373537
depmap,CD320,0.15755623164332125
depmap,CD40,0.19320066084156523
depmap,CD44,0.2660130762913334
depmap,CDAN1,0.16978638371952937
depmap,CDC20,0.15157293890482615
depmap,CDC25A,0.2517062263349473
depmap,CDC25B,0.13974877674002548
depmap,CDC42,0.1075372192265113
depmap,CDC45,0.1395133149301524
depmap,CDC6,0.10716672554137782
depmap,CDCA4,0.1225192314311801
depmap,CDH3,0.46591762231055
depmap,CDK1,0.08272849389088449
depmap,CDK19,0.20730654953033154
depmap,CDK2,0.21573194122732373
depmap,CDK4,0.22213542492951882
depmap,CDK5R1,0.23336514868553934
depmap,CDK6,0.22149147270214864
depmap,CDK7,0.14063018220640836
depmap,CDKN1B,0.11704323598980122
depmap,CDKN2A,0.10737678610903884
depmap,CEBPD,0.27987125499863563
depmap,CEBPZ,0.12539173921727295
depmap,CENPE,0.14457877558781718
depmap,CENPF,0.1436385357993147
depmap,CENPW,0.06181874779143093
depmap,CEP55,0.13401758720824253
depmap,CEP57,0.1469158354183595
depmap,CERK,0.232091876161103
depmap,CETN3,0.0832493018431693
depmap,CFL1,0.10739569303563823
depmap,CFLAR,0.2622716601713484
depmap,CGRRF1,0.1634633082998962
depmap,CHAC1,0.05147036855101363
depmap,CHAF1B,0.1677662595169109
depmap,CHEK1,0.19850237087512831
depmap,CHEK2,0.12083125168697402
depmap,CHIC2,0.08275708769438955
depmap,CHMP4B,0.1956789480613545
depmap,CHMP6,0.1706075012213294
depmap,CHN1,0.36308391955845687
depmap,CIAO3,0.14676476113587802
depmap,CIAPIN1,0.11999896207099481
depmap,CIRBP,0.2102181541684676
depmap,CISD1,0.09449714272741659
depmap,CLIC4,0.3079422706309538
depmap,CLPX,0.1163382295013255
depmap,CLSTN1,0.18247620218435615
depmap,CLTB,0.22034569678631144
depmap,CLTC,0.23304827348568188
depmap,CNDP2,0.16754777866548648
depmap,CNOT4,0.14678537381641402
depmap,CNPY3,0.17529115235319537
depmap,COASY,0.09914015878624532
depmap,COG2,0.13447416909843812
depmap,COG4,0.1266858246754554
depmap,COG7,0.07590009295513181
depmap,COL1A1,0.3083645987925059
depmap,COL4A1,0.4048975970216429
depmap,COPB2,0.19163154826533843
depmap,COPG1,0.1674575812684506
depmap,COPS7A,0.26888454561593716
depmap,CORO1A,0.6199176287099357
depmap,CPNE3,0.17085262957912808
depmap,CPSF4,0.15244559507587388
depmap,CREB1,0.17678948363502142
depmap,CREG1,0.14120928342118924
depmap,CRELD2,0.155467553365934
depmap,CRK,0.41697557077402675
depmap,CRKL,0.0772013818203855
depmap,CRTAP,0.37700997932932906
depmap,CRYZ,0.2151099391799564
depmap,CSK,0.3525915579332405
depmap,CSNK1A1,0.1501291850129934
depmap,CSNK1E,0.10421510959722395
depmap,CSNK2A2,0.0793572878216518
depmap,CSRP1,0.1850569624791221
depmap,CTNNAL1,0.19317810056979257
depmap,CTNND1,0.6376777279368419
depmap,CTPS1,0.22377524885284844
depmap,CTTN,0.6045132837925936
depmap,CXCL2,0.24906610326780945
depmap,CXCR4,0.4175641638991896
depmap,CXXC5,0.11809855040484435
depmap,CYB561,0.39221034783861825
depmap,CYTH1,0.2418441897509193
depmap,DAG1,0.5029172850940543
depmap,DAXX,0.1889447758850197
depmap,DBR1,0.10823374308898172
depmap,DCK,0.24542920076796632
depmap,DCTD,0.12140427284345286
depmap,DCUN1D4,0.2113170556757145
depmap,DDB2,0.08037355409239977
depmap,DDIT4,0.11030794125264061
depmap,DDR1,0.5461485582103897
depmap,DDX10,0.16058020416026922
depmap,DDX3X,0.1103605598210169
depmap,DDX42,0.13985890233810003
depmap,DECR1,0.09564847843474836
depmap,DENND2D,0.3559873634800671
depmap,DERA,0.16160369016122442
