dataset,confounder,arm,item,eta2,n
ctrpv2,OncotreeLineage,expression,MELK,0.12633972342351246,815
ctrpv2,OncotreeLineage,expression,MEN1,0.12584858107988173,815
ctrpv2,OncotreeLineage,expression,MEST,0.2771488946010644,815
ctrpv2,OncotreeLineage,expression,MET,0.5501561392737592,815
ctrpv2,OncotreeLineage,expression,MFSD10,0.20595779763189434,815
ctrpv2,OncotreeLineage,expression,MGMT,0.1858599298617444,815
ctrpv2,OncotreeLineage,expression,MIA,0.5619792300218727,815
ctrpv2,OncotreeLineage,expression,MICALL1,0.3055189559683834,815
ctrpv2,OncotreeLineage,expression,MKI67,0.11645137910830757,815
ctrpv2,OncotreeLineage,expression,MKNK1,0.14913669661537438,815
ctrpv2,OncotreeLineage,expression,MLEC,0.23100914465454167,815
ctrpv2,OncotreeLineage,expression,MLLT11,0.2924617133912026,815
ctrpv2,OncotreeLineage,expression,MLPH,0.4265530131908629,815
ctrpv2,OncotreeLineage,expression,MMP1,0.21960872073392965,815
ctrpv2,OncotreeLineage,expression,MMP11,0.12735154842893429,815
ctrpv2,OncotreeLineage,expression,MMP2,0.4507292545686852,815
ctrpv2,OncotreeLineage,expression,MOK,0.3487303385257412,815
ctrpv2,OncotreeLineage,expression,MPC2,0.24473151399232781,815
ctrpv2,OncotreeLineage,expression,MPZL1,0.28888517672406594,815
ctrpv2,OncotreeLineage,expression,MRPL19,0.15768991962142143,815
ctrpv2,OncotreeLineage,expression,MRPS16,0.08937878800505925,815
ctrpv2,OncotreeLineage,expression,MRPS2,0.06947309647416391,815
ctrpv2,OncotreeLineage,expression,MSH6,0.227079957596567,815
ctrpv2,OncotreeLineage,expression,MSRA,0.18513047257491047,815
ctrpv2,OncotreeLineage,expression,MTA1,0.19838660450406817,815
ctrpv2,OncotreeLineage,expression,MTF2,0.22316165421950745,815
ctrpv2,OncotreeLineage,expression,MTFR1,0.18067830457439987,815
ctrpv2,OncotreeLineage,expression,MTHFD2,0.3055006352292132,815
ctrpv2,OncotreeLineage,expression,MTOR,0.15045971457260976,815
ctrpv2,OncotreeLineage,expression,MUC1,0.3184720654862712,815
ctrpv2,OncotreeLineage,expression,MVP,0.29588019031133306,815
ctrpv2,OncotreeLineage,expression,MYBL2,0.2501430782587796,815
ctrpv2,OncotreeLineage,expression,MYC,0.3715832029640707,815
ctrpv2,OncotreeLineage,expression,MYCBP,0.1112287971476961,815
ctrpv2,OncotreeLineage,expression,MYCBP2,0.3716818665506419,815
ctrpv2,OncotreeLineage,expression,MYL9,0.2823618113748692,815
ctrpv2,OncotreeLineage,expression,MYLK,0.35719574588631475,815
ctrpv2,OncotreeLineage,expression,MYO10,0.46673195642387255,815
ctrpv2,OncotreeLineage,expression,NAE1,0.07065641534710775,815
ctrpv2,OncotreeLineage,expression,NAMPT,0.17100260551976723,815
ctrpv2,OncotreeLineage,expression,NAT1,0.14136122010197488,815
ctrpv2,OncotreeLineage,expression,NCAPD2,0.11180297890597478,815
ctrpv2,OncotreeLineage,expression,NCEH1,0.38688293029365484,815
ctrpv2,OncotreeLineage,expression,NCK2,0.19723057505650055,815
ctrpv2,OncotreeLineage,expression,NCOA3,0.17743115010816624,815
ctrpv2,OncotreeLineage,expression,NCSTN,0.1656707634349307,815
ctrpv2,OncotreeLineage,expression,NDC80,0.09239318057314798,815
ctrpv2,OncotreeLineage,expression,NENF,0.21207186569209127,815
ctrpv2,OncotreeLineage,expression,NET1,0.3332446466259598,815
ctrpv2,OncotreeLineage,expression,NFATC3,0.34394387988379616,815
ctrpv2,OncotreeLineage,expression,NFATC4,0.14973924034725514,815
ctrpv2,OncotreeLineage,expression,NFE2L2,0.237639423434978,815
ctrpv2,OncotreeLineage,expression,NFIL3,0.09842563849781308,815
ctrpv2,OncotreeLineage,expression,NFKB2,0.1610088658500822,815
ctrpv2,OncotreeLineage,expression,NFKBIA,0.18533759026360974,815
ctrpv2,OncotreeLineage,expression,NFKBIB,0.12306727230525528,815
ctrpv2,OncotreeLineage,expression,NFKBIE,0.19510797581503855,815
ctrpv2,OncotreeLineage,expression,NIPSNAP1,0.16440112280662153,815
ctrpv2,OncotreeLineage,expression,NISCH,0.2043636101047176,815
ctrpv2,OncotreeLineage,expression,NIT1,0.07045164672573097,815
ctrpv2,OncotreeLineage,expression,NMT1,0.1411055411750361,815
ctrpv2,OncotreeLineage,expression,NNT,0.1660253858627731,815
ctrpv2,OncotreeLineage,expression,NOL3,0.39784899568554905,815
ctrpv2,OncotreeLineage,expression,NOLC1,0.18936681696616145,815
ctrpv2,OncotreeLineage,expression,NOS3,0.11586641485632401,815
ctrpv2,OncotreeLineage,expression,NOSIP,0.10943831618492102,815
ctrpv2,OncotreeLineage,expression,NOTCH1,0.18736022323732707,815
ctrpv2,OncotreeLineage,expression,NPC1,0.22148434815665516,815
ctrpv2,OncotreeLineage,expression,NPDC1,0.36740244261659627,815
ctrpv2,OncotreeLineage,expression,NPEPL1,0.1827745575420202,815
ctrpv2,OncotreeLineage,expression,NPEPPS,0.16685912746566245,815
ctrpv2,OncotreeLineage,expression,NPM1,0.08437973250314612,815
ctrpv2,OncotreeLineage,expression,NPRL2,0.33509315434794296,815
ctrpv2,OncotreeLineage,expression,NR0B2,0.13454185437115898,815
ctrpv2,OncotreeLineage,expression,NR1D1,0.16269678106974073,815
ctrpv2,OncotreeLineage,expression,NR1H2,0.17373699792121905,815
ctrpv2,OncotreeLineage,expression,NR2F6,0.4177545386186942,815
ctrpv2,OncotreeLineage,expression,NR3C1,0.36551941118954023,815
ctrpv2,OncotreeLineage,expression,NRAS,0.14225877577015977,815
ctrpv2,OncotreeLineage,expression,NRIP1,0.18578018906960989,815
ctrpv2,OncotreeLineage,expression,NT5DC2,0.1473299566725036,815
ctrpv2,OncotreeLineage,expression,NUCB2,0.2289200031008603,815
ctrpv2,OncotreeLineage,expression,NUDCD3,0.16721783794408332,815
ctrpv2,OncotreeLineage,expression,NUDT9,0.2320953741494272,815
ctrpv2,OncotreeLineage,expression,NUF2,0.14722903611150448,815
ctrpv2,OncotreeLineage,expression,NUP133,0.1174166841799516,815
ctrpv2,OncotreeLineage,expression,NUP85,0.1105327814865881,815
ctrpv2,OncotreeLineage,expression,NUP88,0.08695574477617463,815
ctrpv2,OncotreeLineage,expression,NUP93,0.07776876806027067,815
ctrpv2,OncotreeLineage,expression,NUSAP1,0.1286721504198987,815
ctrpv2,OncotreeLineage,expression,NVL,0.2170900700457356,815
ctrpv2,OncotreeLineage,expression,ORC1,0.24943829173741078,815
ctrpv2,OncotreeLineage,expression,ORC6,0.11400358164028067,815
ctrpv2,OncotreeLineage,expression,OXA1L,0.15145842415685948,815
ctrpv2,OncotreeLineage,expression,OXCT1,0.1735597572578497,815
ctrpv2,OncotreeLineage,expression,OXSR1,0.11917733550350072,815
ctrpv2,OncotreeLineage,expression,P2RX7,0.4330923996441467,815
ctrpv2,OncotreeLineage,expression,P4HA2,0.5289226092538535,815
ctrpv2,OncotreeLineage,expression,P4HTM,0.28675553164832346,815
ctrpv2,OncotreeLineage,expression,PACSIN3,0.45992339975915125,815
ctrpv2,OncotreeLineage,expression,PAF1,0.18571390984039307,815
ctrpv2,OncotreeLineage,expression,PAFAH1B1,0.18077479277482145,815
ctrpv2,OncotreeLineage,expression,PAFAH1B3,0.21274729793717753,815
ctrpv2,OncotreeLineage,expression,PAICS,0.15059353399850994,815
ctrpv2,OncotreeLineage,expression,PAK1,0.08888770302532292,815
ctrpv2,OncotreeLineage,expression,PAK4,0.455926568161931,815
ctrpv2,OncotreeLineage,expression,PAK6,0.34483170168482385,815
ctrpv2,OncotreeLineage,expression,PAN2,0.17413698690351503,815
ctrpv2,OncotreeLineage,expression,PARP1,0.331094358676036,815
ctrpv2,OncotreeLineage,expression,PARP2,0.15701865266203932,815
ctrpv2,OncotreeLineage,expression,PAX8,0.46135177094749164,815
ctrpv2,OncotreeLineage,expression,PCBD1,0.5070860465752007,815
ctrpv2,OncotreeLineage,expression,PCCB,0.1482333614410433,815
ctrpv2,OncotreeLineage,expression,PCK2,0.17736850292231204,815
ctrpv2,OncotreeLineage,expression,PCM1,0.26668068388779304,815
ctrpv2,OncotreeLineage,expression,PCMT1,0.14211151775681616,815
ctrpv2,OncotreeLineage,expression,PCNA,0.10564244759476363,815
ctrpv2,OncotreeLineage,expression,PDE4A,0.1691832126830932,815
ctrpv2,OncotreeLineage,expression,PDE4B,0.22525232752187882,815
ctrpv2,OncotreeLineage,expression,PDE4D,0.09445930323487252,815
ctrpv2,OncotreeLineage,expression,PDE5A,0.23093261154142686,815
ctrpv2,OncotreeLineage,expression,PDGFA,0.3209817657816393,815
ctrpv2,OncotreeLineage,expression,PDGFRA,0.3162501219252654,815
ctrpv2,OncotreeLineage,expression,PDGFRB,0.48884266104356044,815
ctrpv2,OncotreeLineage,expression,PDHX,0.1245234584279466,815
ctrpv2,OncotreeLineage,expression,PDIA5,0.19309685379902894,815
ctrpv2,OncotreeLineage,expression,PDK2,0.09553565624701023,815
ctrpv2,OncotreeLineage,expression,PDLIM1,0.20090089552788068,815
ctrpv2,OncotreeLineage,expression,PDS5A,0.14423170482491598,815
ctrpv2,OncotreeLineage,expression,PECR,0.16828749846687632,815
ctrpv2,OncotreeLineage,expression,PEX11A,0.4028357050174535,815
ctrpv2,OncotreeLineage,expression,PFKL,0.15809047591166428,815
ctrpv2,OncotreeLineage,expression,PGM1,0.248381752408854,815
ctrpv2,OncotreeLineage,expression,PGR,0.16242465653931262,815
ctrpv2,OncotreeLineage,expression,PHGDH,0.07323055433606508,815
ctrpv2,OncotreeLineage,expression,PHKB,0.12736330968507348,815
ctrpv2,OncotreeLineage,expression,PHKG2,0.1236095981551303,815
ctrpv2,OncotreeLineage,expression,PIGB,0.2033789400985922,815
ctrpv2,OncotreeLineage,expression,PIH1D1,0.18058582753038502,815
ctrpv2,OncotreeLineage,expression,PIK3C2B,0.27633534890882866,815
ctrpv2,OncotreeLineage,expression,PIK3C3,0.19146389130793814,815
ctrpv2,OncotreeLineage,expression,PIK3CA,0.08707389559339997,815
ctrpv2,OncotreeLineage,expression,PIK3CB,0.33494982045451993,815
ctrpv2,OncotreeLineage,expression,PIK3CD,0.39498797509902295,815
ctrpv2,OncotreeLineage,expression,PIK3CG,0.7271608655706145,815
ctrpv2,OncotreeLineage,expression,PIK3R3,0.23292799620832758,815
ctrpv2,OncotreeLineage,expression,PIK3R4,0.09830368822788892,815
ctrpv2,OncotreeLineage,expression,PIN1,0.19902750993923113,815
ctrpv2,OncotreeLineage,expression,PIP4K2B,0.18567328041674896,815
ctrpv2,OncotreeLineage,expression,PKIG,0.22038421096165284,815
ctrpv2,OncotreeLineage,expression,PKM,0.28985116222762586,815
ctrpv2,OncotreeLineage,expression,PLA2G15,0.21063449641723958,815
ctrpv2,OncotreeLineage,expression,PLA2G4A,0.19982680292351815,815
ctrpv2,OncotreeLineage,expression,PLA2G4B,0.0996522330527493,815
ctrpv2,OncotreeLineage,expression,PLA2G4C,0.14384577352990088,815
ctrpv2,OncotreeLineage,expression,PLA2G4D,0.07336270226456326,815
ctrpv2,OncotreeLineage,expression,PLAUR,0.3050155472896609,815
ctrpv2,OncotreeLineage,expression,PLCB3,0.47080839870023894,815
ctrpv2,OncotreeLineage,expression,PLD1,0.27500262011623444,815
ctrpv2,OncotreeLineage,expression,PLD2,0.4034542960785863,815
ctrpv2,OncotreeLineage,expression,PLEKHJ1,0.18644110834573935,815
ctrpv2,OncotreeLineage,expression,PLEKHM1,0.09288232529755372,815
ctrpv2,OncotreeLineage,expression,PLK1,0.06555735607547564,815
ctrpv2,OncotreeLineage,expression,PLK3,0.14547522103474497,815
ctrpv2,OncotreeLineage,expression,PLOD3,0.4549919041315305,815
ctrpv2,OncotreeLineage,expression,PLS1,0.4659464748337699,815
ctrpv2,OncotreeLineage,expression,PLSCR1,0.24107606864183917,815
ctrpv2,OncotreeLineage,expression,PMAIP1,0.1560684254908833,815
ctrpv2,OncotreeLineage,expression,PMM2,0.13102775099409023,815
ctrpv2,OncotreeLineage,expression,PNKP,0.11081117080108577,815
ctrpv2,OncotreeLineage,expression,PNP,0.28062146124243603,815
ctrpv2,OncotreeLineage,expression,POLB,0.13686749459059203,815
ctrpv2,OncotreeLineage,expression,POLE2,0.13997489297752214,815
ctrpv2,OncotreeLineage,expression,POLG2,0.27178560239778726,815
ctrpv2,OncotreeLineage,expression,POLR1C,0.13259650319369806,815
ctrpv2,OncotreeLineage,expression,POLR2I,0.18143881450644747,815
ctrpv2,OncotreeLineage,expression,POLR2K,0.10667422160305393,815
ctrpv2,OncotreeLineage,expression,POP4,0.11593737229704569,815
ctrpv2,OncotreeLineage,expression,PPARD,0.20324582498202148,815
ctrpv2,OncotreeLineage,expression,PPARG,0.40817574573784543,815
ctrpv2,OncotreeLineage,expression,PPIC,0.6280149702423142,815
ctrpv2,OncotreeLineage,expression,PPIE,0.09171512380831882,815
ctrpv2,OncotreeLineage,expression,PPOX,0.23846928062113248,815
ctrpv2,OncotreeLineage,expression,PPP1R13B,0.34170209047850025,815
ctrpv2,OncotreeLineage,expression,PPP2R3C,0.19516617548860826,815
ctrpv2,OncotreeLineage,expression,PPP2R5A,0.23852919039359072,815
ctrpv2,OncotreeLineage,expression,PPP2R5E,0.16599004620624908,815
ctrpv2,OncotreeLineage,expression,PPP3CA,0.12175320559755146,815
ctrpv2,OncotreeLineage,expression,PPP3CB,0.1644267149585862,815
ctrpv2,OncotreeLineage,expression,PPP3CC,0.4033724404023745,815
ctrpv2,OncotreeLineage,expression,PPP3R1,0.17159300599957214,815
ctrpv2,OncotreeLineage,expression,PPP3R2,0.06707367377675966,815
ctrpv2,OncotreeLineage,expression,PRCP,0.17899793999999097,815
ctrpv2,OncotreeLineage,expression,PRKACA,0.21369658262281535,815
ctrpv2,OncotreeLineage,expression,PRKAG2,0.42408503031629374,815
ctrpv2,OncotreeLineage,expression,PRKCB,0.6038145986162737,815
ctrpv2,OncotreeLineage,expression,PRKCD,0.2698651132989856,815
ctrpv2,OncotreeLineage,expression,PRKCQ,0.25054147913928004,815
ctrpv2,OncotreeLineage,expression,PRKDC,0.1263627536599095,815
ctrpv2,OncotreeLineage,expression,PROS1,0.3679632236958609,815
ctrpv2,OncotreeLineage,expression,PRPF4,0.10021844322572557,815
ctrpv2,OncotreeLineage,expression,PRR15L,0.4164748523314961,815
ctrpv2,OncotreeLineage,expression,PRSS23,0.5419602533361597,815
ctrpv2,OncotreeLineage,expression,PSEN1,0.2458106809380603,815
ctrpv2,OncotreeLineage,expression,PSENEN,0.17034979874442704,815
ctrpv2,OncotreeLineage,expression,PSIP1,0.14571871121465554,815
ctrpv2,OncotreeLineage,expression,PSMA1,0.06994916450442212,815
ctrpv2,OncotreeLineage,expression,PSMA2,0.12066170343268662,815
ctrpv2,OncotreeLineage,expression,PSMA3,0.1595535722837813,815
ctrpv2,OncotreeLineage,expression,PSMA4,0.05612853123856482,815
ctrpv2,OncotreeLineage,expression,PSMA5,0.09941524444908337,815
ctrpv2,OncotreeLineage,expression,PSMA6,0.11344941703611498,815
ctrpv2,OncotreeLineage,expression,PSMA7,0.2261022788796458,815
ctrpv2,OncotreeLineage,expression,PSMB1,0.04817878481839585,815
ctrpv2,OncotreeLineage,expression,PSMB2,0.10359863053592946,815
ctrpv2,OncotreeLineage,expression,PSMB3,0.06837234863497828,815
ctrpv2,OncotreeLineage,expression,PSMB4,0.22109504084174,815
ctrpv2,OncotreeLineage,expression,PSMB5,0.43311255658022774,815
ctrpv2,OncotreeLineage,expression,PSMB6,0.18770527694614844,815
ctrpv2,OncotreeLineage,expression,PSMB7,0.19921839839222422,815
ctrpv2,OncotreeLineage,expression,PSMB8,0.26235142446567433,815
ctrpv2,OncotreeLineage,expression,PSMD1,0.23908133568267823,815
ctrpv2,OncotreeLineage,expression,PSMD2,0.2660823711161956,815
ctrpv2,OncotreeLineage,expression,PSMD4,0.1533819866958296,815
ctrpv2,OncotreeLineage,expression,PSME1,0.22554513061354958,815
ctrpv2,OncotreeLineage,expression,PSMF1,0.04960615829646133,815
ctrpv2,OncotreeLineage,expression,PSMG1,0.13914553680426056,815
ctrpv2,OncotreeLineage,expression,PSRC1,0.23293633727887425,815
ctrpv2,OncotreeLineage,expression,PTGS2,0.20132920177338487,815
ctrpv2,OncotreeLineage,expression,PTK2,0.5871018903698259,815
ctrpv2,OncotreeLineage,expression,PTK2B,0.5709227870416902,815
ctrpv2,OncotreeLineage,expression,PTP4A3,0.1780432304624155,815
ctrpv2,OncotreeLineage,expression,PTPN1,0.11229602650317393,815
ctrpv2,OncotreeLineage,expression,PTPN12,0.5248848124689135,815
ctrpv2,OncotreeLineage,expression,PTPN6,0.5488859695408952,815
ctrpv2,OncotreeLineage,expression,PTPRC,0.708133686136316,815
ctrpv2,OncotreeLineage,expression,PTPRF,0.686124756880995,815
ctrpv2,OncotreeLineage,expression,PTPRK,0.5257440712244132,815
ctrpv2,OncotreeLineage,expression,PTTG1,0.11109957635559128,815
ctrpv2,OncotreeLineage,expression,PUF60,0.11390567784271834,815
ctrpv2,OncotreeLineage,expression,PWP1,0.14119013378247616,815
ctrpv2,OncotreeLineage,expression,PXN,0.5447909298459833,815
ctrpv2,OncotreeLineage,expression,PYCR1,0.11507412863257094,815
ctrpv2,OncotreeLineage,expression,PYGL,0.33804105840502763,815
ctrpv2,OncotreeLineage,expression,RAB11FIP2,0.17919788909803075,815
ctrpv2,OncotreeLineage,expression,RAB21,0.03820026526273619,815
ctrpv2,OncotreeLineage,expression,RAB27A,0.29121325507131335,815
ctrpv2,OncotreeLineage,expression,RAB31,0.37675387171160923,815
ctrpv2,OncotreeLineage,expression,RAB4A,0.20487934025768123,815
ctrpv2,OncotreeLineage,expression,RAC1,0.4161382846149673,815
ctrpv2,OncotreeLineage,expression,RAD51C,0.1778901736245788,815
ctrpv2,OncotreeLineage,expression,RAD9A,0.22131905125828708,815
ctrpv2,OncotreeLineage,expression,RAE1,0.1368333857653691,815
ctrpv2,OncotreeLineage,expression,RAF1,0.1994405992895208,815
ctrpv2,OncotreeLineage,expression,RAI14,0.5875953272192584,815
ctrpv2,OncotreeLineage,expression,RALA,0.1999234331197772,815
ctrpv2,OncotreeLineage,expression,RALB,0.34336023398372495,815
ctrpv2,OncotreeLineage,expression,RALGDS,0.1932244793711183,815
ctrpv2,OncotreeLineage,expression,RAP1GAP,0.2910769381478577,815
ctrpv2,OncotreeLineage,expression,RARA,0.19248884970785218,815
ctrpv2,OncotreeLineage,expression,RARB,0.25159921317751466,815
ctrpv2,OncotreeLineage,expression,RARG,0.3864535955577691,815
ctrpv2,OncotreeLineage,expression,RASA1,0.21717237521885221,815
ctrpv2,OncotreeLineage,expression,RASAL1,0.1733011891256551,815
ctrpv2,OncotreeLineage,expression,RB1,0.12485894272282282,815
ctrpv2,OncotreeLineage,expression,RBKS,0.23758026470402224,815
ctrpv2,OncotreeLineage,expression,RBM15B,0.21753033063685592,815
ctrpv2,OncotreeLineage,expression,RBM6,0.29265637910438963,815
ctrpv2,OncotreeLineage,expression,REEP5,0.30141228594199543,815
ctrpv2,OncotreeLineage,expression,RELB,0.18128679512972148,815
ctrpv2,OncotreeLineage,expression,RET,0.2951572165943121,815
ctrpv2,OncotreeLineage,expression,RFC2,0.1329343052366826,815
ctrpv2,OncotreeLineage,expression,RFC5,0.1433701319271994,815
ctrpv2,OncotreeLineage,expression,RFNG,0.17557113318668144,815
ctrpv2,OncotreeLineage,expression,RFX5,0.38892654980725794,815
ctrpv2,OncotreeLineage,expression,RGS2,0.15874218181539484,815
ctrpv2,OncotreeLineage,expression,RHEB,0.3746122123000764,815
ctrpv2,OncotreeLineage,expression,RHOA,0.23474335748112216,815
ctrpv2,OncotreeLineage,expression,RIPK1,0.14883456638392756,815
ctrpv2,OncotreeLineage,expression,RNF167,0.08324374177942402,815
ctrpv2,OncotreeLineage,expression,RNH1,0.26285264774192674,815
ctrpv2,OncotreeLineage,expression,RNMT,0.13191881403669234,815
ctrpv2,OncotreeLineage,expression,RNPS1,0.15062484690428088,815
ctrpv2,OncotreeLineage,expression,RORA,0.11726480339641877,815
ctrpv2,OncotreeLineage,expression,RORC,0.13858743564755607,815
ctrpv2,OncotreeLineage,expression,RPA1,0.11403340263558862,815
ctrpv2,OncotreeLineage,expression,RPA2,0.2388421781295509,815
ctrpv2,OncotreeLineage,expression,RPA3,0.14063862167084756,815
ctrpv2,OncotreeLineage,expression,RPIA,0.30479116394322564,815
ctrpv2,OncotreeLineage,expression,RPL39L,0.19712602932987605,815
ctrpv2,OncotreeLineage,expression,RPN1,0.1961154321684123,815
ctrpv2,OncotreeLineage,expression,RPS5,0.1932664562634578,815
ctrpv2,OncotreeLineage,expression,RPS6,0.3034946102546326,815
ctrpv2,OncotreeLineage,expression,RPS6KA1,0.4136802736459807,815
ctrpv2,OncotreeLineage,expression,RPS6KB2,0.13206669755177103,815
ctrpv2,OncotreeLineage,expression,RRAGA,0.2529816520141237,815
ctrpv2,OncotreeLineage,expression,RRM1,0.09407552667585305,815
ctrpv2,OncotreeLineage,expression,RRM2,0.15730038432915977,815
ctrpv2,OncotreeLineage,expression,RRP12,0.08500831511985646,815
ctrpv2,OncotreeLineage,expression,RRP1B,0.24948023791168492,815
ctrpv2,OncotreeLineage,expression,RRP8,0.20007883140670904,815
ctrpv2,OncotreeLineage,expression,RRS1,0.05289398277286478,815
ctrpv2,OncotreeLineage,expression,RSU1,0.19873833986978032,815
ctrpv2,OncotreeLineage,expression,RTN2,0.1695150495527649,815
ctrpv2,OncotreeLineage,expression,RUVBL1,0.11912512938275369,815
ctrpv2,OncotreeLineage,expression,RXRA,0.4119175352189877,815
ctrpv2,OncotreeLineage,expression,RXRB,0.16731629111155144,815
ctrpv2,OncotreeLineage,expression,RXRG,0.5643052180742423,815
ctrpv2,OncotreeLineage,expression,S100A13,0.5789551330865265,815
ctrpv2,OncotreeLineage,expression,S100A4,0.16719037676629667,815
ctrpv2,OncotreeLineage,expression,S1PR1,0.18854349899334807,815
ctrpv2,OncotreeLineage,expression,S1PR2,0.28081183387415015,815
ctrpv2,OncotreeLineage,expression,S1PR3,0.33404023011979894,815
ctrpv2,OncotreeLineage,expression,SACM1L,0.24548559145284643,815
ctrpv2,OncotreeLineage,expression,SCAND1,0.08512533841034668,815
ctrpv2,OncotreeLineage,expression,SCARB1,0.2021745690457879,815
ctrpv2,OncotreeLineage,expression,SCCPDH,0.12012368344916734,815
ctrpv2,OncotreeLineage,expression,SCP2,0.10042372520332485,815
ctrpv2,OncotreeLineage,expression,SCRN1,0.3702958496789977,815
ctrpv2,OncotreeLineage,expression,SCYL3,0.21500932127795483,815
ctrpv2,OncotreeLineage,expression,SDHB,0.18158323062067433,815
ctrpv2,OncotreeLineage,expression,SENP6,0.13220182990684132,815
ctrpv2,OncotreeLineage,expression,SERPINE1,0.44459577132591893,815
ctrpv2,OncotreeLineage,expression,SESN1,0.14112532578426193,815
ctrpv2,OncotreeLineage,expression,SFN,0.6292903628839108,815
ctrpv2,OncotreeLineage,expression,SFRP1,0.3448212183289428,815
ctrpv2,OncotreeLineage,expression,SGCB,0.46148045438421337,815
ctrpv2,OncotreeLineage,expression,SH3BP5,0.21381163202151804,815
ctrpv2,OncotreeLineage,expression,SHC1,0.2908552466941286,815
ctrpv2,OncotreeLineage,expression,SIRT1,0.1690378886883187,815
ctrpv2,OncotreeLineage,expression,SIRT2,0.13059139980920645,815
ctrpv2,OncotreeLineage,expression,SIRT3,0.0567294898823247,815
ctrpv2,OncotreeLineage,expression,SKIC2,0.13202460413989278,815
ctrpv2,OncotreeLineage,expression,SKIC8,0.2431479110403341,815
ctrpv2,OncotreeLineage,expression,SKP1,0.19005012872251167,815
ctrpv2,OncotreeLineage,expression,SLC11A2,0.12677315788548066,815
ctrpv2,OncotreeLineage,expression,SLC1A4,0.37526316621585004,815
ctrpv2,OncotreeLineage,expression,SLC25A13,0.3019664416609954,815
ctrpv2,OncotreeLineage,expression,SLC25A4,0.2035560179918696,815
ctrpv2,OncotreeLineage,expression,SLC25A46,0.22925901650800687,815
ctrpv2,OncotreeLineage,expression,SLC27A3,0.1396443004487501,815
ctrpv2,OncotreeLineage,expression,SLC2A6,0.18891835642346413,815
ctrpv2,OncotreeLineage,expression,SLC35A1,0.09002336561739906,815
ctrpv2,OncotreeLineage,expression,SLC35A3,0.20227450613677098,815
ctrpv2,OncotreeLineage,expression,SLC35B1,0.16495001055575373,815
ctrpv2,OncotreeLineage,expression,SLC35F2,0.16134188793621657,815
ctrpv2,OncotreeLineage,expression,SLC37A4,0.16413657595308384,815
ctrpv2,OncotreeLineage,expression,SLC39A6,0.33670833471043715,815
ctrpv2,OncotreeLineage,expression,SLC5A1,0.3473682928522075,815
ctrpv2,OncotreeLineage,expression,SLC5A6,0.2958400850767076,815
ctrpv2,OncotreeLineage,expression,SLC7A11,0.19405489795858316,815
ctrpv2,OncotreeLineage,expression,SMAD3,0.28514670435369055,815
ctrpv2,OncotreeLineage,expression,SMARCA4,0.2071826163081668,815
ctrpv2,OncotreeLineage,expression,SMARCC1,0.2748770854083206,815
ctrpv2,OncotreeLineage,expression,SMARCD2,0.27082390095763736,815
ctrpv2,OncotreeLineage,expression,SMC3,0.13891590159075626,815
ctrpv2,OncotreeLineage,expression,SMC4,0.07693654795001113,815
ctrpv2,OncotreeLineage,expression,SMNDC1,0.060752730388440986,815
ctrpv2,OncotreeLineage,expression,SMO,0.32007670794415694,815
ctrpv2,OncotreeLineage,expression,SNAP25,0.2984142537806789,815
ctrpv2,OncotreeLineage,expression,SNCA,0.3607306844391342,815
ctrpv2,OncotreeLineage,expression,SNX11,0.0688529129903381,815
ctrpv2,OncotreeLineage,expression,SNX13,0.28213438300736615,815
ctrpv2,OncotreeLineage,expression,SNX6,0.2256558768201205,815
ctrpv2,OncotreeLineage,expression,SNX7,0.6449696022194142,815
ctrpv2,OncotreeLineage,expression,SOCS2,0.1035669078437313,815
ctrpv2,OncotreeLineage,expression,SORBS3,0.34933128430236543,815
ctrpv2,OncotreeLineage,expression,SOX4,0.11155678240978573,815
ctrpv2,OncotreeLineage,expression,SPAG4,0.13079419508359394,815
ctrpv2,OncotreeLineage,expression,SPAG7,0.12141258431914695,815
ctrpv2,OncotreeLineage,expression,SPDEF,0.3882208172906355,815
ctrpv2,OncotreeLineage,expression,SPEN,0.16179120131906566,815
ctrpv2,OncotreeLineage,expression,SPHK1,0.287895037227876,815
ctrpv2,OncotreeLineage,expression,SPP1,0.30479800732496437,815
ctrpv2,OncotreeLineage,expression,SPR,0.5634499630380818,815
ctrpv2,OncotreeLineage,expression,SPRED2,0.16160706373535833,815
ctrpv2,OncotreeLineage,expression,SPTAN1,0.32664894677226464,815
ctrpv2,OncotreeLineage,expression,SPTLC2,0.15507836798731034,815
ctrpv2,OncotreeLineage,expression,SQSTM1,0.3697203316463783,815
ctrpv2,OncotreeLineage,expression,SRC,0.4469391738470316,815
ctrpv2,OncotreeLineage,expression,SRD5A2,0.030890090966356327,815
ctrpv2,OncotreeLineage,expression,SSBP2,0.3404186725345608,815
ctrpv2,OncotreeLineage,expression,ST3GAL5,0.2417683514184231,815
ctrpv2,OncotreeLineage,expression,ST6GALNAC2,0.4552984333654444,815
ctrpv2,OncotreeLineage,expression,ST7,0.18981322693129452,815
ctrpv2,OncotreeLineage,expression,STAMBP,0.11099008103899356,815
ctrpv2,OncotreeLineage,expression,STAP2,0.40016832589186224,815
ctrpv2,OncotreeLineage,expression,STAT1,0.1277136133638829,815
ctrpv2,OncotreeLineage,expression,STAT3,0.13212178792487164,815
ctrpv2,OncotreeLineage,expression,STAT5B,0.25627889473842486,815
ctrpv2,OncotreeLineage,expression,STK10,0.4157537477548945,815
