dataset,confounder,arm,item,eta2,n
depmap,OncotreeSubtype,expression,MAD2L2,0.3456712716503662,910
depmap,OncotreeSubtype,expression,MAGOH,0.1706380316885536,910
depmap,OncotreeSubtype,expression,MALT1,0.2547328112012502,910
depmap,OncotreeSubtype,expression,MAN2B1,0.2718207713355675,910
depmap,OncotreeSubtype,expression,MAP2K5,0.26109842928394983,910
depmap,OncotreeSubtype,expression,MAP3K4,0.26749068004686183,910
depmap,OncotreeSubtype,expression,MAP4K4,0.335112867221916,910
depmap,OncotreeSubtype,expression,MAP7,0.5105966244337139,910
depmap,OncotreeSubtype,expression,MAPK13,0.5101940227045734,910
depmap,OncotreeSubtype,expression,MAPK1IP1L,0.2562604447474069,910
depmap,OncotreeSubtype,expression,MAPK9,0.23509136814451367,910
depmap,OncotreeSubtype,expression,MAPKAPK2,0.1956874409611248,910
depmap,OncotreeSubtype,expression,MAPKAPK3,0.29642431162923255,910
depmap,OncotreeSubtype,expression,MAPKAPK5,0.24196396725359362,910
depmap,OncotreeSubtype,expression,MAPT,0.49736124606358906,910
depmap,OncotreeSubtype,expression,MARS2,0.40204717803821916,910
depmap,OncotreeSubtype,expression,MAST2,0.31145953664275905,910
depmap,OncotreeSubtype,expression,MAT2A,0.23361528555404584,910
depmap,OncotreeSubtype,expression,MBNL1,0.384705954789092,910
depmap,OncotreeSubtype,expression,MBNL2,0.37547353468635525,910
depmap,OncotreeSubtype,expression,MBOAT7,0.3300174779681313,910
depmap,OncotreeSubtype,expression,MBTPS1,0.17425059162741696,910
depmap,OncotreeSubtype,expression,MCL1,0.2234945343060128,910
depmap,OncotreeSubtype,expression,MCM3,0.289989601484651,910
depmap,OncotreeSubtype,expression,MCOLN1,0.34026555617613624,910
depmap,OncotreeSubtype,expression,MDM2,0.1879905215464793,910
depmap,OncotreeSubtype,expression,ME2,0.383552985920699,910
depmap,OncotreeSubtype,expression,MED1,0.20106413087700162,910
depmap,OncotreeSubtype,expression,MED12,0.2894008905206723,910
depmap,OncotreeSubtype,expression,MEF2C,0.5812831003263624,910
depmap,OncotreeSubtype,expression,MELK,0.19468412380069156,910
depmap,OncotreeSubtype,expression,MEST,0.3645857647379333,910
depmap,OncotreeSubtype,expression,MFSD10,0.2459421738280644,910
depmap,OncotreeSubtype,expression,MIA,0.6403015212702321,910
depmap,OncotreeSubtype,expression,MICALL1,0.277051123505975,910
depmap,OncotreeSubtype,expression,MKI67,0.19294865359781727,910
depmap,OncotreeSubtype,expression,MKNK1,0.21643823158443448,910
depmap,OncotreeSubtype,expression,MLEC,0.2857497183575806,910
depmap,OncotreeSubtype,expression,MLLT11,0.4977130080043085,910
depmap,OncotreeSubtype,expression,MLPH,0.4746000626944481,910
depmap,OncotreeSubtype,expression,MMP1,0.22598068180630362,910
depmap,OncotreeSubtype,expression,MMP11,0.2670639445870685,910
depmap,OncotreeSubtype,expression,MMP2,0.5333726578337089,910
depmap,OncotreeSubtype,expression,MMS22L,0.2480561606002915,910
depmap,OncotreeSubtype,expression,MOK,0.3345327677362943,910
depmap,OncotreeSubtype,expression,MPC2,0.2530455777799752,910
depmap,OncotreeSubtype,expression,MPZL1,0.28032394702693264,910
depmap,OncotreeSubtype,expression,MRPL19,0.19189522991648145,910
depmap,OncotreeSubtype,expression,MRPL33,0.303392677411082,910
depmap,OncotreeSubtype,expression,MRPL57,0.2215241699728199,910
depmap,OncotreeSubtype,expression,MRPS16,0.11103845764746285,910
depmap,OncotreeSubtype,expression,MRPS2,0.1342429213243816,910
depmap,OncotreeSubtype,expression,MSH6,0.3659481580969308,910
depmap,OncotreeSubtype,expression,MSRA,0.31529280046822855,910
depmap,OncotreeSubtype,expression,MSTO1,0.26180091525021904,910
depmap,OncotreeSubtype,expression,MTA1,0.3036921167833971,910
depmap,OncotreeSubtype,expression,MTF2,0.33981910059757325,910
depmap,OncotreeSubtype,expression,MTFR1,0.17393626741720547,910
depmap,OncotreeSubtype,expression,MTHFD2,0.3285667498038677,910
depmap,OncotreeSubtype,expression,MUC1,0.3489468201075433,910
depmap,OncotreeSubtype,expression,MVP,0.4558766469010338,910
depmap,OncotreeSubtype,expression,MYBL2,0.2755403109404623,910
depmap,OncotreeSubtype,expression,MYC,0.4552162888920578,910
depmap,OncotreeSubtype,expression,MYCBP,0.20603722009071737,910
depmap,OncotreeSubtype,expression,MYCBP2,0.3148772854620276,910
depmap,OncotreeSubtype,expression,MYH9,0.32070866964166395,910
depmap,OncotreeSubtype,expression,MYL9,0.3720240409422556,910
depmap,OncotreeSubtype,expression,MYLK,0.4107069948461769,910
depmap,OncotreeSubtype,expression,MYO10,0.4347177785471801,910
depmap,OncotreeSubtype,expression,NAA10,0.1728970384820491,910
depmap,OncotreeSubtype,expression,NAPG,0.1680962576866465,910
depmap,OncotreeSubtype,expression,NAT1,0.21324181147167393,910
depmap,OncotreeSubtype,expression,NCAPD2,0.20831408625276143,910
depmap,OncotreeSubtype,expression,NCAPD3,0.3076781232056397,910
depmap,OncotreeSubtype,expression,NCK2,0.284714249516208,910
depmap,OncotreeSubtype,expression,NCOA3,0.2926427714507078,910
depmap,OncotreeSubtype,expression,NELFB,0.1767953198909703,910
depmap,OncotreeSubtype,expression,NENF,0.2508655620908411,910
depmap,OncotreeSubtype,expression,NET1,0.4390696067893083,910
depmap,OncotreeSubtype,expression,NF2,0.2511768098888579,910
depmap,OncotreeSubtype,expression,NFATC3,0.3769665765456688,910
depmap,OncotreeSubtype,expression,NFATC4,0.30100646379569096,910
depmap,OncotreeSubtype,expression,NFE2L2,0.24926076357294677,910
depmap,OncotreeSubtype,expression,NFIL3,0.31823336291842036,910
depmap,OncotreeSubtype,expression,NFKB2,0.31481605305540217,910
depmap,OncotreeSubtype,expression,NFKBIA,0.3196577493077439,910
depmap,OncotreeSubtype,expression,NFKBIB,0.23877118595127525,910
depmap,OncotreeSubtype,expression,NFKBIE,0.2260027230778125,910
depmap,OncotreeSubtype,expression,NHLRC2,0.14368672333334748,910
depmap,OncotreeSubtype,expression,NIPSNAP1,0.22538593535522866,910
depmap,OncotreeSubtype,expression,NISCH,0.28699044466677043,910
depmap,OncotreeSubtype,expression,NIT1,0.1368971824794548,910
depmap,OncotreeSubtype,expression,NMNAT1,0.17575570423916198,910
depmap,OncotreeSubtype,expression,NMT1,0.1826657154585818,910
depmap,OncotreeSubtype,expression,NNT,0.26516557171763777,910
depmap,OncotreeSubtype,expression,NOL3,0.4038199551061603,910
depmap,OncotreeSubtype,expression,NOLC1,0.21515559575356574,910
depmap,OncotreeSubtype,expression,NOS3,0.24817302812592593,910
depmap,OncotreeSubtype,expression,NOSIP,0.1885044582325387,910
depmap,OncotreeSubtype,expression,NOTCH1,0.25117838682566845,910
depmap,OncotreeSubtype,expression,NPC1,0.3632716156097879,910
depmap,OncotreeSubtype,expression,NPDC1,0.3849746997116706,910
depmap,OncotreeSubtype,expression,NPEPL1,0.2586342121815596,910
depmap,OncotreeSubtype,expression,NPM1,0.1902659758877725,910
depmap,OncotreeSubtype,expression,NPRL2,0.36986795034837866,910
depmap,OncotreeSubtype,expression,NR1H2,0.24724322509277805,910
depmap,OncotreeSubtype,expression,NR2F6,0.3163169959168273,910
depmap,OncotreeSubtype,expression,NR3C1,0.5085550612030073,910
depmap,OncotreeSubtype,expression,NRAS,0.2305783571692639,910
depmap,OncotreeSubtype,expression,NRIP1,0.31507116375800764,910
depmap,OncotreeSubtype,expression,NSF,0.2978174468120164,910
depmap,OncotreeSubtype,expression,NT5DC2,0.2961894303529795,910
depmap,OncotreeSubtype,expression,NUCB2,0.31419635138096513,910
depmap,OncotreeSubtype,expression,NUDCD3,0.25636637708363663,910
depmap,OncotreeSubtype,expression,NUDT9,0.22152790763195815,910
depmap,OncotreeSubtype,expression,NUF2,0.23295924526552023,910
depmap,OncotreeSubtype,expression,NUP133,0.2424533391161521,910
depmap,OncotreeSubtype,expression,NUP43,0.24170262615333712,910
depmap,OncotreeSubtype,expression,NUP85,0.21541467705350073,910
depmap,OncotreeSubtype,expression,NUP88,0.15659457508379676,910
depmap,OncotreeSubtype,expression,NUP93,0.1620201127514662,910
depmap,OncotreeSubtype,expression,NUSAP1,0.22038988348018493,910
depmap,OncotreeSubtype,expression,NVL,0.28691228435838595,910
depmap,OncotreeSubtype,expression,NXT1,0.16691241931348041,910
depmap,OncotreeSubtype,expression,ORC1,0.28962942705408407,910
depmap,OncotreeSubtype,expression,ORC6,0.2052412530874798,910
depmap,OncotreeSubtype,expression,OXA1L,0.1971793873305014,910
depmap,OncotreeSubtype,expression,OXCT1,0.23333994943693992,910
depmap,OncotreeSubtype,expression,OXSR1,0.23475592840421514,910
depmap,OncotreeSubtype,expression,P4HA2,0.5259965057138176,910
depmap,OncotreeSubtype,expression,P4HTM,0.4038282736156916,910
depmap,OncotreeSubtype,expression,PACSIN3,0.4674447509591478,910
depmap,OncotreeSubtype,expression,PAF1,0.22180802308606554,910
depmap,OncotreeSubtype,expression,PAFAH1B1,0.20753227270637986,910
depmap,OncotreeSubtype,expression,PAFAH1B3,0.3406013973979928,910
depmap,OncotreeSubtype,expression,PAICS,0.2968468976784877,910
depmap,OncotreeSubtype,expression,PAK1,0.17487940297648039,910
depmap,OncotreeSubtype,expression,PAK4,0.2941076179605672,910
depmap,OncotreeSubtype,expression,PAK6,0.41114633593968936,910
depmap,OncotreeSubtype,expression,PAN2,0.25623736634504896,910
depmap,OncotreeSubtype,expression,PARP1,0.4192237901452875,910
depmap,OncotreeSubtype,expression,PARP2,0.2572664074474474,910
depmap,OncotreeSubtype,expression,PAX8,0.5715374293871064,910
depmap,OncotreeSubtype,expression,PCBD1,0.5035194386767655,910
depmap,OncotreeSubtype,expression,PCCB,0.2399976085637131,910
depmap,OncotreeSubtype,expression,PCK2,0.21156578717631042,910
depmap,OncotreeSubtype,expression,PCM1,0.37931998137332407,910
depmap,OncotreeSubtype,expression,PCMT1,0.19688520513799515,910
depmap,OncotreeSubtype,expression,PCNA,0.18607176564242855,910
depmap,OncotreeSubtype,expression,PDCD2,0.20480805180899997,910
depmap,OncotreeSubtype,expression,PDGFA,0.3807664295026538,910
depmap,OncotreeSubtype,expression,PDHX,0.15817485366617756,910
depmap,OncotreeSubtype,expression,PDIA5,0.31939759111148297,910
depmap,OncotreeSubtype,expression,PDLIM1,0.48526927042556073,910
depmap,OncotreeSubtype,expression,PDS5A,0.24532614662213123,910
depmap,OncotreeSubtype,expression,PECR,0.31499690084591825,910
depmap,OncotreeSubtype,expression,PELO,0.2755008340545032,910
depmap,OncotreeSubtype,expression,PEX11A,0.3726146808586995,910
depmap,OncotreeSubtype,expression,PFKL,0.2412721250138464,910
depmap,OncotreeSubtype,expression,PFN1,0.22509607368510692,910
depmap,OncotreeSubtype,expression,PGD,0.19394772717097108,910
depmap,OncotreeSubtype,expression,PGK1,0.19935357294397038,910
depmap,OncotreeSubtype,expression,PGM1,0.27805003254237415,910
depmap,OncotreeSubtype,expression,PGR,0.14444225724519782,910
depmap,OncotreeSubtype,expression,PHGDH,0.20504235732964501,910
depmap,OncotreeSubtype,expression,PHKB,0.23300986714466382,910
depmap,OncotreeSubtype,expression,PHKG2,0.1821334970657218,910
depmap,OncotreeSubtype,expression,PIGB,0.3513612224475208,910
depmap,OncotreeSubtype,expression,PIH1D1,0.18788107750137342,910
depmap,OncotreeSubtype,expression,PIK3C2B,0.335205279829232,910
depmap,OncotreeSubtype,expression,PIK3C3,0.3132463206683659,910
depmap,OncotreeSubtype,expression,PIK3CA,0.18783174883748469,910
depmap,OncotreeSubtype,expression,PIK3R3,0.35123278257476315,910
depmap,OncotreeSubtype,expression,PIK3R4,0.140826615092274,910
depmap,OncotreeSubtype,expression,PIN1,0.2420373971096796,910
depmap,OncotreeSubtype,expression,PIP4K2B,0.33593662493720017,910
depmap,OncotreeSubtype,expression,PKIG,0.36926904529658394,910
depmap,OncotreeSubtype,expression,PKMYT1,0.15890404422212814,910
depmap,OncotreeSubtype,expression,PLA2G15,0.31072245442431523,910
depmap,OncotreeSubtype,expression,PLA2G4A,0.2734375135254812,910
depmap,OncotreeSubtype,expression,PLCB3,0.36735727421431025,910
depmap,OncotreeSubtype,expression,PLEKHJ1,0.3333371694797232,910
depmap,OncotreeSubtype,expression,PLEKHM1,0.19119863259462827,910
depmap,OncotreeSubtype,expression,PLK1,0.15170321720524482,910
depmap,OncotreeSubtype,expression,PLOD3,0.5173782757664516,910
depmap,OncotreeSubtype,expression,PLS1,0.503638564125583,910
depmap,OncotreeSubtype,expression,PLSCR1,0.3689320644028688,910
depmap,OncotreeSubtype,expression,PMAIP1,0.23471449629948787,910
depmap,OncotreeSubtype,expression,PMM2,0.16957349771477226,910
depmap,OncotreeSubtype,expression,PNKP,0.19536866259874383,910
depmap,OncotreeSubtype,expression,PNP,0.30713839246889924,910
depmap,OncotreeSubtype,expression,POLB,0.1977243345684668,910
depmap,OncotreeSubtype,expression,POLE2,0.2635492693949151,910
depmap,OncotreeSubtype,expression,POLG2,0.31039136229204306,910
depmap,OncotreeSubtype,expression,POLR1C,0.18915709802998684,910
depmap,OncotreeSubtype,expression,POLR2I,0.21948355797294955,910
depmap,OncotreeSubtype,expression,POLR2K,0.14581189400792452,910
depmap,OncotreeSubtype,expression,POLR2L,0.2874200674136232,910
depmap,OncotreeSubtype,expression,POP4,0.21895189354657088,910
depmap,OncotreeSubtype,expression,POP5,0.1736059497581525,910
depmap,OncotreeSubtype,expression,PPARD,0.24355159045192828,910
depmap,OncotreeSubtype,expression,PPARG,0.5029908404003196,910
depmap,OncotreeSubtype,expression,PPIC,0.5922099730966957,910
depmap,OncotreeSubtype,expression,PPIE,0.18241662831191996,910
depmap,OncotreeSubtype,expression,PPOX,0.30278728588437726,910
depmap,OncotreeSubtype,expression,PPP1R12A,0.21553260106952551,910
depmap,OncotreeSubtype,expression,PPP1R13B,0.34930093277721314,910
depmap,OncotreeSubtype,expression,PPP1R15B,0.2302571295240407,910
depmap,OncotreeSubtype,expression,PPP2CA,0.16847928563738282,910
depmap,OncotreeSubtype,expression,PPP2R1A,0.18895330462446008,910
depmap,OncotreeSubtype,expression,PPP2R3C,0.3179442436029909,910
depmap,OncotreeSubtype,expression,PPP2R5A,0.30349457097441446,910
depmap,OncotreeSubtype,expression,PPP2R5E,0.22546638683568146,910
depmap,OncotreeSubtype,expression,PPWD1,0.21423143615484072,910
depmap,OncotreeSubtype,expression,PRCP,0.24876505975843316,910
depmap,OncotreeSubtype,expression,PRKACA,0.3336202594361357,910
depmap,OncotreeSubtype,expression,PRKAG2,0.408735373835832,910
depmap,OncotreeSubtype,expression,PRKCD,0.4276595889314058,910
depmap,OncotreeSubtype,expression,PRKCQ,0.3516498709303014,910
depmap,OncotreeSubtype,expression,PRKRA,0.24388096538386694,910
depmap,OncotreeSubtype,expression,PROS1,0.4267475587457865,910
depmap,OncotreeSubtype,expression,PRPF4,0.18904747710992018,910
depmap,OncotreeSubtype,expression,PRR15L,0.49914610587305425,910
depmap,OncotreeSubtype,expression,PRSS23,0.5471892749105812,910
depmap,OncotreeSubtype,expression,PSIP1,0.31588071569769327,910
depmap,OncotreeSubtype,expression,PSMA3,0.21737996326710793,910
depmap,OncotreeSubtype,expression,PSMB5,0.3647094405406962,910
depmap,OncotreeSubtype,expression,PSMB6,0.22587480971169827,910
depmap,OncotreeSubtype,expression,PSMB8,0.4210177684258227,910
depmap,OncotreeSubtype,expression,PSMD14,0.18964487521896847,910
depmap,OncotreeSubtype,expression,PSMD4,0.1996275008000227,910
depmap,OncotreeSubtype,expression,PSMD7,0.16887250123608316,910
depmap,OncotreeSubtype,expression,PSME1,0.2517759004934067,910
depmap,OncotreeSubtype,expression,PSMF1,0.1532332926342342,910
depmap,OncotreeSubtype,expression,PSMG1,0.22306859493825432,910
depmap,OncotreeSubtype,expression,PSMG4,0.1668288684614924,910
depmap,OncotreeSubtype,expression,PSRC1,0.2958122508553031,910
depmap,OncotreeSubtype,expression,PTGS2,0.2519196885922797,910
depmap,OncotreeSubtype,expression,PTK2,0.6196569483842883,910
depmap,OncotreeSubtype,expression,PTK2B,0.5654036262637077,910
depmap,OncotreeSubtype,expression,PTPN1,0.20865279407648687,910
depmap,OncotreeSubtype,expression,PTPN12,0.5099957297997145,910
depmap,OncotreeSubtype,expression,PTPN6,0.6279136719467674,910
depmap,OncotreeSubtype,expression,PTPRC,0.7463959530700013,910
depmap,OncotreeSubtype,expression,PTPRF,0.5910425732534683,910
depmap,OncotreeSubtype,expression,PTPRK,0.5057434939837242,910
depmap,OncotreeSubtype,expression,PTTG1,0.1835748156394519,910
depmap,OncotreeSubtype,expression,PUF60,0.1764277199564897,910
depmap,OncotreeSubtype,expression,PWP1,0.21113602533361403,910
depmap,OncotreeSubtype,expression,PXN,0.5276304105599687,910
depmap,OncotreeSubtype,expression,PYCR1,0.2640114412553864,910
depmap,OncotreeSubtype,expression,PYGL,0.46601281277037065,910
depmap,OncotreeSubtype,expression,RAB11FIP2,0.2503901691705496,910
depmap,OncotreeSubtype,expression,RAB21,0.13162454568076,910
depmap,OncotreeSubtype,expression,RAB27A,0.44172347890101027,910
depmap,OncotreeSubtype,expression,RAB31,0.4759645447797,910
depmap,OncotreeSubtype,expression,RAB4A,0.2500090675961053,910
depmap,OncotreeSubtype,expression,RACK1,0.21137130445007662,910
depmap,OncotreeSubtype,expression,RAD51C,0.2650107321990062,910
depmap,OncotreeSubtype,expression,RAD9A,0.2572147738023134,910
depmap,OncotreeSubtype,expression,RAE1,0.15418645743838583,910
depmap,OncotreeSubtype,expression,RAI14,0.5570200497653163,910
depmap,OncotreeSubtype,expression,RALA,0.20749745332570033,910
depmap,OncotreeSubtype,expression,RALB,0.3733143436616816,910
depmap,OncotreeSubtype,expression,RALGDS,0.3190170607786828,910
depmap,OncotreeSubtype,expression,RAN,0.18189066566037848,910
depmap,OncotreeSubtype,expression,RAP1GAP,0.34975717296660835,910
depmap,OncotreeSubtype,expression,RASA1,0.2540749258151908,910
depmap,OncotreeSubtype,expression,RB1,0.1675592073922281,910
depmap,OncotreeSubtype,expression,RBKS,0.3550784653775862,910
depmap,OncotreeSubtype,expression,RBM15B,0.2786864754256592,910
depmap,OncotreeSubtype,expression,RBM6,0.2824628148340127,910
depmap,OncotreeSubtype,expression,REEP5,0.39797516921101417,910
depmap,OncotreeSubtype,expression,RELB,0.3229721468140615,910
depmap,OncotreeSubtype,expression,RFC2,0.22821611845317863,910
depmap,OncotreeSubtype,expression,RFC5,0.22794119261286167,910
depmap,OncotreeSubtype,expression,RFNG,0.16805148922352584,910
depmap,OncotreeSubtype,expression,RFX5,0.3394609332957049,910
depmap,OncotreeSubtype,expression,RGS2,0.21050542984987142,910
depmap,OncotreeSubtype,expression,RHEB,0.3130260608891134,910
depmap,OncotreeSubtype,expression,RHOA,0.2986240933572858,910
depmap,OncotreeSubtype,expression,RIC1,0.2709665342972013,910
depmap,OncotreeSubtype,expression,RNF167,0.17309394494909996,910
depmap,OncotreeSubtype,expression,RNH1,0.26010018186236367,910
depmap,OncotreeSubtype,expression,RNMT,0.22290906071919953,910
depmap,OncotreeSubtype,expression,RNPS1,0.21934923323643232,910
depmap,OncotreeSubtype,expression,RPA1,0.21156015415936325,910
depmap,OncotreeSubtype,expression,RPA2,0.35441457379115404,910
depmap,OncotreeSubtype,expression,RPA3,0.14020271134905152,910
depmap,OncotreeSubtype,expression,RPIA,0.39326799454830036,910
depmap,OncotreeSubtype,expression,RPL12,0.22925785953127353,910
depmap,OncotreeSubtype,expression,RPL13A,0.28190467977153066,910
depmap,OncotreeSubtype,expression,RPL21,0.3119090531335135,910
depmap,OncotreeSubtype,expression,RPL23A,0.2549603638176711,910
depmap,OncotreeSubtype,expression,RPL36A,0.2322028555385693,910
depmap,OncotreeSubtype,expression,RPL39L,0.27361096776559823,910
depmap,OncotreeSubtype,expression,RPL4,0.26481265881094007,910
depmap,OncotreeSubtype,expression,RPL6,0.27129529602575114,910
depmap,OncotreeSubtype,expression,RPL7A,0.2504556766296143,910
depmap,OncotreeSubtype,expression,RPL9,0.30297971436523796,910
depmap,OncotreeSubtype,expression,RPN1,0.2751024868862362,910
depmap,OncotreeSubtype,expression,RPP21,0.19267733676107157,910
depmap,OncotreeSubtype,expression,RPP25L,0.20877906472419144,910
depmap,OncotreeSubtype,expression,RPS15A,0.2867498645583609,910
depmap,OncotreeSubtype,expression,RPS2,0.18347071749839036,910
depmap,OncotreeSubtype,expression,RPS4X,0.21215768136146956,910
depmap,OncotreeSubtype,expression,RPS5,0.2366544957221249,910
depmap,OncotreeSubtype,expression,RPS6,0.28020205449971974,910
depmap,OncotreeSubtype,expression,RPS6KA1,0.4204081917987002,910
depmap,OncotreeSubtype,expression,RRAGA,0.23664820217443713,910
depmap,OncotreeSubtype,expression,RRM1,0.21570532005760837,910
depmap,OncotreeSubtype,expression,RRM2,0.23958467708270523,910
depmap,OncotreeSubtype,expression,RRN3,0.19747778114547074,910
depmap,OncotreeSubtype,expression,RRP12,0.1594782266799502,910
depmap,OncotreeSubtype,expression,RRP1B,0.33525913524946954,910
depmap,OncotreeSubtype,expression,RRP8,0.18790420691513557,910
depmap,OncotreeSubtype,expression,RRS1,0.14196542073871568,910
depmap,OncotreeSubtype,expression,RSU1,0.32121064094652835,910
depmap,OncotreeSubtype,expression,RTN2,0.3246479679305646,910
depmap,OncotreeSubtype,expression,RUVBL1,0.20586725551070606,910
depmap,OncotreeSubtype,expression,S100A13,0.6037637943284226,910
depmap,OncotreeSubtype,expression,S100A4,0.28450051612983296,910
depmap,OncotreeSubtype,expression,SACM1L,0.3205315736577538,910
depmap,OncotreeSubtype,expression,SARS1,0.16407630551124056,910
depmap,OncotreeSubtype,expression,SBDS,0.357972032917786,910
depmap,OncotreeSubtype,expression,SCAND1,0.17172940240433052,910
depmap,OncotreeSubtype,expression,SCAP,0.26536114006275285,910
depmap,OncotreeSubtype,expression,SCARB1,0.23429942992738662,910
depmap,OncotreeSubtype,expression,SCCPDH,0.2929033368213986,910
depmap,OncotreeSubtype,expression,SCD,0.15734977661564695,910
depmap,OncotreeSubtype,expression,SCP2,0.16644516074192037,910
depmap,OncotreeSubtype,expression,SCRN1,0.37232720524854657,910
depmap,OncotreeSubtype,expression,SCYL3,0.2313328618115773,910
depmap,OncotreeSubtype,expression,SDHB,0.21937914732498098,910
depmap,OncotreeSubtype,expression,SENP6,0.204810418597862,910
depmap,OncotreeSubtype,expression,SEPHS2,0.2515932747361804,910
depmap,OncotreeSubtype,expression,SEPSECS,0.25938599227442394,910
depmap,OncotreeSubtype,expression,SERPINE1,0.46392720053055975,910
depmap,OncotreeSubtype,expression,SESN1,0.2789780752833848,910
depmap,OncotreeSubtype,expression,SFN,0.7148329396965384,910
depmap,OncotreeSubtype,expression,SFRP1,0.4507941570451892,910
depmap,OncotreeSubtype,expression,SGCB,0.488078509577414,910
depmap,OncotreeSubtype,expression,SH3BP5,0.3257465012274889,910
depmap,OncotreeSubtype,expression,SHC1,0.3380667377785677,910
depmap,OncotreeSubtype,expression,SIRT3,0.1431916597492972,910
depmap,OncotreeSubtype,expression,SKP1,0.25431976481006885,910
depmap,OncotreeSubtype,expression,SKP2,0.3781787034166442,910
depmap,OncotreeSubtype,expression,SLC11A2,0.18931338871289935,910
depmap,OncotreeSubtype,expression,SLC1A4,0.4281151302941112,910
depmap,OncotreeSubtype,expression,SLC25A13,0.3094019418479597,910
depmap,OncotreeSubtype,expression,SLC25A4,0.2911573053289963,910
depmap,OncotreeSubtype,expression,SLC25A46,0.27882863157204446,910
depmap,OncotreeSubtype,expression,SLC27A3,0.23187490116917753,910
depmap,OncotreeSubtype,expression,SLC2A6,0.2677359656397282,910
depmap,OncotreeSubtype,expression,SLC35A1,0.14230295811082716,910
depmap,OncotreeSubtype,expression,SLC35A3,0.28920335037855716,910
depmap,OncotreeSubtype,expression,SLC35B1,0.20223590226574714,910
depmap,OncotreeSubtype,expression,SLC35F2,0.25697850770487657,910
depmap,OncotreeSubtype,expression,SLC37A4,0.24750808459096688,910
depmap,OncotreeSubtype,expression,SLC39A6,0.32292621117889786,910
depmap,OncotreeSubtype,expression,SLC5A6,0.36339702926681305,910
depmap,OncotreeSubtype,expression,SMAD3,0.4054157757122434,910
depmap,OncotreeSubtype,expression,SMARCA4,0.31568082411564735,910
depmap,OncotreeSubtype,expression,SMARCC1,0.36091096207628603,910
depmap,OncotreeSubtype,expression,SMARCD2,0.2889913333324834,910
depmap,OncotreeSubtype,expression,SMC3,0.2682770224065905,910
depmap,OncotreeSubtype,expression,SMC4,0.19165682566144013,910
depmap,OncotreeSubtype,expression,SMG1,0.18703749924475863,910
depmap,OncotreeSubtype,expression,SMNDC1,0.1333286598355276,910
depmap,OncotreeSubtype,expression,SNAP23,0.2769387539244621,910
depmap,OncotreeSubtype,expression,SNAP25,0.5202076690770906,910
depmap,OncotreeSubtype,expression,SNCA,0.4444614947344964,910
depmap,OncotreeSubtype,expression,SNRPA1,0.1705801984519329,910
depmap,OncotreeSubtype,expression,SNRPB2,0.3287812162819593,910
depmap,OncotreeSubtype,expression,SNRPD1,0.24327773949080267,910
depmap,OncotreeSubtype,expression,SNRPD3,0.14617023662006917,910
depmap,OncotreeSubtype,expression,SNRPF,0.23953314400570921,910
depmap,OncotreeSubtype,expression,SNX11,0.15077238640104143,910
depmap,OncotreeSubtype,expression,SNX13,0.28838594526873046,910
depmap,OncotreeSubtype,expression,SNX6,0.2427309282049222,910
depmap,OncotreeSubtype,expression,SNX7,0.5741400169943816,910
depmap,OncotreeSubtype,expression,SOCS2,0.20608084168698093,910
depmap,OncotreeSubtype,expression,SOD1,0.21012920634846288,910
depmap,OncotreeSubtype,expression,SOD2,0.2079668035915556,910
depmap,OncotreeSubtype,expression,SORBS3,0.38077573691882066,910
depmap,OncotreeSubtype,expression,SOX4,0.24718616818074446,910
depmap,OncotreeSubtype,expression,SPAG4,0.23499466409724348,910
depmap,OncotreeSubtype,expression,SPAG7,0.19908887964742808,910
depmap,OncotreeSubtype,expression,SPC24,0.24503097738169644,910
depmap,OncotreeSubtype,expression,SPDEF,0.40861600400714315,910
depmap,OncotreeSubtype,expression,SPEN,0.2668295442297185,910
depmap,OncotreeSubtype,expression,SPP1,0.3634592628617558,910
depmap,OncotreeSubtype,expression,SPR,0.5381996536306376,910
depmap,OncotreeSubtype,expression,SPRED2,0.24467568883403112,910
depmap,OncotreeSubtype,expression,SPTAN1,0.2801920802849805,910
depmap,OncotreeSubtype,expression,SPTLC2,0.23298740764982095,910
depmap,OncotreeSubtype,expression,SQSTM1,0.4877522535264699,910
depmap,OncotreeSubtype,expression,SRC,0.44234355199659997,910
depmap,OncotreeSubtype,expression,SRSF3,0.27998384625866446,910
depmap,OncotreeSubtype,expression,SS18L2,0.2983760162668899,910
depmap,OncotreeSubtype,expression,SSBP2,0.4282006696401322,910
depmap,OncotreeSubtype,expression,ST3GAL5,0.3724173871954204,910
depmap,OncotreeSubtype,expression,ST6GALNAC2,0.4902167005056654,910
depmap,OncotreeSubtype,expression,ST7,0.2581303071373118,910
depmap,OncotreeSubtype,expression,STAMBP,0.10707459635968646,910
depmap,OncotreeSubtype,expression,STAP2,0.4467044330629881,910
depmap,OncotreeSubtype,expression,STAT1,0.24157945433948738,910
depmap,OncotreeSubtype,expression,STAT3,0.24764466833526488,910
depmap,OncotreeSubtype,expression,STAT5B,0.34029712254171574,910
depmap,OncotreeSubtype,expression,STK10,0.4233209991091117,910
depmap,OncotreeSubtype,expression,STK25,0.28669159638544933,910
depmap,OncotreeSubtype,expression,STMN1,0.3802032439995178,910
depmap,OncotreeSubtype,expression,STX1A,0.3920261250536984,910
depmap,OncotreeSubtype,expression,STX4,0.21128589162965178,910
