,eta2
ST3GAL5,0.2336346235766036
ST6GALNAC2,0.4775800230017345
ST7,0.179029895802764
STAMBP,0.11087817085344868
STAP2,0.4031378148566039
STAT1,0.12439573556072946
STAT3,0.1202384584006011
STAT5B,0.24831662023313852
STK10,0.40779521176562333
STK25,0.21829858502576274
STMN1,0.19361441291178202
STX1A,0.41931076480722396
STX4,0.12371234983179681
STXBP1,0.3156853288621703
STXBP2,0.493175786782702
SUPV3L1,0.1271364601464639
SUZ12,0.2240800556192902
SYK,0.3055183585223849
SYNE2,0.19191038905339242
SYNGR3,0.1502736117563901
SYPL1,0.21015985183642535
TACC3,0.11225632924082386
TARBP1,0.1332959216513218
TASP1,0.10143448493131434
TATDN2,0.21324461096026862
TBC1D9B,0.13596555357208648
TBP,0.14310993817715953
TBPL1,0.10458586697398474
TBX2,0.5489349731682273
TBXA2R,0.18623097433608965
TCEA2,0.31458454036665007
TCERG1,0.17387264473659322
TCFL5,0.11817792146192074
TCTN1,0.32973918269767
TENT4A,0.12946632208258557
TERF2IP,0.32496046651498567
TERT,0.22831616730472215
TES,0.3279410855034246
TESK1,0.16269540721296755
TEX10,0.13253710589353457
TFAP2A,0.4716439424185877
TFDP1,0.08550724305073963
TGFB3,0.21988061876186438
TGFBR1,0.1754890031004219
TGFBR2,0.22559689004298383
THAP11,0.15305748268075897
TIAM1,0.19014350965675136
TICAM1,0.07001268970933743
TIMELESS,0.17533693493065594
TIMM22,0.20690004599626893
TIMM9,0.14073488905200013
TIMP2,0.46833641394630976
TIPARP,0.2117257060689386
TJP1,0.7859836773440236
TLCD3A,0.4734087152716398
TLE1,0.4624767194384399
TLK2,0.14486619027223993
TLR4,0.2338431693445847
TM9SF2,0.15967762480936168
TM9SF3,0.1981484463472573
TMCO1,0.09272406525340095
TMED10,0.24264574454467464
TMEM109,0.13940957402867554
TMEM45B,0.42267547232357794
TMEM50A,0.15146450680379392
TMEM97,0.16385286214872594
TNFRSF21,0.47440265597835624
TNIP1,0.19327551280456498
TOMM34,0.1772413456609179
TOP1,0.14757927200373047
TOP2A,0.12323432261776529
TOP2B,0.36353822737183705
TOPBP1,0.19505073108062032
TOR1A,0.15353618197831123
TP53,0.07364147440547719
TP53BP1,0.18517018739850988
TP53BP2,0.15689396463301958
TPD52L2,0.29720752288349134
TPM1,0.6256173609544874
TRAK2,0.3274657927793078
TRAM2,0.27430750347931376
TRAP1,0.17983832843252118
TRAPPC3,0.21619365443746105
TRAPPC6A,0.26368304543169513
TRIB1,0.12823313268013664
TRIB3,0.13220957789297183
TRIM13,0.15311981270580208
TRIM2,0.49733019133897005
TRIO,0.4044249200911839
TRPC6,0.06303680392256675
TRPV4,0.31489516611971513
TSEN2,0.21614663935169423
TSKU,0.5035962798616379
TSPAN3,0.3265945414096308
TSPAN4,0.4770100771992947
TTK,0.05433989891135181
TUBB6,0.3978078691403084
TXLNA,0.16976432805802816
TXN,0.22718889043921434
TXNDC9,0.16946883970551105
TXNL4B,0.11185110577645203
TXNRD1,0.36512843034792564
TYMS,0.21274610497004212
UBA1,0.18260680296836104
UBE2C,0.09500046827408694
UBE2J1,0.3316604640254691
UBE2L6,0.22513851254470202
UBE2T,0.14216049951556803
UBE3B,0.0914947560948588
UBE3C,0.22915116670780808
UBR7,0.16746448045580395
UFM1,0.08896279360216562
UGCG,0.387859499606438
UGDH,0.30360568619964057
USP1,0.140819656848273
USP10,0.11549469869425283
USP13,0.14360174729171796
USP14,0.07479594197253525
USP22,0.13703195692260006
USP5,0.10674579248620072
USP6NL,0.11887584004314669
USP7,0.22570643139210625
VAPB,0.3098846757956896
VAT1,0.3339614710132865
VAV3,0.20055808842892872
VCP,0.1777096035217162
VDAC1,0.15745138174800793
VDAC2,0.13455757116007588
VDR,0.179178586193241
VGLL4,0.14622137418377468
VPS28,0.11085339258059389
VPS72,0.18631750161903537
WASF3,0.2204565412667126
WDR7,0.2703910079668008
WDTC1,0.1996000973650503
WEE1,0.1401723114286523
WFS1,0.39686804021497735
WIPF2,0.12444918398960471
XBP1,0.17857187006409062
XIAP,0.12561881786575
XPNPEP1,0.09661225915139147
XPO1,0.0999876987215524
XPO7,0.15547148282262085
YES1,0.5528164938115161
YKT6,0.2913244207168114
YME1L1,0.09231204974677931
YTHDF1,0.12070146889395877
ZDHHC6,0.11409870588588279
ZFP36,0.1879046464551601
ZMIZ1,0.18980396829443383
ZMYM2,0.11868498122825832
ZNF131,0.118474031585312
ZNF274,0.1402790264735627
ZNF318,0.16366198732526926
ZNF395,0.08488232444153514
ZNF451,0.1382286427969383
ZNF586,0.14706263635192748
ZNF589,0.3704304659686799
