dataset,item,method,n_cells,r1_pearson,rhalf_pearson,rhalf_spearman,sb_pred_rhalf,full_reliability_sb,in_a61,in_marginal,in_all4,r_wt
ctrpv2,CAY10618,within_tissue,722,0.09365998048515309,0.9753265558461525,0.9677823244854287,0.9738939269154833,0.9875091821750563,True,True,True,0.2362516962471518
ctrpv2,CCT036477,adae,612,0.09889611847409714,0.9745955692651872,0.9706487146722598,0.9710844674670088,0.9871343625346699,True,True,True,0.2974007450129711
ctrpv2,CCT036477,between_tissue,612,0.40758371395347737,0.9937312990554418,0.9917350270847693,0.9952725085889436,0.9968557944856822,True,True,True,
ctrpv2,CCT036477,dann,612,0.09123467878804518,0.9823031323175995,0.9784281001678004,0.9684747405057824,0.9910725724063654,True,True,True,0.2120366669528233
ctrpv2,CCT036477,irm,612,0.14795858228474626,0.9770413079642472,0.9686875807203764,0.9815285054815596,0.9883873483354815,True,True,True,0.1565588612686364
ctrpv2,CCT036477,marginal,612,0.08099395925897797,0.9768634117553994,0.9713099265617062,0.9642454029978378,0.9882963141980274,True,True,True,0.2002640675067681
ctrpv2,CCT036477,residualized,612,0.07716380132615122,0.9621679039547806,0.9566485579742364,0.962386887075693,0.9807192361219607,True,True,True,0.2814435669752818
ctrpv2,CCT036477,within_tissue,612,0.12497077996370083,0.9729985273710298,0.9666007334783551,0.9776299403324543,0.9863144993499062,True,True,True,0.2002640675067681
ctrpv2,CD-1530,adae,303,0.09384215293103901,0.9327358155755772,0.9239519916086554,0.9398953013479528,0.9651974243544551,True,True,True,0.2705714934854745
ctrpv2,CD-1530,between_tissue,303,0.28982097377797805,0.978871157200032,0.9736076525389536,0.9840312842910425,0.9893227799480064,True,True,True,
ctrpv2,CD-1530,dann,303,0.08386902762742451,0.9528102914742901,0.9429913635595406,0.9325399792486511,0.9758349755059497,True,True,True,0.2971307298373357
ctrpv2,CD-1530,irm,303,0.0744253145158196,0.922203104472643,0.9124096060655338,0.9239074220009248,0.9595272240761984,True,True,True,0.2010431469307591
ctrpv2,CD-1530,marginal,303,0.08815487091415425,0.9364500786824779,0.9248308922374608,0.9358904349968216,0.9671822568435329,True,True,True,0.2825026167618802
ctrpv2,CD-1530,residualized,303,0.0457316297763121,0.9203054876335516,0.9190522556630617,0.8785878632190331,0.9584990446157302,True,True,True,0.3024579836168587
ctrpv2,CD-1530,within_tissue,303,0.07023295847517178,0.9119756062083717,0.896386426090164,0.9193956156214538,0.9539615497677876,True,True,True,0.2825026167618802
ctrpv2,CD-437,adae,625,0.10311875078514676,0.9781874447755106,0.9736149912146692,0.9728792528834638,0.9889734639242113,True,True,True,0.2823324855498459
ctrpv2,CD-437,between_tissue,625,0.3518887368539719,0.9903342935647353,0.9896837959339055,0.9941314149028906,0.9951436768855783,True,True,True,
ctrpv2,CD-437,dann,625,0.15514165639807911,0.9811463954349291,0.9738842462010633,0.9828451867512253,0.990483487435096,True,True,True,0.2860291157115758
ctrpv2,CD-437,irm,625,0.030044680216177778,0.9682799939572817,0.9625125810070452,0.9062292039440163,0.9838844035705793,True,True,True,0.1873332556572588
