,eta2
SYNE2,0.31560133780724275
SYNGR3,0.12768297811825377
SYPL1,0.1975401758506433
SYS1,0.2628271618330107
TADA1,0.2636199697132959
TAMM41,0.10897780639320961
TARBP1,0.18845491774469222
TATDN2,0.16732820757676706
TBC1D9B,0.16072548769713202
TBP,0.13872798619680182
TBPL1,0.13995931470403622
TBX2,0.4437496432725407
TBXA2R,0.23905087568200908
TCEA2,0.2615024922878252
TCERG1,0.19509698710329423
TCFL5,0.11185850739668239
TCTN1,0.2841057000611642
TENT4A,0.2067377469120542
TERF2IP,0.3134815697453509
TERT,0.21377936315776888
TES,0.2974931196307221
TESK1,0.17701863030638254
TEX10,0.13234612559669615
TFAP2A,0.457945781630464
TFDP1,0.09388048624909119
TFRC,0.10775177190712798
TGFB3,0.22619372498554696
