target,method,auroc_coessG_0.01,auroc_coessW_0.01,auroc_string,auroc_RANDOM,auroc_CORUM
DPAGT1,within_tissue,0.6168867924528302,0.6168867924528302,0.5863792564823493,0.6141509433962264,
DPAGT1,irm,0.5666981132075471,0.5666981132075471,0.5082786629178382,0.6405660377358491,
DPAGT1,dann,0.49066037735849055,0.49066037735849055,0.28834739144017496,0.624811320754717,
DPAGT1,adae,0.5511320754716981,0.5511320754716981,0.6947828803498907,0.5329245283018869,
DTYMK,marginal,0.48962264150943396,0.5059433962264152,0.4317325800376648,0.5395283018867925,
DTYMK,residualized,0.48339622641509433,0.5381132075471697,0.4967043314500942,0.4589622641509434,
DTYMK,within_tissue,0.5381132075471698,0.5349056603773585,0.4449152542372881,0.5124528301886793,
DTYMK,irm,0.38877358490566044,0.38424528301886796,0.2791902071563088,0.4766037735849057,
DTYMK,dann,0.4931132075471698,0.46556603773584904,0.425376647834275,0.5309433962264152,
DTYMK,adae,0.18867924528301885,0.25150943396226416,0.2091572504708098,0.5727358490566038,
DUT,marginal,0.5000943396226415,0.4271698113207547,0.1816960086009945,0.34905660377358494,
DUT,residualized,0.509433962264151,0.49745283018867925,0.4524929444967074,0.2571698113207547,
DUT,within_tissue,0.5303773584905661,0.44943396226415094,0.20494557183174306,0.25471698113207547,
DUT,irm,0.429811320754717,0.4239622641509434,0.16839134524929444,0.4208490566037736,
DUT,dann,0.46405660377358493,0.4282075471698113,0.20723021099314604,0.37349056603773584,
DUT,adae,0.29924528301886794,0.17094339622641508,0.19446310979707027,0.6408490566037736,
DYNLRB1,marginal,0.6040566037735849,0.5331132075471698,0.5276476101218369,0.5659433962264151,
DYNLRB1,residualized,0.6667924528301887,0.6698113207547169,0.662605435801312,0.4561320754716981,
DYNLRB1,within_tissue,0.6353773584905661,0.570377358490566,0.5495157763199,0.5924528301886792,
DYNLRB1,irm,0.6513207547169811,0.584811320754717,0.6144954701655733,0.5216037735849057,
DYNLRB1,dann,0.6110377358490566,0.5579245283018868,0.5201499531396439,0.5658490566037736,
DYNLRB1,adae,0.3974528301886792,0.30009433962264154,0.2914714151827554,0.5753773584905659,
EEF1A1,marginal,0.4346226415094339,0.44207547169811323,0.6137751672949359,0.4627358490566038,
EEF1A1,residualized,0.5560377358490567,0.6593396226415095,0.5565880599631805,0.5455660377358491,
EEF1A1,within_tissue,0.5047169811320755,0.506320754716981,0.6181584407235323,0.4625471698113208,
EEF1A1,irm,0.32207547169811324,0.34867924528301886,0.6328862394436164,0.4860377358490566,
EEF1A1,dann,0.47198113207547165,0.4626415094339622,0.6069372607463255,0.49235849056603775,
EEF1A1,adae,0.42160377358490564,0.4939622641509434,0.5527600011688729,0.51,
EEF2,marginal,0.4333962264150944,0.5171698113207547,0.5731334149326806,0.6294339622641509,0.45206766917293234
EEF2,residualized,0.5062264150943396,0.6755660377358491,0.5218023255813954,0.4379245283018868,0.3890977443609023
EEF2,within_tissue,0.41783018867924526,0.5473584905660377,0.6056711546307629,0.6525471698113208,0.49248120300751874
EEF2,irm,0.2579245283018868,0.41867924528301886,0.6363984088127295,0.5217924528301887,0.5338345864661654
EEF2,dann,0.45301886792452833,0.5099056603773585,0.5242758057935536,0.6538679245283019,0.3724937343358396
EEF2,adae,0.35132075471698115,0.49018867924528303,0.5809108527131784,0.6460377358490565,0.7531328320802004
EFR3A,marginal,0.6429245283018868,0.5660377358490566,,0.6033018867924528,
EFR3A,residualized,0.629811320754717,0.5122641509433963,,0.5776415094339622,
EFR3A,within_tissue,0.5202830188679245,0.45490566037735847,,0.5840566037735849,
EFR3A,irm,0.5107547169811321,0.49943396226415093,,0.5964150943396226,
EFR3A,dann,0.5794339622641509,0.49858490566037733,,0.5477358490566038,
EFR3A,adae,0.5555660377358491,0.6436792452830189,,0.4489622641509434,
EIF1AX,marginal,0.5062264150943396,0.5758490566037736,0.5354923518164436,0.4718867924528302,
EIF1AX,residualized,0.5556603773584906,0.4816037735849057,0.5462077756532824,0.6500943396226415,
EIF1AX,within_tissue,0.5414150943396228,0.5720754716981132,0.5509082217973231,0.48886792452830186,
EIF1AX,irm,0.5044339622641509,0.5486792452830188,0.5418260038240919,0.3666037735849057,
EIF1AX,dann,0.5134905660377359,0.5615094339622643,0.5211918419375399,0.5527358490566038,
EIF1AX,adae,0.4733962264150943,0.610566037735849,0.5423836838750796,0.35773584905660377,
EIF4A1,marginal,0.7436792452830189,0.740754716981132,0.5859225621414914,0.3693396226415094,
EIF4A1,residualized,0.4917924528301887,0.5330188679245282,0.545012746972594,0.39009433962264145,
EIF4A1,within_tissue,0.7611320754716981,0.7623584905660378,0.6108986615678776,0.33518867924528306,
EIF4A1,irm,0.7187735849056605,0.6883018867924529,0.6212555768005099,0.39811320754716983,
EIF4A1,dann,0.6263207547169811,0.6728301886792453,0.48920490758444873,0.46566037735849053,
EIF4A1,adae,0.5766981132075473,0.5522641509433962,0.5141411727214786,0.464622641509434,
ELL,marginal,0.45047169811320753,0.3985849056603774,0.4351565649778255,0.4511320754716981,
ELL,residualized,0.4870754716981132,0.3900943396226415,0.6261255207633383,0.38188679245283014,
ELL,within_tissue,0.4524528301886792,0.42801886792452826,0.46297540653138014,0.48179245283018873,
ELL,irm,0.49735849056603776,0.4929245283018867,0.6137615911839807,0.5127358490566037,
ELL,dann,0.5164150943396226,0.4358490566037736,0.4312592393495498,0.4230188679245283,
ELL,adae,0.38764150943396225,0.3109433962264151,0.4600188146754468,0.4558490566037736,
EMC3,marginal,0.40349056603773586,0.4019811320754717,0.47703842549203374,0.40264150943396226,
EMC3,residualized,0.5082075471698113,0.4308490566037736,0.3786316776007498,0.454811320754717,
EMC3,within_tissue,0.44009433962264155,0.44849056603773585,0.507341455795064,0.3469811320754717,
EMC3,irm,0.41660377358490563,0.38499999999999995,0.45392064979693847,0.4626415094339623,
EMC3,dann,0.4611320754716981,0.49650943396226416,0.5763823805060918,0.4731132075471698,
EMC3,adae,0.46764150943396227,0.46207547169811325,0.38987816307403933,0.6831132075471699,
EP300,marginal,0.2904716981132076,0.5132075471698113,0.47406809276712913,0.4854716981132075,0.45634818439351016
EP300,residualized,0.2609433962264151,0.4676415094339622,0.4919119983056232,0.5044339622641509,0.489569920164821
