dataset,item,method,lam,n_cells,n_tissues,contam_50,attr_eta2,within_r,global_r,domain_acc_train,domain_acc_val,n_domains,final_lambda,last_epoch_lambda,eligible_from_epoch,majority_domain_frac,adv_acc_train,adv_acc_val,recon_val_pretrain,recon_val_final,adv_ce_val_pretrain,adv_ce_val_final,adv_ce_chance,joint_rounds_run,joint_round_selected,diverged,n_classes,majority_class_frac,head_degenerate,head_en_alpha,head_en_l1_ratio,head_en_nnz,head_en_val_mse,head_ridge_alpha,head_ridge_val_mse,emb_abs_max
ctrpv2,narciclasine,dann,0.0,719,23,0.2,0.1196,0.391,0.6624,0.3083,0.2827,22.4,0.0,0.0,0.0,0.1922,,,,,,,,,,,,,,,,,,,,
ctrpv2,narciclasine,adae,0.0,719,23,0.3,0.1167,0.3797,0.6631,,,,,,,,1.0,0.6752,0.4554,0.4829,1.0957,1.7246,2.8637,84.0,73.8,0.0,22.4,0.1922,0.0,0.5716,0.208,86.6,1.1475,339.9784,1.1415,12.731
ctrpv2,narciclasine,dann,0.1,719,23,0.28,0.1219,0.3457,0.6333,0.2641,0.2664,22.4,0.0962,0.0992,29.0,0.1922,,,,,,,,,,,,,,,,,,,,
ctrpv2,narciclasine,adae,0.1,719,23,0.34,0.1204,0.3621,0.6535,,,,,,,,0.4207,0.3783,0.4567,0.532,1.0622,2.7966,2.8637,15.8,3.8,0.0,22.4,0.1922,0.0,0.3557,0.126,76.8,1.2057,211.3189,1.196,16.3638
ctrpv2,narciclasine,dann,1.0,719,23,0.28,0.1234,0.3583,0.6298,0.1452,0.1423,22.4,0.9561,0.9902,29.0,0.1922,,,,,,,,,,,,,,,,,,,,
ctrpv2,narciclasine,adae,1.0,719,23,0.24,0.1186,0.3608,0.6544,,,,,,,,0.4755,0.3924,0.4558,0.6331,1.0498,2.7481,2.8637,13.0,1.0,0.0,22.4,0.1922,0.0,0.4148,0.018,87.2,1.1926,188.3827,1.1836,11.9935
ctrpv2,narciclasine,dann,10.0,719,23,0.3,0.1333,0.3658,0.585,0.1963,0.1798,22.4,9.6411,9.92,29.0,0.1922,,,,,,,,,,,,,,,,,,,,
ctrpv2,narciclasine,adae,10.0,719,23,0.4,0.1201,0.3543,0.6511,,,,,,,,0.3565,0.3061,0.4552,0.6819,1.0905,4.4412,2.8637,13.0,1.0,0.0,22.4,0.1922,0.0,0.264,0.144,68.8,1.1852,188.3827,1.1941,13.89
ctrpv2,narciclasine,dann,100.0,719,23,0.36,0.1156,0.1741,0.0238,0.0895,0.096,22.4,96.926,99.3172,29.0,0.1922,,,,,,,,,,,,,,,,,,,,
ctrpv2,narciclasine,adae,100.0,719,23,0.4,0.1203,0.3594,0.6549,,,,,,,,0.3201,0.2595,0.456,0.6887,1.0645,4.9859,2.8637,13.0,1.0,0.0,22.4,0.1922,0.0,0.3588,0.028,87.2,1.1923,165.4465,1.1858,12.9083
ctrpv2,narciclasine,dann,1000.0,719,23,0.5,0.0972,0.0935,0.1454,0.0642,0.0562,22.4,951.5105,989.1786,29.0,0.1922,,,,,,,,,,,,,,,,,,,,
ctrpv2,narciclasine,adae,1000.0,719,23,0.26,0.1259,0.3742,0.6591,,,,,,,,0.3475,0.3108,0.4557,0.7116,1.0644,3.6024,2.8637,13.0,1.0,0.0,22.4,0.1922,0.0,0.4628,0.028,85.4,1.1717,211.3189,1.1654,12.9008
ctrpv2,Ruxolitinib,dann,0.0,746,23,0.44,0.1176,0.2948,0.4355,0.3128,0.3497,23.0,0.0,0.0,0.0,0.1897,,,,,,,,,,,,,,,,,,,,
ctrpv2,Ruxolitinib,adae,0.0,746,23,0.18,0.1065,0.2915,0.4947,,,,,,,,1.0,0.6903,0.4495,0.472,1.0682,1.6821,2.7433,86.0,81.2,0.0,23.0,0.1897,0.0,0.392,0.026,77.6,0.473,275.6487,0.4757,12.1481
ctrpv2,Ruxolitinib,dann,0.1,746,23,0.4,0.1217,0.314,0.4461,0.2284,0.2605,23.0,0.0976,0.0995,29.0,0.1897,,,,,,,,,,,,,,,,,,,,
ctrpv2,Ruxolitinib,adae,0.1,746,23,0.3,0.1128,0.3264,0.5146,,,,,,,,0.514,0.4367,0.4489,0.5064,1.0191,2.4458,2.7433,15.2,3.2,0.0,23.0,0.1897,0.0,0.3507,0.01,88.4,0.4666,188.3827,0.4687,14.3582
ctrpv2,Ruxolitinib,dann,1.0,746,23,0.42,0.1227,0.2919,0.4373,0.1945,0.2272,23.0,0.9652,0.9923,29.0,0.1897,,,,,,,,,,,,,,,,,,,,
ctrpv2,Ruxolitinib,adae,1.0,746,23,0.22,0.1094,0.3411,0.5221,,,,,,,,0.4067,0.3696,0.4507,0.6491,1.0248,3.4575,2.7433,13.0,1.0,0.0,23.0,0.1897,0.0,0.2849,0.028,82.6,0.4619,175.6737,0.4671,12.4919
ctrpv2,Ruxolitinib,dann,10.0,746,23,0.54,0.1357,0.2239,0.3561,0.1483,0.1715,23.0,9.6664,9.9258,29.0,0.1897,,,,,,,,,,,,,,,,,,,,
ctrpv2,Ruxolitinib,adae,10.0,746,23,0.22,0.1126,0.3695,0.5418,,,,,,,,0.3168,0.2627,0.4486,0.7021,1.0439,4.2223,2.7433,13.0,1.0,0.0,23.0,0.1897,0.0,0.2721,0.018,83.6,0.4671,175.6737,0.4756,13.8867
ctrpv2,Ruxolitinib,dann,100.0,746,23,0.68,0.1341,0.1522,0.3115,0.1191,0.1581,23.0,97.4736,99.4395,29.0,0.1897,,,,,,,,,,,,,,,,,,,,
ctrpv2,Ruxolitinib,adae,100.0,746,23,0.2,0.1115,0.3559,0.534,,,,,,,,0.3424,0.2873,0.4496,0.7502,1.0861,5.1401,2.7433,13.0,1.0,0.0,23.0,0.1897,0.0,0.3243,0.028,81.8,0.4719,165.4465,0.4717,17.734
ctrpv2,Ruxolitinib,dann,1000.0,746,23,0.7,0.1172,0.1075,0.197,0.1483,0.1646,23.0,955.617,990.1078,29.0,0.1897,,,,,,,,,,,,,,,,,,,,
ctrpv2,Ruxolitinib,adae,1000.0,746,23,0.24,0.1091,0.3395,0.5231,,,,,,,,0.3318,0.305,0.4493,0.6888,1.062,4.4261,2.7433,13.0,1.0,0.0,23.0,0.1897,0.0,0.3346,0.018,86.4,0.4681,175.6737,0.4648,15.3181
ctrpv2,BI-2536,dann,0.0,750,23,0.14,0.1246,0.4201,0.5938,0.289,0.3111,22.8,0.0,0.0,0.0,0.1976,,,,,,,,,,,,,,,,,,,,
ctrpv2,BI-2536,adae,0.0,750,23,0.28,0.1144,0.3837,0.5728,,,,,,,,1.0,0.6489,0.4449,0.4708,1.2467,2.1829,2.875,96.4,89.4,0.0,22.8,0.1976,0.0,0.7356,0.036,87.6,5.9092,422.7654,5.8954,13.5583
ctrpv2,BI-2536,dann,0.1,750,23,0.1,0.1182,0.3993,0.5631,0.3,0.32,22.8,0.0962,0.0992,29.0,0.1976,,,,,,,,,,,,,,,,,,,,
ctrpv2,BI-2536,adae,0.1,750,23,0.26,0.1195,0.4011,0.5815,,,,,,,,0.431,0.3889,0.4449,0.5628,1.2679,2.3955,2.875,18.0,6.0,0.0,22.8,0.1976,0.0,0.2571,0.262,66.0,5.995,247.6037,5.8902,87.5979
ctrpv2,BI-2536,dann,1.0,750,23,0.08,0.1181,0.3993,0.561,0.1286,0.1111,22.8,0.9653,0.9923,29.0,0.1976,,,,,,,,,,,,,,,,,,,,
ctrpv2,BI-2536,adae,1.0,750,23,0.22,0.1164,0.3907,0.577,,,,,,,,0.3796,0.3311,0.4441,0.6355,1.2686,3.2574,2.875,13.0,1.0,0.0,22.8,0.1976,0.0,0.5271,0.036,86.2,5.9276,275.6487,5.8993,11.9436
ctrpv2,BI-2536,dann,10.0,750,23,0.08,0.1204,0.3951,0.5429,0.1808,0.1911,22.8,9.569,9.904,29.0,0.1976,,,,,,,,,,,,,,,,,,,,
ctrpv2,BI-2536,adae,10.0,750,23,0.32,0.1174,0.381,0.5726,,,,,,,,0.2902,0.24,0.445,0.6924,1.2316,4.5889,2.875,13.0,1.0,0.0,22.8,0.1976,0.0,0.484,0.116,81.0,5.9853,257.1914,5.9306,14.4695
ctrpv2,BI-2536,dann,100.0,750,23,0.12,0.1264,0.3066,0.4307,0.1639,0.1733,22.8,98.6497,99.7016,29.0,0.1976,,,,,,,,,,,,,,,,,,,,
ctrpv2,BI-2536,adae,100.0,750,23,0.26,0.1165,0.3769,0.5688,,,,,,,,0.2922,0.2511,0.4443,0.7172,1.2643,4.2028,2.875,13.0,1.0,0.0,22.8,0.1976,0.0,0.5122,0.148,83.6,6.1115,317.0422,6.09,15.5458
ctrpv2,BI-2536,dann,1000.0,750,23,0.32,0.1041,0.1304,0.22,0.0804,0.0622,22.8,990.2041,997.8075,29.0,0.1976,,,,,,,,,,,,,,,,,,,,
ctrpv2,BI-2536,adae,1000.0,750,23,0.28,0.116,0.3837,0.5706,,,,,,,,0.2796,0.2956,0.4443,0.7123,1.2488,4.2268,2.875,13.0,1.0,0.0,22.8,0.1976,0.0,0.3741,0.126,77.2,5.8994,234.2552,5.8642,15.5261
ctrpv2,"(1S,3R)-Rsl3",dann,0.0,790,23,0.26,0.1253,0.3066,0.5262,0.2849,0.2847,22.8,0.0,0.0,0.0,0.1888,,,,,,,,,,,,,,,,,,,,
ctrpv2,"(1S,3R)-Rsl3",adae,0.0,790,23,0.32,0.1128,0.2764,0.5029,,,,,,,,1.0,0.6665,0.4489,0.4749,1.1096,1.8485,2.8745,86.4,79.8,0.0,22.8,0.1888,0.0,0.6415,0.156,76.2,3.4458,381.3719,3.4309,12.563
ctrpv2,"(1S,3R)-Rsl3",dann,0.1,790,23,0.22,0.1207,0.2829,0.4809,0.2428,0.2383,22.8,0.0978,0.0995,29.0,0.1888,,,,,,,,,,,,,,,,,,,,
ctrpv2,"(1S,3R)-Rsl3",adae,0.1,790,23,0.34,0.1183,0.3217,0.5303,,,,,,,,0.3613,0.3419,0.4483,0.6359,1.1039,2.8603,2.8745,18.2,6.2,0.0,22.8,0.1888,0.0,0.401,0.166,83.2,3.488,205.7962,3.4668,304.6794
ctrpv2,"(1S,3R)-Rsl3",dann,1.0,790,23,0.22,0.1219,0.2835,0.4737,0.1572,0.1624,22.8,0.9732,0.994,29.0,0.1888,,,,,,,,,,,,,,,,,,,,
ctrpv2,"(1S,3R)-Rsl3",adae,1.0,790,23,0.22,0.1145,0.2468,0.4879,,,,,,,,0.2898,0.2743,0.4479,0.778,1.082,4.0279,2.8745,16.6,4.6,0.0,22.8,0.1888,0.0,0.1914,0.322,62.2,3.5251,136.9577,3.4754,382.6828
ctrpv2,"(1S,3R)-Rsl3",dann,10.0,790,23,0.22,0.1189,0.2918,0.4474,0.1449,0.1414,22.8,9.6361,9.9189,29.0,0.1888,,,,,,,,,,,,,,,,,,,,
ctrpv2,"(1S,3R)-Rsl3",adae,10.0,790,23,0.26,0.1109,0.2541,0.4897,,,,,,,,0.2689,0.2573,0.4489,0.8937,1.0807,4.554,2.8745,24.6,12.6,0.0,22.8,0.1888,0.0,0.1401,0.544,73.0,3.5015,83.039,3.4873,1056.1478
ctrpv2,"(1S,3R)-Rsl3",dann,100.0,790,23,0.32,0.1152,0.2127,0.2661,0.0991,0.1033,22.8,99.0828,99.7939,29.0,0.1888,,,,,,,,,,,,,,,,,,,,
ctrpv2,"(1S,3R)-Rsl3",adae,100.0,790,23,0.3,0.1233,0.255,0.495,,,,,,,,0.2313,0.2068,0.4477,0.9651,1.0918,3.609,2.8745,25.6,13.6,0.0,22.8,0.1888,0.0,0.149,0.484,76.8,3.4941,67.2758,3.4627,1268.4992
ctrpv2,"(1S,3R)-Rsl3",dann,1000.0,790,23,0.6,0.0956,0.1007,0.0665,0.098,0.1053,22.8,972.3265,993.8071,29.0,0.1888,,,,,,,,,,,,,,,,,,,,
ctrpv2,"(1S,3R)-Rsl3",adae,1000.0,790,23,0.26,0.117,0.2553,0.4845,,,,,,,,0.1978,0.2089,0.4481,0.9197,1.0878,5.7763,2.8745,16.6,4.6,0.0,22.8,0.1888,0.0,0.2376,0.206,87.8,3.528,101.3124,3.5166,456.1641
