dataset,item,method,lam,n_cells,n_tissues,contam_50,attr_eta2,within_r,global_r,domain_acc_train,domain_acc_val,n_domains,final_lambda,last_epoch_lambda,eligible_from_epoch,majority_domain_frac,adv_acc_train,adv_acc_val,recon_val_pretrain,recon_val_final,adv_ce_val_pretrain,adv_ce_val_final,adv_ce_chance,joint_rounds_run,joint_round_selected,diverged,n_classes,majority_class_frac,head_degenerate,head_en_alpha,head_en_l1_ratio,head_en_nnz,head_en_val_mse,head_ridge_alpha,head_ridge_val_mse,emb_abs_max
depmap,SNRPD3,dann,0.0,276,21,0.34,0.1415,0.1191,0.1728,0.2642,0.2013,19.8,0.0,0.0,0.0,0.131,,,,,,,,,,,,,,,,,,,,
depmap,SNRPD3,adae,0.0,276,21,0.32,0.1324,-0.069,0.213,,,,,,,,1.0,0.5922,0.5279,0.5415,1.2553,1.6604,2.5229,59.6,47.6,0.0,19.8,0.131,0.0,1.4399,0.108,55.4,0.3792,572.1729,0.3742,10.573
depmap,SNRPD3,dann,0.1,276,21,0.36,0.1403,0.1018,0.1705,0.3547,0.3051,19.8,0.0981,0.0996,29.0,0.131,,,,,,,,,,,,,,,,,,,,
depmap,SNRPD3,adae,0.1,276,21,0.36,0.1303,-0.0949,0.1131,,,,,,,,0.4601,0.3125,0.5301,0.5746,1.2106,2.4596,2.5229,20.0,8.0,0.0,19.8,0.131,0.0,2.0982,0.208,38.6,0.3812,200804.9616,0.383,12.6586
depmap,SNRPD3,dann,1.0,276,21,0.36,0.1403,0.0989,0.1648,0.1544,0.1472,19.8,0.9847,0.9966,29.0,0.131,,,,,,,,,,,,,,,,,,,,
depmap,SNRPD3,adae,1.0,276,21,0.28,0.1304,-0.1194,0.1277,,,,,,,,0.4335,0.342,0.5279,0.6249,1.1391,2.7941,2.5229,14.2,2.2,0.0,19.8,0.131,0.0,1.1979,0.242,24.4,0.3827,1066.4013,0.3784,10.0884
depmap,SNRPD3,dann,10.0,276,21,0.36,0.1444,0.0944,0.0979,0.0319,0.0727,19.8,9.628,9.9172,29.0,0.131,,,,,,,,,,,,,,,,,,,,
depmap,SNRPD3,adae,10.0,276,21,0.26,0.1291,-0.1033,0.1488,,,,,,,,0.4646,0.3114,0.5285,0.65,1.1451,2.5868,2.5229,13.8,1.8,0.0,19.8,0.131,0.0,1.1976,0.406,40.4,0.3833,762.9739,0.3763,9.7298
depmap,SNRPD3,dann,100.0,276,21,0.34,0.1604,0.0633,-0.1231,0.0426,0.0667,19.8,96.1421,99.1377,29.0,0.131,,,,,,,,,,,,,,,,,,,,
depmap,SNRPD3,adae,100.0,276,21,0.5,0.1411,-0.1139,0.1607,,,,,,,,0.4983,0.3235,0.5277,0.6277,1.1973,2.6021,2.5229,13.6,1.6,0.0,19.8,0.131,0.0,2.6016,0.108,40.6,0.3817,1107.3166,0.3799,8.8344
depmap,SNRPD3,dann,1000.0,276,21,0.56,0.181,-0.0584,-0.2038,0.0277,0.067,19.8,999.9092,999.9092,29.0,0.131,,,,,,,,,,,,,,,,,,,,
depmap,SNRPD3,adae,1000.0,276,21,0.32,0.1336,-0.1163,0.1326,,,,,,,,0.4567,0.3174,0.531,0.6543,1.2187,2.6355,2.5229,13.8,1.8,0.0,19.8,0.131,0.0,0.5588,0.452,26.2,0.389,823.0896,0.3825,9.1309
depmap,UMPS,dann,0.0,1076,29,0.3,0.088,0.2342,0.5127,0.1164,0.1118,28.4,0.0,0.0,0.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,UMPS,adae,0.0,1076,29,0.38,0.1075,0.2584,0.5409,,,,,,,,1.0,0.6538,0.3714,0.391,1.2636,2.0019,3.0628,82.4,72.4,0.0,28.4,0.1099,0.0,0.2655,0.224,64.6,0.1388,464.1589,0.1383,14.9581
depmap,UMPS,dann,0.1,1076,29,0.28,0.1031,0.2605,0.4925,0.117,0.1303,28.4,0.0963,0.0992,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,UMPS,adae,0.1,1076,29,0.38,0.1125,0.2505,0.5366,,,,,,,,0.4864,0.3835,0.3701,0.5533,1.3036,2.4875,3.0628,17.8,5.8,0.0,28.4,0.1099,0.0,0.2775,0.206,66.6,0.1414,288.5832,0.14,762.7634
depmap,UMPS,dann,1.0,1076,29,0.26,0.0998,0.2394,0.38,0.0631,0.0652,28.4,0.9565,0.9903,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,UMPS,adae,1.0,1076,29,0.56,0.1325,0.1736,0.5054,,,,,,,,0.2151,0.2034,0.371,0.9909,1.2829,4.6929,3.0628,50.2,38.2,0.0,28.4,0.1099,0.0,0.0108,0.65,51.4,0.1434,8.7737,0.1411,4831.4089
depmap,UMPS,dann,10.0,1076,29,0.28,0.0893,0.0836,0.0826,0.0492,0.0667,28.4,9.6318,9.918,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,UMPS,adae,10.0,1076,29,0.56,0.1312,0.1505,0.4944,,,,,,,,0.194,0.1537,0.3707,1.0028,1.2625,6.6872,3.0628,50.6,38.6,0.0,28.4,0.1099,0.0,0.0023,0.88,38.2,0.1448,15.8079,0.1419,8757.1243
depmap,UMPS,dann,100.0,1076,29,0.58,0.0675,-0.0333,-0.1091,0.044,0.0527,28.4,97.4471,99.4329,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,UMPS,adae,100.0,1076,29,0.56,0.123,0.1612,0.4988,,,,,,,,0.1599,0.1459,0.3708,0.9641,1.2364,5.1885,3.0628,37.6,25.6,0.0,28.4,0.1099,0.0,0.0103,0.672,60.6,0.1421,4.8883,0.1395,5759.1042
depmap,UMPS,dann,1000.0,1076,29,0.68,0.0719,-0.0644,-0.1998,0.0437,0.045,28.4,985.5886,996.7951,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,UMPS,adae,1000.0,1076,29,0.72,0.1602,0.1594,0.5018,,,,,,,,0.2279,0.1987,0.3707,0.9251,1.2659,3.141,3.0628,67.0,55.0,0.0,28.4,0.1099,0.0,0.0005,0.648,37.8,0.1414,0.0383,0.1378,8361.1088
depmap,MED12,dann,0.0,1076,29,0.3,0.1025,0.325,0.4784,0.2714,0.2841,28.4,0.0,0.0,0.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,MED12,adae,0.0,1076,29,0.38,0.1071,0.3205,0.4787,,,,,,,,1.0,0.6538,0.3714,0.391,1.2636,2.0019,3.0628,82.4,72.4,0.0,28.4,0.1099,0.0,0.3487,0.01,83.8,0.1254,422.7654,0.1252,14.9581
depmap,MED12,dann,0.1,1076,29,0.26,0.1073,0.3032,0.4421,0.1099,0.1102,28.4,0.0977,0.0995,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,MED12,adae,0.1,1076,29,0.32,0.1083,0.3125,0.4761,,,,,,,,0.4864,0.3835,0.3701,0.5533,1.3036,2.4875,3.0628,17.8,5.8,0.0,28.4,0.1099,0.0,0.2496,0.206,68.6,0.1296,329.9575,0.13,762.7634
depmap,MED12,dann,1.0,1076,29,0.28,0.1062,0.278,0.3734,0.0702,0.073,28.4,0.9759,0.9947,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,MED12,adae,1.0,1076,29,0.36,0.1086,0.2963,0.457,,,,,,,,0.2151,0.2034,0.371,0.9909,1.2829,4.6929,3.0628,50.2,38.2,0.0,28.4,0.1099,0.0,0.0006,0.83,58.4,0.1318,8.7962,0.1297,4831.4089
depmap,MED12,dann,10.0,1076,29,0.28,0.0959,0.1102,0.1293,0.0517,0.0574,28.4,9.6101,9.9132,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,MED12,adae,10.0,1076,29,0.46,0.1223,0.2997,0.4585,,,,,,,,0.194,0.1537,0.3707,1.0028,1.2625,6.6872,3.0628,50.6,38.6,0.0,28.4,0.1099,0.0,0.0158,0.678,53.8,0.1331,8.7636,0.1313,8757.1243
depmap,MED12,dann,100.0,1076,29,0.46,0.0692,-0.0349,0.0138,0.0659,0.0636,28.4,98.1614,99.5935,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,MED12,adae,100.0,1076,29,0.44,0.1009,0.2828,0.4375,,,,,,,,0.1599,0.1459,0.3708,0.9641,1.2364,5.1885,3.0628,37.6,25.6,0.0,28.4,0.1099,0.0,0.0007,0.88,52.2,0.1363,15.8069,0.1334,5759.1042
depmap,MED12,dann,1000.0,1076,29,0.6,0.0588,-0.0276,0.0124,0.0629,0.0745,28.4,989.5636,997.6575,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,MED12,adae,1000.0,1076,29,0.52,0.1302,0.2813,0.4444,,,,,,,,0.2279,0.1987,0.3707,0.9251,1.2659,3.141,3.0628,67.0,55.0,0.0,28.4,0.1099,0.0,0.0002,0.778,43.2,0.1341,0.036,0.1316,8361.1088
depmap,FAM50A,dann,0.0,1076,29,0.2,0.0983,0.2577,0.3747,0.2222,0.2562,28.4,0.0,0.0,0.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,FAM50A,adae,0.0,1076,29,0.22,0.0978,0.2004,0.3369,,,,,,,,1.0,0.6538,0.3714,0.391,1.2636,2.0019,3.0628,82.4,72.4,0.0,28.4,0.1099,0.0,0.622,0.01,74.6,0.219,538.8626,0.2189,14.9581
depmap,FAM50A,dann,0.1,1076,29,0.28,0.1069,0.2944,0.394,0.1014,0.118,28.4,0.0967,0.0993,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,FAM50A,adae,0.1,1076,29,0.2,0.0971,0.1917,0.3324,,,,,,,,0.4864,0.3835,0.3701,0.5533,1.3036,2.4875,3.0628,17.8,5.8,0.0,28.4,0.1099,0.0,0.3891,0.188,76.0,0.2188,329.9377,0.2188,762.7634
depmap,FAM50A,dann,1.0,1076,29,0.2,0.107,0.2653,0.3339,0.0743,0.09,28.4,0.9663,0.9925,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,FAM50A,adae,1.0,1076,29,0.24,0.1063,0.1323,0.2886,,,,,,,,0.2151,0.2034,0.371,0.9909,1.2829,4.6929,3.0628,50.2,38.2,0.0,28.4,0.1099,0.0,0.0366,0.622,68.2,0.2267,15.8784,0.2237,4831.4089
depmap,FAM50A,dann,10.0,1076,29,0.22,0.0937,0.0609,0.0652,0.0402,0.0512,28.4,9.5999,9.9109,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,FAM50A,adae,10.0,1076,29,0.36,0.1087,0.1069,0.264,,,,,,,,0.194,0.1537,0.3707,1.0028,1.2625,6.6872,3.0628,50.6,38.6,0.0,28.4,0.1099,0.0,0.0379,0.402,46.2,0.2296,15.8108,0.2264,8757.1243
depmap,FAM50A,dann,100.0,1076,29,0.3,0.0691,0.0294,0.0038,0.0623,0.0698,28.4,97.9461,99.544,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,FAM50A,adae,100.0,1076,29,0.4,0.118,0.1078,0.2684,,,,,,,,0.1599,0.1459,0.3708,0.9641,1.2364,5.1885,3.0628,37.6,25.6,0.0,28.4,0.1099,0.0,0.0513,0.62,56.2,0.2292,15.8037,0.2263,5759.1042
depmap,FAM50A,dann,1000.0,1076,29,0.38,0.0655,0.0436,0.047,0.0566,0.0558,28.4,981.3161,995.8384,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,FAM50A,adae,1000.0,1076,29,0.54,0.1331,0.0818,0.2516,,,,,,,,0.2279,0.1987,0.3707,0.9251,1.2659,3.141,3.0628,67.0,55.0,0.0,28.4,0.1099,0.0,0.0003,0.66,62.2,0.2318,0.024,0.2282,8361.1088
depmap,ALDOA,dann,0.0,1076,29,0.26,0.0953,0.1417,0.224,0.27,0.2965,28.4,0.0,0.0,0.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,ALDOA,adae,0.0,1076,29,0.18,0.0964,0.1742,0.2735,,,,,,,,1.0,0.6538,0.3714,0.391,1.2636,2.0019,3.0628,82.4,72.4,0.0,28.4,0.1099,0.0,0.5937,0.028,59.8,0.1443,762.9739,0.1433,14.9581
depmap,ALDOA,dann,0.1,1076,29,0.22,0.1045,0.1275,0.2018,0.0968,0.1164,28.4,0.0982,0.0996,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,ALDOA,adae,0.1,1076,29,0.22,0.0956,0.1702,0.2652,,,,,,,,0.4864,0.3835,0.3701,0.5533,1.3036,2.4875,3.0628,17.8,5.8,0.0,28.4,0.1099,0.0,0.3598,0.126,58.6,0.1469,446.0739,0.146,762.7634
depmap,ALDOA,dann,1.0,1076,29,0.18,0.1054,0.1306,0.2018,0.0992,0.1196,28.4,0.9599,0.9911,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,ALDOA,adae,1.0,1076,29,0.28,0.0934,0.1254,0.2185,,,,,,,,0.2151,0.2034,0.371,0.9909,1.2829,4.6929,3.0628,50.2,38.2,0.0,28.4,0.1099,0.0,0.0439,0.384,68.8,0.1488,16.6577,0.1478,4831.4089
depmap,ALDOA,dann,10.0,1076,29,0.42,0.111,0.0858,0.1354,0.0817,0.1025,28.4,9.6354,9.919,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,ALDOA,adae,10.0,1076,29,0.44,0.1118,0.1505,0.2441,,,,,,,,0.194,0.1537,0.3707,1.0028,1.2625,6.6872,3.0628,50.6,38.6,0.0,28.4,0.1099,0.0,0.0389,0.602,59.8,0.1492,28.5564,0.1472,8757.1243
depmap,ALDOA,dann,100.0,1076,29,0.4,0.089,0.0353,0.0092,0.0489,0.0745,28.4,97.9863,99.5542,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,ALDOA,adae,100.0,1076,29,0.36,0.0983,0.1472,0.238,,,,,,,,0.1599,0.1459,0.3708,0.9641,1.2364,5.1885,3.0628,37.6,25.6,0.0,28.4,0.1099,0.0,0.031,0.782,32.8,0.1512,79.9722,0.1464,5759.1042
depmap,ALDOA,dann,1000.0,1076,29,0.44,0.0697,0.032,-0.0232,0.061,0.0667,28.4,969.3841,993.1948,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,ALDOA,adae,1000.0,1076,29,0.58,0.1207,0.1384,0.2277,,,,,,,,0.2279,0.1987,0.3707,0.9251,1.2659,3.141,3.0628,67.0,55.0,0.0,28.4,0.1099,0.0,0.0431,0.38,49.2,0.1526,56.3731,0.1522,8361.1088
depmap,CBFB,dann,0.0,1076,29,0.26,0.1071,0.1754,0.5858,0.1943,0.2111,28.4,0.0,0.0,0.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,CBFB,adae,0.0,1076,29,0.32,0.1097,0.1832,0.6088,,,,,,,,1.0,0.6538,0.3714,0.391,1.2636,2.0019,3.0628,82.4,72.4,0.0,28.4,0.1099,0.0,0.3372,0.01,85.2,0.1276,339.9784,0.1268,14.9581
depmap,CBFB,dann,0.1,1076,29,0.16,0.1099,0.1822,0.5602,0.1484,0.1723,28.4,0.0965,0.0992,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,CBFB,adae,0.1,1076,29,0.42,0.1157,0.1771,0.6097,,,,,,,,0.4864,0.3835,0.3701,0.5533,1.3036,2.4875,3.0628,17.8,5.8,0.0,28.4,0.1099,0.0,0.1948,0.196,73.2,0.13,205.7572,0.1306,762.7634
depmap,CBFB,dann,1.0,1076,29,0.14,0.0986,0.1319,0.4237,0.0891,0.1055,28.4,0.9693,0.9932,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,CBFB,adae,1.0,1076,29,0.66,0.1255,0.0984,0.5745,,,,,,,,0.2151,0.2034,0.371,0.9909,1.2829,4.6929,3.0628,50.2,38.2,0.0,28.4,0.1099,0.0,0.0011,1.0,45.2,0.1407,8.7669,0.136,4831.4089
depmap,CBFB,dann,10.0,1076,29,0.12,0.0806,0.0619,0.1743,0.0405,0.0559,28.4,9.6601,9.9244,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,CBFB,adae,10.0,1076,29,0.62,0.1293,0.0546,0.5547,,,,,,,,0.194,0.1537,0.3707,1.0028,1.2625,6.6872,3.0628,50.6,38.6,0.0,28.4,0.1099,0.0,0.0093,0.782,49.6,0.1401,4.8549,0.1319,8757.1243
depmap,CBFB,dann,100.0,1076,29,0.26,0.0696,0.0231,0.0324,0.0339,0.0481,28.4,98.1885,99.5986,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,CBFB,adae,100.0,1076,29,0.62,0.1242,0.0813,0.5707,,,,,,,,0.1599,0.1459,0.3708,0.9641,1.2364,5.1885,3.0628,37.6,25.6,0.0,28.4,0.1099,0.0,0.0094,0.8,58.2,0.1394,4.8597,0.1342,5759.1042
depmap,CBFB,dann,1000.0,1076,29,0.8,0.0642,-0.0029,-0.1417,0.0533,0.0559,28.4,989.9428,997.7877,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,CBFB,adae,1000.0,1076,29,0.72,0.1582,0.0106,0.5469,,,,,,,,0.2279,0.1987,0.3707,0.9251,1.2659,3.141,3.0628,67.0,55.0,0.0,28.4,0.1099,0.0,0.0002,0.99,42.2,0.1413,0.0239,0.1345,8361.1088
depmap,HNRNPH1,dann,0.0,1076,29,0.12,0.0912,0.2226,0.3585,0.2134,0.2393,28.4,0.0,0.0,0.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,HNRNPH1,adae,0.0,1076,29,0.2,0.1023,0.2857,0.4241,,,,,,,,1.0,0.6538,0.3714,0.391,1.2636,2.0019,3.0628,82.4,72.4,0.0,28.4,0.1099,0.0,0.3613,0.01,85.8,0.1823,339.9784,0.1819,14.9581
depmap,HNRNPH1,dann,0.1,1076,29,0.14,0.1076,0.2867,0.4025,0.0847,0.1087,28.4,0.0964,0.0992,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,HNRNPH1,adae,0.1,1076,29,0.26,0.0955,0.2835,0.4225,,,,,,,,0.4864,0.3835,0.3701,0.5533,1.3036,2.4875,3.0628,17.8,5.8,0.0,28.4,0.1099,0.0,0.0861,0.362,64.6,0.1866,224.2144,0.1849,762.7634
depmap,HNRNPH1,dann,1.0,1076,29,0.1,0.1089,0.2754,0.3767,0.1,0.1118,28.4,0.9641,0.992,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,HNRNPH1,adae,1.0,1076,29,0.4,0.0945,0.2236,0.3708,,,,,,,,0.2151,0.2034,0.371,0.9909,1.2829,4.6929,3.0628,50.2,38.2,0.0,28.4,0.1099,0.0,0.0103,0.67,63.2,0.1904,8.7654,0.1895,4831.4089
depmap,HNRNPH1,dann,10.0,1076,29,0.3,0.1072,0.1096,0.1773,0.088,0.0947,28.4,9.7007,9.9334,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,HNRNPH1,adae,10.0,1076,29,0.6,0.1067,0.202,0.359,,,,,,,,0.194,0.1537,0.3707,1.0028,1.2625,6.6872,3.0628,50.6,38.6,0.0,28.4,0.1099,0.0,0.0169,0.582,70.2,0.1838,15.8056,0.1834,8757.1243
depmap,HNRNPH1,dann,100.0,1076,29,0.46,0.0872,-0.0343,-0.0508,0.061,0.0713,28.4,97.153,99.3673,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,HNRNPH1,adae,100.0,1076,29,0.46,0.0945,0.2106,0.3602,,,,,,,,0.1599,0.1459,0.3708,0.9641,1.2364,5.1885,3.0628,37.6,25.6,0.0,28.4,0.1099,0.0,0.0079,0.64,70.2,0.1885,8.7608,0.1896,5759.1042
depmap,HNRNPH1,dann,1000.0,1076,29,0.8,0.073,-0.027,-0.0486,0.0563,0.059,28.4,987.5496,997.2286,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,HNRNPH1,adae,1000.0,1076,29,0.68,0.1215,0.1808,0.3397,,,,,,,,0.2279,0.1987,0.3707,0.9251,1.2659,3.141,3.0628,67.0,55.0,0.0,28.4,0.1099,0.0,0.0004,0.72,55.2,0.1873,0.0095,0.1863,8361.1088
depmap,LSM8,dann,0.0,1076,29,0.16,0.0985,0.0321,0.1374,0.2747,0.2748,28.4,0.0,0.0,0.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,LSM8,adae,0.0,1076,29,0.14,0.0984,0.1083,0.2507,,,,,,,,1.0,0.6538,0.3714,0.391,1.2636,2.0019,3.0628,82.4,72.4,0.0,28.4,0.1099,0.0,0.6473,0.028,56.6,0.1371,1167.4323,0.1371,14.9581
depmap,LSM8,dann,0.1,1076,29,0.14,0.104,0.0239,0.1264,0.0891,0.0994,28.4,0.0966,0.0992,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,LSM8,adae,0.1,1076,29,0.2,0.0992,0.0829,0.2349,,,,,,,,0.4864,0.3835,0.3701,0.5533,1.3036,2.4875,3.0628,17.8,5.8,0.0,28.4,0.1099,0.0,0.4415,0.126,55.4,0.1382,670.1553,0.1382,762.7634
depmap,LSM8,dann,1.0,1076,29,0.18,0.1063,0.0332,0.1327,0.1058,0.1227,28.4,0.9667,0.9926,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,LSM8,adae,1.0,1076,29,0.5,0.1123,0.0521,0.2131,,,,,,,,0.2151,0.2034,0.371,0.9909,1.2829,4.6929,3.0628,50.2,38.2,0.0,28.4,0.1099,0.0,0.0594,0.152,70.0,0.1391,28.5491,0.1389,4831.4089
depmap,LSM8,dann,10.0,1076,29,0.52,0.1122,0.0317,0.0847,0.0867,0.104,28.4,9.721,9.9381,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,LSM8,adae,10.0,1076,29,0.28,0.1019,0.0588,0.2277,,,,,,,,0.194,0.1537,0.3707,1.0028,1.2625,6.6872,3.0628,50.6,38.6,0.0,28.4,0.1099,0.0,0.0019,0.82,24.6,0.1392,16.1457,0.1388,8757.1243
depmap,LSM8,dann,100.0,1076,29,0.46,0.0977,0.0486,0.034,0.0615,0.0729,28.4,97.1899,99.3757,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,LSM8,adae,100.0,1076,29,0.38,0.1103,0.074,0.2349,,,,,,,,0.1599,0.1459,0.3708,0.9641,1.2364,5.1885,3.0628,37.6,25.6,0.0,28.4,0.1099,0.0,0.0343,0.642,54.4,0.1396,28.5579,0.1395,5759.1042
depmap,LSM8,dann,1000.0,1076,29,0.38,0.0773,0.005,-0.0612,0.0536,0.0714,28.4,991.9478,998.2105,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,LSM8,adae,1000.0,1076,29,0.72,0.1362,0.0235,0.2045,,,,,,,,0.2279,0.1987,0.3707,0.9251,1.2659,3.141,3.0628,67.0,55.0,0.0,28.4,0.1099,0.0,0.0005,0.9,24.2,0.1407,9.6112,0.1411,8361.1088
depmap,MRPL57,dann,0.0,1076,29,0.2,0.0927,0.1751,0.2294,0.1875,0.2127,28.4,0.0,0.0,0.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,MRPL57,adae,0.0,1076,29,0.12,0.0975,0.2416,0.2964,,,,,,,,1.0,0.6538,0.3714,0.391,1.2636,2.0019,3.0628,82.4,72.4,0.0,28.4,0.1099,0.0,0.5517,0.01,73.2,0.1785,721.5804,0.1782,14.9581
depmap,MRPL57,dann,0.1,1076,29,0.2,0.1014,0.2451,0.2943,0.0905,0.1118,28.4,0.0971,0.0993,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,MRPL57,adae,0.1,1076,29,0.2,0.0914,0.2507,0.2967,,,,,,,,0.4864,0.3835,0.3701,0.5533,1.3036,2.4875,3.0628,17.8,5.8,0.0,28.4,0.1099,0.0,0.3202,0.046,60.2,0.1777,404.7151,0.1776,762.7634
depmap,MRPL57,dann,1.0,1076,29,0.2,0.1012,0.2168,0.2404,0.0823,0.1009,28.4,0.9647,0.9922,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,MRPL57,adae,1.0,1076,29,0.22,0.0884,0.2448,0.2915,,,,,,,,0.2151,0.2034,0.371,0.9909,1.2829,4.6929,3.0628,50.2,38.2,0.0,28.4,0.1099,0.0,0.0111,0.628,66.8,0.1757,28.5698,0.1774,4831.4089
depmap,MRPL57,dann,10.0,1076,29,0.28,0.0946,0.0881,0.0771,0.0514,0.0621,28.4,9.6255,9.9166,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,MRPL57,adae,10.0,1076,29,0.46,0.0955,0.2155,0.2683,,,,,,,,0.194,0.1537,0.3707,1.0028,1.2625,6.6872,3.0628,50.6,38.6,0.0,28.4,0.1099,0.0,0.0284,0.482,66.0,0.1773,16.262,0.1808,8757.1243
depmap,MRPL57,dann,100.0,1076,29,0.44,0.0767,-0.0061,-0.0175,0.0607,0.0713,28.4,97.9585,99.5462,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,MRPL57,adae,100.0,1076,29,0.32,0.0948,0.2433,0.2866,,,,,,,,0.1599,0.1459,0.3708,0.9641,1.2364,5.1885,3.0628,37.6,25.6,0.0,28.4,0.1099,0.0,0.0342,0.484,64.6,0.1739,51.5941,0.1747,5759.1042
depmap,MRPL57,dann,1000.0,1076,29,0.5,0.0556,-0.0096,-0.0109,0.0593,0.0667,28.4,982.491,996.1317,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,MRPL57,adae,1000.0,1076,29,0.3,0.1001,0.2607,0.3053,,,,,,,,0.2279,0.1987,0.3707,0.9251,1.2659,3.141,3.0628,67.0,55.0,0.0,28.4,0.1099,0.0,0.0001,0.82,60.6,0.1762,0.0342,0.1801,8361.1088
depmap,YRDC,dann,0.0,1076,29,0.28,0.1038,0.3395,0.5066,0.2484,0.2501,28.4,0.0,0.0,0.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,YRDC,adae,0.0,1076,29,0.46,0.1058,0.3226,0.5124,,,,,,,,1.0,0.6538,0.3714,0.391,1.2636,2.0019,3.0628,82.4,72.4,0.0,28.4,0.1099,0.0,0.2934,0.026,83.4,0.5133,257.1914,0.5076,14.9581
depmap,YRDC,dann,0.1,1076,29,0.26,0.11,0.3487,0.512,0.1071,0.1242,28.4,0.0981,0.0996,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,YRDC,adae,0.1,1076,29,0.46,0.109,0.3312,0.5149,,,,,,,,0.4864,0.3835,0.3701,0.5533,1.3036,2.4875,3.0628,17.8,5.8,0.0,28.4,0.1099,0.0,0.2116,0.206,81.6,0.5096,205.7604,0.5044,762.7634
depmap,YRDC,dann,1.0,1076,29,0.26,0.1097,0.3522,0.4977,0.0875,0.0915,28.4,0.9743,0.9943,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,YRDC,adae,1.0,1076,29,0.46,0.0967,0.2188,0.4316,,,,,,,,0.2151,0.2034,0.371,0.9909,1.2829,4.6929,3.0628,50.2,38.2,0.0,28.4,0.1099,0.0,0.0031,0.8,81.2,0.5349,2.6928,0.5162,4831.4089
depmap,YRDC,dann,10.0,1076,29,0.34,0.1128,0.2393,0.3116,0.0749,0.0684,28.4,9.6517,9.9225,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
depmap,YRDC,adae,10.0,1076,29,0.52,0.105,0.2025,0.4159,,,,,,,,0.194,0.1537,0.3707,1.0028,1.2625,6.6872,3.0628,50.6,38.6,0.0,28.4,0.1099,0.0,0.0079,0.782,74.8,0.5437,4.8544,0.527,8757.1243
depmap,YRDC,dann,100.0,1076,29,0.46,0.0996,0.0724,0.035,0.0508,0.0621,28.4,96.4729,99.215,29.0,0.1099,,,,,,,,,,,,,,,,,,,,
