item,method,K,contamination
BRD-K27188169-navitoclax_(2-1_mol-mol),residualized,50,0.1
BRD-K27188169-navitoclax_(2-1_mol-mol),residualized,100,0.09
BRD-K27188169-navitoclax_(2-1_mol-mol),irm,10,0.4
BRD-K27188169-navitoclax_(2-1_mol-mol),irm,50,0.32
BRD-K27188169-navitoclax_(2-1_mol-mol),irm,100,0.31
BRD-K27188169-navitoclax_(2-1_mol-mol),within_tissue,10,0.0
BRD-K27188169-navitoclax_(2-1_mol-mol),within_tissue,50,0.12
BRD-K27188169-navitoclax_(2-1_mol-mol),within_tissue,100,0.08
BRD-K27188169-navitoclax_(2-1_mol-mol),dann,10,0.1
BRD-K27188169-navitoclax_(2-1_mol-mol),dann,50,0.16
BRD-K27188169-navitoclax_(2-1_mol-mol),dann,100,0.16
BRD-K27188169-navitoclax_(2-1_mol-mol),adae,10,0.0
BRD-K27188169-navitoclax_(2-1_mol-mol),adae,50,0.12
BRD-K27188169-navitoclax_(2-1_mol-mol),adae,100,0.15
BRD-K28456706,marginal,10,0.5
BRD-K28456706,marginal,50,0.26
BRD-K28456706,marginal,100,0.31
BRD-K28456706,residualized,10,0.0
BRD-K28456706,residualized,50,0.02
BRD-K28456706,residualized,100,0.06
BRD-K28456706,irm,10,0.4
BRD-K28456706,irm,50,0.34
BRD-K28456706,irm,100,0.28
BRD-K28456706,within_tissue,10,0.0
BRD-K28456706,within_tissue,50,0.14
BRD-K28456706,within_tissue,100,0.17
BRD-K28456706,dann,10,0.2
BRD-K28456706,dann,50,0.22
BRD-K28456706,dann,100,0.21
BRD-K28456706,adae,10,0.0
BRD-K28456706,adae,50,0.1
BRD-K28456706,adae,100,0.11
BRD-K34222889,marginal,10,0.5
BRD-K34222889,marginal,50,0.38
BRD-K34222889,marginal,100,0.4
BRD-K34222889,residualized,10,0.3
BRD-K34222889,residualized,50,0.12
BRD-K34222889,residualized,100,0.13
BRD-K34222889,irm,10,0.4
BRD-K34222889,irm,50,0.38
BRD-K34222889,irm,100,0.31
BRD-K34222889,within_tissue,10,0.4
BRD-K34222889,within_tissue,50,0.2
BRD-K34222889,within_tissue,100,0.24
BRD-K34222889,dann,10,0.5
BRD-K34222889,dann,50,0.18
BRD-K34222889,dann,100,0.18
BRD-K34222889,adae,10,0.6
BRD-K34222889,adae,50,0.38
BRD-K34222889,adae,100,0.33
BRD-K41597374,marginal,10,0.5
BRD-K41597374,marginal,50,0.44
BRD-K41597374,marginal,100,0.42
BRD-K41597374,residualized,10,0.1
BRD-K41597374,residualized,50,0.06
BRD-K41597374,residualized,100,0.1
BRD-K41597374,irm,10,0.2
BRD-K41597374,irm,50,0.3
BRD-K41597374,irm,100,0.34
BRD-K41597374,within_tissue,10,0.1
BRD-K41597374,within_tissue,50,0.3
BRD-K41597374,within_tissue,100,0.34
BRD-K41597374,dann,10,0.6
BRD-K41597374,dann,50,0.36
BRD-K41597374,dann,100,0.31
BRD-K41597374,adae,10,0.6
BRD-K41597374,adae,50,0.48
BRD-K41597374,adae,100,0.4
BRD-K42260513,marginal,10,0.3
BRD-K42260513,marginal,50,0.3
BRD-K42260513,marginal,100,0.33
BRD-K42260513,residualized,10,0.0
BRD-K42260513,residualized,50,0.08
BRD-K42260513,residualized,100,0.07
BRD-K42260513,irm,10,0.5
BRD-K42260513,irm,50,0.34
BRD-K42260513,irm,100,0.35
BRD-K42260513,within_tissue,10,0.0
BRD-K42260513,within_tissue,50,0.18
BRD-K42260513,within_tissue,100,0.23
BRD-K42260513,dann,10,0.4
BRD-K42260513,dann,50,0.5
BRD-K42260513,dann,100,0.37
BRD-K42260513,adae,10,0.2
BRD-K42260513,adae,50,0.2
BRD-K42260513,adae,100,0.16
BRD-K45681478,marginal,10,0.6
BRD-K45681478,marginal,50,0.3
BRD-K45681478,marginal,100,0.32
BRD-K45681478,residualized,10,0.1
BRD-K45681478,residualized,50,0.1
BRD-K45681478,residualized,100,0.09
BRD-K45681478,irm,10,0.5
BRD-K45681478,irm,50,0.4
BRD-K45681478,irm,100,0.35
BRD-K45681478,within_tissue,10,0.3
BRD-K45681478,within_tissue,50,0.24
BRD-K45681478,within_tissue,100,0.24
BRD-K45681478,dann,10,0.4
BRD-K45681478,dann,50,0.34
BRD-K45681478,dann,100,0.27
BRD-K45681478,adae,10,0.5
BRD-K45681478,adae,50,0.24
BRD-K45681478,adae,100,0.23
BRD-K50799972,marginal,10,0.4
BRD-K50799972,marginal,50,0.44
BRD-K50799972,marginal,100,0.4
BRD-K50799972,residualized,10,0.2
BRD-K50799972,residualized,50,0.12
BRD-K50799972,residualized,100,0.13
BRD-K50799972,irm,10,0.4
BRD-K50799972,irm,50,0.3
BRD-K50799972,irm,100,0.38
BRD-K50799972,within_tissue,10,0.3
BRD-K50799972,within_tissue,50,0.28
BRD-K50799972,within_tissue,100,0.36
BRD-K50799972,dann,10,0.6
BRD-K50799972,dann,50,0.38
BRD-K50799972,dann,100,0.34
BRD-K50799972,adae,10,0.1
BRD-K50799972,adae,50,0.24
BRD-K50799972,adae,100,0.31
BRD-K51490254,marginal,10,0.1
BRD-K51490254,marginal,50,0.22
BRD-K51490254,marginal,100,0.25
BRD-K51490254,residualized,10,0.0
BRD-K51490254,residualized,50,0.02
BRD-K51490254,residualized,100,0.06
BRD-K51490254,irm,10,0.1
BRD-K51490254,irm,50,0.28
BRD-K51490254,irm,100,0.24
BRD-K51490254,within_tissue,10,0.0
BRD-K51490254,within_tissue,50,0.16
BRD-K51490254,within_tissue,100,0.19
BRD-K51490254,dann,10,0.3
BRD-K51490254,dann,50,0.24
BRD-K51490254,dann,100,0.26
BRD-K51490254,adae,10,0.0
BRD-K51490254,adae,50,0.16
BRD-K51490254,adae,100,0.16
BRD-K52037352,marginal,10,0.3
BRD-K52037352,marginal,50,0.4
BRD-K52037352,marginal,100,0.4
BRD-K52037352,residualized,10,0.0
BRD-K52037352,residualized,50,0.08
BRD-K52037352,residualized,100,0.07
BRD-K52037352,irm,10,0.5
BRD-K52037352,irm,50,0.42
BRD-K52037352,irm,100,0.38
BRD-K52037352,within_tissue,10,0.3
BRD-K52037352,within_tissue,50,0.4
BRD-K52037352,within_tissue,100,0.38
BRD-K52037352,dann,10,0.4
BRD-K52037352,dann,50,0.42
BRD-K52037352,dann,100,0.48
BRD-K52037352,adae,10,0.1
BRD-K52037352,adae,50,0.3
BRD-K52037352,adae,100,0.3
BRD-K55116708,marginal,10,0.3
BRD-K55116708,marginal,50,0.38
BRD-K55116708,marginal,100,0.33
BRD-K55116708,residualized,10,0.0
BRD-K55116708,residualized,50,0.16
BRD-K55116708,residualized,100,0.15
BRD-K55116708,irm,10,0.3
BRD-K55116708,irm,50,0.2
BRD-K55116708,irm,100,0.27
BRD-K55116708,within_tissue,10,0.2
BRD-K55116708,within_tissue,50,0.22
BRD-K55116708,within_tissue,100,0.23
BRD-K55116708,dann,10,0.4
BRD-K55116708,dann,50,0.22
BRD-K55116708,dann,100,0.22
BRD-K55116708,adae,10,0.6
BRD-K55116708,adae,50,0.5
BRD-K55116708,adae,100,0.53
BRD-K55473186,marginal,10,0.1
BRD-K55473186,marginal,50,0.24
BRD-K55473186,marginal,100,0.34
BRD-K55473186,residualized,10,0.1
BRD-K55473186,residualized,50,0.08
BRD-K55473186,residualized,100,0.08
BRD-K55473186,irm,10,0.5
BRD-K55473186,irm,50,0.32
BRD-K55473186,irm,100,0.35
BRD-K55473186,within_tissue,10,0.2
BRD-K55473186,within_tissue,50,0.18
BRD-K55473186,within_tissue,100,0.27
BRD-K55473186,dann,10,0.0
BRD-K55473186,dann,50,0.24
BRD-K55473186,dann,100,0.25
BRD-K55473186,adae,10,0.1
BRD-K55473186,adae,50,0.16
BRD-K55473186,adae,100,0.23
BRD-K58306044-001-01-3,marginal,10,0.3
BRD-K58306044-001-01-3,marginal,50,0.38
BRD-K58306044-001-01-3,marginal,100,0.35
BRD-K58306044-001-01-3,residualized,10,0.0
BRD-K58306044-001-01-3,residualized,50,0.04
BRD-K58306044-001-01-3,residualized,100,0.04
BRD-K58306044-001-01-3,irm,10,0.3
BRD-K58306044-001-01-3,irm,50,0.38
BRD-K58306044-001-01-3,irm,100,0.38
BRD-K58306044-001-01-3,within_tissue,10,0.4
BRD-K58306044-001-01-3,within_tissue,50,0.3
BRD-K58306044-001-01-3,within_tissue,100,0.36
BRD-K58306044-001-01-3,dann,10,0.0
BRD-K58306044-001-01-3,dann,50,0.2
BRD-K58306044-001-01-3,dann,100,0.23
BRD-K58306044-001-01-3,adae,10,0.2
BRD-K58306044-001-01-3,adae,50,0.16
BRD-K58306044-001-01-3,adae,100,0.15
BRD-K61166597,marginal,10,0.1
BRD-K61166597,marginal,50,0.32
BRD-K61166597,marginal,100,0.35
BRD-K61166597,residualized,10,0.0
BRD-K61166597,residualized,50,0.08
BRD-K61166597,residualized,100,0.09
BRD-K61166597,irm,10,0.2
BRD-K61166597,irm,50,0.24
BRD-K61166597,irm,100,0.29
BRD-K61166597,within_tissue,10,0.0
BRD-K61166597,within_tissue,50,0.1
BRD-K61166597,within_tissue,100,0.14
BRD-K61166597,dann,10,0.2
BRD-K61166597,dann,50,0.16
BRD-K61166597,dann,100,0.21
BRD-K61166597,adae,10,0.5
BRD-K61166597,adae,50,0.42
BRD-K61166597,adae,100,0.37
BRD-K66453893,marginal,10,0.4
BRD-K66453893,marginal,50,0.28
BRD-K66453893,marginal,100,0.25
BRD-K66453893,residualized,10,0.0
BRD-K66453893,residualized,50,0.14
BRD-K66453893,residualized,100,0.17
BRD-K66453893,irm,10,0.2
BRD-K66453893,irm,50,0.2
BRD-K66453893,irm,100,0.21
BRD-K66453893,within_tissue,10,0.1
BRD-K66453893,within_tissue,50,0.2
BRD-K66453893,within_tissue,100,0.16
BRD-K66453893,dann,10,0.1
BRD-K66453893,dann,50,0.24
BRD-K66453893,dann,100,0.24
BRD-K66453893,adae,10,0.0
BRD-K66453893,adae,50,0.12
BRD-K66453893,adae,100,0.16
BRD-K66532283,marginal,10,0.2
BRD-K66532283,marginal,50,0.38
BRD-K66532283,marginal,100,0.39
BRD-K66532283,residualized,10,0.1
BRD-K66532283,residualized,50,0.06
BRD-K66532283,residualized,100,0.11
BRD-K66532283,irm,10,0.1
BRD-K66532283,irm,50,0.28
BRD-K66532283,irm,100,0.33
BRD-K66532283,within_tissue,10,0.0
BRD-K66532283,within_tissue,50,0.16
BRD-K66532283,within_tissue,100,0.24
BRD-K66532283,dann,10,0.0
BRD-K66532283,dann,50,0.16
BRD-K66532283,dann,100,0.19
BRD-K66532283,adae,10,0.1
BRD-K66532283,adae,50,0.34
BRD-K66532283,adae,100,0.28
BRD-K71781559,marginal,10,0.6
BRD-K71781559,marginal,50,0.48
BRD-K71781559,marginal,100,0.52
BRD-K71781559,residualized,10,0.2
BRD-K71781559,residualized,50,0.14
BRD-K71781559,residualized,100,0.11
BRD-K71781559,irm,10,0.4
BRD-K71781559,irm,50,0.36
BRD-K71781559,irm,100,0.35
BRD-K71781559,within_tissue,10,0.3
BRD-K71781559,within_tissue,50,0.38
BRD-K71781559,within_tissue,100,0.37
BRD-K71781559,dann,10,0.2
BRD-K71781559,dann,50,0.34
BRD-K71781559,dann,100,0.31
BRD-K71781559,adae,10,0.1
BRD-K71781559,adae,50,0.14
BRD-K71781559,adae,100,0.18
BRD-K71935468,marginal,10,0.0
BRD-K71935468,marginal,50,0.04
BRD-K71935468,marginal,100,0.14
BRD-K71935468,residualized,10,0.1
BRD-K71935468,residualized,50,0.16
BRD-K71935468,residualized,100,0.12
BRD-K71935468,irm,10,0.0
BRD-K71935468,irm,50,0.12
BRD-K71935468,irm,100,0.14
BRD-K71935468,within_tissue,10,0.0
BRD-K71935468,within_tissue,50,0.0
BRD-K71935468,within_tissue,100,0.09
BRD-K71935468,dann,10,0.0
BRD-K71935468,dann,50,0.1
BRD-K71935468,dann,100,0.16
BRD-K71935468,adae,10,0.0
BRD-K71935468,adae,50,0.08
BRD-K71935468,adae,100,0.11
BRD-K80183349,marginal,10,0.3
BRD-K80183349,marginal,50,0.2
BRD-K80183349,marginal,100,0.27
BRD-K80183349,residualized,10,0.1
BRD-K80183349,residualized,50,0.14
BRD-K80183349,residualized,100,0.11
BRD-K80183349,irm,10,0.1
BRD-K80183349,irm,50,0.32
BRD-K80183349,irm,100,0.3
BRD-K80183349,within_tissue,10,0.1
BRD-K80183349,within_tissue,50,0.1
BRD-K80183349,within_tissue,100,0.19
BRD-K80183349,dann,10,0.1
BRD-K80183349,dann,50,0.26
BRD-K80183349,dann,100,0.25
BRD-K80183349,adae,10,0.5
BRD-K80183349,adae,50,0.52
BRD-K80183349,adae,100,0.51
BRD-K85133207,marginal,10,0.3
BRD-K85133207,marginal,50,0.4
BRD-K85133207,marginal,100,0.37
BRD-K85133207,residualized,10,0.0
BRD-K85133207,residualized,50,0.06
BRD-K85133207,residualized,100,0.11
BRD-K85133207,irm,10,0.2
BRD-K85133207,irm,50,0.34
BRD-K85133207,irm,100,0.36
BRD-K85133207,within_tissue,10,0.1
BRD-K85133207,within_tissue,50,0.26
BRD-K85133207,within_tissue,100,0.33
BRD-K85133207,dann,10,0.1
BRD-K85133207,dann,50,0.22
BRD-K85133207,dann,100,0.33
BRD-K85133207,adae,10,0.1
BRD-K85133207,adae,50,0.3
BRD-K85133207,adae,100,0.31
BRD-K92856060,marginal,10,0.3
BRD-K92856060,marginal,50,0.3
BRD-K92856060,marginal,100,0.34
BRD-K92856060,residualized,10,0.2
BRD-K92856060,residualized,50,0.14
BRD-K92856060,residualized,100,0.17
BRD-K92856060,irm,10,0.4
BRD-K92856060,irm,50,0.38
BRD-K92856060,irm,100,0.34
BRD-K92856060,within_tissue,10,0.1
BRD-K92856060,within_tissue,50,0.2
BRD-K92856060,within_tissue,100,0.23
BRD-K92856060,dann,10,0.3
BRD-K92856060,dann,50,0.38
BRD-K92856060,dann,100,0.29
BRD-K92856060,adae,10,0.2
BRD-K92856060,adae,50,0.26
BRD-K92856060,adae,100,0.22
BRD-K94991378,marginal,10,0.4
BRD-K94991378,marginal,50,0.22
BRD-K94991378,marginal,100,0.22
BRD-K94991378,residualized,10,0.1
BRD-K94991378,residualized,50,0.16
BRD-K94991378,residualized,100,0.19
BRD-K94991378,irm,10,0.2
BRD-K94991378,irm,50,0.24
BRD-K94991378,irm,100,0.24
BRD-K94991378,within_tissue,10,0.1
BRD-K94991378,within_tissue,50,0.16
BRD-K94991378,within_tissue,100,0.15
BRD-K94991378,dann,10,0.1
BRD-K94991378,dann,50,0.26
BRD-K94991378,dann,100,0.25
BRD-K94991378,adae,10,0.3
BRD-K94991378,adae,50,0.12
BRD-K94991378,adae,100,0.13
BRD-K97651142,marginal,10,0.2
BRD-K97651142,marginal,50,0.3
BRD-K97651142,marginal,100,0.26
BRD-K97651142,residualized,10,0.2
BRD-K97651142,residualized,50,0.14
BRD-K97651142,residualized,100,0.16
BRD-K97651142,irm,10,0.3
BRD-K97651142,irm,50,0.24
BRD-K97651142,irm,100,0.23
BRD-K97651142,within_tissue,10,0.1
BRD-K97651142,within_tissue,50,0.16
BRD-K97651142,within_tissue,100,0.13
BRD-K97651142,dann,10,0.1
BRD-K97651142,dann,50,0.12
BRD-K97651142,dann,100,0.19
BRD-K97651142,adae,10,0.1
BRD-K97651142,adae,50,0.24
BRD-K97651142,adae,100,0.25
BRD-M00053801,marginal,10,0.3
BRD-M00053801,marginal,50,0.26
BRD-M00053801,marginal,100,0.23
BRD-M00053801,residualized,10,0.1
BRD-M00053801,residualized,50,0.06
BRD-M00053801,residualized,100,0.06
BRD-M00053801,irm,10,0.2
BRD-M00053801,irm,50,0.26
BRD-M00053801,irm,100,0.22
BRD-M00053801,within_tissue,10,0.0
BRD-M00053801,within_tissue,50,0.12
BRD-M00053801,within_tissue,100,0.14
BRD-M00053801,dann,10,0.0
BRD-M00053801,dann,50,0.24
BRD-M00053801,dann,100,0.2
BRD-M00053801,adae,10,0.0
BRD-M00053801,adae,50,0.12
BRD-M00053801,adae,100,0.13
BRD1240,marginal,10,0.3
BRD1240,marginal,50,0.16
BRD1240,marginal,100,0.18
BRD1240,residualized,10,0.3
BRD1240,residualized,50,0.1
BRD1240,residualized,100,0.12
BRD1240,irm,10,0.2
BRD1240,irm,50,0.12
BRD1240,irm,100,0.2
BRD1240,within_tissue,10,0.2
BRD1240,within_tissue,50,0.12
BRD1240,within_tissue,100,0.13
BRD1240,dann,10,0.2
BRD1240,dann,50,0.16
BRD1240,dann,100,0.16
BRD1240,adae,10,0.1
BRD1240,adae,50,0.22
BRD1240,adae,100,0.22
BRD1835,marginal,10,0.5
BRD1835,marginal,50,0.46
BRD1835,marginal,100,0.45
BRD1835,residualized,10,0.2
BRD1835,residualized,50,0.12
BRD1835,residualized,100,0.11
BRD1835,irm,10,0.6
BRD1835,irm,50,0.42
BRD1835,irm,100,0.42
BRD1835,within_tissue,10,0.2
BRD1835,within_tissue,50,0.4
BRD1835,within_tissue,100,0.39
BRD1835,dann,10,0.4
BRD1835,dann,50,0.48
BRD1835,dann,100,0.41
BRD1835,adae,10,0.1
BRD1835,adae,50,0.26
BRD1835,adae,100,0.26
BRD3308,marginal,10,0.3
BRD3308,marginal,50,0.34
BRD3308,marginal,100,0.34
BRD3308,residualized,10,0.0
BRD3308,residualized,50,0.12
BRD3308,residualized,100,0.11
BRD3308,irm,10,0.0
BRD3308,irm,50,0.3
BRD3308,irm,100,0.34
BRD3308,within_tissue,10,0.0
BRD3308,within_tissue,50,0.18
BRD3308,within_tissue,100,0.24
BRD3308,dann,10,0.2
BRD3308,dann,50,0.36
BRD3308,dann,100,0.36
BRD3308,adae,10,0.4
BRD3308,adae,50,0.42
BRD3308,adae,100,0.48
BRD4132,marginal,10,0.5
BRD4132,marginal,50,0.26
BRD4132,marginal,100,0.25
BRD4132,residualized,10,0.0
BRD4132,residualized,50,0.2
BRD4132,residualized,100,0.19
BRD4132,irm,10,0.2
BRD4132,irm,50,0.28
BRD4132,irm,100,0.28
BRD4132,within_tissue,10,0.2
BRD4132,within_tissue,50,0.18
BRD4132,within_tissue,100,0.14
BRD4132,dann,10,0.4
BRD4132,dann,50,0.26
BRD4132,dann,100,0.28
BRD4132,adae,10,0.0
BRD4132,adae,50,0.2
BRD4132,adae,100,0.18
BRD6340,marginal,10,0.6
BRD6340,marginal,50,0.42
BRD6340,marginal,100,0.39
BRD6340,residualized,10,0.0
BRD6340,residualized,50,0.12
BRD6340,residualized,100,0.12
BRD6340,irm,10,0.4
BRD6340,irm,50,0.4
BRD6340,irm,100,0.38
BRD6340,within_tissue,10,0.3
BRD6340,within_tissue,50,0.36
BRD6340,within_tissue,100,0.31
BRD6340,dann,10,0.4
BRD6340,dann,50,0.46
BRD6340,dann,100,0.39
BRD6340,adae,10,0.3
BRD6340,adae,50,0.3
BRD6340,adae,100,0.29
BRD9647,marginal,10,0.5
BRD9647,marginal,50,0.32
BRD9647,marginal,100,0.34
BRD9647,residualized,10,0.1
BRD9647,residualized,50,0.2
BRD9647,residualized,100,0.17
BRD9647,irm,10,0.4
BRD9647,irm,50,0.28
BRD9647,irm,100,0.33
BRD9647,within_tissue,10,0.1
BRD9647,within_tissue,50,0.22
BRD9647,within_tissue,100,0.27
BRD9647,dann,10,0.4
BRD9647,dann,50,0.32
BRD9647,dann,100,0.29
BRD9647,adae,10,0.4
BRD9647,adae,50,0.18
BRD9647,adae,100,0.23
BRD9876,marginal,10,0.2
BRD9876,marginal,50,0.28
BRD9876,marginal,100,0.28
BRD9876,residualized,10,0.0
BRD9876,residualized,50,0.04
BRD9876,residualized,100,0.03
BRD9876,irm,10,0.2
BRD9876,irm,50,0.24
BRD9876,irm,100,0.28
BRD9876,within_tissue,10,0.0
BRD9876,within_tissue,50,0.1
BRD9876,within_tissue,100,0.14
BRD9876,dann,10,0.2
BRD9876,dann,50,0.2
BRD9876,dann,100,0.25
BRD9876,adae,10,0.1
BRD9876,adae,50,0.2
BRD9876,adae,100,0.15
Bax_channel_blocker,marginal,10,0.5
Bax_channel_blocker,marginal,50,0.42
Bax_channel_blocker,marginal,100,0.4
Bax_channel_blocker,residualized,10,0.0
Bax_channel_blocker,residualized,50,0.12
Bax_channel_blocker,residualized,100,0.15
Bax_channel_blocker,irm,10,0.3
Bax_channel_blocker,irm,50,0.38
Bax_channel_blocker,irm,100,0.36
Bax_channel_blocker,within_tissue,10,0.2
Bax_channel_blocker,within_tissue,50,0.28
Bax_channel_blocker,within_tissue,100,0.29
Bax_channel_blocker,dann,10,0.3
Bax_channel_blocker,dann,50,0.38
Bax_channel_blocker,dann,100,0.36
Bax_channel_blocker,adae,10,0.4
Bax_channel_blocker,adae,50,0.34
Bax_channel_blocker,adae,100,0.4
Belinostat,marginal,10,0.5
Belinostat,marginal,50,0.4
Belinostat,marginal,100,0.42
Belinostat,residualized,10,0.1
Belinostat,residualized,50,0.14
Belinostat,residualized,100,0.12
Belinostat,irm,10,0.2
Belinostat,irm,50,0.16
Belinostat,irm,100,0.2
Belinostat,within_tissue,10,0.4
Belinostat,within_tissue,50,0.14
Belinostat,within_tissue,100,0.16
Belinostat,dann,10,0.1
Belinostat,dann,50,0.18
Belinostat,dann,100,0.2
Belinostat,adae,10,0.3
Belinostat,adae,50,0.42
Belinostat,adae,100,0.4
Bexarotene,marginal,10,0.5
Bexarotene,marginal,50,0.46
Bexarotene,marginal,100,0.46
Bexarotene,residualized,10,0.0
Bexarotene,residualized,50,0.12
Bexarotene,residualized,100,0.11
Bexarotene,irm,10,1.0
Bexarotene,irm,50,0.48
Bexarotene,irm,100,0.5
Bexarotene,within_tissue,10,0.3
Bexarotene,within_tissue,50,0.3
Bexarotene,within_tissue,100,0.28
Bexarotene,dann,10,0.5
Bexarotene,dann,50,0.24
Bexarotene,dann,100,0.31
Bexarotene,adae,10,0.1
Bexarotene,adae,50,0.2
Bexarotene,adae,100,0.16
Bml-281,marginal,10,0.4
Bml-281,marginal,50,0.32
Bml-281,marginal,100,0.31
Bml-281,residualized,10,0.0
Bml-281,residualized,50,0.08
Bml-281,residualized,100,0.13
Bml-281,irm,10,0.4
Bml-281,irm,50,0.3
Bml-281,irm,100,0.3
Bml-281,within_tissue,10,0.1
Bml-281,within_tissue,50,0.18
Bml-281,within_tissue,100,0.16
Bml-281,dann,10,0.3
Bml-281,dann,50,0.2
Bml-281,dann,100,0.22
Bml-281,adae,10,0.7
Bml-281,adae,50,0.58
Bml-281,adae,100,0.46
Bortezomib,marginal,10,0.4
Bortezomib,marginal,50,0.36
Bortezomib,marginal,100,0.32
Bortezomib,residualized,10,0.0
Bortezomib,residualized,50,0.06
Bortezomib,residualized,100,0.1
Bortezomib,irm,10,0.3
Bortezomib,irm,50,0.28
Bortezomib,irm,100,0.32
Bortezomib,within_tissue,10,0.0
Bortezomib,within_tissue,50,0.26
Bortezomib,within_tissue,100,0.22
Bortezomib,dann,10,0.3
Bortezomib,dann,50,0.3
Bortezomib,dann,100,0.3
Bortezomib,adae,10,0.5
Bortezomib,adae,50,0.32
Bortezomib,adae,100,0.29
Bosutinib,marginal,10,0.1
Bosutinib,marginal,50,0.12
Bosutinib,marginal,100,0.18
Bosutinib,residualized,10,0.0
Bosutinib,residualized,50,0.06
Bosutinib,residualized,100,0.11
Bosutinib,irm,10,0.0
Bosutinib,irm,50,0.2
Bosutinib,irm,100,0.18
Bosutinib,within_tissue,10,0.0
Bosutinib,within_tissue,50,0.02
Bosutinib,within_tissue,100,0.07
Bosutinib,dann,10,0.1
Bosutinib,dann,50,0.1
Bosutinib,dann,100,0.16
Bosutinib,adae,10,0.4
Bosutinib,adae,50,0.36
Bosutinib,adae,100,0.3
CAY10594,marginal,10,0.4
CAY10594,marginal,50,0.4
CAY10594,marginal,100,0.4
CAY10594,residualized,10,0.1
CAY10594,residualized,50,0.2
CAY10594,residualized,100,0.23
CAY10594,irm,10,0.3
CAY10594,irm,50,0.2
CAY10594,irm,100,0.29
CAY10594,within_tissue,10,0.1
CAY10594,within_tissue,50,0.32
CAY10594,within_tissue,100,0.33
CAY10594,dann,10,0.2
CAY10594,dann,50,0.3
CAY10594,dann,100,0.3
CAY10594,adae,10,0.0
CAY10594,adae,50,0.26
CAY10594,adae,100,0.25
CAY10618,marginal,10,0.3
CAY10618,marginal,50,0.2
CAY10618,marginal,100,0.18
CAY10618,residualized,10,0.2
CAY10618,residualized,50,0.12
CAY10618,residualized,100,0.1
CAY10618,irm,10,0.1
CAY10618,irm,50,0.16
CAY10618,irm,100,0.17
CAY10618,within_tissue,10,0.0
CAY10618,within_tissue,50,0.1
CAY10618,within_tissue,100,0.1
CAY10618,dann,10,0.1
CAY10618,dann,50,0.1
CAY10618,dann,100,0.13
CAY10618,adae,10,0.2
CAY10618,adae,50,0.18
CAY10618,adae,100,0.14
CCT036477,marginal,10,0.2
CCT036477,marginal,50,0.22
CCT036477,marginal,100,0.27
CCT036477,residualized,10,0.1
CCT036477,residualized,50,0.08
CCT036477,residualized,100,0.08
CCT036477,irm,10,0.1
CCT036477,irm,50,0.32
CCT036477,irm,100,0.29
CCT036477,within_tissue,10,0.1
CCT036477,within_tissue,50,0.14
CCT036477,within_tissue,100,0.19
CCT036477,dann,10,0.2
CCT036477,dann,50,0.32
CCT036477,dann,100,0.29
CCT036477,adae,10,0.2
CCT036477,adae,50,0.36
CCT036477,adae,100,0.34
CD-1530,marginal,10,0.6
CD-1530,marginal,50,0.44
CD-1530,marginal,100,0.5
CD-1530,residualized,10,0.1
CD-1530,residualized,50,0.16
CD-1530,residualized,100,0.14
CD-1530,irm,10,0.5
CD-1530,irm,50,0.3
CD-1530,irm,100,0.37
CD-1530,within_tissue,10,0.2
CD-1530,within_tissue,50,0.3
CD-1530,within_tissue,100,0.37
CD-1530,dann,10,0.3
CD-1530,dann,50,0.32
CD-1530,dann,100,0.36
CD-1530,adae,10,0.1
CD-1530,adae,50,0.16
CD-1530,adae,100,0.24
CD-437,marginal,10,0.1
CD-437,marginal,50,0.2
CD-437,marginal,100,0.21
CD-437,residualized,10,0.0
CD-437,residualized,50,0.1
CD-437,residualized,100,0.1
CD-437,irm,10,0.1
CD-437,irm,50,0.16
CD-437,irm,100,0.17
CD-437,within_tissue,10,0.0
CD-437,within_tissue,50,0.04
CD-437,within_tissue,100,0.1
CD-437,dann,10,0.2
CD-437,dann,50,0.18
CD-437,dann,100,0.14
CD-437,adae,10,0.0
CD-437,adae,50,0.06
CD-437,adae,100,0.17
CHEMBL4788167,marginal,10,0.2
CHEMBL4788167,marginal,50,0.24
CHEMBL4788167,marginal,100,0.25
CHEMBL4788167,residualized,10,0.2
CHEMBL4788167,residualized,50,0.16
CHEMBL4788167,residualized,100,0.14
CHEMBL4788167,irm,10,0.2
CHEMBL4788167,irm,50,0.22
CHEMBL4788167,irm,100,0.21
CHEMBL4788167,within_tissue,10,0.1
CHEMBL4788167,within_tissue,50,0.12
CHEMBL4788167,within_tissue,100,0.13
CHEMBL4788167,dann,10,0.3
CHEMBL4788167,dann,50,0.18
CHEMBL4788167,dann,100,0.13
CHEMBL4788167,adae,10,0.4
CHEMBL4788167,adae,50,0.32
CHEMBL4788167,adae,100,0.29
CHIR-99021,marginal,10,0.2
CHIR-99021,marginal,50,0.22
CHIR-99021,marginal,100,0.21
CHIR-99021,residualized,10,0.0
CHIR-99021,residualized,50,0.16
CHIR-99021,residualized,100,0.21
CHIR-99021,irm,10,0.2
CHIR-99021,irm,50,0.28
CHIR-99021,irm,100,0.28
CHIR-99021,within_tissue,10,0.1
CHIR-99021,within_tissue,50,0.12
CHIR-99021,within_tissue,100,0.14
CHIR-99021,dann,10,0.1
CHIR-99021,dann,50,0.24
CHIR-99021,dann,100,0.22
CHIR-99021,adae,10,0.2
CHIR-99021,adae,50,0.2
