item,method,K,contamination
NSF,adae,50,0.26
NSF,adae,100,0.22
NUP43,marginal,10,0.0
NUP43,marginal,50,0.16
NUP43,marginal,100,0.16
NUP43,residualized,10,0.1
NUP43,residualized,50,0.12
NUP43,residualized,100,0.12
NUP43,irm,10,0.2
NUP43,irm,50,0.22
NUP43,irm,100,0.22
NUP43,within_tissue,10,0.0
NUP43,within_tissue,50,0.1
NUP43,within_tissue,100,0.1
NUP43,dann,10,0.0
NUP43,dann,50,0.1
NUP43,dann,100,0.13
NUP43,adae,10,0.4
NUP43,adae,50,0.32
NUP43,adae,100,0.23
NXT1,marginal,10,0.0
NXT1,marginal,50,0.18
NXT1,marginal,100,0.26
NXT1,residualized,10,0.1
NXT1,residualized,50,0.12
NXT1,residualized,100,0.15
NXT1,irm,10,0.0
NXT1,irm,50,0.24
NXT1,irm,100,0.24
NXT1,within_tissue,10,0.0
NXT1,within_tissue,50,0.14
NXT1,within_tissue,100,0.15
NXT1,dann,10,0.0
NXT1,dann,50,0.18
NXT1,dann,100,0.18
NXT1,adae,10,0.1
NXT1,adae,50,0.16
NXT1,adae,100,0.16
ORC6,marginal,10,0.1
ORC6,marginal,50,0.1
ORC6,marginal,100,0.17
ORC6,residualized,10,0.1
ORC6,residualized,50,0.14
ORC6,residualized,100,0.12
ORC6,irm,10,0.1
ORC6,irm,50,0.22
ORC6,irm,100,0.24
ORC6,within_tissue,10,0.0
ORC6,within_tissue,50,0.06
ORC6,within_tissue,100,0.1
ORC6,dann,10,0.2
ORC6,dann,50,0.2
ORC6,dann,100,0.19
ORC6,adae,10,0.1
ORC6,adae,50,0.14
ORC6,adae,100,0.28
PCNA,marginal,10,0.4
PCNA,marginal,50,0.4
PCNA,marginal,100,0.34
PCNA,residualized,10,0.0
PCNA,residualized,50,0.02
PCNA,residualized,100,0.07
PCNA,irm,10,0.1
PCNA,irm,50,0.34
PCNA,irm,100,0.3
PCNA,within_tissue,10,0.1
PCNA,within_tissue,50,0.24
PCNA,within_tissue,100,0.24
PCNA,dann,10,0.5
PCNA,dann,50,0.34
PCNA,dann,100,0.33
PCNA,adae,10,1.0
PCNA,adae,50,0.64
PCNA,adae,100,0.5
PDCD2,marginal,10,0.2
PDCD2,marginal,50,0.18
PDCD2,marginal,100,0.2
PDCD2,residualized,10,0.2
PDCD2,residualized,50,0.12
PDCD2,residualized,100,0.13
PDCD2,irm,10,0.1
PDCD2,irm,50,0.14
PDCD2,irm,100,0.17
PDCD2,within_tissue,10,0.1
PDCD2,within_tissue,50,0.14
PDCD2,within_tissue,100,0.12
PDCD2,dann,10,0.1
PDCD2,dann,50,0.18
PDCD2,dann,100,0.2
PDCD2,adae,10,0.9
PDCD2,adae,50,0.6
PDCD2,adae,100,0.49
PELO,marginal,10,0.4
PELO,marginal,50,0.28
PELO,marginal,100,0.25
PELO,residualized,10,0.2
PELO,residualized,50,0.1
PELO,residualized,100,0.13
PELO,irm,10,0.3
PELO,irm,50,0.26
PELO,irm,100,0.23
PELO,within_tissue,10,0.2
PELO,within_tissue,50,0.16
PELO,within_tissue,100,0.13
PELO,dann,10,0.3
PELO,dann,50,0.28
PELO,dann,100,0.28
PELO,adae,10,0.8
PELO,adae,50,0.5
PELO,adae,100,0.42
PFN1,marginal,10,0.2
PFN1,marginal,50,0.2
PFN1,marginal,100,0.22
PFN1,residualized,10,0.3
PFN1,residualized,50,0.2
PFN1,residualized,100,0.17
PFN1,irm,10,0.2
PFN1,irm,50,0.18
PFN1,irm,100,0.22
PFN1,within_tissue,10,0.1
PFN1,within_tissue,50,0.1
PFN1,within_tissue,100,0.13
PFN1,dann,10,0.4
PFN1,dann,50,0.26
PFN1,dann,100,0.24
PFN1,adae,10,0.2
PFN1,adae,50,0.3
PFN1,adae,100,0.35
PGD,marginal,10,0.3
PGD,marginal,50,0.24
PGD,marginal,100,0.24
PGD,residualized,10,0.3
PGD,residualized,50,0.22
PGD,residualized,100,0.2
PGD,irm,10,0.5
PGD,irm,50,0.24
PGD,irm,100,0.26
PGD,within_tissue,10,0.2
PGD,within_tissue,50,0.14
PGD,within_tissue,100,0.12
PGD,dann,10,0.2
PGD,dann,50,0.2
PGD,dann,100,0.22
PGD,adae,10,0.5
PGD,adae,50,0.4
PGD,adae,100,0.4
PGK1,marginal,10,0.3
PGK1,marginal,50,0.26
PGK1,marginal,100,0.24
PGK1,residualized,10,0.1
PGK1,residualized,50,0.22
PGK1,residualized,100,0.16
PGK1,irm,10,0.1
PGK1,irm,50,0.2
PGK1,irm,100,0.2
PGK1,within_tissue,10,0.1
PGK1,within_tissue,50,0.16
PGK1,within_tissue,100,0.15
PGK1,dann,10,0.1
PGK1,dann,50,0.22
PGK1,dann,100,0.2
PGK1,adae,10,0.6
PGK1,adae,50,0.34
PGK1,adae,100,0.27
PKMYT1,marginal,10,0.1
PKMYT1,marginal,50,0.22
PKMYT1,marginal,100,0.25
PKMYT1,residualized,10,0.2
PKMYT1,residualized,50,0.1
PKMYT1,residualized,100,0.17
PKMYT1,irm,10,0.1
PKMYT1,irm,50,0.22
PKMYT1,irm,100,0.21
PKMYT1,within_tissue,10,0.0
PKMYT1,within_tissue,50,0.1
PKMYT1,within_tissue,100,0.16
PKMYT1,dann,10,0.2
PKMYT1,dann,50,0.28
PKMYT1,dann,100,0.25
PKMYT1,adae,10,0.2
PKMYT1,adae,50,0.36
PKMYT1,adae,100,0.45
PLK1,marginal,10,0.3
PLK1,marginal,50,0.32
PLK1,marginal,100,0.37
PLK1,residualized,10,0.0
PLK1,residualized,50,0.06
PLK1,residualized,100,0.05
PLK1,irm,10,0.1
PLK1,irm,50,0.28
PLK1,irm,100,0.3
PLK1,within_tissue,10,0.1
PLK1,within_tissue,50,0.18
PLK1,within_tissue,100,0.26
PLK1,dann,10,0.4
PLK1,dann,50,0.36
PLK1,dann,100,0.3
PLK1,adae,10,0.4
PLK1,adae,50,0.42
PLK1,adae,100,0.41
POLR2L,marginal,10,0.3
POLR2L,marginal,50,0.32
POLR2L,marginal,100,0.27
POLR2L,residualized,10,0.2
POLR2L,residualized,50,0.22
POLR2L,residualized,100,0.17
POLR2L,irm,10,0.2
POLR2L,irm,50,0.34
POLR2L,irm,100,0.24
POLR2L,within_tissue,10,0.1
POLR2L,within_tissue,50,0.2
POLR2L,within_tissue,100,0.17
POLR2L,dann,10,0.3
POLR2L,dann,50,0.36
POLR2L,dann,100,0.29
POLR2L,adae,10,0.2
POLR2L,adae,50,0.28
POLR2L,adae,100,0.3
POP5,marginal,10,0.3
POP5,marginal,50,0.24
POP5,marginal,100,0.27
POP5,residualized,10,0.2
POP5,residualized,50,0.22
POP5,residualized,100,0.17
POP5,irm,10,0.1
POP5,irm,50,0.18
POP5,irm,100,0.24
POP5,within_tissue,10,0.1
POP5,within_tissue,50,0.12
POP5,within_tissue,100,0.12
POP5,dann,10,0.3
POP5,dann,50,0.26
POP5,dann,100,0.29
POP5,adae,10,0.4
POP5,adae,50,0.26
POP5,adae,100,0.24
PPP1R12A,marginal,10,0.1
PPP1R12A,marginal,50,0.24
PPP1R12A,marginal,100,0.24
PPP1R12A,residualized,10,0.3
PPP1R12A,residualized,50,0.12
PPP1R12A,residualized,100,0.12
PPP1R12A,irm,10,0.3
PPP1R12A,irm,50,0.3
PPP1R12A,irm,100,0.27
PPP1R12A,within_tissue,10,0.1
PPP1R12A,within_tissue,50,0.1
PPP1R12A,within_tissue,100,0.14
PPP1R12A,dann,10,0.2
PPP1R12A,dann,50,0.18
PPP1R12A,dann,100,0.21
PPP1R12A,adae,10,0.6
PPP1R12A,adae,50,0.58
PPP1R12A,adae,100,0.56
PPP1R15B,marginal,10,0.2
PPP1R15B,marginal,50,0.22
PPP1R15B,marginal,100,0.17
PPP1R15B,residualized,10,0.1
PPP1R15B,residualized,50,0.14
PPP1R15B,residualized,100,0.13
PPP1R15B,irm,10,0.4
PPP1R15B,irm,50,0.22
PPP1R15B,irm,100,0.18
PPP1R15B,within_tissue,10,0.0
PPP1R15B,within_tissue,50,0.16
PPP1R15B,within_tissue,100,0.13
PPP1R15B,dann,10,0.4
PPP1R15B,dann,50,0.2
PPP1R15B,dann,100,0.2
PPP1R15B,adae,10,0.6
PPP1R15B,adae,50,0.44
PPP1R15B,adae,100,0.43
PPP2CA,marginal,10,0.3
PPP2CA,marginal,50,0.2
PPP2CA,marginal,100,0.19
PPP2CA,residualized,10,0.1
PPP2CA,residualized,50,0.16
PPP2CA,residualized,100,0.15
PPP2CA,irm,10,0.2
PPP2CA,irm,50,0.16
PPP2CA,irm,100,0.14
PPP2CA,within_tissue,10,0.3
PPP2CA,within_tissue,50,0.16
PPP2CA,within_tissue,100,0.1
PPP2CA,dann,10,0.4
PPP2CA,dann,50,0.16
PPP2CA,dann,100,0.2
PPP2CA,adae,10,0.5
PPP2CA,adae,50,0.42
PPP2CA,adae,100,0.44
PPP2R1A,marginal,10,0.0
PPP2R1A,marginal,50,0.24
PPP2R1A,marginal,100,0.3
PPP2R1A,residualized,10,0.0
PPP2R1A,residualized,50,0.14
PPP2R1A,residualized,100,0.17
PPP2R1A,irm,10,0.3
PPP2R1A,irm,50,0.24
PPP2R1A,irm,100,0.24
PPP2R1A,within_tissue,10,0.0
PPP2R1A,within_tissue,50,0.18
PPP2R1A,within_tissue,100,0.19
PPP2R1A,dann,10,0.0
PPP2R1A,dann,50,0.22
PPP2R1A,dann,100,0.28
PPP2R1A,adae,10,1.0
PPP2R1A,adae,50,0.76
PPP2R1A,adae,100,0.68
PPWD1,marginal,10,0.1
PPWD1,marginal,50,0.28
PPWD1,marginal,100,0.26
PPWD1,residualized,10,0.1
PPWD1,residualized,50,0.08
PPWD1,residualized,100,0.11
PPWD1,irm,10,0.2
PPWD1,irm,50,0.22
PPWD1,irm,100,0.25
PPWD1,within_tissue,10,0.1
PPWD1,within_tissue,50,0.14
PPWD1,within_tissue,100,0.14
PPWD1,dann,10,0.4
PPWD1,dann,50,0.28
PPWD1,dann,100,0.26
PPWD1,adae,10,0.5
PPWD1,adae,50,0.3
PPWD1,adae,100,0.31
PRKRA,marginal,10,0.0
PRKRA,marginal,50,0.06
PRKRA,marginal,100,0.09
PRKRA,residualized,10,0.0
PRKRA,residualized,50,0.1
PRKRA,residualized,100,0.1
PRKRA,irm,10,0.1
PRKRA,irm,50,0.16
PRKRA,irm,100,0.13
PRKRA,within_tissue,10,0.0
PRKRA,within_tissue,50,0.02
PRKRA,within_tissue,100,0.05
PRKRA,dann,10,0.1
PRKRA,dann,50,0.12
PRKRA,dann,100,0.15
PRKRA,adae,10,0.4
PRKRA,adae,50,0.4
PRKRA,adae,100,0.33
PSMA3,marginal,10,0.1
PSMA3,marginal,50,0.26
PSMA3,marginal,100,0.31
PSMA3,residualized,10,0.1
PSMA3,residualized,50,0.1
PSMA3,residualized,100,0.15
PSMA3,irm,10,0.3
PSMA3,irm,50,0.24
PSMA3,irm,100,0.3
PSMA3,within_tissue,10,0.0
PSMA3,within_tissue,50,0.16
PSMA3,within_tissue,100,0.19
PSMA3,dann,10,0.1
PSMA3,dann,50,0.34
PSMA3,dann,100,0.33
PSMA3,adae,10,0.7
PSMA3,adae,50,0.7
PSMA3,adae,100,0.64
PSMB5,marginal,10,0.2
PSMB5,marginal,50,0.24
PSMB5,marginal,100,0.23
PSMB5,residualized,10,0.0
PSMB5,residualized,50,0.1
PSMB5,residualized,100,0.16
PSMB5,irm,10,0.2
PSMB5,irm,50,0.3
PSMB5,irm,100,0.23
PSMB5,within_tissue,10,0.1
PSMB5,within_tissue,50,0.14
PSMB5,within_tissue,100,0.17
PSMB5,dann,10,0.3
PSMB5,dann,50,0.26
PSMB5,dann,100,0.27
PSMB5,adae,10,0.0
PSMB5,adae,50,0.26
PSMB5,adae,100,0.3
PSMB6,marginal,10,0.5
PSMB6,marginal,50,0.38
PSMB6,marginal,100,0.34
PSMB6,residualized,10,0.0
PSMB6,residualized,50,0.16
PSMB6,residualized,100,0.15
PSMB6,irm,10,0.4
PSMB6,irm,50,0.36
PSMB6,irm,100,0.34
PSMB6,within_tissue,10,0.1
PSMB6,within_tissue,50,0.22
PSMB6,within_tissue,100,0.24
PSMB6,dann,10,0.4
PSMB6,dann,50,0.3
PSMB6,dann,100,0.25
PSMB6,adae,10,0.3
PSMB6,adae,50,0.3
PSMB6,adae,100,0.24
PSMD14,marginal,10,0.3
PSMD14,marginal,50,0.42
PSMD14,marginal,100,0.31
PSMD14,residualized,10,0.4
PSMD14,residualized,50,0.14
PSMD14,residualized,100,0.18
PSMD14,irm,10,0.6
PSMD14,irm,50,0.38
PSMD14,irm,100,0.33
PSMD14,within_tissue,10,0.1
PSMD14,within_tissue,50,0.3
PSMD14,within_tissue,100,0.23
PSMD14,dann,10,0.6
PSMD14,dann,50,0.36
PSMD14,dann,100,0.34
PSMD14,adae,10,0.6
PSMD14,adae,50,0.56
PSMD14,adae,100,0.36
PSMD7,marginal,10,0.4
PSMD7,marginal,50,0.24
PSMD7,marginal,100,0.32
PSMD7,residualized,10,0.3
PSMD7,residualized,50,0.14
PSMD7,residualized,100,0.15
PSMD7,irm,10,0.2
PSMD7,irm,50,0.16
PSMD7,irm,100,0.28
PSMD7,within_tissue,10,0.2
PSMD7,within_tissue,50,0.16
PSMD7,within_tissue,100,0.19
PSMD7,dann,10,0.4
PSMD7,dann,50,0.32
PSMD7,dann,100,0.27
PSMD7,adae,10,0.3
PSMD7,adae,50,0.28
PSMD7,adae,100,0.28
PSMG4,marginal,10,0.5
PSMG4,marginal,50,0.26
PSMG4,marginal,100,0.19
PSMG4,residualized,10,0.0
PSMG4,residualized,50,0.12
PSMG4,residualized,100,0.12
PSMG4,irm,10,0.3
PSMG4,irm,50,0.22
PSMG4,irm,100,0.23
PSMG4,within_tissue,10,0.3
PSMG4,within_tissue,50,0.2
PSMG4,within_tissue,100,0.15
PSMG4,dann,10,0.2
PSMG4,dann,50,0.24
PSMG4,dann,100,0.23
PSMG4,adae,10,0.3
PSMG4,adae,50,0.44
PSMG4,adae,100,0.41
RACK1,marginal,10,0.0
RACK1,marginal,50,0.1
RACK1,marginal,100,0.17
RACK1,residualized,10,0.0
RACK1,residualized,50,0.1
RACK1,residualized,100,0.08
RACK1,irm,10,0.2
RACK1,irm,50,0.2
RACK1,irm,100,0.22
RACK1,within_tissue,10,0.0
RACK1,within_tissue,50,0.04
RACK1,within_tissue,100,0.1
RACK1,dann,10,0.0
RACK1,dann,50,0.18
RACK1,dann,100,0.24
RACK1,adae,10,0.6
RACK1,adae,50,0.44
RACK1,adae,100,0.37
RAD9A,marginal,10,0.2
RAD9A,marginal,50,0.16
RAD9A,marginal,100,0.18
RAD9A,residualized,10,0.0
RAD9A,residualized,50,0.06
RAD9A,residualized,100,0.11
RAD9A,irm,10,0.4
RAD9A,irm,50,0.16
RAD9A,irm,100,0.26
RAD9A,within_tissue,10,0.1
RAD9A,within_tissue,50,0.08
RAD9A,within_tissue,100,0.08
RAD9A,dann,10,0.2
RAD9A,dann,50,0.2
RAD9A,dann,100,0.2
RAD9A,adae,10,0.3
RAD9A,adae,50,0.32
RAD9A,adae,100,0.3
RAN,marginal,10,0.3
RAN,marginal,50,0.36
RAN,marginal,100,0.32
RAN,residualized,10,0.0
RAN,residualized,50,0.16
RAN,residualized,100,0.16
RAN,irm,10,0.2
RAN,irm,50,0.24
RAN,irm,100,0.31
RAN,within_tissue,10,0.2
RAN,within_tissue,50,0.2
RAN,within_tissue,100,0.26
RAN,dann,10,0.3
RAN,dann,50,0.4
RAN,dann,100,0.35
RAN,adae,10,0.9
RAN,adae,50,0.76
RAN,adae,100,0.58
RIC1,marginal,10,0.0
RIC1,marginal,50,0.12
RIC1,marginal,100,0.1
RIC1,residualized,10,0.0
RIC1,residualized,50,0.12
RIC1,residualized,100,0.13
RIC1,irm,10,0.1
RIC1,irm,50,0.12
RIC1,irm,100,0.18
RIC1,within_tissue,10,0.0
RIC1,within_tissue,50,0.06
RIC1,within_tissue,100,0.07
RIC1,dann,10,0.0
RIC1,dann,50,0.14
RIC1,dann,100,0.17
RIC1,adae,10,0.2
RIC1,adae,50,0.34
RIC1,adae,100,0.4
RPL12,marginal,10,0.1
RPL12,marginal,50,0.22
RPL12,marginal,100,0.23
RPL12,residualized,10,0.0
RPL12,residualized,50,0.12
RPL12,residualized,100,0.13
RPL12,irm,10,0.0
RPL12,irm,50,0.2
RPL12,irm,100,0.22
RPL12,within_tissue,10,0.0
RPL12,within_tissue,50,0.14
RPL12,within_tissue,100,0.17
RPL12,dann,10,0.1
RPL12,dann,50,0.18
RPL12,dann,100,0.23
RPL12,adae,10,0.1
RPL12,adae,50,0.3
RPL12,adae,100,0.26
RPL13A,marginal,10,0.4
RPL13A,marginal,50,0.34
RPL13A,marginal,100,0.27
RPL13A,residualized,10,0.1
RPL13A,residualized,50,0.14
RPL13A,residualized,100,0.18
RPL13A,irm,10,0.6
RPL13A,irm,50,0.38
RPL13A,irm,100,0.27
RPL13A,within_tissue,10,0.4
RPL13A,within_tissue,50,0.22
RPL13A,within_tissue,100,0.21
RPL13A,dann,10,0.5
RPL13A,dann,50,0.3
RPL13A,dann,100,0.28
RPL13A,adae,10,0.1
RPL13A,adae,50,0.26
RPL13A,adae,100,0.25
RPL21,marginal,10,0.3
RPL21,marginal,50,0.24
RPL21,marginal,100,0.26
RPL21,residualized,10,0.1
RPL21,residualized,50,0.12
RPL21,residualized,100,0.09
RPL21,irm,10,0.3
RPL21,irm,50,0.34
RPL21,irm,100,0.3
RPL21,within_tissue,10,0.0
RPL21,within_tissue,50,0.14
RPL21,within_tissue,100,0.18
RPL21,dann,10,0.1
RPL21,dann,50,0.22
RPL21,dann,100,0.23
RPL21,adae,10,0.0
RPL21,adae,50,0.08
RPL21,adae,100,0.07
RPL23A,marginal,10,0.4
RPL23A,marginal,50,0.26
RPL23A,marginal,100,0.27
RPL23A,residualized,10,0.1
RPL23A,residualized,50,0.12
RPL23A,residualized,100,0.18
RPL23A,irm,10,0.6
RPL23A,irm,50,0.36
RPL23A,irm,100,0.3
RPL23A,within_tissue,10,0.2
RPL23A,within_tissue,50,0.16
RPL23A,within_tissue,100,0.21
RPL23A,dann,10,0.3
RPL23A,dann,50,0.26
RPL23A,dann,100,0.26
RPL23A,adae,10,0.0
RPL23A,adae,50,0.2
RPL23A,adae,100,0.23
RPL36A,marginal,10,0.0
RPL36A,marginal,50,0.14
RPL36A,marginal,100,0.19
RPL36A,residualized,10,0.1
RPL36A,residualized,50,0.14
RPL36A,residualized,100,0.14
RPL36A,irm,10,0.1
RPL36A,irm,50,0.12
RPL36A,irm,100,0.16
RPL36A,within_tissue,10,0.0
RPL36A,within_tissue,50,0.08
RPL36A,within_tissue,100,0.12
RPL36A,dann,10,0.1
RPL36A,dann,50,0.14
RPL36A,dann,100,0.19
RPL36A,adae,10,0.0
RPL36A,adae,50,0.06
RPL36A,adae,100,0.1
RPL4,marginal,10,0.2
RPL4,marginal,50,0.34
RPL4,marginal,100,0.33
RPL4,residualized,10,0.3
RPL4,residualized,50,0.16
RPL4,residualized,100,0.15
RPL4,irm,10,0.4
RPL4,irm,50,0.32
RPL4,irm,100,0.26
RPL4,within_tissue,10,0.1
RPL4,within_tissue,50,0.24
RPL4,within_tissue,100,0.22
RPL4,dann,10,0.2
RPL4,dann,50,0.32
RPL4,dann,100,0.3
RPL4,adae,10,0.8
RPL4,adae,50,0.7
RPL4,adae,100,0.54
RPL6,marginal,10,0.3
RPL6,marginal,50,0.34
RPL6,marginal,100,0.29
RPL6,residualized,10,0.0
RPL6,residualized,50,0.1
RPL6,residualized,100,0.11
RPL6,irm,10,0.0
RPL6,irm,50,0.28
RPL6,irm,100,0.27
RPL6,within_tissue,10,0.1
RPL6,within_tissue,50,0.2
RPL6,within_tissue,100,0.18
RPL6,dann,10,0.4
RPL6,dann,50,0.28
RPL6,dann,100,0.28
RPL6,adae,10,0.0
RPL6,adae,50,0.12
RPL6,adae,100,0.14
RPL7A,marginal,10,0.4
RPL7A,marginal,50,0.24
RPL7A,marginal,100,0.26
RPL7A,residualized,10,0.1
RPL7A,residualized,50,0.14
RPL7A,residualized,100,0.16
RPL7A,irm,10,0.4
RPL7A,irm,50,0.16
RPL7A,irm,100,0.22
RPL7A,within_tissue,10,0.3
RPL7A,within_tissue,50,0.14
RPL7A,within_tissue,100,0.15
RPL7A,dann,10,0.4
RPL7A,dann,50,0.34
RPL7A,dann,100,0.27
RPL7A,adae,10,0.4
RPL7A,adae,50,0.54
RPL7A,adae,100,0.49
RPL9,marginal,10,0.1
RPL9,marginal,50,0.18
RPL9,marginal,100,0.28
RPL9,residualized,10,0.4
RPL9,residualized,50,0.16
RPL9,residualized,100,0.16
RPL9,irm,10,0.1
RPL9,irm,50,0.18
RPL9,irm,100,0.27
RPL9,within_tissue,10,0.0
RPL9,within_tissue,50,0.1
RPL9,within_tissue,100,0.16
RPL9,dann,10,0.2
RPL9,dann,50,0.22
RPL9,dann,100,0.24
RPL9,adae,10,1.0
RPL9,adae,50,0.72
RPL9,adae,100,0.55
RPP21,marginal,10,0.2
RPP21,marginal,50,0.18
RPP21,marginal,100,0.23
RPP21,residualized,10,0.0
RPP21,residualized,50,0.1
RPP21,residualized,100,0.14
RPP21,irm,10,0.2
RPP21,irm,50,0.24
RPP21,irm,100,0.21
RPP21,within_tissue,10,0.0
RPP21,within_tissue,50,0.08
RPP21,within_tissue,100,0.12
RPP21,dann,10,0.2
RPP21,dann,50,0.16
RPP21,dann,100,0.24
RPP21,adae,10,0.6
RPP21,adae,50,0.5
RPP21,adae,100,0.44
RPP25L,marginal,10,0.3
RPP25L,marginal,50,0.28
RPP25L,marginal,100,0.25
RPP25L,residualized,10,0.2
RPP25L,residualized,50,0.22
RPP25L,residualized,100,0.24
RPP25L,irm,10,0.4
RPP25L,irm,50,0.18
RPP25L,irm,100,0.24
RPP25L,within_tissue,10,0.2
RPP25L,within_tissue,50,0.18
RPP25L,within_tissue,100,0.17
RPP25L,dann,10,0.3
RPP25L,dann,50,0.28
RPP25L,dann,100,0.23
RPP25L,adae,10,0.9
RPP25L,adae,50,0.72
RPP25L,adae,100,0.56
RPS15A,marginal,10,0.2
RPS15A,marginal,50,0.24
RPS15A,marginal,100,0.26
RPS15A,residualized,10,0.0
RPS15A,residualized,50,0.1
RPS15A,residualized,100,0.11
RPS15A,irm,10,0.1
RPS15A,irm,50,0.22
RPS15A,irm,100,0.24
RPS15A,within_tissue,10,0.0
RPS15A,within_tissue,50,0.14
RPS15A,within_tissue,100,0.15
RPS15A,dann,10,0.1
RPS15A,dann,50,0.34
RPS15A,dann,100,0.28
RPS15A,adae,10,1.0
RPS15A,adae,50,0.64
RPS15A,adae,100,0.45
RPS2,marginal,10,0.4
RPS2,marginal,50,0.26
RPS2,marginal,100,0.22
RPS2,residualized,10,0.0
RPS2,residualized,50,0.06
RPS2,residualized,100,0.12
RPS2,irm,10,0.3
RPS2,irm,50,0.26
RPS2,irm,100,0.24
RPS2,within_tissue,10,0.1
RPS2,within_tissue,50,0.16
RPS2,within_tissue,100,0.12
RPS2,dann,10,0.4
RPS2,dann,50,0.18
RPS2,dann,100,0.2
RPS2,adae,10,0.3
RPS2,adae,50,0.06
RPS2,adae,100,0.11
RPS4X,marginal,10,0.4
RPS4X,marginal,50,0.26
RPS4X,marginal,100,0.27
RPS4X,residualized,10,0.0
RPS4X,residualized,50,0.08
RPS4X,residualized,100,0.14
RPS4X,irm,10,0.2
RPS4X,irm,50,0.24
RPS4X,irm,100,0.26
RPS4X,within_tissue,10,0.1
RPS4X,within_tissue,50,0.16
RPS4X,within_tissue,100,0.14
RPS4X,dann,10,0.1
RPS4X,dann,50,0.3
RPS4X,dann,100,0.26
RPS4X,adae,10,0.9
RPS4X,adae,50,0.56
RPS4X,adae,100,0.54
RRM1,marginal,10,0.3
RRM1,marginal,50,0.4
RRM1,marginal,100,0.36
RRM1,residualized,10,0.0
RRM1,residualized,50,0.12
RRM1,residualized,100,0.17
RRM1,irm,10,0.4
RRM1,irm,50,0.32
RRM1,irm,100,0.32
RRM1,within_tissue,10,0.1
RRM1,within_tissue,50,0.16
RRM1,within_tissue,100,0.24
RRM1,dann,10,0.3
RRM1,dann,50,0.4
RRM1,dann,100,0.37
RRM1,adae,10,0.2
RRM1,adae,50,0.18
RRM1,adae,100,0.19
RRM2,marginal,10,0.1
RRM2,marginal,50,0.34
RRM2,marginal,100,0.27
RRM2,residualized,10,0.2
RRM2,residualized,50,0.16
RRM2,residualized,100,0.18
RRM2,irm,10,0.3
RRM2,irm,50,0.28
RRM2,irm,100,0.21
RRM2,within_tissue,10,0.0
RRM2,within_tissue,50,0.18
RRM2,within_tissue,100,0.21
RRM2,dann,10,0.3
RRM2,dann,50,0.22
RRM2,dann,100,0.26
RRM2,adae,10,0.2
RRM2,adae,50,0.34
RRM2,adae,100,0.29
RRN3,marginal,10,0.4
RRN3,marginal,50,0.28
RRN3,marginal,100,0.26
RRN3,residualized,10,0.0
RRN3,residualized,50,0.02
RRN3,residualized,100,0.06
RRN3,irm,10,0.3
RRN3,irm,50,0.36
RRN3,irm,100,0.27
RRN3,within_tissue,10,0.3
RRN3,within_tissue,50,0.14
RRN3,within_tissue,100,0.21
RRN3,dann,10,0.5
RRN3,dann,50,0.34
RRN3,dann,100,0.31
RRN3,adae,10,0.0
RRN3,adae,50,0.18
RRN3,adae,100,0.17
SARS1,marginal,10,0.2
SARS1,marginal,50,0.28
SARS1,marginal,100,0.31
SARS1,residualized,10,0.1
SARS1,residualized,50,0.14
SARS1,residualized,100,0.13
SARS1,irm,10,0.2
SARS1,irm,50,0.24
SARS1,irm,100,0.25
SARS1,within_tissue,10,0.0
SARS1,within_tissue,50,0.16
SARS1,within_tissue,100,0.19
SARS1,dann,10,0.1
SARS1,dann,50,0.28
SARS1,dann,100,0.29
SARS1,adae,10,0.4
SARS1,adae,50,0.58
SARS1,adae,100,0.59
SBDS,marginal,10,0.1
SBDS,marginal,50,0.28
SBDS,marginal,100,0.24
SBDS,residualized,10,0.1
SBDS,residualized,50,0.1
SBDS,residualized,100,0.1
SBDS,irm,10,0.4
SBDS,irm,50,0.24
SBDS,irm,100,0.24
SBDS,within_tissue,10,0.1
SBDS,within_tissue,50,0.16
SBDS,within_tissue,100,0.17
SBDS,dann,10,0.3
SBDS,dann,50,0.32
SBDS,dann,100,0.3
SBDS,adae,10,0.2
SBDS,adae,50,0.2
SBDS,adae,100,0.23
SCAP,marginal,10,0.0
SCAP,marginal,50,0.16
SCAP,marginal,100,0.21
SCAP,residualized,10,0.2
SCAP,residualized,50,0.16
SCAP,residualized,100,0.14
SCAP,irm,10,0.2
SCAP,irm,50,0.24
SCAP,irm,100,0.21
SCAP,within_tissue,10,0.0
SCAP,within_tissue,50,0.08
SCAP,within_tissue,100,0.12
SCAP,dann,10,0.2
SCAP,dann,50,0.18
SCAP,dann,100,0.18
SCAP,adae,10,0.4
SCAP,adae,50,0.34
SCAP,adae,100,0.35
SCD,marginal,10,0.2
SCD,marginal,50,0.28
SCD,marginal,100,0.23
SCD,residualized,10,0.1
SCD,residualized,50,0.16
SCD,residualized,100,0.15
SCD,irm,10,0.2
SCD,irm,50,0.22
SCD,irm,100,0.24
SCD,within_tissue,10,0.1
SCD,within_tissue,50,0.1
SCD,within_tissue,100,0.11
SCD,dann,10,0.2
SCD,dann,50,0.2
SCD,dann,100,0.2
SCD,adae,10,0.4
SCD,adae,50,0.28
SCD,adae,100,0.3
SDHB,marginal,10,0.7
SDHB,marginal,50,0.38
SDHB,marginal,100,0.33
SDHB,residualized,10,0.5
SDHB,residualized,50,0.36
SDHB,residualized,100,0.22
SDHB,irm,10,0.6
SDHB,irm,50,0.5
SDHB,irm,100,0.39
