Symbol,variance
HSD17B8,2.5418964010909253
SRSF12,2.5398890943929904
ACTN1,2.537373031895286
METTL7B,2.5341790067497345
PDP1,2.5327803201285253
PNPLA3,2.5316518932249163
SCIN,2.530294737168761
BCAT1,2.5298999785215073
CPQ,2.5285159814603664
GEM,2.52583150860849
IFNLR1,2.521291327651523
FERMT3,2.5152571507495955
PLLP,2.514154752027662
PLAGL1,2.512573735773204
CDKN1C,2.510194201079506
AHR,2.508680575062516
BLVRB,2.5064802429730517
RBMS1,2.5064085689557483
FAM155A,2.5062172895503076
SLC7A2,2.5061253129681442
CD200,2.506071642543692
CXorf61,2.5056759898238172
EPB41L3,2.5054362753093673
TSPAN4,2.503590540821819
CYB5A,2.5035643353315953
TM4SF18,2.5003321484056746
ASRGL1,2.49562068389068
UPK1B,2.4942384031092564
TAP1,2.4914027361093405
BSPRY,2.489758928617475
CLGN,2.488546843878359
EPS8,2.4869064097442486
NR3C1,2.4867086187440095
EVA1A,2.484593821968223
MMP10,2.483682896223774
STOX2,2.4828895900640173
CRYM,2.4809960139413954
TMEM45B,2.4806008511672384
ZHX2,2.478871228881576
TSPAN33,2.47661447250242
MICALL2,2.4759661243250175
MIA,2.475142004329283
ARG2,2.475042282848527
ARHGAP29,2.474809828803838
ABI3BP,2.4735764829462425
HLA-DQA1,2.4730886795634226
FCGRT,2.4727095517599427
ASAP2,2.4726109499139963
SLC35D2,2.4702379855552308
JAKMIP2,2.4694274383556
AQP3,2.4686336190037435
SPINK1,2.4676658377873633
PITPNC1,2.4643602285589274
GMPR,2.463982573988117
EMP2,2.4625835066483717
WFDC2,2.4615881324650766
CRNDE,2.46120275986851
ELOVL2,2.4603376954369165
HIST3H2A,2.457056607743453
IL1R2,2.4540088574240064
FCRLA,2.4494130863475014
H2BC12,2.448771636958497
SH3PXD2B,2.4480673630599474
UGT8,2.4475447505776464
PKP2,2.4457356794487457
IFI35,2.4444387997526733
SLC38A1,2.4404460451367833
NAP1L5,2.440302598211916
MAP7,2.4390473658360965
GBP1,2.4376288313981886
RAB15,2.436142403834717
C1orf116,2.435163608493302
TJP2,2.4343394692410967
CRMP1,2.4331813973158916
MYCN,2.431638079062879
HIST1H2AC,2.430846925302384
KLK6,2.4293440737371084
C19orf21,2.4262804993118365
SLC44A3,2.424052578501012
PARM1,2.423663646233463
LTB,2.421092274400832
KRT80,2.4202480848931116
MLF1,2.4182259018348127
GCSAM,2.4179550295586894
Unnamed: 17700,2.4174681695350904
C4orf19,2.4168088595239317
RHOC,2.4143046714689924
CFL2,2.4101962301054423
SNTB1,2.404281266859771
GREM1,2.4029529619066254
TMTC1,2.401788767364207
PHLDB2,2.4011815002951815
APOBEC3G,2.400964305244587
CCDC3,2.3959324165699765
CCR7,2.3881580710692374
RGS10,2.385816799616256
ACTR3C,2.383077580563792
GPC3,2.381197716016832
PAWR,2.3810981459224685
NOV,2.378868850617734
CAP2,2.378168072016099
ZNF462,2.3767797605900984
FHOD3,2.376389625936201
IFIT2,2.3757150532457443
TENM3,2.3717695445496445
CD3D,2.371282709697661
SBK1,2.3711814863305944
PSG5,2.3681953955529425
ICAM3,2.3663530198176796
TFAP2C,2.3662676340614515
TPM1,2.3659781761786816
GLT8D2,2.3640552637133294
Unnamed: 17711,2.36204175629705
NR2F1,2.3610057772243547
CXCL6,2.359411286191974
CHRM3,2.3579791751323116
TP53I3,2.357203950773298
LHFP,2.356481114951555
PLSCR1,2.3563081674080077
SLC6A15,2.3557337083098373
IL2RB,2.355393557686247
RGS17,2.3547378296954125
FAXC,2.3528581177038315
SKAP1,2.3525494710329107
GLIPR2,2.352495824691027
DRAM1,2.350904829893801
RTP4,2.3490323819203947
COL12A1,2.3481258273164864
HPDL,2.3465380447425086
SNAP25,2.346483871922509
TSC22D3,2.3437733476599387
LLGL2,2.3436976727330294
SLC43A1,2.3429691482391823
MGARP,2.342547451226029
CA8,2.342325597479793
EDNRB,2.338792668926037
FAM133A,2.337735286024414
KDELC2,2.3376036805410005
DSCR6,2.337274911349712
TPD52,2.3361468770193983
SOSTDC1,2.334923716991778
PTPRCAP,2.333314069545999
LY6K,2.3325292602638634
ABCB1,2.3323407618895153
PLP1,2.331674384091543
ERAP2,2.331330066563542
IGF2BP3,2.3307939146881695
LEF1,2.326498736970942
TEAD4,2.3262974465380117
PTPN6,2.3259010881908946
STAP1,2.323697503734671
SMAGP,2.3179831563159756
MPP1,2.3172923973158692
MSX2,2.3167291808272914
ARL14,2.316001225954677
LOXL4,2.315839988960695
DEFB1,2.313359236696846
IGFBP1,2.312944023044649
STXBP6,2.312876733224867
GADD45B,2.312203431085314
CMTM8,2.311594839386264
KLHL13,2.3100432714667662
BHLHE40,2.308184312359032
ARHGAP18,2.305682548188189
GPR98,2.305605416784089
MAN1A1,2.305079610075612
CCDC28B,2.3026378550068896
ZBTB20,2.30181330614314
MAP3K5,2.30053580541822
FABP4,2.3004039000547882
TDO2,2.2999008209071
PIEZO2,2.299264942259563
ETV5,2.298544625039869
EVA1C,2.297418409141171
TCEAL8,2.295377081425359
LIMA1,2.29500668386339
DNAJA4,2.2919040889247944
EPDR1,2.2902779612426394
MGP,2.2892072084085235
NQO2,2.2884633523294666
CRABP2,2.2884415974191126
VASN,2.2868261643002024
B3GALNT1,2.2797138163412476
PDLIM3,2.279554509349569
IL6,2.27831101965293
TFF2,2.2782408309541586
UGCG,2.2781507363853697
INA,2.2766030732491194
CAPN8,2.2764220492087284
PCSK5,2.275354617614214
STAP2,2.2747164313588057
DDIT4,2.2729923214962713
MAL,2.271429697640173
SPRY1,2.271002168841695
MAPK13,2.2692777464537808
TNFRSF19,2.269175803493995
TRPC1,2.268883126993561
HIST1H2BD,2.2688317249764935
MPDZ,2.268295654201787
RASGRP2,2.264862851668785
IGLL1,2.2639741731950305
SOX8,2.2627113167983146
CDH17,2.261692985479782
GLCCI1,2.2613296682061828
OXTR,2.2609340367602435
KRT86,2.2607383206459892
FGF2,2.260664558351791
SLC40A1,2.2605399043027816
TMEM216,2.2579247411713914
SH3BP5,2.255327000513354
DHX32,2.2537277559286544
LTBP1,2.253574081031979
RDH10,2.2530738827173744
KCTD12,2.2514432428226594
CA9,2.2490004283747367
COL13A1,2.2474929845904232
BATF3,2.24349898954196
ITGBL1,2.2428728919197387
CYP24A1,2.2414558998652336
ANPEP,2.2405703997281643
CCDC74A,2.237893561253591
RPP25,2.2366741140437014
AGR3,2.236587458515667
HOXA13,2.2351088493766595
RAB26,2.2348408565167297
CLRN3,2.234130267004588
LPAR6,2.2315952868051196
C1RL,2.231570677831743
KANK1,2.231433530341433
SH3KBP1,2.2313935322350695
ZNF415,2.2305005431654217
GADD45G,2.2299824901780743
PREX1,2.2288374421350228
ZNF22,2.227191281289924
GPR37,2.2245810237839234
MLKL,2.2214967486096313
FZD8,2.2202085094392907
LGMN,2.2164730097439524
PPP1R3C,2.213987957324525
MUC13,2.2139550544006124
MREG,2.2135621172249325
LRRN1,2.2121146688248663
RORA,2.209985125076363
HOXA11,2.2097124970836206
KLK1,2.2095946900218717
PARVA,2.2082047848971453
LTBP2,2.2072671819881005
AOX1,2.2055714353146336
HEBP1,2.202165623619225
SLC22A18,2.202144058499865
PTPRZ1,2.201372326696261
BIN1,2.1984868419892507
FREM2,2.1975498703829954
FXYD3,2.196046630969144
WDFY4,2.1957653479074497
NAV2,2.195714645726043
DLL3,2.1921422800057377
IRX5,2.188801085064476
MYEOV,2.187132050678415
VGLL1,2.1868946493441723
HCST,2.186057716531148
CHGB,2.1844666253740077
TPM2,2.1836821509114412
C1orf54,2.1836285222671927
MFAP4,2.182563014381872
FHDC1,2.1789572942168705
ANXA5,2.1773675393528733
FILIP1L,2.176149820804587
CABYR,2.175784023881639
CTSG,2.174313927024667
SLC16A14,2.1738874259306207
CCL3,2.1731570039568853
PAM,2.1699931819636373
ICAM2,2.1697806767632923
FABP6,2.16932231027922
CYTIP,2.1690332744194043
PAG1,2.168403771064958
KCNH2,2.167644005648486
GALNT18,2.1637433557314174
NEXN,2.1618716306208663
IL20RB,2.161422092205165
CD97,2.1597531384589828
GPR143,2.15975042887121
CRIP2,2.1594692611304236
SPG20,2.158625711620329
BTBD6,2.157980147523148
KLF2,2.155257549899264
NPTX2,2.154704810145476
SLC2A12,2.151107787293861
MYO6,2.1498464812167306
ZNF300,2.14880728924294
FGB,2.148266681795281
LPL,2.1474092747289992
MICAL1,2.1473145841634165
ATP11C,2.146436297966394
KANK4,2.1457494544627953
SLC24A3,2.1451018375092072
GAS2L3,2.1440499290066444
GJC1,2.1433006596916275
CNIH3,2.1399881114009527
CTSC,2.1359100754519114
PTHLH,2.1327186659217126
FJX1,2.1310155166335596
VAV1,2.130142966530749
FAM108C1,2.1299937534811675
PSTPIP2,2.1296915790031834
CTSK,2.128875112494774
NME4,2.127550236864497
PRKCZ,2.126403820605766
MAD1L1,2.1255533999905345
NPY,2.124996592998889
TMBIM1,2.124669227090145
MSRB3,2.124039753025009
TMOD1,2.1227359452369554
WISP2,2.1198429879822713
CSGALNACT1,2.1195909419038315
HMGN5,2.117433775378372
ZNF114,2.1168997252023556
MACROD2,2.116113927235217
HEY1,2.1158157142570526
CD83,2.11474097931858
BHMT2,2.114659039086645
TRAC,2.1133081168483003
UBASH3B,2.112836735398414
OTUD1,2.110347308278092
CACNA1A,2.109694824167597
PKP3,2.1090557629579485
OAF,2.108049342910155
PAPPA,2.107489297025952
SSBP2,2.1072271341902016
NLRC3,2.1068355414947777
CD59,2.106732718966402
PLA1A,2.1062346953685966
CORO2A,2.1054703915539084
ZNF204P,2.1052089629095034
S100A7,2.105100731133279
ACSM3,2.1040527833808644
PROM1,2.102293076357338
KIAA0922,2.10110940381407
PLEKHG4,2.1004330253786456
IFI44,2.099353339464886
MTUS1,2.0971233017286868
HMOX1,2.096896543871717
IGDCC4,2.0953090476375755
FABP1,2.093506498553867
MUC15,2.0907762943100856
ZC2HC1A,2.0898519547134735
SMIM10,2.0895426611154178
CXorf21,2.0888684671994207
CD109,2.087686653014456
TCEAL1,2.0869275549106856
SLC22A4,2.0853311676691177
FOSL1,2.082778308307891
GPX3,2.0824570770734385
EFNA5,2.0795705366271386
NUP62CL,2.0778870642279044
PION,2.077857076338436
EML6,2.077732960437401
GOLM1,2.0749418030665208
DNAJC22,2.074320583036414
ULBP2,2.073840562940974
EREG,2.073695999928392
SMPDL3A,2.0734212111100954
SMOC1,2.072941459059715
CCNE2,2.072444488898091
GSPT2,2.0717122295387096
PSG4,2.0715091241775725
PSAT1,2.070648039436027
BIN2,2.065964425004544
MN1,2.065806887570778
VCX3A,2.061504355762171
CTAG2,2.06098165942045
SLC39A4,2.0595989402564134
MFNG,2.0586694331198836
METRNL,2.0581041229970243
KCTD14,2.056476827563845
SLITRK6,2.055377656959099
TMEFF2,2.0552443190511203
RBMS3,2.0550144013112916
LRCH2,2.05322082482647
CITED1,2.050155661668712
NMB,2.0482534154561876
LMNA,2.0470229716548745
TPM4,2.0447658157440793
GPM6B,2.0416554135402722
FCGR2A,2.039816994187957
GPR124,2.0388604679140787
PPP1R26,2.037745128623809
AIF1,2.0361121256224983
ENDOD1,2.0344946039614533
TFAP2B,2.034434094862062
CHST2,2.0344033718028083
PNMA2,2.034044783653447
RNF157,2.0292386030996097
EPS8L3,2.0289964914275758
CRABP1,2.02733552516117
SYTL1,2.025385666323536
OPTN,2.0189017759008108
CD300A,2.01681554555799
FAM89A,2.0161988947534697
LAMB2,2.0159771176868317
TRIM29,2.0146558925714704
PTPRK,2.014624811781796
MYEF2,2.013572415023123
C1QL1,2.0127124808725365
TST,2.0123166619006447
DDIT4L,2.011979378171241
MTARC2,2.0112973185728937
SCEL,2.0094742132966834
MYH10,2.008975940595564
LCK,2.008202140869605
HVCN1,2.0068093875341906
GPR65,2.0047712041963393
TMEM2,2.0033009635580536
HLA-DRB5,2.000848054174679
VPREB3,1.9982822580089836
TPTE,1.9976218228490776
KLK5,1.9955581754403515
GCH1,1.9940072096404813
ZBTB38,1.9935777554671232
DSC2,1.9908872358200227
CD151,1.9906106453365295
ITGA7,1.9888670984961445
SH2D3A,1.9867825343408956
LGALS8,1.9862341555077463
CDH6,1.9855831056233533
CCBE1,1.9838325547365652
GBE1,1.9831204363960968
TGFBR3,1.9818090248127795
PXDC1,1.9800136539842057
ELL2,1.9796170381520188
GRB14,1.9791856378588992
FAM171A1,1.9785562579875597
CRAT,1.9769670125680492
TCEAL7,1.9762786280086921
BTN3A2,1.9744857012018073
NAV3,1.9714461738314755
COL6A1,1.9704526705949468
MAGEC1,1.9703986985300355
METTL7A,1.968268056473384
GJB2,1.9680270243048212
SLC38A5,1.9679497435351796
C1orf172,1.9668452441362103
CDX2,1.9656701089753572
SEMA3C,1.9653942677269693
FRAS1,1.9598350133153715
FSTL5,1.9585677487363395
Unnamed: 11808,1.9572579869461613
SLC26A2,1.9571806516254069
MCOLN2,1.9571441082247722
ZNF853,1.9551088593186159
FAM92A1,1.953662438989196
PPP1R14C,1.953181527863515
PDGFRL,1.9529095168310222
SH3GL3,1.9526734595110817
ALCAM,1.9524342397559835
DHRS3,1.9521403277217975
FYB,1.9511994967807171
TMEM139,1.950750266608568
C4orf32,1.9499041933821037
TMEM163,1.948512095505974
RIMS2,1.947498601910439
KIF21A,1.9474243165859082
ABCG1,1.94552705516525
PPP1R9A,1.9430679899072203
FOLR1,1.9428276643622202
SERPINB9,1.9424652275579803
FTH1,1.942442319013697
SPAG4,1.9422118866592388
ITGB1,1.9421221483762034
TRABD2A,1.9418835358895137
SYNE4,1.9414419975336137
HEG1,1.9405460256142664
FNBP1,1.9400571452637014
GJB1,1.9395356984462353
PCBD1,1.939333219632166
SCG3,1.937837572050646
F2RL1,1.9369592504727213
TNFAIP8,1.9361209152656813
FSCN1,1.9360034379530076
UBE2CP1,1.9354602036924609
CXADR,1.934122875573727
NME3,1.9336346970678229
EFNB2,1.9329725788917007
NLGN4X,1.9320517492122624
FADS3,1.93109768883392
SAMD11,1.9308696979673095
SOX21,1.929866046683607
C1orf85,1.929377813578096
ARMCX3,1.9293529556662141
RNASE1,1.9281308349230293
ACSL1,1.9266530903469035
STAT5A,1.9256172351022665
TRIB3,1.9251452541859528
PDGFA,1.924714208642475
HSPA1B,1.9229892153031787
LY6E,1.9225912114962802
MAP2K6,1.9194473889027215
SLC27A5,1.9186122160536865
PTPRN2,1.9185771348767264
ITPR1,1.9178937586532998
PDLIM4,1.917021124454044
C1orf228,1.9150234391391796
PPP1R1B,1.9133828985265153
GRAMD3,1.9131849859008863
MAOA,1.9131819112664505
DDX58,1.9123233611598003
SLC10A4,1.9118488387446642
EPHX2,1.9113964587928547
SUCNR1,1.910212572550258
ARX,1.909796658686812
RRAD,1.9097308574886285
C7orf13,1.9089560502255978
SVIP,1.9084931079486922
MCOLN3,1.9057373498092791
TRIM31,1.9050508051488093
PRPH,1.9041488478975366
MFAP5,1.9027649181553303
RAB11FIP5,1.902708319575148
TRPS1,1.9022665110190242
ARHGEF25,1.9001062908989947
RASAL3,1.8998573042414997
GPR137B,1.8992310861198243
S1PR3,1.8980436906243134
GALM,1.897315193880056
UBE2E2,1.897197419708694
PPP2R2C,1.896530815058228
PCDH17,1.8951877380242657
BLK,1.8950446985760214
BCL6,1.895018415639408
PASD1,1.8943602689879924
SLC24A5,1.8934097097806648
ACP6,1.8925962124468136
HMSD,1.8925467011087427
UACA,1.8893385731142593
TLCD1,1.8873920389971968
ETHE1,1.8871846306498958
CITED2,1.8865173337309906
CGA,1.886291666064145
AIM1,1.885249994854709
C1orf115,1.884625340871187
DUSP26,1.8844176683129683
FAM149A,1.8832472032247338
HERC6,1.882028103930764
FABP7,1.8805562622624448
DNM1,1.8799026798968053
HKDC1,1.8797732482016734
IQGAP2,1.8796092488839964
SLC46A3,1.8781029694693498
FBXO27,1.8762711572968833
SNCAIP,1.8761180057706293
Unnamed: 15184,1.8759182640491388
PIK3C2B,1.8752070056718138
CRYL1,1.8732423452601443
BTBD11,1.8728034405174612
GALNT12,1.8722739751518105
KDM5D,1.8720632838118123
ZNF608,1.8719504907784605
Unnamed: 16250,1.8717180678342065
MUCL1,1.8715242747985057
BLVRA,1.8711605581987072
HRASLS,1.8676566367517184
MVP,1.866369302215612
LGMNP1,1.8650173540285369
PSD3,1.8649643565269443
CYP27A1,1.8644427933213132
SIX1,1.8615701994341047
MBOAT2,1.8612848999487748
FBXO2,1.861196570676714
ITGB6,1.8603903291247157
IQCG,1.8591831960651184
RUNX3,1.8589929228100062
ADRA2C,1.8557805007150867
OAT,1.853042349759389
CGN,1.8520233196783906
CTDSPL,1.8517313768675228
TANC2,1.851105026433847
PTGER4,1.8494890092541656
MARCKSL1,1.8474502243482307
ATP8B4,1.8472918153708306
ARID3A,1.8461942999982992
LAD1,1.8457318848355182
TMEM100,1.8454063815940316
CPPED1,1.8420547729507155
APCDD1,1.841998165139297
SLC2A1,1.8397703552034912
LIF,1.8381233123105902
PVRL2,1.837278831423783
IDH2,1.83633077202046
DAPL1,1.8363205794655317
GSDMB,1.8355574323652286
E2F5,1.8355509125688176
PSCA,1.8354612457557369
NMNAT2,1.8353435267909626
GNG7,1.8340383006258745
STK17A,1.8338080248755728
NEK6,1.8334350961320427
ANGPTL2,1.8326615567925055
PIP5K1B,1.8323815809420707
FRZB,1.8320497949546963
KAL1,1.8303825419411672
PEG10,1.8283403827871465
ZP3,1.8282857708671945
FLNB,1.8280200711840726
FUOM,1.8279690641354343
DSCR8,1.8279035602337592
LAMB1,1.8270003413203468
TRIM47,1.825603146542419
TMEM170B,1.824508099428604
TPST1,1.82349857552662
TDRD7,1.823447890965544
SEMA5A,1.822600009137942
C11orf70,1.8224941918990194
ACAP1,1.8216449727997395
C11orf75,1.8186387880704251
RFX8,1.8178433863799361
FUCA1,1.8163117626224379
SPHK1,1.8162958715208457
SPC25,1.8156852770057386
MXRA7,1.8135244795898242
DIP2C,1.813162917055584
MESP1,1.8124869184870602
IFI27L2,1.81195167132408
CTNNA1,1.81156857489448
SHC2,1.8114067846236477
ZDHHC23,1.8111872833758618
GPC2,1.8110919429839278
PLP2,1.8088821726418658
LACTB2,1.8080221033190378
KISS1,1.806763395270382
Unnamed: 6604,1.8062382063810667
DYNC2H1,1.8054405858348637
ELK3,1.8038168239256538
PGM2L1,1.8034420826822797
SOHLH2,1.801944239420154
SPINT1,1.8016140316297125
RAB39B,1.8001261520483447
AIM1L,1.7986125087815286
SYTL3,1.7971095854131343
MMP2,1.7967881265555348
LEMD1,1.7963298625487976
LIPH,1.7960771836419032
PKIG,1.7955216238754863
NEDD9,1.7947817696784314
AGT,1.7931930053917289
ANO1,1.7927407615792723
MID1,1.792320970409095
C10orf11,1.7909687295432224
TSPAN15,1.7898600652925578
FGD6,1.7897553880765806
VAV3,1.7891098039705495
HORMAD1,1.788712437650732
MEIOB,1.7882584496717318
TMEM159,1.787912020522628
TMPRSS4,1.785768210921552
RELB,1.785732141313689
SNX10,1.7855635661742648
OPLAH,1.7854432849447914
HBEGF,1.7854409893811531
NID1,1.784993757436395
BAG2,1.7846457815280794
SVIL,1.7831441409034965
CLEC2D,1.7830434956127938
SPINK6,1.78266988154136
DUSP10,1.7822088156188909
GPR183,1.7818664916327092
PDE9A,1.7816611561032185
ZNF165,1.7812532627186737
RIMKLA,1.781013848669771
NES,1.778005524738897
TBX2,1.7762654061001335
CYSTM1,1.7754911108028162
LYSMD2,1.7754477903959462
NCKAP1L,1.7748000361522076
INSIG1,1.7747245261827278
TBX3,1.7739872355446324
EPHA4,1.7732883584858319
NMNAT3,1.771922717986612
RILPL2,1.771565208029078
RCAN1,1.768757997012653
GFPT2,1.766488989094992
EBI3,1.7659593986385989
HOXC13,1.7633580127071633
SH3BGR,1.762657104090568
MYO1E,1.7625248478513302
IER5L,1.762358217777863
PTPN13,1.7618786414767629
LST1,1.7616194403511602
EEF1A2,1.7597997209152445
RCSD1,1.7587343635920853
DLX6,1.7581919818062022
NTM,1.7565365797915862
IRF4,1.755431406065678
MTSS1,1.7539133398348232
ASNS,1.7537765091055257
CXorf57,1.7537714235076938
P4HTM,1.753213357991878
KDELC1,1.7519255649897671
RAB27A,1.7516418983489916
SCGN,1.7497854460112154
IGFN1,1.7496315684722847
CASP1,1.7493344743632366
OLR1,1.7492861950019232
TMEM200A,1.74827181457221
ZDHHC2,1.7480023783078933
ANXA9,1.7474913570177366
MS4A3,1.7452386851726076
ZFHX4,1.7450702220832215
PHACTR3,1.7445806122703482
MUC16,1.743644154031375
BAG3,1.742951666051828
SAMD13,1.7427058196689054
APOL1,1.7421699413615428
SCPEP1,1.7394150929778758
KIAA1199,1.7382479644131565
IRX1,1.737840715874811
AP1G2,1.7364061369728723
SEPT6,1.7363147849472729
LAMP3,1.73586350929595
ENO2,1.7333175397268645
HPCAL1,1.7330933090015062
SLC16A6,1.7318807018469626
ANXA13,1.7303209703703473
KRT34,1.729634887314192
PLOD1,1.7290116276588892
PRKAR2B,1.7281981671332238
DSC3,1.7268477492814067
NMT2,1.7267646082570243
RARB,1.726435573890852
SNX9,1.7263151682343192
CTTN,1.7261532058983928
TSPAN2,1.7245121261060297
CELSR1,1.723575718822662
AS3MT,1.7210842726383049
FAM198B,1.7201776152227493
CRB3,1.7197836562687738
NAT1,1.7197438626028272
NBEA,1.7188739370640311
TNFSF13B,1.7175163478159439
HAND2,1.7166746038142757
TRIM38,1.7144193201481455
Unnamed: 16750,1.7136883232050668
ZSCAN31,1.7121632008902137
LRP12,1.7120655309972332
DDR1,1.7112252885553763
SIRPA,1.7100025178733838
CPA4,1.709781932495997
PROX1,1.7085345913006234
SLC7A11,1.7082722255777252
CREG1,1.7073782620660272
TC2N,1.7056402621913302
AAED1,1.7051801837100364
HIST1H1C,1.7039571321419316
TMEM171,1.7028928121441487
HYLS1,1.7023464204723648
TM4SF19,1.700448423749807
NR4A2,1.6966250808440724
ANLN,1.695085922406396
SMIM14,1.6949106298067713
TNIK,1.694050269403884
COX7B2,1.6925564007515113
PTRF,1.6912330492188654
AKAP6,1.6907565822402428
JAG2,1.6905606259050507
TAGLN2,1.690157619470262
TMEM108,1.689163284672253
PRR5L,1.684786528718183
FCGBP,1.6829078005632598
DIRAS3,1.682120678790185
BDKRB1,1.6815287729364201
CXCL16,1.6814505224468286
HOXA7,1.6804026603272666
MAF,1.6803177259773847
MMP28,1.678768496406409
EMILIN2,1.6782995640090987
ADAM9,1.6767401031918807
CALB2,1.6762539238603986
IRF7,1.675601205397271
USP44,1.6750036182045227
RGMB,1.6743956389720966
GNA11,1.6739544471563443
ARHGAP22,1.6721493376788268
ZNF726,1.6715121976506362
TCEAL2,1.6712225564564633
TM6SF1,1.670035231391346
TMEM154,1.6691130431344854
CAMK1D,1.668243756304208
LMCD1,1.6677347272963352
CHI3L2,1.6671451842870961
TBC1D10C,1.6668778581649482
FAM49A,1.6666639499140083
ASPH,1.6664505788608803
KIF1A,1.6658538863937717
CHPT1,1.6655180202301747
APBB1IP,1.6650879188604384
OXCT1,1.6642967710969712
GPHN,1.6642186775716779
SDCBP2,1.6639669863395838
SLC36A4,1.6633618709055253
SH3BGRL2,1.663080001510742
IL13RA1,1.6615886278703413
HOMER3,1.6610083156871618
BTG2,1.6608485218121287
CLIP4,1.660094511186482
FMNL2,1.6585357234600344
SPON2,1.6580948503003208
GXYLT2,1.6576823585044471
ACP5,1.6546815018775731
KIAA0101,1.6543715532465413
KLHDC8B,1.6543142614409387
CDCA7,1.654239740855109
MAGEA11,1.653055150340631
Unnamed: 17734,1.6521690236797486
CD79A,1.6520614249461563
MND1,1.6509941412990257
LPCAT2,1.6501774468889785
DEF6,1.647673517059931
OCA2,1.6429185812110905
CRY1,1.6421667080044935
PI15,1.6415284473257774
RHPN2,1.6413537920456183
NAV1,1.6405986120703768
C16orf45,1.6404200890875196
DAAM1,1.6389766289907552
ALDH5A1,1.6379368231607037
NFIL3,1.6374823109525833
RNF135,1.6366842670582658
YES1,1.6365594881960195
GGH,1.63543125036454
BAHCC1,1.6352917070820459
FUT8,1.6341355085825189
SHROOM3,1.6333443824669975
SAPCD2,1.6331651500764077
SH3RF3,1.6331457947566852
F12,1.6331125862164746
LPAR1,1.6330029568585958
GABRB3,1.6327921333939388
FLT3,1.6299208476489027
MCAM,1.6285170485461573
C4orf48,1.6282660460583311
SMAD1,1.6275310207547424
SLC9A3R1,1.6273841471555002
PAQR8,1.6269985651613057
PARP12,1.6266448924670973
GTF2IRD1,1.6258184805980471
ARHGAP32,1.6257304960020897
GKAP1,1.62339282198599
CRTAP,1.6233401436204973
CXXC4,1.6231406056823736
EPB41L4B,1.6215223916346797
ALDH3A2,1.6200536560683598
DECR1,1.619813602142565
LAMA4,1.619790059137067
FNIP2,1.618732128029876
HAPLN1,1.6186434476691542
ITM2C,1.6180775086210555
HRK,1.6179504830018503
MOB3B,1.616873929393127
MB,1.6166752075468709
ZNF331,1.6165747815068265
DSE,1.6159074003854579
FGFR1,1.6157976741934876
PDZRN3,1.6156972460806187
SEPW1,1.6156371316667397
FZD7,1.6144478108833982
TNFRSF10A,1.6143341413049
OSTF1,1.6141787377452088
C16orf74,1.6134304982060306
RRM2,1.6131998916294161
TMEM156,1.612622446486401
PBX3,1.6119602930432668
SCGB1D2,1.6113999017226937
IKZF1,1.609958494277653
LYPD1,1.6088897108340452
DDIT3,1.608680953941659
F11R,1.6075999439062854
SH3YL1,1.6047733972545284
CPNE8,1.6029723844865285
LINC00847,1.6021753045659877
FGGY,1.6013133747978587
PHLDA3,1.6010086053952408
MEIS1,1.6008952013369093
SPINK5,1.600027776200882
TNFRSF9,1.6000014481225777
MAGEA1,1.5990195522911568
PABPC1L,1.5988598751454437
GFRA1,1.5978109784729841
RNASE2,1.597114302501505
SSBP3,1.5942288483666318
FGG,1.594212704811059
ZFP36,1.593833411202708
DLK2,1.593718096196237
GINS2,1.5935881113144836
CP,1.592984981834739
BTG3,1.5914780898231053
CRIM1,1.5913360455662218
WFDC1,1.5905354284270379
CYP2R1,1.5904853682047764
ST6GALNAC5,1.5900165582074424
Unnamed: 14108,1.5899779295096532
BCAS4,1.5868746830259104
DNM3,1.5857964648613183
C12orf39,1.5855895571151721
LYL1,1.5843993634967215
BAALC,1.5835410260563179
CHMP4C,1.5834020814851602
RBPMS,1.5833958326290472
HK2,1.582966287004332
LRFN5,1.5827068121777184
C5orf46,1.582677918302419
PFKP,1.5815337199207253
GNAQ,1.5802823386073637
PPAP2A,1.5786768502395874
SERPINB7,1.5779505326514867
RIMBP2,1.5777170279822985
COL1A1,1.5776445157387067
TMEM40,1.577117377612225
THSD4,1.5769227440835323
HLA-DPB1,1.5765631877301614
ZNF239,1.5761763487965834
NOSTRIN,1.5755753893025133
OSBPL1A,1.575338551536608
PFKM,1.5733413236166254
LRP11,1.5732375971014785
SYNGR2,1.572515168651599
FLNA,1.571901010818552
OGFRL1,1.5712152078469492
SYT17,1.57095052568848
TIAM2,1.5700122886440144
SPR,1.5695401639486812
MACC1,1.5691718003219857
SLC12A2,1.5665519091673854
PCCA,1.5632985227242202
P2RY10,1.5622790463503533
HCLS1,1.5614089891895664
RBM38,1.5598012408060653
ZNF91,1.5592751877876794
TSHZ1,1.5591157211288225
WT1,1.5587682914540157
FAM111B,1.5578874010476824
RAB3B,1.5569946919343292
EML1,1.5560139596487044
PIM2,1.5559109925942791
NPW,1.555896675002782
CADPS,1.555129603076602
RIBC2,1.5545465746905243
APBA2,1.5543055729987674
CDH4,1.554139054683976
ELOVL4,1.5520391737067771
XDH,1.552026529225982
HS6ST2,1.5506289031747413
GPR126,1.548709230634205
KRT6B,1.5481028435894826
SLIT3,1.5476814774578027
LMO3,1.5476793718315112
C1orf186,1.5469652688845872
SLC12A8,1.5465131667903123
C10orf35,1.545229102528441
