Symbol,variance
DUSP4,5.881825992354196
SERPINB1,5.87279246927533
IGF2BP2,5.870918417096384
PTN,5.842246223938066
BAMBI,5.832144549109963
ERRFI1,5.809336962820363
LUM,5.770319125567327
MMP1,5.764741403819684
CPVL,5.745933569110613
PTGR1,5.7422089527007545
ITGA2,5.720728742382149
CD53,5.6931802947915315
DFNA5,5.6810126855585175
FAT1,5.662905392704443
SCG5,5.648039486708028
VEGFC,5.646621027156775
CDH2,5.621688800023006
COL3A1,5.61885821165374
PNMAL1,5.584282542839344
TWIST1,5.578956233447977
TUBA1A,5.571208365830374
PLIN2,5.56785307933363
CXCL1,5.550323723542272
CST6,5.522285231253117
ITM2A,5.515409316686837
GSTP1,5.508605625253178
TFF3,5.4945794793851865
TNFSF10,5.480973864635703
IL1B,5.475143483746266
HOXB2,5.473392886509467
SDC2,5.47081116798169
ELAVL2,5.465833504912168
POU2AF1,5.465625344784889
SGK1,5.456114027413516
CMBL,5.450948895230311
TNC,5.444769580535667
NRN1,5.424158992719196
LAMA3,5.40486601695857
FAM127A,5.399185966312385
BLNK,5.382050258747589
SORL1,5.3782738708744775
MYLK,5.376301889920698
TNFRSF11B,5.358405732952235
APOBEC3B,5.3333669601926665
RNF128,5.325508973798876
CALD1,5.31743210032173
CORO1A,5.316069201362013
AHNAK2,5.311778311775506
SLC27A2,5.308123165890506
OCIAD2,5.296714652784743
MLLT11,5.292405336006596
SQRDL,5.291818455435637
SMARCA1,5.266227793853816
PLK2,5.261132995384773
SERPINE1,5.252968299396565
ESRP2,5.241151970345144
TNNT1,5.2380820127653855
SEPP1,5.238024663458778
TUSC3,5.2269545259172805
KRT15,5.222551278542419
BEX2,5.2205484508785425
PHLDA1,5.216930209917857
TNFRSF12A,5.216872344481221
CTSH,5.203667761928648
IFIT1,5.172442393245183
KIF26A,5.171159580948388
PLAT,5.1702957858464575
EMP3,5.165077938146946
RAB32,5.162781503424543
MDK,5.161654432020705
CA2,5.157923137934955
PMP22,5.147428726233442
COL17A1,5.1409945868767855
AGR2,5.1287961321581665
GPR87,5.115487873676157
INSM1,5.110136965478664
COL6A3,5.100289390634221
KRT6A,5.092573036205234
C8orf4,5.091686328157302
DUSP6,5.090726793120797
PYCARD,5.075134161825253
CSAG1,5.070618903888391
KLF5,5.069923420377167
FOS,5.058427754115759
COCH,5.040811513329025
CD74,5.039940392714386
SDC4,5.026717248900483
TIMP1,5.024703815875767
CDH3,4.985357664030593
CEBPD,4.980049438636527
KCNK1,4.978263962097749
PDLIM1,4.956510460504151
ADORA2B,4.952346116534049
TSPAN13,4.944214068606881
PALLD,4.936419222964859
APOE,4.934364509736018
PMEPA1,4.934187322807326
LAPTM4B,4.9158705777114955
CTSL1,4.915433402099996
CLDN1,4.915224545736644
DSG2,4.914500535810617
MMP7,4.914476126614128
LRMP,4.90216723351688
VCAN,4.862029037431575
LPXN,4.861689343530147
CMTM7,4.8527322133234545
TMEM98,4.849231993797753
IFI6,4.8399887877191405
C1R,4.8395989137408195
MEST,4.839425964852537
GPNMB,4.838201118763379
FBXO32,4.824493554023441
COL4A2,4.8212858653929
ALDH2,4.814733985871826
G0S2,4.80507382353389
ACSL5,4.801680342491477
RAB31,4.799472772277114
IL13RA2,4.795627442201155
EPSTI1,4.793344031460473
CHGA,4.781119688148749
