Symbol
FAM163A
FAM174A
FAM186A
FAM204A
FAM210B
FAM216B
FAM219A
FAM3D
FAM76B
FANCF
FANCM
FANK1
FAP
FARP2
FASLG
FBN2
FBXL3
FBXO16
FBXO33
FBXO34
FBXO41
FBXO47
FBXO8
FCGR2A
FCRL4
FEM1B
FFAR2
FGF11
FGF18
FGF22
FGFBP1
FGFBP3
FGFR1
FGFR1OP2
FGFR2
FGFR3
FGL1
FHIT
FIGN
FJX1
FKBP1B
FLACC1
FLG
FLNB
FLRT1
FLT1
FLT3
FLT4
FMO2
FNBP1
FNTA
FOXN2
FREM1
FRMD1
FRMD6
FRZB
FSCB
FSCN3
FSTL1
FTMT
FUCA1
FUCA2
FXN
FYCO1
FYN
FZD1
G6PC3
GABARAPL2
GABRB1
GABRB2
GABRG3
GABRR1
GADD45B
GAL3ST1
GALC
GALNT13
GALNT8
GALR2
GATA5
GATA6
GATAD1
GBP2
GCC1
GCFC2
GCG
GCKR
GCLC
GCNT1
GDA
GDE1
GDF5
GDNF
GEMIN5
GEMIN7
GFOD2
GFPT2
GGH
GGPS1
GH2
GHR
GIGYF1
GIMAP6
GIPC2
GJA4
GJB4
GJC2
GLIPR2
GLIS2
GLRX5
GLS2
GLYR1
GNA11
GNA13
GNG2
GNG5
GNG8
GP6
GPAM
GPBP1L1
GPR137
GPR146
GPR152
GPR160
GPR183
GPR39
GPR45
GPR63
GPRC5C
GPRIN1
GPSM1
GPX6
GRB14
GRB7
GREM1
GRIA4
GRIK3
GRIP1
GRPEL1
GSDMB
GSK3A
GSK3B
GSTP1
GTDC1
GTF2B
GTF2F2
GTPBP1
GUCA1C
GUCA2B
GUK1
HABP2
HAL
HAND2
HAO2
HAPLN4
HAS1
HAVCR1
HCAR1
HCLS1
HCN1
HDAC1
HDAC11
HDAC2
HDAC3
HDAC4
HDAC5
HDAC7
HDAC9
HDC
HDLBP
HEATR4
HEATR6
HEG1
HELB
HEPACAM
HESX1
HGD
HGF
HHLA2
HIF1AN
HIF3A
HINT2
HIPK2
HIPK4
HIVEP1
HIVEP2
HKDC1
HLA-DRB5
HMOX2
HMX1
HNRNPA3
HNRNPU
HOMER1
HOXA11
HOXA13
HOXA7
HOXC13
HPSE2
HRG
HRNR
HS2ST1
HS3ST5
HS6ST3
HSD17B14
HSP90AA1
HSP90AB1
HSPA2
HSPA5
HTRA1
HUNK
HYAL2
IAPP
IARS1
ICA1L
ICAM3
IDH2
IDI1
IER3
IFI27L2
IFIH1
IFIT1
IFNA8
IFNB1
IFT122
IFT172
IFT57
IGDCC3
IGF1R
IGFBP5
IGFL1
IGFL3
IGHMBP2
IGSF21
IGSF9B
IKBKB
IL12B
IL17F
IL20RA
IL24
IL26
IL2RA
IL37
IL6ST
IL9
ILDR1
IMP3
IMPA1
INCA1
INCENP
INO80D
INSL5
IPO7
IQCA1
IQGAP2
IQSEC3
IQUB
IRGQ
IRX3
IRX5
ISL2
ITGAE
ITGB2
ITIH3
ITK
ITPK1
ITPKB
ITPRID2
IVD
JAK1
JAK2
JAK3
JAKMIP2
JMJD4
JMJD6
KALRN
KANK1
KANSL1
KANSL1L
KATNIP
KCNA4
KCNB1
KCND3
KCNE4
KCNG1
KCNG2
KCNG4
KCNH7
KCNJ3
KCNK16
KCNK18
KCNN3
KCNQ4
KCNRG
KCNT1
KCNT2
KCTD13
KCTD6
KDM2A
KDM4B
KDR
KHDC3L
KIF11
KIF17
KIF21A
KIF25
KIF5C
KIF9
KIT
KLF10
KLF12
KLF6
KLHL11
KLHL23
KLHL24
KLHL3
KLHL36
KLK1
KLK12
KLK2
KLK7
KNDC1
KNTC1
KPNA4
KPNA7
KPNB1
KRAS
KRT2
KRT3
KRT32
KRT72
KRT84
KRT85
KRTAP1-5
KRTAP11-1
KRTAP13-3
KRTAP20-4
KRTAP22-1
KRTAP27-1
KRTAP5-6
KRTAP6-2
KTN1
L3MBTL3
LAMA3
LAMP3
LANCL1
LARP4
LAT2
LAYN
LCE1E
LCE3C
LCK
LDHAL6B
LEFTY1
LEP
LETM1
LETMD1
LGALSL
LGR4
LGR5
LIMD2
LIMK1
LIMS1
LIN28B
LLGL2
LMO1
LMO4
LMTK3
LONP2
LORICRIN
LPIN2
LPL
LPXN
LRIG3
LRP12
LRP2
LRP4
LRRC1
LRRC32
LRRC40
LRRC55
LRRC58
LRRC66
LRRC71
LRRTM1
LSG1
LSP1
LSR
LTBP3
LTK
LY6H
LYPD3
LYPD6
LYSMD2
MACF1
MADD
MAF
MAFK
MAGI1
MAN2A1
MAN2C1
MANBAL
MANEA
MAP1A
MAP2
MAP2K1
MAP2K2
MAP2K5
MAP3K4
MAP3K8
MAP4K1
MAP4K2
MAPK1
MAPK10
MAPK11
MAPK14
MAPK3
MAPK7
MAPK8
MAPK9
MARCHF3
MARK4
MAST3
MAST4
MAT2B
MAU2
MC4R
MCHR1
MCL1
MCM9
MCMBP
MDFIC
MDH1B
MDM2
MDM4
MED10
MED13
MED19
MED23
MED29
MEGF11
MEGF8
MEPE
MESP1
MESP2
MET
METTL3
MEX3B
MFAP2
MFAP3L
MFAP5
MFSD11
MFSD3
MGAT1
MGMT
MIA2
MIEN1
MIER1
MIXL1
MLEC
MLPH
MLXIP
MME
MMEL1
MMP1
MMP2
MMS22L
MNX1
MOAP1
MOK
MON2
MORC2
MOSPD3
MOXD1
MPEG1
MPP4
MPZL3
MRGBP
MRGPRD
MROH1
MROH9
MRPL18
MRPL22
MRPL23
MRPL36
MRPL40
MRPL46
MRPL9
MRPS16
MRPS26
MRTFA
MRTO4
MS4A12
MS4A5
MS4A6E
MSH2
MSRB3
MT1H
MTARC2
MTF2
MTHFD1L
MTMR9
MTOR
MTX3
MUC12
MUC13
MUC5B
MXD4
MYADM
MYBL1
MYBPC1
MYBPC2
MYBPHL
MYCBP2
MYH4
MYL5
MYL6
MYL6B
MYLK
MYO18A
MYO18B
MYOG
MYOZ3
MYT1L
MZT2A
NAALAD2
NAB1
NAB2
NACC1
NALCN
NAMPT
NANOGNB
NAT2
NBEA
NBL1
NCALD
NCAM1
NCKAP5
NCOA2
NCOR2
NDN
NDUFA10
NDUFA13
NDUFA2
NDUFA3
NDUFAB1
NDUFAF2
NDUFAF5
NDUFB1
NDUFB2
NEBL
NEFH
NELL1
NELL2
NES
NEU1
NEU4
NEUROD2
NEUROD4
NEUROG1
NEXN
NFATC2
NFKBID
NGFR
NIPA1
NKIRAS1
NLE1
NLRC4
NLRP5
NMNAT3
NMT1
NMUR2
NNAT
NOL7
NOLC1
NOP10
NPBWR2
NPC1L1
NPFFR2
NPHP3
NPLOC4
NPM1
NPRL2
NPVF
NPW
NR1H4
NR2C2
NR2C2AP
NR2F2
NR4A2
NR4A3
NRAS
NRG3
NRL
NRSN1
NRXN2
NSMCE1
NSMCE2
NTF3
NTHL1
NTMT1
NTN4
NTRK1
NTRK2
NTRK3
NUDT1
NUDT17
NUDT5
NUMBL
NUP107
NUP153
NXPH1
NXPH2
NYAP2
ODAD2
ODF4
OLFML3
OLIG1
OPRK1
OPTC
OR10J5
OR10Z1
OR13A1
OR1G1
OR2A12
OR2C3
OR2F2
OR2J3
OR2T1
OR4C15
OR4K13
OR51E1
OR51I2
OR51S1
OR51V1
OR5D14
OR6N2
OR8B12
OR8B8
ORAI2
ORMDL1
OSBPL3
OSBPL5
OSGIN2
OSR1
OSTN
OTUD4
OVOL1
OXA1L
P2RY6
PACS1
PACSIN3
PAK1
PAK1IP1
PAK6
PALB2
PAPLN
PAPSS2
PAQR9
PARN
PARP1
PARP2
PARP9
PARPBP
PARVA
PARVB
PAX2
PBX1
PCBP2
PCDHB12
PCDHB15
PCGF3
PCNA
PCOLCE2
PCYOX1L
PDCD11
PDCD6
PDE10A
PDE1C
PDE3B
PDE4B
PDE5A
PDE7A
PDE8A
PDE9A
PDGFA
PDGFRA
PDGFRB
PDK1
PDP1
PDX1
PDZD7
PDZD9
PEAR1
PEG10
PELP1
PENK
PEPD
PER1
PEX13
PEX2
PEX6
PFKL
PFN3
PGAM2
PGM2
PHF1
PHF12
PHF14
PHGDH
PHKG2
PHLDA1
PHOSPHO1
PHOX2A
PHRF1
PHYHIP
PIAS1
PIGM
PIH1D1
PIK3AP1
PIK3C3
PIK3CA
PIK3CB
PIK3CD
PIK3CG
PIK3R5
PIKFYVE
PIM1
PIM3
PITPNA
PKIB
PKN1
PKP4
PLA2G1B
PLA2R1
PLAGL1
PLCH2
PLCXD3
PLEKHA6
PLEKHG1
PLEKHM3
PLG
PLK1
PLK2
PLK3
PLXNA2
PMM2
PMP2
PNLIP
PNMA2
PNPLA6
POC5
POLDIP3
POLG
POLR1G
POLR2G
POLR3A
POLR3G
POR
POU4F1
PPA2
PPARD
PPARG
PPCDC
PPIA
PPIL1
PPM1D
PPM1L
PPM1M
PPP1CB
PPP1R3G
PPP2R2D
PPT1
PRDM10
PRDM5
PRDX6
PREB
PRKAA2
PRKCA
PRKCB
PRKCD
PRKCG
PRKCQ
PRKDC
PRKRIP1
PRLR
PRM2
PRMT5
PRMT6
PRMT7
PROK1
PROM2
PROX2
PRR16
PRR4
PRRC2B
PRRX2
PRTN3
PSCA
PSG4
PSG9
PSKH2
PSMA8
PSMB5
PSMB7
PSMF1
PSMG1
PSPH
PSTPIP2
PTEN
PTER
PTGDR2
PTH2
PTK2
PTK2B
PTMS
PTN
PTPN11
PTPN6
PTPRM
PTPRS
PTTG1IP
PUS1
PXMP4
PYCARD
PYGB
PYY
QARS1
QPCTL
QRICH1
QSOX1
R3HDML
RAB11FIP3
RAB19
RAB33B
RAB40B
RAB42
RAB6A
RAB6B
RAB7A
RABEP2
RABL3
RAC3
RAD51AP2
RAD51D
RAF1
RALY
RANBP3
RAP1A
RAPSN
RARA
RARS2
RASD2
RASSF4
RB1
RBL2
RBM18
RBM43
RBM45
RBP2
RBP4
RBP7
RD3
RDH12
RDH8
REC8
RELN
REPS1
RET
RFPL2
RGMB
RGS16
RGS5
RGS9
RHBDD3
RHBDF1
RHBDL2
RHD
RHOB
RHOH
RIC3
RILPL1
RIMS3
RIMS4
RIN2
RING1
RIPK1
RIT1
RNASE2
RNASE3
RND2
RNF11
RNF112
RNF122
RNF149
RNF152
RNF168
RNF170
RNF181
RNF207
RNF208
RNF25
RNF32
ROCK1
ROCK2
ROM1
ROR1
ROS1
RPH3A
RPL30
RPN2
RPP25L
RPRD1B
RPS18
RPS6KA1
RPS6KB1
RPUSD3
RRAGA
RRM1
RRM2
RRP9
RSBN1
RSPH3
RSPO2
RSRC1
RSU1
RTF1
RTN4IP1
RTP4
RUNDC3A
RUNDC3B
RUVBL2
RXFP3
RXRB
S100A1
S100A16
S100A4
S100A7L2
S100A8
SACS
SAMD15
SAMD4B
SAMD5
SAMD9
SAR1A
SART1
SASS6
SCAMP2
SCAP
SCCPDH
SCGB1D2
SCUBE1
SCYL2
SDC1
SDC4
SDCCAG8
SDHA
SDR9C7
SEC24C
SEC31B
SEMA3D
SEMA4A
SEMA4F
SEMA6C
SENP1
SERINC5
SERPINA6
SERPINB1
SERPINE1
SERTAD1
SERTAD2
SESN1
SESN2
SET
SETD1A
SETX
SEZ6L
SF3A1
SGK2
SGK3
SGTB
SH2B1
SH2B3
SH3BGRL2
SH3D21
SHC2
SHD
SHROOM3
SIGLEC6
SIRPB2
SIRT1
SIVA1
SIX4
SLAMF1
SLBP
SLC10A6
SLC10A7
SLC12A6
SLC15A3
SLC16A14
SLC16A3
SLC16A4
SLC16A7
SLC22A5
SLC22A7
SLC22A8
SLC23A2
SLC24A2
SLC24A3
SLC25A1
SLC25A18
SLC25A20
SLC25A26
SLC25A30
SLC25A32
SLC25A36
SLC25A37
SLC25A38
SLC25A45
SLC27A4
SLC27A5
SLC29A1
SLC29A2
SLC29A3
SLC2A1
SLC2A6
SLC2A9
SLC30A10
SLC30A5
SLC32A1
SLC35F1
SLC35F3
SLC36A1
SLC38A11
SLC38A7
SLC39A10
SLC39A8
SLC46A2
SLC49A4
SLC4A11
SLC5A6
SLC5A9
SLC6A13
SLC6A18
SLC7A1
SLC8A1
SLFN11
SLFN13
SLTM
SMAD4
SMAGP
SMARCB1
SMCR8
SMO
SMOX
SMTNL2
SMU1
SMURF2
SNAP25
SNAPC4
SNAPIN
SNRNP25
SNRNP35
SNRPA
SNRPD1
SNX17
SNX2
SNX20
SNX21
SNX22
SNX7
SOCS1
SORBS3
SORCS2
SOWAHA
SOX15
SOX8
SPA17
SPAG16
SPATA12
SPATA31D1
SPATA32
SPG7
SPIC
SPO11
SPRTN
SPRYD7
SPTLC2
SQSTM1
SRA1
SRC
SREBF1
SRGAP1
SRP54
SRP68
SRSF1
SRSF12
SRSF6
SRSF7
SSH1
SSRP1
ST3GAL6
ST6GAL1
ST7L
STAB2
STAR
STARD3
STARD4
STARD7
STC1
STEAP2
STEAP3
STIM1
STK10
STK11
STK11IP
STK4
STOML3
STON2
STPG1
STRA6
STRA8
STX3
SUGP1
SUGP2
SUGT1
SULF1
SUPT16H
SUPT20H
SUPV3L1
SURF6
SUV39H2
SVOP
SWAP70
SWSAP1
SWT1
SYCN
SYK
SYMPK
SYNGR2
SYNJ2
SYNM
SYT11
SYT8
TAAR8
TACO1
TAF4B
TAFA2
TAP1
TARBP1
TARS3
TAS2R42
TBCEL
TBK1
TBX18
TBX19
TBX20
TBX4
TBXA2R
TCIRG1
TCP10L3
TDRD7
TEAD3
TEC
TEK
TEKT1
TENM2
TENT4A
TERF2IP
TESC
TESK1
TEX19
TEX264
TEX30
TFAP4
TFB2M
TFCP2L1
TFF1
TFF3
TFPI2
TG
TGFB1I1
TGFBR1
THADA
THOP1
THRB
THUMPD3
TIAM2
TIE1
TIPARP
TJP1
TKT
TLCD3B
TLL2
TM7SF3
TMBIM6
TMC3
TMCC2
TMCC3
TMED4
TMEM106A
TMEM106B
TMEM132A
TMEM132B
TMEM151A
TMEM170B
TMEM179B
TMEM18
TMEM198
TMEM203
TMEM229B
TMEM235
TMEM255B
TMEM259
TMEM33
TMEM38B
TMEM50B
TMEM53
TMEM64
TMEM86A
TMEM8B
TMPRSS9
TNFRSF13B
TNFRSF8
TNFRSF9
TNFSF10
TNFSF11
TNKS
TNKS2
TNNI3
TNRC6C
TONSL
TOP1
TOP2A
TOPAZ1
TOR1A
TOR1AIP1
TOR2A
TOR3A
TOR4A
TP53
TP53INP2
TP53RK
TPGS2
TPH2
TPPP
TPPP2
TPRA1
TPRX1
TRA2B
TRADD
TRAF2
TRDMT1
TRIAP1
TRIB3
TRIM37
TRIM45
TRIM55
TRIM66
TRIM7
TRIQK
TRPC4AP
TRPM5
TRPV4
TRUB1
TSC22D1
TSEN2
TSGA10
TSN
TSPAN19
TSPAN9
TTBK1
TTC17
TTC19
TTC32
TTC33
TTC39C
TTC8
TTK
TTLL2
TTPAL
TUBA1C
TUBD1
TVP23A
TWSG1
TYMS
TYW1
UBASH3B
UBE2C
UBE2L3
UBE3A
UBE3B
UBE3C
UBL3
UBQLN1
UBQLN4
UBR2
UBTF
UBXN7
UCHL5
UFC1
UGGT2
UGT2B15
ULK2
UNC13D
UNC45B
UNCX
UPP2
UQCC5
UQCR11
UQCRH
URB2
USP1
USP15
USP16
USP30
USP32
USP38
USP4
USP45
USP6
VARS2
VCL
VENTX
VEZF1
VNN3P
VPS35
VPS37A
VPS41
VSTM1
VWA5B1
VWC2
VWDE
WARS1
WBP11
WBP2NL
WDR1
WDR24
WDR27
WDR47
WDR5
WDR70
WDR74
WDR75
WDR77
WDTC1
WEE1
WFDC10A
WFDC10B
WIF1
WNT5A
XAB2
XKR6
XRCC3
YBEY
YBX2
YPEL2
YWHAQ
YWHAZ
YY1AP1
ZBTB14
ZBTB20
ZBTB22
ZBTB43
ZBTB44
ZBTB46
ZBTB7B
ZBTB7C
ZBTB9
ZC2HC1C
ZC3HAV1
ZCCHC17
ZCWPW1
ZDHHC13
ZDHHC19
ZDHHC2
ZDHHC5
ZEB1
ZFAND1
ZFC3H1
ZFHX2
ZFP1
ZFP36
ZHX2
ZHX3
ZIK1
ZKSCAN2
ZKSCAN3
ZKSCAN5
ZNF107
ZNF135
ZNF189
ZNF195
ZNF202
ZNF253
ZNF276
ZNF280D
ZNF284
ZNF3
ZNF30
ZNF329
ZNF330
ZNF333
ZNF345
ZNF347
ZNF35
ZNF404
ZNF414
ZNF415
ZNF426
ZNF462
ZNF468
ZNF471
ZNF473
ZNF490
ZNF502
ZNF510
ZNF527
ZNF530
ZNF543
ZNF556
ZNF600
ZNF619
ZNF620
ZNF626
ZNF697
ZNF7
ZNF704
ZNF71
ZNF736
ZNF76
ZNF77
ZNF772
ZNF781
ZNF789
ZNF862
ZNF92
ZNHIT6
ZP1
ZRANB1
ZSCAN22
ZWILCH
