target,r_wt_baseline,r_wt_between_tissue,r_wt_irm,r_wt_marginal,r_wt_residualized,r_wt_within_tissue,sig_marginal,sig_residualized,sig_irm,sig_within_tissue,in_a61,in_marginal,in_all4
TRPM7,-0.2712579532322939,-0.2708812818304539,0.1729577456111118,0.2521364627863222,0.2082759444584746,0.2521364627863222,True,True,True,True,True,True,True
TSC2,-0.2666677733929269,-0.2661516226814779,0.1342773119205399,0.2112520087490736,0.1394187411965228,0.2112520087490736,True,True,True,True,True,True,True
TUBB,-0.2549625981856696,-0.2548335239025121,0.1820027230444785,0.3016793369750054,0.2613951621946257,0.3016793369750054,True,True,True,True,True,True,True
TXNL4A,-0.2596022364001071,-0.2591435288101407,-0.0022540084783512,-0.0058998838128294,-0.0722318107246666,-0.0058998838128294,False,False,False,False,False,False,False
TXNRD1,-0.2654010014854157,-0.264864685769502,0.1989767964387895,0.3173315290022914,0.265933685160887,0.3173315290022914,True,True,True,True,True,True,True
TYMS,-0.2486301802914572,-0.2482997032973834,0.1763580029507176,0.3103522755096828,0.2101895612840281,0.3103522755096828,True,True,True,True,True,True,True
UBE2D3,-0.2678704790576647,-0.2675213843455078,0.1758827376542672,0.3280968264344975,0.3152756808802456,0.3280968264344975,True,True,True,True,True,True,True
UBE2M,-0.2599468630395299,-0.2598343180233347,0.0925233650346937,0.1488383456804884,0.0997947605743556,0.1488383456804884,True,True,True,True,True,True,True
UBE2N,-0.27177386991504,-0.2714024950645404,0.1362124530116784,0.2374728938454727,0.2022805626965101,0.2374728938454727,True,True,True,True,True,True,True
UBR4,-0.2849417050047513,-0.2845103730930285,0.1146991044510417,0.2237686689853149,0.177774671954103,0.2237686689853149,True,True,True,True,True,True,True
UMPS,-0.2763324978140566,-0.2760489294316294,0.1139674775994639,0.2362246722732167,0.2018762545592827,0.2362246722732167,True,True,True,True,True,True,True
UROD,-0.2553873332529371,-0.2551586015884948,0.1610557359160325,0.2363467451717816,0.1901462687944398,0.2363467451717816,True,True,True,True,True,True,True
USP7,-0.271355345784009,-0.2708234001147144,0.1920790015407659,0.3305116934716786,0.2285394396237826,0.3305116934716786,True,True,True,True,True,True,True
UTP4,-0.2645462103290584,-0.2643841167779535,0.1003370446569621,0.1420728803405493,0.1367287217217221,0.1420728803405493,True,True,True,True,True,True,True
VPS25,-0.2518596739639323,-0.2516785980844381,-0.003075091818026,0.044214187554629,0.0525535953432068,0.044214187554629,False,False,False,False,False,False,False
WDR1,-0.2639525746661899,-0.2638418622317821,0.2267408330825464,0.3950254103605158,0.3710402059716959,0.3950254103605158,True,True,True,True,True,True,True
WDR73,-0.2573943659522063,-0.2567564490129768,0.1049862302716592,0.2316417053275408,0.1516248499867987,0.2316417053275408,True,True,True,True,True,True,True
WDR77,-0.2537815727459718,-0.253141040376687,0.0881635268283752,0.1500035817551493,0.1287920157789523,0.1500035817551493,True,True,True,True,True,True,True
WDR82,-0.2687765061271951,-0.2675477059096335,0.1004735870280082,0.1446215265029717,0.1030132713810666,0.1446215265029717,True,True,True,True,True,True,True
WEE1,-0.2658398967532616,-0.2657433272410838,0.0104639270019951,0.0127431325553803,0.0325779538434836,0.0127431325553803,False,False,False,False,False,False,False
WNK1,-0.2628696430491178,-0.2625597459397997,0.1806242706878642,0.2889755706348471,0.2574063404697654,0.2889755706348471,True,True,True,True,True,True,True
YARS2,-0.2741090357353336,-0.2738710399669571,0.1007464922319583,0.2419671892793337,0.2083173865936223,0.2419671892793337,True,True,True,True,True,True,True
YPEL5,-0.2630623355808392,-0.2625643251422366,0.1419229268702673,0.2508786694549251,0.1755557598110935,0.2508786694549251,True,True,True,True,True,True,True
YRDC,-0.2756671030751512,-0.2753344152117948,0.2480265499869211,0.3262576204067998,0.2986259193256262,0.3262576204067998,True,True,True,True,True,True,True
