dataset,seed,item,method,mse,wt_mse,mse_noaddback
depmap,2,FAM50A,marginal,0.239221251499297,0.23035529598900586,0.239221251499297
depmap,2,FAM50A,residualized,0.23962457463111655,0.22896967878683505,0.5687520814697344
depmap,2,FAM50A,irm,0.33421417957710237,0.22790830281938257,0.33421417957710237
depmap,2,FARSB,baseline,0.1610856140229126,0.16038694423988242,0.1610856140229126
depmap,2,FARSB,marginal,0.24652632573845212,0.23110522049071514,0.24652632573845212
depmap,2,FARSB,residualized,0.16980733448140395,0.16217927031696217,3.8122244223974193
depmap,2,FARSB,irm,0.3053854029092065,0.25782799522519917,0.3053854029092065
depmap,2,FAU,baseline,0.16129609384084287,0.1600779214331387,0.16129609384084287
depmap,2,FAU,marginal,0.27129113343129874,0.25510214437799156,0.27129113343129874
depmap,2,FAU,residualized,0.16892281679463098,0.15910215124295546,6.294854217421115
depmap,2,FAU,irm,0.5315463966712738,0.3857642820661717,0.5315463966712738
depmap,2,FERMT2,baseline,0.17268245208724162,0.17122572254287566,0.17268245208724162
depmap,2,FERMT2,marginal,0.14338469573484589,0.13396075045918046,0.14338469573484589
depmap,2,FERMT2,residualized,0.13149036248168622,0.1229271709287046,0.6071824943094238
depmap,2,FERMT2,irm,0.24351971084831242,0.14610301302170786,0.24351971084831242
depmap,2,GGPS1,baseline,0.159659242673896,0.1591689451115547,0.159659242673896
depmap,2,GGPS1,marginal,0.1878730973085125,0.17432268690205824,0.1878730973085125
depmap,2,GGPS1,residualized,0.15257495937217055,0.14541809881439688,1.810361479560439
depmap,2,GGPS1,irm,0.2652780411262412,0.1966384120421839,0.2652780411262412
depmap,2,GINS2,baseline,0.16792083546300873,0.16717163922012326,0.16792083546300873
depmap,2,GINS2,marginal,0.2293278881502042,0.216138838505171,0.2293278881502042
depmap,2,GINS2,residualized,0.17311809934273095,0.1624347422175844,4.466517720723583
depmap,2,GINS2,irm,0.3474283237149203,0.2706011606132406,0.3474283237149203
depmap,2,GMPS,baseline,0.19562990315446427,0.19421769793874574,0.19562990315446427
depmap,2,GMPS,marginal,0.20326043022400278,0.1903148517391132,0.20326043022400278
depmap,2,GMPS,residualized,0.18491998756472097,0.17426190202402075,1.2898108186873134
depmap,2,GMPS,irm,0.29749701371721116,0.23109352035773495,0.29749701371721116
depmap,2,GPN2,baseline,0.17894793178175183,0.1781788362624759,0.17894793178175183
depmap,2,GPN2,marginal,0.2647406502921276,0.2449047075141601,0.2647406502921276
depmap,2,GPN2,residualized,0.1899519945854786,0.17952638017448133,3.4320362160936386
depmap,2,GPN2,irm,0.352313661423855,0.2911532740710643,0.352313661423855
depmap,2,GPX4,baseline,0.1770277557920867,0.17647407023616532,0.1770277557920867
depmap,2,GPX4,marginal,0.19331886032082776,0.181186754757338,0.19331886032082776
depmap,2,GPX4,residualized,0.1776487914314541,0.16740735248672378,0.8774005458343559
depmap,2,GPX4,irm,0.30275420859634933,0.19011315832525505,0.30275420859634933
depmap,2,GRB2,baseline,0.28131268622810796,0.28034162257540085,0.28131268622810796
depmap,2,GRB2,marginal,0.27438462660045637,0.25820102841382764,0.27438462660045637
depmap,2,GRB2,residualized,0.2619324234383673,0.25002353575298547,1.1506405084491333
depmap,2,GRB2,irm,0.365050200027406,0.29342547300307403,0.365050200027406
depmap,2,GSPT1,baseline,0.18956930439061812,0.18797865889150756,0.18956930439061812
depmap,2,GSPT1,marginal,0.2333902102510895,0.2196679111725909,0.2333902102510895
depmap,2,GSPT1,residualized,0.19731224343079,0.18469600346369935,3.2025936226621377
depmap,2,GSPT1,irm,0.3325800234478799,0.24139356415426422,0.3325800234478799
depmap,2,GTPBP4,baseline,0.1703070202646348,0.17000696844765434,0.1703070202646348
depmap,2,GTPBP4,marginal,0.23686824342686205,0.22095832005700514,0.23686824342686205
depmap,2,GTPBP4,residualized,0.18314410086497748,0.17494790638943594,3.179915108608023
depmap,2,GTPBP4,irm,0.3450853625605767,0.2676181736186704,0.3450853625605767
depmap,2,GUK1,baseline,0.19812328485101158,0.1970724391940693,0.19812328485101158
depmap,2,GUK1,marginal,0.22454380560524645,0.2075059772112881,0.22454380560524645
depmap,2,GUK1,residualized,0.19410833261896387,0.17855009617084935,1.7970305882324344
depmap,2,GUK1,irm,0.3121751482711685,0.24224969726036683,0.3121751482711685
depmap,2,H2BC15,baseline,0.21416983555231947,0.21382522742988544,0.21416983555231947
depmap,2,H2BC15,marginal,0.257857473906833,0.24624295179961586,0.257857473906833
depmap,2,H2BC15,residualized,0.22813691017609247,0.21641457395493982,1.0523563625308978
depmap,2,H2BC15,irm,0.44992943480449493,0.2702074230850122,0.44992943480449493
depmap,2,HMGCS1,baseline,0.20740171345740335,0.20644615969945954,0.20740171345740335
depmap,2,HMGCS1,marginal,0.29006400029135593,0.26800061462316555,0.29006400029135593
depmap,2,HMGCS1,residualized,0.2111521219431995,0.20091483921247272,3.42659306713355
depmap,2,HMGCS1,irm,0.4109919985427485,0.34283495807281533,0.4109919985427485
depmap,2,HNF1B,baseline,0.1391897251556067,0.1389037868798056,0.1391897251556067
depmap,2,HNF1B,marginal,0.08855438737519682,0.08461624294294331,0.08855438737519682
depmap,2,HNF1B,residualized,0.09269750161221037,0.08609620297832156,0.22226411339371138
depmap,2,HNF1B,irm,0.13760218846832067,0.11517007380994394,0.13760218846832067
depmap,2,HNRNPH1,baseline,0.21334295845464815,0.21194462946691037,0.21334295845464815
depmap,2,HNRNPH1,marginal,0.22503678886923933,0.2088372117872771,0.22503678886923933
depmap,2,HNRNPH1,residualized,0.20297451285171722,0.19143138727613399,1.4939273020497326
depmap,2,HNRNPH1,irm,0.3251769636666465,0.2566569764494203,0.3251769636666465
depmap,2,INTS6,baseline,0.44144216196669844,0.44009741097159816,0.44144216196669844
depmap,2,INTS6,marginal,0.4482382872384434,0.42594573568712,0.4482382872384434
depmap,2,INTS6,residualized,0.42770681801043875,0.3997051766687201,1.1890638440700108
depmap,2,INTS6,irm,0.6419702617031713,0.4624506941829068,0.6419702617031713
depmap,2,ITGAV,baseline,0.15248285994550945,0.151360979046874,0.15248285994550945
depmap,2,ITGAV,marginal,0.12030580577552,0.1118496056682657,0.12030580577552
depmap,2,ITGAV,residualized,0.10556050362946305,0.10017526841415873,0.5666964661746515
depmap,2,ITGAV,irm,0.17926034126818843,0.12791182552257635,0.17926034126818843
depmap,2,KEAP1,baseline,0.18385521817382844,0.18358078036818476,0.18385521817382844
depmap,2,KEAP1,marginal,0.17429423591782317,0.17029568860125055,0.17429423591782317
depmap,2,KEAP1,residualized,0.17950932524843843,0.16956517647741115,0.2559234815174578
depmap,2,KEAP1,irm,0.20800163860198612,0.17191445491569804,0.20800163860198612
depmap,2,KIF11,baseline,0.2621725117333115,0.2601443256283241,0.2621725117333115
depmap,2,KIF11,marginal,0.4168917954029002,0.39863311538558804,0.4168917954029002
depmap,2,KIF11,residualized,0.27150915619353494,0.25393231934830723,6.817974370676791
depmap,2,KIF11,irm,0.5316530226527167,0.43292739776632355,0.5316530226527167
depmap,2,KIF18A,baseline,0.4096695652565992,0.4067224924344418,0.4096695652565992
depmap,2,KIF18A,marginal,0.416718856167463,0.4033172949182682,0.416718856167463
depmap,2,KIF18A,residualized,0.37975615981094113,0.35820523200689974,2.107778688174121
depmap,2,KIF18A,irm,0.6350320729257696,0.46367165863067705,0.6350320729257696
depmap,2,KLF5,baseline,0.1165835382560933,0.11629403407516098,0.1165835382560933
depmap,2,KLF5,marginal,0.10077849611942652,0.09787204953247519,0.10077849611942652
depmap,2,KLF5,residualized,0.09649075555400743,0.09296459067099946,0.269775979322049
depmap,2,KLF5,irm,0.16771197970258764,0.11332496816027945,0.16771197970258764
depmap,2,KRAS,baseline,0.23047447491376272,0.22998245277914667,0.23047447491376272
depmap,2,KRAS,marginal,0.2177732858547463,0.1997649386321376,0.2177732858547463
depmap,2,KRAS,residualized,0.2127775412101873,0.2010754838227465,0.6419328898686879
depmap,2,KRAS,irm,0.3330134788798156,0.21394348337189617,0.3330134788798156
depmap,2,LONP1,baseline,0.26426788110668703,0.2637111971243632,0.26426788110668703
depmap,2,LONP1,marginal,0.2884343635114897,0.27206724765404583,0.2884343635114897
depmap,2,LONP1,residualized,0.26657245939381863,0.25415377813018025,2.1630638349038676
depmap,2,LONP1,irm,0.4424693769356411,0.3333228675433975,0.4424693769356411
depmap,2,LSM8,baseline,0.1609337403182432,0.1607049142033557,0.1609337403182432
depmap,2,LSM8,marginal,0.23946693904844943,0.2252704385311736,0.23946693904844943
depmap,2,LSM8,residualized,0.16683078836823276,0.15756408460756424,3.4396425546184233
depmap,2,LSM8,irm,0.272658366626443,0.22807631293774472,0.272658366626443
depmap,2,MAD2L2,baseline,0.16722915867862842,0.16677330695175435,0.16722915867862842
depmap,2,MAD2L2,marginal,0.19133988392712944,0.1822353505445839,0.19133988392712944
depmap,2,MAD2L2,residualized,0.16588075348853312,0.1567401775447404,0.8936588835486756
depmap,2,MAD2L2,irm,0.3222587372713439,0.22055354797865198,0.3222587372713439
depmap,2,MAGOH,baseline,0.18459973078514488,0.18371022303237758,0.18459973078514488
depmap,2,MAGOH,marginal,0.17398106051925247,0.16564991214176114,0.17398106051925247
depmap,2,MAGOH,residualized,0.1723727551081987,0.1611477410556091,1.1156429068072249
depmap,2,MAGOH,irm,0.26910914139864966,0.20294334124066857,0.26910914139864966
depmap,2,MARS2,baseline,0.21989796977896853,0.21933095034690225,0.21989796977896853
depmap,2,MARS2,marginal,0.21230665872345666,0.20336229742864814,0.21230665872345666
depmap,2,MARS2,residualized,0.21127063343042538,0.19818061260035336,0.8537944146168451
depmap,2,MARS2,irm,0.31686752667374646,0.24729199433034468,0.31686752667374646
depmap,2,MAT2A,baseline,0.15701076214838294,0.1546352790785795,0.15701076214838294
depmap,2,MAT2A,marginal,0.2088843930347352,0.18950478334531162,0.2088843930347352
depmap,2,MAT2A,residualized,0.1583116189882394,0.14706779001578146,3.2618632223492856
depmap,2,MAT2A,irm,0.2921453374793814,0.23845546150934058,0.2921453374793814
depmap,2,MCL1,baseline,0.20159002427992362,0.20093972667791662,0.20159002427992362
depmap,2,MCL1,marginal,0.18442305623248634,0.17890836464825427,0.18442305623248634
depmap,2,MCL1,residualized,0.17150937980456168,0.16021382617120897,0.8211358211507916
depmap,2,MCL1,irm,0.346999141810211,0.24322700599854766,0.346999141810211
depmap,2,MDM2,baseline,0.20133871404288659,0.20051927961534277,0.20133871404288659
depmap,2,MDM2,marginal,0.1316693498368011,0.12465786566654652,0.1316693498368011
depmap,2,MDM2,residualized,0.13575137177227223,0.1288693675292464,0.5274380014007923
depmap,2,MDM2,irm,0.23885652234240212,0.178631881301563,0.23885652234240212
depmap,2,MED1,baseline,0.23440568127462022,0.23289931935353134,0.23440568127462022
depmap,2,MED1,marginal,0.20254047103160217,0.19662174313986916,0.20254047103160217
depmap,2,MED1,residualized,0.21062775696765876,0.19568829877123944,0.6759723900691862
depmap,2,MED1,irm,0.26732228243562733,0.22068566936642636,0.26732228243562733
depmap,2,MED12,baseline,0.14376836571546936,0.14303588850905305,0.14376836571546936
depmap,2,MED12,marginal,0.1397526177639719,0.13234234637549794,0.1397526177639719
depmap,2,MED12,residualized,0.12809612550465652,0.12103114354522042,0.42082971677027675
depmap,2,MED12,irm,0.18667213456936116,0.14499178023895387,0.18667213456936116
depmap,2,MMS22L,baseline,0.19131335668299132,0.19035911529607,0.19131335668299132
depmap,2,MMS22L,marginal,0.2346288645517658,0.22394630834729914,0.2346288645517658
depmap,2,MMS22L,residualized,0.19848475854797723,0.1867639558044065,2.669035064575667
depmap,2,MMS22L,irm,0.3744939810509036,0.2851565647898599,0.3744939810509036
depmap,2,MRPL33,baseline,0.17489900255719346,0.1738795810363563,0.17489900255719346
depmap,2,MRPL33,marginal,0.16151270716803187,0.1561892319817983,0.16151270716803187
depmap,2,MRPL33,residualized,0.16714374712086794,0.15606051206023572,0.31125334655906106
depmap,2,MRPL33,irm,0.2286422606706664,0.1691558631787491,0.2286422606706664
depmap,2,MRPL57,baseline,0.18781704173169864,0.1874664976607454,0.18781704173169864
depmap,2,MRPL57,marginal,0.1955980583721164,0.19046642027133953,0.1955980583721164
depmap,2,MRPL57,residualized,0.18678603726879972,0.17477345310916964,0.6619691653232075
depmap,2,MRPL57,irm,0.2679406188348617,0.20139913692937475,0.2679406188348617
depmap,2,MSTO1,baseline,0.19370709798056557,0.1920933546609402,0.19370709798056557
depmap,2,MSTO1,marginal,0.19390249625098893,0.1842894911029537,0.19390249625098893
depmap,2,MSTO1,residualized,0.17784842803788714,0.16775821016056147,0.9647660629325145
depmap,2,MSTO1,irm,0.27739102805587523,0.20281264066626975,0.27739102805587523
depmap,2,MYC,baseline,0.3442935962230732,0.3433341615785209,0.3442935962230732
depmap,2,MYC,marginal,0.33687305380404503,0.3201163608920825,0.33687305380404503
depmap,2,MYC,residualized,0.30038321899526504,0.28648871903015316,3.46730760008361
depmap,2,MYC,irm,0.47923472071715223,0.4068628648444921,0.47923472071715223
depmap,2,MYH9,baseline,0.15395683951575945,0.1534341482159949,0.15395683951575945
depmap,2,MYH9,marginal,0.13990203214778285,0.13692302006212836,0.13990203214778285
depmap,2,MYH9,residualized,0.1385637259497354,0.13168468899808222,0.34336175000878827
depmap,2,MYH9,irm,0.2263400804239399,0.1568131730779341,0.2263400804239399
depmap,2,NAA10,baseline,0.24651055195843502,0.24549792757218106,0.24651055195843502
depmap,2,NAA10,marginal,0.24955139742033644,0.2403776974466146,0.24955139742033644
depmap,2,NAA10,residualized,0.230293955542192,0.21768197892788527,1.205442276872662
depmap,2,NAA10,irm,0.3414266014020028,0.2623042721981565,0.3414266014020028
depmap,2,NAPG,baseline,0.19378665646613402,0.19224846912485122,0.19378665646613402
depmap,2,NAPG,marginal,0.1885372169272013,0.17969013550771082,0.1885372169272013
depmap,2,NAPG,residualized,0.17978027324968848,0.16610450129212795,0.7336493811710374
depmap,2,NAPG,irm,0.290770441915847,0.21152981564909837,0.290770441915847
depmap,2,NCAPD3,baseline,0.1626501386211538,0.1610796844820917,0.1626501386211538
depmap,2,NCAPD3,marginal,0.16639249823588867,0.16023661287391935,0.16639249823588867
depmap,2,NCAPD3,residualized,0.15812767904726396,0.14755712615452585,0.8350855656447091
depmap,2,NCAPD3,irm,0.2946267146922897,0.1757491925916234,0.2946267146922897
depmap,2,NELFB,baseline,0.15171518738740336,0.1515269752971455,0.15171518738740336
depmap,2,NELFB,marginal,0.16936868130405996,0.1599979820278472,0.16936868130405996
depmap,2,NELFB,residualized,0.15473077888143735,0.14619988136748732,1.0429664551162292
depmap,2,NELFB,irm,0.2650316672578029,0.1979220370467621,0.2650316672578029
depmap,2,NF2,baseline,0.16079971944088103,0.1603417942147982,0.16079971944088103
depmap,2,NF2,marginal,0.13933412570113296,0.13278044996969376,0.13933412570113296
depmap,2,NF2,residualized,0.1380621158260718,0.1287642991322726,0.26730078595431445
depmap,2,NF2,irm,0.19974881541133915,0.14965940920485243,0.19974881541133915
depmap,2,NHLRC2,baseline,0.2044991498611129,0.2040102987096035,0.2044991498611129
depmap,2,NHLRC2,marginal,0.19434964255887052,0.18608722509790862,0.19434964255887052
depmap,2,NHLRC2,residualized,0.18335535936683922,0.17568619076265438,0.6159809649391834
depmap,2,NHLRC2,irm,0.28656149385266283,0.2085911294349788,0.28656149385266283
depmap,2,NMNAT1,baseline,0.11835403441309657,0.11804826995847172,0.11835403441309657
depmap,2,NMNAT1,marginal,0.12074575507248873,0.11715968556931347,0.12074575507248873
depmap,2,NMNAT1,residualized,0.11782641716882955,0.11206350692611047,0.2591520969097188
depmap,2,NMNAT1,irm,0.1993051776388172,0.11503078094230511,0.1993051776388172
depmap,2,NPM1,baseline,0.18479910685326675,0.17780501488513548,0.18479910685326675
depmap,2,NPM1,marginal,0.20718156937383778,0.18918453373806823,0.20718156937383778
depmap,2,NPM1,residualized,0.17981075676199468,0.14928790784755316,0.8068442055515735
depmap,2,NPM1,irm,0.26017313318940066,0.1768355303627037,0.26017313318940066
depmap,2,NSF,baseline,0.1734273311522512,0.17319192679468898,0.1734273311522512
depmap,2,NSF,marginal,0.2682566836846651,0.2466989810218408,0.2682566836846651
depmap,2,NSF,residualized,0.18253839517811143,0.17378053765125923,4.934016584138075
depmap,2,NSF,irm,0.35692219319361623,0.284155505355412,0.35692219319361623
depmap,2,NUP43,baseline,0.16581202200409045,0.16512661990641142,0.16581202200409045
depmap,2,NUP43,marginal,0.17826857576612146,0.17222149523141095,0.17826857576612146
depmap,2,NUP43,residualized,0.16830363112274208,0.15740980475553248,1.0829750245231946
depmap,2,NUP43,irm,0.29824660069046083,0.2110514436210527,0.29824660069046083
depmap,2,NXT1,baseline,0.23468987256434723,0.23442354113363786,0.23468987256434723
depmap,2,NXT1,marginal,0.19506571652693963,0.188571820412203,0.19506571652693963
depmap,2,NXT1,residualized,0.19620804373796452,0.18672809068146537,0.49553626691495745
depmap,2,NXT1,irm,0.31519305071914216,0.22609650652272476,0.31519305071914216
depmap,2,ORC6,baseline,0.17098004704170558,0.17072337213632263,0.17098004704170558
depmap,2,ORC6,marginal,0.22266417848234465,0.19908485190756142,0.22266417848234465
depmap,2,ORC6,residualized,0.15538012518998812,0.14677571833870143,3.726834976394212
depmap,2,ORC6,irm,0.43412482144016085,0.33186106453557823,0.43412482144016085
depmap,2,PCNA,baseline,0.1951096970624937,0.1940548785603947,0.1951096970624937
depmap,2,PCNA,marginal,0.33935200410213817,0.3110173445019916,0.33935200410213817
depmap,2,PCNA,residualized,0.2039620178258368,0.19022311032345376,7.61164651675925
depmap,2,PCNA,irm,0.4274816890323888,0.32519090951926927,0.4274816890323888
depmap,2,PDCD2,baseline,0.255240046411477,0.25264802367165873,0.255240046411477
depmap,2,PDCD2,marginal,0.25685123240367264,0.2403514756513924,0.25685123240367264
depmap,2,PDCD2,residualized,0.2393107919394368,0.22281867758227464,1.6928735526387275
depmap,2,PDCD2,irm,0.33703074154572504,0.28819308449119796,0.33703074154572504
depmap,2,PELO,baseline,0.19102357735190104,0.19087254477215013,0.19102357735190104
depmap,2,PELO,marginal,0.2001293537618198,0.1937681526784513,0.2001293537618198
depmap,2,PELO,residualized,0.1778178163281812,0.16900598917534135,0.8297393907451917
depmap,2,PELO,irm,0.2745389421696534,0.2051240359439487,0.2745389421696534
depmap,2,PFN1,baseline,0.1560045170642631,0.15574307158891726,0.1560045170642631
depmap,2,PFN1,marginal,0.15268683809039585,0.14719600049227163,0.15268683809039585
depmap,2,PFN1,residualized,0.15141870952069517,0.14170613444458105,0.66933606701679
depmap,2,PFN1,irm,0.21064050556225544,0.16217420456161244,0.21064050556225544
depmap,2,PGD,baseline,0.22464952642182165,0.22407445976993767,0.22464952642182165
depmap,2,PGD,marginal,0.2256399403514457,0.21636334693411838,0.2256399403514457
depmap,2,PGD,residualized,0.2187220754941976,0.2084076020580448,1.0023082649087416
depmap,2,PGD,irm,0.3811032916332751,0.2835471730112938,0.3811032916332751
depmap,2,PGK1,baseline,0.18592442347793836,0.1839924481394774,0.18592442347793836
depmap,2,PGK1,marginal,0.18171106448337396,0.16963115306399157,0.18171106448337396
depmap,2,PGK1,residualized,0.164397533805694,0.15036879054902544,0.6648553808628078
depmap,2,PGK1,irm,0.2925972266254105,0.192993326585458,0.2925972266254105
depmap,2,PKMYT1,baseline,0.18753274593579142,0.18703811951598978,0.18753274593579142
depmap,2,PKMYT1,marginal,0.1986199102871872,0.19023789140360056,0.1986199102871872
depmap,2,PKMYT1,residualized,0.18188811441004768,0.16907249603756758,1.6813149385592252
depmap,2,PKMYT1,irm,0.3073397096092056,0.22491465411661932,0.3073397096092056
depmap,2,PLK1,baseline,0.20209938031758373,0.20165995990010654,0.20209938031758373
depmap,2,PLK1,marginal,0.3414869796293273,0.320626436460494,0.3414869796293273
depmap,2,PLK1,residualized,0.20895656747046107,0.19933270934136615,7.5265477966409255
depmap,2,PLK1,irm,0.5176488404577275,0.38974922378988014,0.5176488404577275
depmap,2,POLR2L,baseline,0.20817642632539382,0.2073394522281184,0.20817642632539382
depmap,2,POLR2L,marginal,0.3341861341655565,0.3143310761141341,0.3341861341655565
depmap,2,POLR2L,residualized,0.22264426271162657,0.21189404967335596,5.816974307233387
depmap,2,POLR2L,irm,0.4359803787734578,0.36850640791551303,0.4359803787734578
depmap,2,POP5,baseline,0.17261240526093652,0.172339005174295,0.17261240526093652
depmap,2,POP5,marginal,0.21797113336454726,0.20651935485628095,0.21797113336454726
depmap,2,POP5,residualized,0.16786263103832413,0.15822702197857064,2.7161246753207453
depmap,2,POP5,irm,0.36376086555388804,0.2816570484267121,0.36376086555388804
depmap,2,PPP1R12A,baseline,0.2302593734898498,0.2285888325822669,0.2302593734898498
depmap,2,PPP1R12A,marginal,0.21853367405191948,0.20883833589803288,0.21853367405191948
depmap,2,PPP1R12A,residualized,0.2048895598756542,0.19172619245351297,1.780161508439589
depmap,2,PPP1R12A,irm,0.31751441049927304,0.24950418662149976,0.31751441049927304
depmap,2,PPP1R15B,baseline,0.17472012767088196,0.17447466004338116,0.17472012767088196
depmap,2,PPP1R15B,marginal,0.16681184176516434,0.15653925127134075,0.16681184176516434
depmap,2,PPP1R15B,residualized,0.1565373647771963,0.14847059933043547,0.8331802738578079
depmap,2,PPP1R15B,irm,0.22596721331083602,0.1769729308338521,0.22596721331083602
depmap,2,PPP2CA,baseline,0.24498934631329172,0.2442875404524485,0.24498934631329172
depmap,2,PPP2CA,marginal,0.24665798021157323,0.23525486885802518,0.24665798021157323
depmap,2,PPP2CA,residualized,0.22407471799197864,0.21298125042407537,1.1462144339035436
depmap,2,PPP2CA,irm,0.4246747200024994,0.2965472928458668,0.4246747200024994
depmap,2,PPP2R1A,baseline,0.20260306580634582,0.20100240008471956,0.20260306580634582
depmap,2,PPP2R1A,marginal,0.18968387364812409,0.18210073473594063,0.18968387364812409
depmap,2,PPP2R1A,residualized,0.1803808639533176,0.17082430764673048,0.9666407506986257
depmap,2,PPP2R1A,irm,0.3124922995964792,0.23580811270552252,0.3124922995964792
depmap,2,PPWD1,baseline,0.17105929953094048,0.1701954862009341,0.17105929953094048
depmap,2,PPWD1,marginal,0.24465935722369642,0.22533569031387243,0.24465935722369642
depmap,2,PPWD1,residualized,0.17262187749773109,0.1623250047143418,4.106532947536316
depmap,2,PPWD1,irm,0.33501255986600453,0.2722565923615434,0.33501255986600453
depmap,2,PRKRA,baseline,0.24021510111917435,0.23998820899670134,0.24021510111917435
depmap,2,PRKRA,marginal,0.22940098626002414,0.21822140153644856,0.22940098626002414
depmap,2,PRKRA,residualized,0.2203258808217894,0.21023272575597074,0.7149491845346797
depmap,2,PRKRA,irm,0.3188997705688415,0.24571240082973012,0.3188997705688415
depmap,2,PSMA3,baseline,0.18637361170353434,0.18605233175808253,0.18637361170353434
depmap,2,PSMA3,marginal,0.30544434544821975,0.28452255833052714,0.30544434544821975
depmap,2,PSMA3,residualized,0.18618713869910872,0.1730559440466484,6.849803452693349
depmap,2,PSMA3,irm,0.41606738948285493,0.3315413188936356,0.41606738948285493
depmap,2,PSMB5,baseline,0.31080545126406056,0.3101292380726328,0.31080545126406056
depmap,2,PSMB5,marginal,0.34102682241250687,0.32070955285865466,0.34102682241250687
depmap,2,PSMB5,residualized,0.2781538780896534,0.2631143085698891,3.21717732809773
depmap,2,PSMB5,irm,0.5089439528755811,0.37852250038832325,0.5089439528755811
depmap,2,PSMB6,baseline,0.31264852186406766,0.31199084997346255,0.31264852186406766
depmap,2,PSMB6,marginal,0.3642061950031707,0.347769516870354,0.3642061950031707
depmap,2,PSMB6,residualized,0.3041603090806032,0.29230064359912133,3.298981461324647
depmap,2,PSMB6,irm,0.5982322815320167,0.4545153330576471,0.5982322815320167
depmap,2,PSMD14,baseline,0.1534521080621734,0.1519634393935256,0.1534521080621734
depmap,2,PSMD14,marginal,0.20813369831768963,0.19256216179480043,0.20813369831768963
depmap,2,PSMD14,residualized,0.1551592130765988,0.14726540228389667,2.9123680448942784
depmap,2,PSMD14,irm,0.25634614576007464,0.20609825333497617,0.25634614576007464
depmap,2,PSMD7,baseline,0.16803687766670827,0.16769057841346457,0.16803687766670827
depmap,2,PSMD7,marginal,0.2432521180814815,0.2240455299921147,0.2432521180814815
depmap,2,PSMD7,residualized,0.17197083830549456,0.1627023655774523,2.703338298665502
depmap,2,PSMD7,irm,0.31937341896908317,0.2541983879429994,0.31937341896908317
depmap,2,PSMG4,baseline,0.202041205950753,0.20063664116650545,0.202041205950753
depmap,2,PSMG4,marginal,0.2596639142062719,0.24577520665853891,0.2596639142062719
depmap,2,PSMG4,residualized,0.20452359112695984,0.19225818720395937,1.892063688799648
depmap,2,PSMG4,irm,0.3198787397140163,0.2612973976119278,0.3198787397140163
depmap,2,RACK1,baseline,0.15986420079296496,0.15897884692681974,0.15986420079296496
depmap,2,RACK1,marginal,0.25457762145074814,0.23406070347366206,0.25457762145074814
depmap,2,RACK1,residualized,0.17216156179982212,0.16197498790384315,3.578812289002297
depmap,2,RACK1,irm,0.41464301298594014,0.3096692580149997,0.41464301298594014
depmap,2,RAD9A,baseline,0.26093898543188426,0.26017277997806937,0.26093898543188426
depmap,2,RAD9A,marginal,0.26865021728224403,0.25637986467949275,0.26865021728224403
depmap,2,RAD9A,residualized,0.24713187224641875,0.23386762422572108,0.9836952724086236
depmap,2,RAD9A,irm,0.40454843356808506,0.27215461628053894,0.40454843356808506
depmap,2,RAN,baseline,0.20246435104821392,0.2020908287411566,0.20246435104821392
depmap,2,RAN,marginal,0.4840286564657844,0.44832924780443073,0.4840286564657844
depmap,2,RAN,residualized,0.209309820587134,0.20134471513755967,15.695411847766486
depmap,2,RAN,irm,0.6034888148942408,0.4792429637264689,0.6034888148942408
depmap,2,RIC1,baseline,0.1979171491843995,0.19767696611599855,0.1979171491843995
depmap,2,RIC1,marginal,0.18293270433319422,0.17455095424945463,0.18293270433319422
depmap,2,RIC1,residualized,0.1822203714744714,0.1759588153746105,0.4903482545688922
depmap,2,RIC1,irm,0.3213187601117623,0.20263287209192996,0.3213187601117623
depmap,2,RPL12,baseline,0.20534939887830553,0.20374157029761136,0.20534939887830553
depmap,2,RPL12,marginal,0.3280434624839716,0.30321124927015575,0.3280434624839716
depmap,2,RPL12,residualized,0.2066215637814645,0.1915988550198632,6.875786341882143
depmap,2,RPL12,irm,0.4515928598527145,0.3561952964644317,0.4515928598527145
depmap,2,RPL13A,baseline,0.23101271397784842,0.22827690443325455,0.23101271397784842
depmap,2,RPL13A,marginal,0.47856221334807375,0.42108925417989684,0.47856221334807375
depmap,2,RPL13A,residualized,0.22759269594544168,0.19715799037434553,3.755064081716244
depmap,2,RPL13A,irm,0.6110975412046946,0.3996285809321531,0.6110975412046946
depmap,2,RPL21,baseline,0.24440473726823714,0.2418556233332209,0.24440473726823714
depmap,2,RPL21,marginal,0.5887863234979991,0.4850564840230153,0.5887863234979991
depmap,2,RPL21,residualized,0.24042045190264566,0.20613642969197504,7.657590773786695
depmap,2,RPL21,irm,1.0344888537179626,0.6656584740558231,1.0344888537179626
depmap,2,RPL23A,baseline,0.1999018580629901,0.19785345816626854,0.1999018580629901
depmap,2,RPL23A,marginal,0.44472269358275157,0.3591733114635967,0.44472269358275157
depmap,2,RPL23A,residualized,0.22350974912474544,0.20171465797007238,4.563921679959632
depmap,2,RPL23A,irm,0.5697211807305621,0.367749324087883,0.5697211807305621
depmap,2,RPL36A,baseline,0.36989733279728315,0.35057073383611276,0.36989733279728315
depmap,2,RPL36A,marginal,0.40212380821115573,0.3487559072012189,0.40212380821115573
depmap,2,RPL36A,residualized,0.3474237413802023,0.29214024745040046,2.5102271131824425
depmap,2,RPL36A,irm,0.5358794124768694,0.40465366325562224,0.5358794124768694
