dataset,seed,item,method,mse,wt_mse,mse_noaddback
ctrpv2,1,brivanib,marginal,1.2956700956184002,1.250425496416335,1.2956700956184002
ctrpv2,1,brivanib,residualized,0.840546891191076,0.7385793398957221,16.234373352543233
ctrpv2,1,brivanib,irm,1.6329790718798425,1.2899449519311401,1.6329790718798425
ctrpv2,1,carboplatin-UNC0638_(2-1_mol-mol),baseline,0.6485686640245183,0.6479171123503412,0.6485686640245183
ctrpv2,1,carboplatin-UNC0638_(2-1_mol-mol),marginal,0.9104150080505422,0.8434356796486314,0.9104150080505422
ctrpv2,1,carboplatin-UNC0638_(2-1_mol-mol),residualized,0.668155267047678,0.6177759636919606,11.96434280492555
ctrpv2,1,carboplatin-UNC0638_(2-1_mol-mol),irm,1.1619101303410102,0.9828275925086012,1.1619101303410102
ctrpv2,1,carboplatin-etoposide_(40-17_mol-mol),baseline,1.8894606236758607,1.886549759657782,1.8894606236758607
ctrpv2,1,carboplatin-etoposide_(40-17_mol-mol),marginal,1.6986137907676602,1.6220440654920396,1.6986137907676602
ctrpv2,1,carboplatin-etoposide_(40-17_mol-mol),residualized,1.5622341834088318,1.4560942358606117,8.760130383274138
ctrpv2,1,carboplatin-etoposide_(40-17_mol-mol),irm,1.9510182104719154,1.6822516800170157,1.9510182104719154
ctrpv2,1,carboplatin,baseline,1.091402004437515,1.0822338045150353,1.091402004437515
ctrpv2,1,carboplatin,marginal,2.123273277867972,1.957722265916719,2.123273277867972
ctrpv2,1,carboplatin,residualized,1.0738337870760415,0.7729137283267877,19.21694803447128
ctrpv2,1,carboplatin,irm,2.3170651336422936,1.673425240978326,2.3170651336422936
ctrpv2,1,cerulenin,baseline,0.5053382364961851,0.5047664423711288,0.5053382364961851
ctrpv2,1,cerulenin,marginal,0.6997905369526481,0.6477417945679792,0.6997905369526481
ctrpv2,1,cerulenin,residualized,0.44678046779513886,0.4183046051133296,13.361191786137416
ctrpv2,1,cerulenin,irm,0.8388702659754302,0.7259745530819569,0.8388702659754302
ctrpv2,1,chlorambucil,baseline,1.1220052640581446,1.1215468305181204,1.1220052640581446
ctrpv2,1,chlorambucil,marginal,1.4454419668996925,1.3866783410972638,1.4454419668996925
ctrpv2,1,chlorambucil,residualized,1.061307181595903,0.9847751600416715,22.78886558412783
ctrpv2,1,chlorambucil,irm,1.7838937114917506,1.4634573322130044,1.7838937114917506
ctrpv2,1,ciclopirox,baseline,0.8824634646388108,0.8812601233253531,0.8824634646388108
ctrpv2,1,ciclopirox,marginal,0.8444111350480747,0.806505141093103,0.8444111350480747
ctrpv2,1,ciclopirox,residualized,0.8505321912683731,0.8124500115757957,4.3780626419047355
ctrpv2,1,ciclopirox,irm,1.0817024564126274,0.8519791399464034,1.0817024564126274
ctrpv2,1,ciclosporin,baseline,3.4347714715205124,3.3836862603432754,3.4347714715205124
ctrpv2,1,ciclosporin,marginal,2.8902999281339374,2.5791075530592673,2.8902999281339374
ctrpv2,1,ciclosporin,residualized,3.5203771503843546,2.3785472302296355,7.749915149180171
ctrpv2,1,ciclosporin,irm,3.1287707614800597,2.5077191526134497,3.1287707614800597
ctrpv2,1,clofarabine,baseline,3.4817996137596285,3.4776652831426462,3.4817996137596285
ctrpv2,1,clofarabine,marginal,3.2478075224252265,3.124169237159598,3.2478075224252265
ctrpv2,1,clofarabine,residualized,3.3291208177892555,3.0211055647492926,6.217056573167832
ctrpv2,1,clofarabine,irm,3.357934571628567,3.120806935518007,3.357934571628567
ctrpv2,1,crizotinib-PLX-4032_(2-1_mol-mol),baseline,0.7502384627244584,0.7500511992900082,0.7502384627244584
ctrpv2,1,crizotinib-PLX-4032_(2-1_mol-mol),marginal,0.7402366878246646,0.7168796283201271,0.7402366878246646
ctrpv2,1,crizotinib-PLX-4032_(2-1_mol-mol),residualized,0.7182731394638788,0.6761666746385812,4.077769596212762
ctrpv2,1,crizotinib-PLX-4032_(2-1_mol-mol),irm,1.1088116830396344,0.9096901295751172,1.1088116830396344
ctrpv2,1,cucurbitacin_I,baseline,2.6820300135824957,2.6762703067062668,2.6820300135824957
ctrpv2,1,cucurbitacin_I,marginal,2.4626619187123384,2.425792575880824,2.4626619187123384
ctrpv2,1,cucurbitacin_I,residualized,2.5948680670117925,2.403960313124028,4.796505308126931
ctrpv2,1,cucurbitacin_I,irm,2.6670400809211796,2.478130286611496,2.6670400809211796
ctrpv2,1,curcumin,baseline,0.4069033583026131,0.4068392920859184,0.4069033583026131
ctrpv2,1,curcumin,marginal,0.47713140841257334,0.4467015929669282,0.47713140841257334
ctrpv2,1,curcumin,residualized,0.39971405691279166,0.3730089093596161,8.399723837897355
ctrpv2,1,curcumin,irm,0.6378687350714951,0.5269567059719541,0.6378687350714951
ctrpv2,1,cyanoquinoline_11,baseline,0.7410433701238229,0.7391249337618654,0.7410433701238229
ctrpv2,1,cyanoquinoline_11,marginal,1.1351802337335881,1.0104021503374043,1.1351802337335881
ctrpv2,1,cyanoquinoline_11,residualized,0.8207577276831202,0.7021839209945544,14.071747580899578
ctrpv2,1,cyanoquinoline_11,irm,1.4143411288759002,0.9840866553695109,1.4143411288759002
ctrpv2,1,cytarabine_hydrochloride,baseline,5.070048208398161,4.901595094722999,5.070048208398161
ctrpv2,1,cytarabine_hydrochloride,marginal,4.5648533408046195,4.172502171295154,4.5648533408046195
ctrpv2,1,cytarabine_hydrochloride,residualized,4.418462125032746,3.712828968225868,6.145046879449101
ctrpv2,1,cytarabine_hydrochloride,irm,4.800436954322327,4.199080517327408,4.800436954322327
ctrpv2,1,cytochalasin_B,baseline,1.9993959801820271,1.996106647358359,1.9993959801820271
ctrpv2,1,cytochalasin_B,marginal,2.0276307059302234,1.9789588197188344,2.0276307059302234
ctrpv2,1,cytochalasin_B,residualized,2.079649440920479,1.8884305933908991,6.944913944215543
ctrpv2,1,cytochalasin_B,irm,2.2111296832314977,2.0025949487739636,2.2111296832314977
ctrpv2,1,decitabine-carboplatin_(1-1_mol-mol),baseline,5.064298242546664,4.850757744854305,5.064298242546664
ctrpv2,1,decitabine-carboplatin_(1-1_mol-mol),marginal,4.608100979560943,4.225973375109282,4.608100979560943
ctrpv2,1,decitabine-carboplatin_(1-1_mol-mol),residualized,4.698498681736086,3.881412171649008,11.950048508044803
ctrpv2,1,decitabine-carboplatin_(1-1_mol-mol),irm,5.130688986517209,4.2198540370492905,5.130688986517209
ctrpv2,1,decitabine-navitoclax_(2-1_mol-mol),baseline,4.127311700694701,4.1203243059359265,4.127311700694701
ctrpv2,1,decitabine-navitoclax_(2-1_mol-mol),marginal,3.437914278857951,3.338755190523795,3.437914278857951
ctrpv2,1,decitabine-navitoclax_(2-1_mol-mol),residualized,3.465091289433776,3.134277568219154,6.340313128171279
ctrpv2,1,decitabine-navitoclax_(2-1_mol-mol),irm,3.8527988719599224,3.403984448871252,3.8527988719599224
ctrpv2,1,decitabine,baseline,8.564713966817537,8.08415265363385,8.564713966817537
ctrpv2,1,decitabine,marginal,7.759888444438604,7.096162746693994,7.759888444438604
ctrpv2,1,decitabine,residualized,8.618484745106146,6.98021900260668,12.141877118683926
ctrpv2,1,decitabine,irm,8.180914969179927,7.254074559628129,8.180914969179927
ctrpv2,1,docetaxel-tanespimycin_(2-1_mol-mol),baseline,8.573076369759296,8.519304814387727,8.573076369759296
ctrpv2,1,docetaxel-tanespimycin_(2-1_mol-mol),marginal,7.678193223930177,7.312364420829838,7.678193223930177
ctrpv2,1,docetaxel-tanespimycin_(2-1_mol-mol),residualized,7.764285956265442,7.133184504328169,20.217052200313056
ctrpv2,1,docetaxel-tanespimycin_(2-1_mol-mol),irm,8.380119692783602,7.83461717912213,8.380119692783602
ctrpv2,1,doxorubicin-navitoclax_(2-1_mol-mol),baseline,1.5100503070784665,1.5091144852733678,1.5100503070784665
ctrpv2,1,doxorubicin-navitoclax_(2-1_mol-mol),marginal,1.2689288003947878,1.1923448992639085,1.2689288003947878
ctrpv2,1,doxorubicin-navitoclax_(2-1_mol-mol),residualized,1.2321054249291385,1.1530425476457173,3.5467077003994167
ctrpv2,1,doxorubicin-navitoclax_(2-1_mol-mol),irm,1.4589590442347933,1.2798077675668718,1.4589590442347933
ctrpv2,1,elocalcitol,baseline,1.5367160783781062,1.5329374005748608,1.5367160783781062
ctrpv2,1,elocalcitol,marginal,1.8082790093404402,1.7510328016100027,1.8082790093404402
ctrpv2,1,elocalcitol,residualized,1.5943905805194483,1.4671055607773713,13.022016336646699
ctrpv2,1,elocalcitol,irm,2.06012443469722,1.787050294251693,2.06012443469722
ctrpv2,1,epigallocatechin-3-monogallate,baseline,0.8157571637190365,0.8154700868329442,0.8157571637190365
ctrpv2,1,epigallocatechin-3-monogallate,marginal,1.2425634229893667,1.1450605155031104,1.2425634229893667
ctrpv2,1,epigallocatechin-3-monogallate,residualized,0.761208226854871,0.7010247549584098,22.54389962095432
ctrpv2,1,epigallocatechin-3-monogallate,irm,1.3835754533044868,1.2372020389904217,1.3835754533044868
ctrpv2,1,erastin,baseline,2.3903913893169104,2.3883842682289247,2.3903913893169104
ctrpv2,1,erastin,marginal,2.2695938879116446,2.158187865730804,2.2695938879116446
ctrpv2,1,erastin,residualized,2.22640340311428,2.017720220116862,6.08221774625726
ctrpv2,1,erastin,irm,2.625194070043433,2.3458394016400965,2.625194070043433
ctrpv2,1,erlotinib-PLX-4032_(2-1_mol-mol),baseline,1.9574770135933928,1.9545158288194586,1.9574770135933928
ctrpv2,1,erlotinib-PLX-4032_(2-1_mol-mol),marginal,2.0683260856202903,1.9150723271156456,2.0683260856202903
ctrpv2,1,erlotinib-PLX-4032_(2-1_mol-mol),residualized,1.8868135007930578,1.72946154466666,9.55841095082575
ctrpv2,1,erlotinib-PLX-4032_(2-1_mol-mol),irm,2.473832509117037,2.123341830224876,2.473832509117037
ctrpv2,1,etomoxir,baseline,0.3914738032052554,0.38953939133502935,0.3914738032052554
ctrpv2,1,etomoxir,marginal,1.187430932438817,1.0058472085368548,1.187430932438817
ctrpv2,1,etomoxir,residualized,0.4089465218597545,0.35478753057400325,34.15196964803648
ctrpv2,1,etomoxir,irm,1.5986361413504726,1.1255861751124143,1.5986361413504726
ctrpv2,1,fingolimod,baseline,0.20492329282886346,0.20478208398363204,0.20492329282886346
ctrpv2,1,fingolimod,marginal,0.313171320346112,0.28875624052463544,0.313171320346112
ctrpv2,1,fingolimod,residualized,0.2039889283640709,0.1925916598605362,5.511965351811845
ctrpv2,1,fingolimod,irm,0.5023431320145009,0.37678040931869405,0.5023431320145009
ctrpv2,1,fluvastatin,baseline,1.5873773176235395,1.58636782635988,1.5873773176235395
ctrpv2,1,fluvastatin,marginal,1.5423095125032542,1.467615999165483,1.5423095125032542
ctrpv2,1,fluvastatin,residualized,1.5114976897955417,1.4203747240243776,8.115197850476159
ctrpv2,1,fluvastatin,irm,1.8721366574914788,1.6296675296131085,1.8721366574914788
ctrpv2,1,fumonisin_B1,baseline,2.2406362203212797,2.1944104597157175,2.2406362203212797
ctrpv2,1,fumonisin_B1,marginal,4.762968699233231,3.6900761554711377,4.762968699233231
ctrpv2,1,fumonisin_B1,residualized,2.2455908348454345,1.5867141572006587,40.66740654319864
ctrpv2,1,fumonisin_B1,irm,9.0466374366214,2.9822595387744957,9.0466374366214
ctrpv2,1,gossypol,baseline,0.5135586240377976,0.5119476716043833,0.5135586240377976
ctrpv2,1,gossypol,marginal,0.5904086863571775,0.5584571108305803,0.5904086863571775
ctrpv2,1,gossypol,residualized,0.4711061326766001,0.43374838579501845,5.455808310370583
ctrpv2,1,gossypol,irm,0.7179565926768422,0.5917067639419316,0.7179565926768422
ctrpv2,1,hyperforin,baseline,1.2028143387299917,1.1974955836899608,1.2028143387299917
ctrpv2,1,hyperforin,marginal,1.3851991015706446,1.2039870089097071,1.3851991015706446
ctrpv2,1,hyperforin,residualized,1.1623408606885886,0.8860386357524498,7.202242974006816
ctrpv2,1,hyperforin,irm,1.7381001853200397,1.247353785602451,1.7381001853200397
ctrpv2,1,importazole,baseline,0.9480972992824075,0.947253199780749,0.9480972992824075
ctrpv2,1,importazole,marginal,1.1511842600278845,1.0804163618752272,1.1511842600278845
ctrpv2,1,importazole,residualized,1.031913043694445,0.9165320208898844,8.34361524841959
ctrpv2,1,importazole,irm,1.7005382584328474,1.1256571725913265,1.7005382584328474
ctrpv2,1,indisulam,baseline,2.3038358596851434,2.2999343863827897,2.3038358596851434
ctrpv2,1,indisulam,marginal,1.7111070893239,1.6543240877032954,1.7111070893239
ctrpv2,1,indisulam,residualized,1.86974932399251,1.6514893306479934,9.065233505179553
ctrpv2,1,indisulam,irm,2.0704239869237875,1.8949650201418164,2.0704239869237875
ctrpv2,1,isoevodiamine,baseline,0.8755025847678005,0.8738311460400154,0.8755025847678005
ctrpv2,1,isoevodiamine,marginal,0.873338656996895,0.8251824126022377,0.873338656996895
ctrpv2,1,isoevodiamine,residualized,0.8809692386650261,0.7964635401426414,1.8654291161347105
ctrpv2,1,isoevodiamine,irm,1.006562653819604,0.7963083472206484,1.006562653819604
ctrpv2,1,isoliquiritigenin,baseline,0.2645501771830432,0.26243834497661744,0.2645501771830432
ctrpv2,1,isoliquiritigenin,marginal,0.9690216332700321,0.8298897056598918,0.9690216332700321
ctrpv2,1,isoliquiritigenin,residualized,0.29622628410828034,0.23089931990673895,10.59848465548255
ctrpv2,1,isoliquiritigenin,irm,1.2645514088705032,0.5907755307781163,1.2645514088705032
ctrpv2,1,itraconazole,baseline,5.024433240298188,4.945471372179605,5.024433240298188
ctrpv2,1,itraconazole,marginal,4.540412350024318,3.870664786893547,4.540412350024318
ctrpv2,1,itraconazole,residualized,5.773668967114105,4.03499027676044,10.495165350016581
ctrpv2,1,itraconazole,irm,4.599164096170691,3.74256480696014,4.599164096170691
ctrpv2,1,lenvatinib,baseline,2.643286793511764,2.639549033727459,2.643286793511764
ctrpv2,1,lenvatinib,marginal,2.9750656309405406,2.717168327927097,2.9750656309405406
ctrpv2,1,lenvatinib,residualized,2.6439521230451435,2.247347110638299,15.37690263292209
ctrpv2,1,lenvatinib,irm,3.8650830065173247,2.9598821798049526,3.8650830065173247
ctrpv2,1,leptomycin_B,baseline,6.704052587268355,6.694711868598891,6.704052587268355
ctrpv2,1,leptomycin_B,marginal,7.142983760106771,6.945927344210828,7.142983760106771
ctrpv2,1,leptomycin_B,residualized,6.828499953547021,6.220327409469215,31.091306341344954
ctrpv2,1,leptomycin_B,irm,7.801930183247001,7.244828265417242,7.801930183247001
ctrpv2,1,lomeguatrib,baseline,0.22778098136904584,0.22756869258152623,0.22778098136904584
ctrpv2,1,lomeguatrib,marginal,0.5823426873108882,0.5112168463628632,0.5823426873108882
ctrpv2,1,lomeguatrib,residualized,0.24682661611464252,0.22474137973814787,17.831382851115375
ctrpv2,1,lomeguatrib,irm,0.8162617430600215,0.5652043722978015,0.8162617430600215
ctrpv2,1,lovastatin,baseline,1.5745290547635487,1.573580678904441,1.5745290547635487
ctrpv2,1,lovastatin,marginal,1.4830855323511796,1.4018260248214636,1.4830855323511796
ctrpv2,1,lovastatin,residualized,1.4761486328452276,1.363692628510115,8.617534731290254
ctrpv2,1,lovastatin,irm,1.883097496260385,1.618519719332382,1.883097496260385
ctrpv2,1,manumycin_A,baseline,0.8895253174458232,0.8889023771232776,0.8895253174458232
ctrpv2,1,manumycin_A,marginal,0.8058077685152955,0.7705118106207084,0.8058077685152955
ctrpv2,1,manumycin_A,residualized,0.824854146767929,0.7412085936984852,5.4182758604348535
ctrpv2,1,manumycin_A,irm,1.071307758561228,0.9069568883498201,1.071307758561228
ctrpv2,1,marinopyrrole_A,baseline,0.5178403446802489,0.5164729224070538,0.5178403446802489
ctrpv2,1,marinopyrrole_A,marginal,0.5000349245453841,0.48378692861532663,0.5000349245453841
ctrpv2,1,marinopyrrole_A,residualized,0.4936315640190255,0.42450459188821843,2.4644414554106278
ctrpv2,1,marinopyrrole_A,irm,0.7093294728056503,0.5605024764883608,0.7093294728056503
ctrpv2,1,methylstat,baseline,0.5438623316981632,0.5429432437723191,0.5438623316981632
ctrpv2,1,methylstat,marginal,0.589386699695218,0.547374115664861,0.589386699695218
ctrpv2,1,methylstat,residualized,0.46322368641943695,0.41395885488257617,6.63038162010151
ctrpv2,1,methylstat,irm,0.711598685488041,0.5434497073145715,0.711598685488041
ctrpv2,1,mim1,baseline,0.7275277198177812,0.7257147609622566,0.7275277198177812
ctrpv2,1,mim1,marginal,0.966555530214596,0.9001464055815647,0.966555530214596
ctrpv2,1,mim1,residualized,0.7027048062854186,0.6555143055863676,15.038015139935307
ctrpv2,1,mim1,irm,1.1511572583976712,0.940577245368359,1.1511572583976712
ctrpv2,1,momelotinib,baseline,0.6026675853112774,0.6020299033773118,0.6026675853112774
ctrpv2,1,momelotinib,marginal,0.6477662586770027,0.6241730749128384,0.6477662586770027
ctrpv2,1,momelotinib,residualized,0.5758644077774352,0.523088615364254,4.541998357459626
ctrpv2,1,momelotinib,irm,0.9791282817122402,0.7986165513713348,0.9791282817122402
ctrpv2,1,myricetin,baseline,0.6186004335131035,0.6172009091512293,0.6186004335131035
ctrpv2,1,myricetin,marginal,1.1357350406106372,0.98397614081848,1.1357350406106372
ctrpv2,1,myricetin,residualized,0.6143376721055194,0.5283096367296871,20.62617975695427
ctrpv2,1,myricetin,irm,1.5766948132227288,1.1563310822465107,1.5766948132227288
ctrpv2,1,nakiterpiosin,baseline,1.905723176401575,1.9042725839025345,1.905723176401575
ctrpv2,1,nakiterpiosin,marginal,1.929816008302274,1.8537076305473505,1.929816008302274
ctrpv2,1,nakiterpiosin,residualized,1.9101140514761745,1.7409399880461849,2.063437619982343
ctrpv2,1,nakiterpiosin,irm,2.0615178299247825,1.8793566496769956,2.0615178299247825
ctrpv2,1,narciclasine,baseline,1.5751563429280784,1.5737070586180777,1.5751563429280784
ctrpv2,1,narciclasine,marginal,1.3630304708648278,1.2865134892147627,1.3630304708648278
ctrpv2,1,narciclasine,residualized,1.3339981169026407,1.2251582016404035,6.3158809422179925
ctrpv2,1,narciclasine,irm,1.6698247787573137,1.4175464475074022,1.6698247787573137
ctrpv2,1,navitoclax-MST-312_(1-1_mol-mol),baseline,1.1067577980513066,1.1063024140255502,1.1067577980513066
ctrpv2,1,navitoclax-MST-312_(1-1_mol-mol),marginal,0.9869480280891743,0.9466565594463185,0.9869480280891743
ctrpv2,1,navitoclax-MST-312_(1-1_mol-mol),residualized,1.028382493372575,0.9623834011091696,1.9244899901315948
ctrpv2,1,navitoclax-MST-312_(1-1_mol-mol),irm,1.2456536324475806,1.0455478868996286,1.2456536324475806
ctrpv2,1,navitoclax-PLX-4032_(1-1_mol-mol),baseline,4.024446681637878,4.018528503722211,4.024446681637878
ctrpv2,1,navitoclax-PLX-4032_(1-1_mol-mol),marginal,3.155532992412969,3.0579438473887937,3.155532992412969
ctrpv2,1,navitoclax-PLX-4032_(1-1_mol-mol),residualized,3.507746993922178,3.086180292676834,5.546839650281787
ctrpv2,1,navitoclax-PLX-4032_(1-1_mol-mol),irm,3.22350754153185,3.066964722081888,3.22350754153185
ctrpv2,1,navitoclax-birinapant_(1-1_mol-mol),baseline,4.92141886175992,4.907748537227952,4.92141886175992
ctrpv2,1,navitoclax-birinapant_(1-1_mol-mol),marginal,4.402940338474074,4.2174011498152195,4.402940338474074
ctrpv2,1,navitoclax-birinapant_(1-1_mol-mol),residualized,4.531767053670572,4.150477049140067,5.568147631098523
ctrpv2,1,navitoclax-birinapant_(1-1_mol-mol),irm,4.69875376240818,4.288329022192823,4.69875376240818
ctrpv2,1,navitoclax-gemcitabine_(1-1_mol-mol),baseline,4.599012084047784,4.597318257749557,4.599012084047784
ctrpv2,1,navitoclax-gemcitabine_(1-1_mol-mol),marginal,4.226016067764399,4.111666242235441,4.226016067764399
ctrpv2,1,navitoclax-gemcitabine_(1-1_mol-mol),residualized,4.30962421146345,4.053398349637812,7.5587827012599815
ctrpv2,1,navitoclax-gemcitabine_(1-1_mol-mol),irm,5.070847006044088,4.332868990423168,5.070847006044088
ctrpv2,1,navitoclax-piperlongumine_(1-1_mol-mol),baseline,2.4043268154591835,2.40315938314373,2.4043268154591835
ctrpv2,1,navitoclax-piperlongumine_(1-1_mol-mol),marginal,2.0838052003445844,2.0256912930236255,2.0838052003445844
ctrpv2,1,navitoclax-piperlongumine_(1-1_mol-mol),residualized,2.1392455177833933,1.977615624369599,4.3611920642139035
ctrpv2,1,navitoclax-piperlongumine_(1-1_mol-mol),irm,2.3477451037898587,2.2039066752459746,2.3477451037898587
ctrpv2,1,navitoclax-pluripotin_(1-1_mol-mol),baseline,1.6449081385118194,1.6446076841879445,1.6449081385118194
ctrpv2,1,navitoclax-pluripotin_(1-1_mol-mol),marginal,1.5904854991535036,1.5540060332460062,1.5904854991535036
ctrpv2,1,navitoclax-pluripotin_(1-1_mol-mol),residualized,1.7323896967941905,1.6391057457389746,2.8107237659364324
ctrpv2,1,navitoclax-pluripotin_(1-1_mol-mol),irm,1.901073675598752,1.5861112846861756,1.901073675598752
ctrpv2,1,navitoclax-sorafenib_(1-1_mol-mol),baseline,2.2734440285431536,2.263623298960976,2.2734440285431536
ctrpv2,1,navitoclax-sorafenib_(1-1_mol-mol),marginal,2.202014662199151,2.1087541449747658,2.202014662199151
ctrpv2,1,navitoclax-sorafenib_(1-1_mol-mol),residualized,2.2323021476194573,2.0298450128457617,4.521220050353189
ctrpv2,1,navitoclax-sorafenib_(1-1_mol-mol),irm,2.4724696124104297,2.1840348476405977,2.4724696124104297
ctrpv2,1,necrostatin-1,baseline,0.21313702696134385,0.21292956678442898,0.21313702696134385
ctrpv2,1,necrostatin-1,marginal,0.8852221561962119,0.756405593122839,0.8852221561962119
ctrpv2,1,necrostatin-1,residualized,0.22569136354513167,0.21266425121290541,37.18446171138445
ctrpv2,1,necrostatin-1,irm,1.4769327692971175,1.0231235789812076,1.4769327692971175
ctrpv2,1,necrostatin-7,baseline,1.1083964516601348,1.0960093980163834,1.1083964516601348
ctrpv2,1,necrostatin-7,marginal,1.7063657086546808,1.4214788451426694,1.7063657086546808
ctrpv2,1,necrostatin-7,residualized,1.1324524682384938,0.7882543546249908,16.836864718962605
ctrpv2,1,necrostatin-7,irm,2.302096583041593,1.5220386184795016,2.302096583041593
ctrpv2,1,necrosulfonamide,baseline,0.7599492350094813,0.7587478581091867,0.7599492350094813
ctrpv2,1,necrosulfonamide,marginal,0.6967055170648022,0.6515546505193992,0.6967055170648022
ctrpv2,1,necrosulfonamide,residualized,0.6770826927903997,0.5993076311968157,5.9722039652039856
ctrpv2,1,necrosulfonamide,irm,1.030160533528374,0.7790746127650464,1.030160533528374
ctrpv2,1,neopeltolide,baseline,1.7236926657544032,1.6912483125616034,1.7236926657544032
ctrpv2,1,neopeltolide,marginal,3.31867293818996,2.911757338586668,3.31867293818996
ctrpv2,1,neopeltolide,residualized,1.7334476525968032,1.0307146260808344,23.818776992990443
ctrpv2,1,neopeltolide,irm,7.014100737746708,2.487353784498475,7.014100737746708
ctrpv2,1,neratinib,baseline,3.0014740144942644,3.0002833572250394,3.0014740144942644
ctrpv2,1,neratinib,marginal,2.743164835199984,2.559735215216034,2.743164835199984
ctrpv2,1,neratinib,residualized,2.783458536882069,2.4955591623664337,3.4418506187412725
ctrpv2,1,neratinib,irm,2.9278904532215133,2.6058803343155406,2.9278904532215133
ctrpv2,1,niclosamide,baseline,0.5136121784469734,0.513300962428275,0.5136121784469734
ctrpv2,1,niclosamide,marginal,0.5103928016958886,0.49262993823344536,0.5103928016958886
ctrpv2,1,niclosamide,residualized,0.5235320973996274,0.4869871705189568,0.7891059361480305
ctrpv2,1,niclosamide,irm,0.6056217091161886,0.5258421027764826,0.6056217091161886
ctrpv2,1,obatoclax,baseline,1.2957995982341428,1.2955512017666528,1.2957995982341428
ctrpv2,1,obatoclax,marginal,1.178000060103843,1.1388544034733998,1.178000060103843
ctrpv2,1,obatoclax,residualized,1.1833536093427985,1.1112623067427225,1.5886361053831428
ctrpv2,1,obatoclax,irm,1.4441629193517795,1.2032548921895057,1.4441629193517795
ctrpv2,1,oligomycin_A,baseline,17.333935700802698,17.320827748710496,17.333935700802698
ctrpv2,1,oligomycin_A,marginal,16.478530883331242,15.823805864126827,16.478530883331242
ctrpv2,1,oligomycin_A,residualized,17.172565816288,15.59079303142741,19.712818137391274
ctrpv2,1,oligomycin_A,irm,16.510231260400445,15.934330948593365,16.510231260400445
ctrpv2,1,omacetaxine_mepesuccinate,baseline,1.9779733030209425,1.9696000604159698,1.9779733030209425
ctrpv2,1,omacetaxine_mepesuccinate,marginal,1.7958103895919206,1.6924403119535063,1.7958103895919206
ctrpv2,1,omacetaxine_mepesuccinate,residualized,1.7402039838812202,1.5892888386271966,7.017909105012739
ctrpv2,1,omacetaxine_mepesuccinate,irm,2.1404898933904604,1.807303380693828,2.1404898933904604
ctrpv2,1,ouabain,baseline,1.080378116333459,1.0795808260382203,1.080378116333459
ctrpv2,1,ouabain,marginal,1.0121092177067603,0.977554089328632,1.0121092177067603
ctrpv2,1,ouabain,residualized,1.0006703472383307,0.929441570906655,6.28162766465367
ctrpv2,1,ouabain,irm,1.29321465665518,1.1596214846620945,1.29321465665518
ctrpv2,1,pandacostat,baseline,1.0339812060544629,1.0156773509081714,1.0339812060544629
ctrpv2,1,pandacostat,marginal,1.3844703021819176,1.142154535138157,1.3844703021819176
ctrpv2,1,pandacostat,residualized,1.370051712001054,1.1085015477399525,16.22840195210125
ctrpv2,1,pandacostat,irm,2.2858607003928624,1.42085918444643,2.2858607003928624
ctrpv2,1,parbendazole,baseline,2.031676640085548,2.0249452782174546,2.031676640085548
ctrpv2,1,parbendazole,marginal,2.0756114429945174,1.9418097942447337,2.0756114429945174
ctrpv2,1,parbendazole,residualized,2.076267229098294,1.810120163727372,5.263030685589789
ctrpv2,1,parbendazole,irm,2.18509873352276,1.838115899628387,2.18509873352276
ctrpv2,1,phloretin,baseline,0.34917248618989793,0.34605529243193867,0.34917248618989793
ctrpv2,1,phloretin,marginal,0.7784265602465329,0.6999056770683887,0.7784265602465329
ctrpv2,1,phloretin,residualized,0.3279767004106211,0.3077564154688837,30.461678688714706
ctrpv2,1,phloretin,irm,1.0786131152390575,0.8597517369677034,1.0786131152390575
ctrpv2,1,pifithrin-alpha,baseline,1.7730030193422381,1.745238587164693,1.7730030193422381
ctrpv2,1,pifithrin-alpha,marginal,3.2600679599014373,2.6124815965461754,3.2600679599014373
ctrpv2,1,pifithrin-alpha,residualized,1.710050742037592,1.4142888071529827,33.2871935615403
ctrpv2,1,pifithrin-alpha,irm,4.245807849311086,2.630913958910344,4.245807849311086
ctrpv2,1,pifithrin-mu,baseline,0.3117343920384532,0.31083735796885303,0.3117343920384532
ctrpv2,1,pifithrin-mu,marginal,0.47058143446045675,0.4414862524707006,0.47058143446045675
ctrpv2,1,pifithrin-mu,residualized,0.2783273744621266,0.254585081881646,9.38313516253924
ctrpv2,1,pifithrin-mu,irm,0.6677039853185744,0.5093775192420317,0.6677039853185744
ctrpv2,1,piperlongumine-MST-312_(1-1_mol-mol),baseline,0.4703791456370757,0.46966116728025864,0.4703791456370757
ctrpv2,1,piperlongumine-MST-312_(1-1_mol-mol),marginal,0.48231059708342083,0.461851188561506,0.48231059708342083
ctrpv2,1,piperlongumine-MST-312_(1-1_mol-mol),residualized,0.4486260329985372,0.4151163186023736,3.82881895258067
ctrpv2,1,piperlongumine-MST-312_(1-1_mol-mol),irm,0.760329236598901,0.5376086075376308,0.760329236598901
ctrpv2,1,pitstop2,baseline,0.5957651306602758,0.5841703314181818,0.5957651306602758
ctrpv2,1,pitstop2,marginal,1.8666960165432849,1.3942470541583138,1.8666960165432849
ctrpv2,1,pitstop2,residualized,0.5984846989647086,0.40277670778839264,19.557370552739826
