dataset,seed,item,method,n_cells,n_tissues,pearson,wt_pearson,wt_pearson_recon
depmap,4,ATP6V1B2,residualized,1076,29,0.253883560905079,0.16851512724819098,0.10064043333182311
depmap,4,ATP6V1B2,irm,1076,29,0.11229706721834204,0.0667264049350374,0.0667264049350374
depmap,4,ATP6V1F,baseline,1076,29,0.09841358704065105,-0.2795429530426813,-0.2795429530426813
depmap,4,ATP6V1F,marginal,1076,29,0.1009235604324086,0.05443347759163933,0.05443347759163933
depmap,4,ATP6V1F,residualized,1076,29,0.1354220533369416,0.09162035129765268,-0.003051913344028685
depmap,4,ATP6V1F,irm,1076,29,0.006346458290520848,-0.029581549472536616,-0.029581549472536616
depmap,4,BCL2L1,baseline,1076,29,0.22523863984439454,-0.3184218195376964,-0.3184218195376964
depmap,4,BCL2L1,marginal,1076,29,0.3928425825531433,0.29350181258941144,0.29350181258941144
depmap,4,BCL2L1,residualized,1076,29,0.3585051773380353,0.2887954531551996,0.22630122227909058
depmap,4,BCL2L1,irm,1076,29,0.19419153316062504,0.11550923467029377,0.11550923467029377
depmap,4,BUB3,baseline,1076,29,0.1752232447621014,-0.280887675750364,-0.280887675750364
depmap,4,BUB3,marginal,1076,29,0.1880909333029879,0.1362612051666573,0.1362612051666573
depmap,4,BUB3,residualized,1076,29,0.261398619033789,0.2001163454640844,0.1367288869275766
depmap,4,BUB3,irm,1076,29,0.1497847961597608,0.09085205960776323,0.09085205960776323
depmap,4,CBFB,baseline,1076,29,0.6004411054867322,-0.2776302651011773,-0.2776302651011773
depmap,4,CBFB,marginal,1076,29,0.5922978854026895,0.16569270217092905,0.16569270217092905
depmap,4,CBFB,residualized,1076,29,0.6212999728355922,0.2310840757356939,0.16834249472863066
depmap,4,CBFB,irm,1076,29,0.46573689353046877,0.12931630115994797,0.12931630115994797
depmap,4,CCND1,baseline,1076,29,0.4145982382108816,-0.31498594025247223,-0.31498594025247223
depmap,4,CCND1,marginal,1076,29,0.644419153608865,0.5219952126952725,0.5219952126952725
depmap,4,CCND1,residualized,1076,29,0.6323829912901975,0.5237157588088073,0.47624752914148727
depmap,4,CCND1,irm,1076,29,0.5111174456940466,0.39902269501080473,0.39902269501080473
depmap,4,CDAN1,baseline,1076,29,0.31778141087672523,-0.26687055222198486,-0.26687055222198486
depmap,4,CDAN1,marginal,1076,29,0.4060854144944797,0.24283055908698503,0.24283055908698503
depmap,4,CDAN1,residualized,1076,29,0.4312375169535329,0.31688117639454105,0.25235402018781405
depmap,4,CDAN1,irm,1076,29,0.1898215648404679,0.12167731163982158,0.12167731163982158
depmap,4,CDC42,baseline,1076,29,0.32906945057204334,-0.2729859988240695,-0.2729859988240695
depmap,4,CDC42,marginal,1076,29,0.3650253046562299,0.23234062608694106,0.23234062608694106
depmap,4,CDC42,residualized,1076,29,0.3727488553897083,0.2030740844487448,0.14524853262964119
depmap,4,CDC42,irm,1076,29,0.19166577826130668,0.08920130552805138,0.08920130552805138
depmap,4,CDC45,baseline,1076,29,0.10143522864314163,-0.2253501629454513,-0.2253501629454513
depmap,4,CDC45,marginal,1076,29,0.091973036147821,0.06970787962424814,0.06970787962424814
depmap,4,CDC45,residualized,1076,29,0.0804980812518582,0.0329752144385754,-0.03194007776006291
depmap,4,CDC45,irm,1076,29,0.06192636175193764,0.03644897803789077,0.03644897803789077
depmap,4,CDK1,baseline,1076,29,0.26524031336317266,-0.26454485992146215,-0.26454485992146215
depmap,4,CDK1,marginal,1076,29,0.19085476776538748,0.09784515113011583,0.09784515113011583
depmap,4,CDK1,residualized,1076,29,0.2864032421153866,0.13969630900352537,0.06372019479277373
depmap,4,CDK1,irm,1076,29,0.12336631385100214,0.026367745134097717,0.026367745134097717
depmap,4,CDK4,baseline,1076,29,0.2668571720753677,-0.3310375546522775,-0.3310375546522775
depmap,4,CDK4,marginal,1076,29,0.5012491322534803,0.42458677557230345,0.42458677557230345
depmap,4,CDK4,residualized,1076,29,0.4867853053067367,0.4189227693732894,0.36922114453645016
depmap,4,CDK4,irm,1076,29,0.41196188037847997,0.3248054959954989,0.3248054959954989
depmap,4,CDK6,baseline,1076,29,0.4335002969135577,-0.29866175009989593,-0.29866175009989593
depmap,4,CDK6,marginal,1076,29,0.5383274268222911,0.36368336637963533,0.36368336637963533
depmap,4,CDK6,residualized,1076,29,0.5378513075141413,0.36016880882638985,0.31303509809287694
depmap,4,CDK6,irm,1076,29,0.36530682580497215,0.20119580073391782,0.20119580073391782
depmap,4,CENPW,baseline,1076,29,0.10345590778109913,-0.2807702798338938,-0.2807702798338938
depmap,4,CENPW,marginal,1076,29,0.14503769140222791,0.11461731181294536,0.11461731181294536
depmap,4,CENPW,residualized,1076,29,0.16895091945958823,0.1313842804709319,0.057640611774188895
depmap,4,CENPW,irm,1076,29,0.09502828350075972,0.054562497601400396,0.054562497601400396
depmap,4,CFL1,baseline,1076,29,0.44055580137626577,-0.302369431588158,-0.302369431588158
depmap,4,CFL1,marginal,1076,29,0.4903540627649499,0.2578671011024264,0.2578671011024264
depmap,4,CFL1,residualized,1076,29,0.4880388963912612,0.26266055232044616,0.2060548721987176
depmap,4,CFL1,irm,1076,29,0.3421908072656229,0.153411463100814,0.153411463100814
depmap,4,CFLAR,baseline,1076,29,0.3851329489607263,-0.23573760727406992,-0.23573760727406992
depmap,4,CFLAR,marginal,1076,29,0.47386017640386674,0.32578015821525597,0.32578015821525597
depmap,4,CFLAR,residualized,1076,29,0.46491376335270096,0.2973666684826856,0.2482300246241135
depmap,4,CFLAR,irm,1076,29,0.31090278920532766,0.17748918479966072,0.17748918479966072
depmap,4,CHAF1B,baseline,1076,29,0.07006245038621509,-0.2661879974527014,-0.2661879974527014
depmap,4,CHAF1B,marginal,1076,29,0.05198368725459424,0.028106185188018468,0.028106185188018468
depmap,4,CHAF1B,residualized,1076,29,0.14813757148914458,0.1413184834407713,0.06649861095694469
depmap,4,CHAF1B,irm,1076,29,0.03712897671215047,0.03245033050860675,0.03245033050860675
depmap,4,CHMP4B,baseline,1076,29,0.5038402741327702,-0.2792760517044029,-0.2792760517044029
depmap,4,CHMP4B,marginal,1076,29,0.5854630915621493,0.34361237921330207,0.34361237921330207
depmap,4,CHMP4B,residualized,1076,29,0.5896814426875724,0.3694620140264922,0.32182909383617264
depmap,4,CHMP4B,irm,1076,29,0.39329352178528937,0.16694784760193812,0.16694784760193812
depmap,4,COPG1,baseline,1076,29,0.307833737640177,-0.28336422015099444,-0.28336422015099444
depmap,4,COPG1,marginal,1076,29,0.4260685764803785,0.33679477947897657,0.33679477947897657
depmap,4,COPG1,residualized,1076,29,0.4375194660523924,0.3328107093320378,0.29068744036254784
depmap,4,COPG1,irm,1076,29,0.34046768627611323,0.24315668367371793,0.24315668367371793
depmap,4,CRKL,baseline,1076,29,0.4017693342446328,-0.30243499915956706,-0.30243499915956706
depmap,4,CRKL,marginal,1076,29,0.49618686918363536,0.3143813936633476,0.3143813936633476
depmap,4,CRKL,residualized,1076,29,0.4974406628839313,0.32676054637442387,0.2723985203718677
depmap,4,CRKL,irm,1076,29,0.3949674217117828,0.20319449543339327,0.20319449543339327
depmap,4,CTPS1,baseline,1076,29,0.44530328282027065,-0.2747345225016953,-0.2747345225016953
depmap,4,CTPS1,marginal,1076,29,0.5268845978704532,0.32312590455203893,0.32312590455203893
depmap,4,CTPS1,residualized,1076,29,0.5048296846622666,0.2861606295137574,0.23707618091111257
depmap,4,CTPS1,irm,1076,29,0.30232586633169445,0.15628298315220754,0.15628298315220754
depmap,4,DBR1,baseline,1076,29,0.07690593129833671,-0.2790396480766396,-0.2790396480766396
depmap,4,DBR1,marginal,1076,29,0.09471660908803986,0.05514926646364723,0.05514926646364723
depmap,4,DBR1,residualized,1076,29,0.14455785282038974,0.1277871046527096,0.06554833187079695
depmap,4,DBR1,irm,1076,29,0.10700613227244975,0.06887550657171924,0.06887550657171924
depmap,4,DDX3X,baseline,1076,29,0.3698746920620284,-0.27705540233710374,-0.27705540233710374
depmap,4,DDX3X,marginal,1076,29,0.2831056927590506,0.11920195441361625,0.11920195441361625
depmap,4,DDX3X,residualized,1076,29,0.3564496543266133,0.11043850367776731,0.0401539252489146
depmap,4,DDX3X,irm,1076,29,0.16853883955498988,0.051498605235676294,0.051498605235676294
depmap,4,DHFR,baseline,1021,29,0.39552843668001675,-0.23976111255970578,-0.23976111255970578
depmap,4,DHFR,marginal,1021,29,0.4222758700098676,0.24215020061769196,0.24215020061769196
depmap,4,DHFR,residualized,1021,29,0.45686793305244194,0.26450795912024583,0.1992572312615602
depmap,4,DHFR,irm,1021,29,0.2798902085438457,0.11238648699204619,0.11238648699204619
depmap,4,DNAJC9,baseline,1076,29,0.21114375045824735,-0.27887753485504035,-0.27887753485504035
depmap,4,DNAJC9,marginal,1076,29,0.3119464426807347,0.22406753935169096,0.22406753935169096
depmap,4,DNAJC9,residualized,1076,29,0.3107631198261551,0.23239927687362164,0.17531886761939908
depmap,4,DNAJC9,irm,1076,29,0.19929652921942984,0.13760855196543592,0.13760855196543592
depmap,4,DNM2,baseline,1076,29,0.4458742780556216,-0.28592295805531576,-0.28592295805531576
depmap,4,DNM2,marginal,1076,29,0.4072832058980668,0.1959950205461053,0.1959950205461053
depmap,4,DNM2,residualized,1076,29,0.4980621799172979,0.256653554328618,0.1913635717274605
depmap,4,DNM2,irm,1076,29,0.29438307615458736,0.1191935548026518,0.1191935548026518
depmap,4,DONSON,baseline,1076,29,0.06655155407314234,-0.2601562284692561,-0.2601562284692561
depmap,4,DONSON,marginal,1076,29,0.055840898390147366,0.03347000610619273,0.03347000610619273
depmap,4,DONSON,residualized,1076,29,0.07321266989368946,0.04803847423991622,-0.01007050488153954
depmap,4,DONSON,irm,1076,29,0.020469652880167305,0.006556523240932949,0.006556523240932949
depmap,4,DPAGT1,baseline,1076,29,0.2537679731878433,-0.24137894609925875,-0.24137894609925875
depmap,4,DPAGT1,marginal,1076,29,0.2557780858051737,0.15252802522265393,0.15252802522265393
depmap,4,DPAGT1,residualized,1076,29,0.29533593586664925,0.15890628402393173,0.08780169740317333
depmap,4,DPAGT1,irm,1076,29,0.1662332560539015,0.11244150513313274,0.11244150513313274
depmap,4,DTYMK,baseline,1076,29,0.3637097216863079,-0.2943179343571917,-0.2943179343571917
depmap,4,DTYMK,marginal,1076,29,0.4529233550491817,0.3135404533135262,0.3135404533135262
depmap,4,DTYMK,residualized,1076,29,0.48573393326481984,0.346004838709992,0.29804035624105757
depmap,4,DTYMK,irm,1076,29,0.34294539182627226,0.21416273775337538,0.21416273775337538
depmap,4,DUT,baseline,1076,29,0.17811251901335914,-0.29056057116638323,-0.29056057116638323
depmap,4,DUT,marginal,1076,29,0.1774624183169889,0.0981369408601094,0.0981369408601094
depmap,4,DUT,residualized,1076,29,0.17099189491934697,0.06969634056905652,-0.013140244445721974
depmap,4,DUT,irm,1076,29,0.11662143655727585,0.054814471565436056,0.054814471565436056
depmap,4,DYNLRB1,baseline,1076,29,0.2783588414489611,-0.24744737836414554,-0.24744737836414554
depmap,4,DYNLRB1,marginal,1076,29,0.21730041307954956,0.08642961589994554,0.08642961589994554
depmap,4,DYNLRB1,residualized,1076,29,0.2712649697478354,0.08897292847715019,0.013960507652737018
depmap,4,DYNLRB1,irm,1076,29,0.1495496118982322,0.03976232824277528,0.03976232824277528
depmap,4,EEF1A1,baseline,276,21,0.32601410033253114,-0.3695047794931825,-0.3695047794931825
depmap,4,EEF1A1,marginal,276,21,0.13250346694083526,0.018320416165515007,0.018320416165515007
depmap,4,EEF1A1,residualized,276,21,0.3579325915593374,0.17625673771642542,-0.02839252853978206
depmap,4,EEF1A1,irm,276,21,-0.003847038363107795,-0.040581045154696786,-0.040581045154696786
depmap,4,EEF2,baseline,1076,29,0.08315797362936951,-0.2713442427087557,-0.2713442427087557
depmap,4,EEF2,marginal,1076,29,0.04734845346848993,0.0357915373190012,0.0357915373190012
depmap,4,EEF2,residualized,1076,29,0.11947185723016718,0.08961582695512964,-0.010223291583693088
depmap,4,EEF2,irm,1076,29,0.06510790508002694,0.05786207639289063,0.05786207639289063
depmap,4,EFR3A,baseline,1076,29,0.4107597374621126,-0.2566669530154124,-0.2566669530154124
depmap,4,EFR3A,marginal,1076,29,0.6321006539641102,0.5149522501119468,0.5149522501119468
depmap,4,EFR3A,residualized,1076,29,0.6127468309360279,0.5005102956914657,0.4654553367637242
depmap,4,EFR3A,irm,1076,29,0.25821197330853984,0.1805734896820312,0.1805734896820312
depmap,4,EIF1AX,baseline,1076,29,0.2770405229152667,-0.28150727078438637,-0.28150727078438637
depmap,4,EIF1AX,marginal,1076,29,0.15367673462903847,0.05511541660439473,0.05511541660439473
depmap,4,EIF1AX,residualized,1076,29,0.29507492851477685,0.10940856876999513,-0.02080167498017217
depmap,4,EIF1AX,irm,1076,29,0.1405938476164392,0.06252285929624293,0.06252285929624293
depmap,4,EIF4A1,baseline,1076,29,0.12317845177679379,-0.28778939370058354,-0.28778939370058354
depmap,4,EIF4A1,marginal,1076,29,0.23368792926968207,0.19250523671583378,0.19250523671583378
depmap,4,EIF4A1,residualized,1076,29,0.2750802097354727,0.24416631683167464,0.1770558086537403
depmap,4,EIF4A1,irm,1076,29,0.11277999694867898,0.0770448777955332,0.0770448777955332
depmap,4,ELL,baseline,1076,29,0.22625628795165803,-0.2901273737647864,-0.2901273737647864
depmap,4,ELL,marginal,1076,29,0.27681914717000844,0.1972806558398977,0.1972806558398977
depmap,4,ELL,residualized,1076,29,0.3211498721332832,0.2325943847851167,0.1710215677780308
depmap,4,ELL,irm,1076,29,0.22911067304531632,0.16432904565541387,0.16432904565541387
depmap,4,EMC3,baseline,1076,29,0.22574311898735794,-0.23696456893406542,-0.23696456893406542
depmap,4,EMC3,marginal,1076,29,0.3458948053385617,0.24284508163723204,0.24284508163723204
depmap,4,EMC3,residualized,1076,29,0.3147207364419953,0.2317356756339449,0.16776983397149678
depmap,4,EMC3,irm,1076,29,0.1793786662212256,0.14627624023915822,0.14627624023915822
depmap,4,EP300,baseline,1076,29,0.4643090613302427,-0.25050577532852464,-0.25050577532852464
depmap,4,EP300,marginal,1076,29,0.5512224545828739,0.34226338744748586,0.34226338744748586
depmap,4,EP300,residualized,1076,29,0.5302108038847503,0.2981307624944661,0.25488165376668237
depmap,4,EP300,irm,1076,29,0.4100962528954238,0.2017444099881784,0.2017444099881784
depmap,4,ESPL1,baseline,1076,29,0.16026729345765336,-0.28299542411498374,-0.28299542411498374
depmap,4,ESPL1,marginal,1076,29,0.13699041095553513,0.08708016976835938,0.08708016976835938
depmap,4,ESPL1,residualized,1076,29,0.1523046194497847,0.05845733960802216,-0.02303040860426847
depmap,4,ESPL1,irm,1076,29,0.12402919596439807,0.07607424316240512,0.07607424316240512
depmap,4,FAM50A,baseline,1076,29,0.29429697499872276,-0.24210310498082366,-0.24210310498082366
depmap,4,FAM50A,marginal,1076,29,0.3880081899494394,0.2670026739030444,0.2670026739030444
depmap,4,FAM50A,residualized,1076,29,0.3702975026193236,0.25358242887418636,0.19686554009497223
depmap,4,FAM50A,irm,1076,29,0.1976094100078529,0.1567769553613085,0.1567769553613085
depmap,4,FARSB,baseline,1076,29,0.1434384441714503,-0.2624897998603275,-0.2624897998603275
depmap,4,FARSB,marginal,1076,29,0.06979128841930107,0.0232854862934319,0.0232854862934319
depmap,4,FARSB,residualized,1076,29,0.11827681829046817,0.035600664271924536,-0.05341159735042763
depmap,4,FARSB,irm,1076,29,0.013343457464655603,-0.02389231893609013,-0.02389231893609013
depmap,4,FAU,baseline,1076,29,0.09836656381889662,-0.2864968547779074,-0.2864968547779074
depmap,4,FAU,marginal,1076,29,0.1058131373092875,0.07723672488366382,0.07723672488366382
depmap,4,FAU,residualized,1076,29,0.12488585357627574,0.0878786805633997,0.0112552910295492
depmap,4,FAU,irm,1076,29,0.0595896599199118,0.017489240391164947,0.017489240391164947
depmap,4,FERMT2,baseline,1076,29,0.5828082927834279,-0.30527456816528814,-0.30527456816528814
depmap,4,FERMT2,marginal,1076,29,0.7106337181220131,0.4954215872483012,0.4954215872483012
depmap,4,FERMT2,residualized,1076,29,0.7083293986664845,0.49590153271816007,0.45474523654917
depmap,4,FERMT2,irm,1076,29,0.5454808281555527,0.3236618854916403,0.3236618854916403
depmap,4,GGPS1,baseline,1076,29,0.22662118557275454,-0.2651713448350965,-0.2651713448350965
depmap,4,GGPS1,marginal,1076,29,0.2969601897596407,0.2276112530397015,0.2276112530397015
depmap,4,GGPS1,residualized,1076,29,0.3007485162424273,0.20627734945499498,0.14672084068223035
depmap,4,GGPS1,irm,1076,29,0.16609757923112367,0.10778182159818005,0.10778182159818005
depmap,4,GINS2,baseline,1076,29,0.18558954182897883,-0.31099673202577716,-0.31099673202577716
depmap,4,GINS2,marginal,1076,29,0.184585035516021,0.113754073954727,0.113754073954727
depmap,4,GINS2,residualized,1076,29,0.21227498921241644,0.11929244055560047,0.03135735610812499
depmap,4,GINS2,irm,1076,29,0.09346659702143248,0.056134673953128295,0.056134673953128295
depmap,4,GMPS,baseline,1076,29,0.42740756544297487,-0.2724213937460641,-0.2724213937460641
depmap,4,GMPS,marginal,1076,29,0.5139406372972891,0.32981389480987505,0.32981389480987505
depmap,4,GMPS,residualized,1076,29,0.49525115428791594,0.28603798066343317,0.22897365930958835
depmap,4,GMPS,irm,1076,29,0.3210131001077693,0.1442256071086577,0.1442256071086577
depmap,4,GPN2,baseline,1076,29,0.16203417113822285,-0.30119276131219186,-0.30119276131219186
depmap,4,GPN2,marginal,1076,29,0.15698761259071503,0.08818179023753266,0.08818179023753266
depmap,4,GPN2,residualized,1076,29,0.17645412927745385,0.09168575483975967,-0.0065148930654367635
depmap,4,GPN2,irm,1076,29,0.045203943101569326,-0.007273270223034336,-0.007273270223034336
depmap,4,GPX4,baseline,1076,29,0.42646785417859484,-0.30690783275431244,-0.30690783275431244
depmap,4,GPX4,marginal,1076,29,0.42101248147253173,0.21227212412174973,0.21227212412174973
depmap,4,GPX4,residualized,1076,29,0.4733165968484501,0.23399499386633626,0.1662723608968498
depmap,4,GPX4,irm,1076,29,0.3206816086827148,0.14604261020938758,0.14604261020938758
depmap,4,GRB2,baseline,1076,29,0.43543044341116854,-0.28825470951449134,-0.28825470951449134
depmap,4,GRB2,marginal,1076,29,0.4853540216199151,0.3042658881102284,0.3042658881102284
depmap,4,GRB2,residualized,1076,29,0.5110814013071526,0.299692238137796,0.2297958004757661
depmap,4,GRB2,irm,1076,29,0.3620362262476342,0.18958337846915377,0.18958337846915377
depmap,4,GSPT1,baseline,1076,29,0.29922815862264296,-0.2808659164086271,-0.2808659164086271
depmap,4,GSPT1,marginal,1076,29,0.216557069106676,0.09923349909670251,0.09923349909670251
depmap,4,GSPT1,residualized,1076,29,0.32206278108771746,0.14568063291236688,0.07303071119039874
depmap,4,GSPT1,irm,1076,29,0.14221880449748897,0.07246177400942913,0.07246177400942913
depmap,4,GTPBP4,baseline,1076,29,0.010170058599560465,-0.2659009426926651,-0.2659009426926651
depmap,4,GTPBP4,marginal,1076,29,0.01800016670379718,0.003964070761624829,0.003964070761624829
depmap,4,GTPBP4,residualized,1076,29,0.0561950510909717,0.0625547164429909,-0.027765136536623502
depmap,4,GTPBP4,irm,1076,29,-0.006497871811044282,-0.009416312259086517,-0.009416312259086517
depmap,4,GUK1,baseline,1076,29,0.11272817200639257,-0.2776160188398987,-0.2776160188398987
depmap,4,GUK1,marginal,1076,29,0.22403612637182627,0.17386609011737006,0.17386609011737006
depmap,4,GUK1,residualized,1076,29,0.27735573280725356,0.2615638427901223,0.187104549839845
depmap,4,GUK1,irm,1076,29,0.1300826503542801,0.08288753776317763,0.08288753776317763
depmap,4,H2BC15,baseline,1067,29,0.1787131047925357,-0.2737881220394755,-0.2737881220394755
depmap,4,H2BC15,marginal,1067,29,0.13937080299256432,0.07645342557317532,0.07645342557317532
depmap,4,H2BC15,residualized,1067,29,0.1362114165873569,0.012379798607332017,-0.07242984279297557
depmap,4,H2BC15,irm,1067,29,0.051400427323358755,0.0058281956040317365,0.0058281956040317365
depmap,4,HMGCS1,baseline,1076,29,0.1844092868377904,-0.3234786839291601,-0.3234786839291601
depmap,4,HMGCS1,marginal,1076,29,0.14793667700899307,0.08427871545226712,0.08427871545226712
depmap,4,HMGCS1,residualized,1076,29,0.25571456569898254,0.1834194195604013,0.09231423673982395
depmap,4,HMGCS1,irm,1076,29,0.08560382009547907,0.022771133598887244,0.022771133598887244
depmap,4,HNF1B,baseline,1076,29,0.41207020472581235,-0.32761248075400534,-0.32761248075400534
depmap,4,HNF1B,marginal,1076,29,0.6780077356415483,0.5772731476337427,0.5772731476337427
depmap,4,HNF1B,residualized,1076,29,0.6604010416695507,0.5834841733946595,0.5281846874521637
depmap,4,HNF1B,irm,1076,29,0.550209604493594,0.44932194993713864,0.44932194993713864
depmap,4,HNRNPH1,baseline,1076,29,0.2999926841051451,-0.3157352608002289,-0.3157352608002289
depmap,4,HNRNPH1,marginal,1076,29,0.32155919573076175,0.17745837151868082,0.17745837151868082
depmap,4,HNRNPH1,residualized,1076,29,0.36654760593914765,0.24243883500723262,0.18110657576778286
depmap,4,HNRNPH1,irm,1076,29,0.2666672230661248,0.12653376450944442,0.12653376450944442
depmap,4,INTS6,baseline,1076,29,0.21476685442567675,-0.26513879692237496,-0.26513879692237496
depmap,4,INTS6,marginal,1076,29,0.3045136243406986,0.20978914228241305,0.20978914228241305
depmap,4,INTS6,residualized,1076,29,0.2563342031367282,0.15336725069919163,0.0726896432344855
depmap,4,INTS6,irm,1076,29,0.16176818988284147,0.09292184274786175,0.09292184274786175
depmap,4,ITGAV,baseline,1076,29,0.48030247538484605,-0.26248376832574105,-0.26248376832574105
depmap,4,ITGAV,marginal,1076,29,0.680207173810164,0.5388725160548617,0.5388725160548617
depmap,4,ITGAV,residualized,1076,29,0.7018730241411575,0.5797250994535139,0.5483020219929295
depmap,4,ITGAV,irm,1076,29,0.5125686731367515,0.36736803998849393,0.36736803998849393
depmap,4,KEAP1,baseline,1076,29,0.2038597726945691,-0.2867081553220655,-0.2867081553220655
depmap,4,KEAP1,marginal,1076,29,0.341164111689087,0.2541388155457186,0.2541388155457186
depmap,4,KEAP1,residualized,1076,29,0.30436659000263405,0.22843595646599854,0.1660136514343538
depmap,4,KEAP1,irm,1076,29,0.21538460029684103,0.13902853091266734,0.13902853091266734
depmap,4,KIF11,baseline,1076,29,0.16334848535682364,-0.2539139799363438,-0.2539139799363438
depmap,4,KIF11,marginal,1076,29,0.06729213885186594,0.00977238676271615,0.00977238676271615
depmap,4,KIF11,residualized,1076,29,0.17413787639343808,0.08973140362235425,0.023536268808865425
depmap,4,KIF11,irm,1076,29,0.09410653922612988,0.038268673742885714,0.038268673742885714
depmap,4,KIF18A,baseline,1076,29,0.23304318430287913,-0.2763964543030068,-0.2763964543030068
depmap,4,KIF18A,marginal,1076,29,0.3291922720288227,0.23667261573332737,0.23667261573332737
depmap,4,KIF18A,residualized,1076,29,0.35243687872752155,0.2742768728890362,0.2162655568726041
depmap,4,KIF18A,irm,1076,29,0.2186756941445,0.11119042578844401,0.11119042578844401
depmap,4,KLF5,baseline,1076,29,0.5132763548154166,-0.2865187292030327,-0.2865187292030327
depmap,4,KLF5,marginal,1076,29,0.6296296922425528,0.4232346641727672,0.4232346641727672
depmap,4,KLF5,residualized,1076,29,0.6040486875979965,0.381858303661794,0.33519926938244
depmap,4,KLF5,irm,1076,29,0.4735968182612176,0.24265918647195767,0.24265918647195767
depmap,4,KRAS,baseline,1076,29,0.5420279572266935,-0.32555631179367484,-0.32555631179367484
depmap,4,KRAS,marginal,1076,29,0.5772862273490619,0.3729299834067382,0.3729299834067382
depmap,4,KRAS,residualized,1076,29,0.597784400312769,0.3083282916085989,0.24300428053875095
depmap,4,KRAS,irm,1076,29,0.46031065313723457,0.24767498370769295,0.24767498370769295
depmap,4,LONP1,baseline,1076,29,0.1889768417520716,-0.28889012757329086,-0.28889012757329086
depmap,4,LONP1,marginal,1076,29,0.22893956926527473,0.163915470386732,0.163915470386732
depmap,4,LONP1,residualized,1076,29,0.23358516057929163,0.15310967435720882,0.08676336216764935
depmap,4,LONP1,irm,1076,29,0.15681189796221084,0.0959926609912582,0.0959926609912582
depmap,4,LSM8,baseline,1076,29,0.17124721254584066,-0.30038197101914704,-0.30038197101914704
depmap,4,LSM8,marginal,1076,29,0.14626044061802074,0.07077023976754789,0.07077023976754789
depmap,4,LSM8,residualized,1076,29,0.2140678846174893,0.13221124822706243,0.04471154070978819
depmap,4,LSM8,irm,1076,29,0.119247611975436,0.043627258770353367,0.043627258770353367
depmap,4,MAD2L2,baseline,1076,29,0.1822632321141747,-0.2390615431968874,-0.2390615431968874
depmap,4,MAD2L2,marginal,1076,29,0.28248908275237666,0.22450611190861322,0.22450611190861322
depmap,4,MAD2L2,residualized,1076,29,0.29077551154242365,0.24097234189269548,0.1980350962628672
depmap,4,MAD2L2,irm,1076,29,0.18251673402736207,0.14122866188415523,0.14122866188415523
depmap,4,MAGOH,baseline,1076,29,0.1463816174942545,-0.29481442658687207,-0.29481442658687207
depmap,4,MAGOH,marginal,1076,29,0.3591532990998906,0.3105897188322083,0.3105897188322083
depmap,4,MAGOH,residualized,1076,29,0.3583587617734536,0.3369038079499344,0.2796192876565411
depmap,4,MAGOH,irm,1076,29,0.1879430942526298,0.18646245269626344,0.18646245269626344
depmap,4,MARS2,baseline,1076,29,0.12695612152755353,-0.2701790587547319,-0.2701790587547319
depmap,4,MARS2,marginal,1076,29,0.28199288215209733,0.23137068684826112,0.23137068684826112
depmap,4,MARS2,residualized,1076,29,0.28031888569906477,0.2572178889194909,0.1793021501665888
depmap,4,MARS2,irm,1076,29,0.1759409079416388,0.15512089875822338,0.15512089875822338
depmap,4,MAT2A,baseline,1076,29,0.36324704632429705,-0.28028735046034414,-0.28028735046034414
depmap,4,MAT2A,marginal,1076,29,0.26511424075974027,0.1140443969877144,0.1140443969877144
depmap,4,MAT2A,residualized,1076,29,0.36240024821875494,0.1269740052279072,0.040317527289265326
depmap,4,MAT2A,irm,1076,29,0.17560194421417466,0.05967319762747196,0.05967319762747196
depmap,4,MCL1,baseline,1076,29,0.23518370515006473,-0.31399890317577156,-0.31399890317577156
depmap,4,MCL1,marginal,1076,29,0.406944811605287,0.32504732289553273,0.32504732289553273
depmap,4,MCL1,residualized,1076,29,0.3998273178206872,0.3377937862980927,0.2839048595885552
depmap,4,MCL1,irm,1076,29,0.2504213921237894,0.1914148528261064,0.1914148528261064
depmap,4,MDM2,baseline,1076,29,0.40303576540438213,-0.27731522672673525,-0.27731522672673525
depmap,4,MDM2,marginal,1076,29,0.6778939901891493,0.5672005958728874,0.5672005958728874
depmap,4,MDM2,residualized,1076,29,0.6430824160464464,0.5538518513984882,0.4980321117141898
depmap,4,MDM2,irm,1076,29,0.5491020821652639,0.40533531869489486,0.40533531869489486
depmap,4,MED1,baseline,1076,29,0.2344682729715006,-0.2937784081468958,-0.2937784081468958
depmap,4,MED1,marginal,1076,29,0.44588814676286986,0.35610454286919363,0.35610454286919363
depmap,4,MED1,residualized,1076,29,0.3985080178875277,0.3326340391586045,0.27838121140328276
depmap,4,MED1,irm,1076,29,0.3161847124235208,0.2752996213548864,0.2752996213548864
depmap,4,MED12,baseline,1076,29,0.3630829225481531,-0.3112156936395759,-0.3112156936395759
depmap,4,MED12,marginal,1076,29,0.46207763170404414,0.299125544756334,0.299125544756334
depmap,4,MED12,residualized,1076,29,0.470951772896012,0.3202237870237848,0.24836661449517694
depmap,4,MED12,irm,1076,29,0.3819647416845547,0.22491673620494546,0.22491673620494546
depmap,4,MMS22L,baseline,1076,29,0.05771509293212978,-0.2855898788704668,-0.2855898788704668
