dataset,seed,item,method,n_cells,n_tissues,pearson,wt_pearson,wt_pearson_recon
ctrpv2,1,omacetaxine_mepesuccinate,residualized,557,23,0.605747965837076,0.36998132025317393,0.2926893581684864
ctrpv2,1,omacetaxine_mepesuccinate,irm,557,23,0.5538217848754472,0.2906175004486453,0.2906175004486453
ctrpv2,1,ouabain,baseline,728,23,0.34674849420056825,-0.336186068826784,-0.336186068826784
ctrpv2,1,ouabain,marginal,728,23,0.4603404657063576,0.3017383135028244,0.3017383135028244
ctrpv2,1,ouabain,residualized,728,23,0.442731178220422,0.30009189470287534,0.2235507868472973
ctrpv2,1,ouabain,irm,728,23,0.3512655681411056,0.21970333041438947,0.21970333041438947
ctrpv2,1,pandacostat,baseline,171,21,0.27656272900419,-0.4959852764284184,-0.4959852764284184
ctrpv2,1,pandacostat,marginal,171,21,0.25972525717465633,0.12398246249528204,0.12398246249528204
ctrpv2,1,pandacostat,residualized,171,21,0.14831131427571473,-0.08176779531880647,-0.2467635435304029
ctrpv2,1,pandacostat,irm,171,21,0.10667570026382908,0.03158508402247676,0.03158508402247676
ctrpv2,1,parbendazole,baseline,472,23,0.4405573388623364,-0.4649169366025678,-0.4649169366025678
ctrpv2,1,parbendazole,marginal,472,23,0.43569872645038404,0.13817743844202707,0.13817743844202707
ctrpv2,1,parbendazole,residualized,472,23,0.4327567793307978,0.09847207763855723,-0.11509341391045602
ctrpv2,1,parbendazole,irm,472,23,0.442940737634796,0.15689704495247722,0.15689704495247722
ctrpv2,1,phloretin,baseline,763,23,0.46375822978807124,-0.29258830909041506,-0.29258830909041506
ctrpv2,1,phloretin,marginal,763,23,0.3620839637692065,0.21044395516800643,0.21044395516800643
ctrpv2,1,phloretin,residualized,763,23,0.5225955781188267,0.2830543950598668,0.22513951897296727
ctrpv2,1,phloretin,irm,763,23,0.2888029067957174,0.13514071798186703,0.13514071798186703
ctrpv2,1,pifithrin-alpha,baseline,164,20,0.31285938919106754,-0.3852991819725029,-0.3852991819725029
ctrpv2,1,pifithrin-alpha,marginal,164,20,0.16051642470718955,0.015809468793229368,0.015809468793229368
ctrpv2,1,pifithrin-alpha,residualized,164,20,0.3735657579849262,0.2136093899638349,-0.0023658081112384916
ctrpv2,1,pifithrin-alpha,irm,164,20,0.09680403903242879,-0.030859691962859558,-0.030859691962859558
ctrpv2,1,pifithrin-mu,baseline,502,22,0.4067874516511656,-0.3159931817493943,-0.3159931817493943
ctrpv2,1,pifithrin-mu,marginal,502,22,0.3576937467592599,0.17675290460369977,0.17675290460369977
ctrpv2,1,pifithrin-mu,residualized,502,22,0.5119458994170298,0.3511588361088346,0.2710874781571305
ctrpv2,1,pifithrin-mu,irm,502,22,0.2852184458765007,0.14590978843187338,0.14590978843187338
ctrpv2,1,piperlongumine-MST-312_(1-1_mol-mol),baseline,719,23,0.4018130151065431,-0.3139729195618396,-0.3139729195618396
ctrpv2,1,piperlongumine-MST-312_(1-1_mol-mol),marginal,719,23,0.4610123622560008,0.2790354143728702,0.2790354143728702
ctrpv2,1,piperlongumine-MST-312_(1-1_mol-mol),residualized,719,23,0.4634022008159987,0.26758001318697183,0.18625126517037477
ctrpv2,1,piperlongumine-MST-312_(1-1_mol-mol),irm,719,23,0.37736899254436695,0.22773696104003202,0.22773696104003202
ctrpv2,1,pitstop2,baseline,116,22,-0.04766437692834602,-0.6282586142604519,-0.6282586142604519
ctrpv2,1,pitstop2,marginal,116,22,0.13889558601024063,0.1331137487049659,0.1331137487049659
ctrpv2,1,pitstop2,residualized,116,22,0.01456447554088096,0.09527059731833308,-0.4569492619939207
ctrpv2,1,pitstop2,irm,116,22,0.11076579600290187,0.21126776334341746,0.21126776334341746
ctrpv2,1,pluripotin,baseline,711,23,0.22275305422792938,-0.27498701769304845,-0.27498701769304845
ctrpv2,1,pluripotin,marginal,711,23,0.29480584716051794,0.18058691080204897,0.18058691080204897
ctrpv2,1,pluripotin,residualized,711,23,0.34505816652186266,0.27607919727030283,0.20914701630143032
ctrpv2,1,pluripotin,irm,711,23,0.25952127739639563,0.17512989367143858,0.17512989367143858
ctrpv2,1,prochlorperazine,baseline,683,22,0.3078970722705619,-0.311481605911765,-0.311481605911765
ctrpv2,1,prochlorperazine,marginal,683,22,0.12128225245042665,0.012728021916608961,0.012728021916608961
ctrpv2,1,prochlorperazine,residualized,683,22,0.311417350916176,0.1255387148772092,0.04287112583548392
ctrpv2,1,prochlorperazine,irm,683,22,0.11234028352507,0.0029836614650874645,0.0029836614650874645
ctrpv2,1,purmorphamine,baseline,101,20,0.3662380658372168,-0.5216568704118599,-0.5216568704118599
ctrpv2,1,purmorphamine,marginal,101,20,0.33067013423844144,0.13356345849862208,0.13356345849862208
ctrpv2,1,purmorphamine,residualized,101,20,0.32274378487971866,-0.17854846299097538,-0.4661575235850498
ctrpv2,1,purmorphamine,irm,101,20,0.3705780422407019,0.09713698914291408,0.09713698914291408
ctrpv2,1,pyrazolanthrone,baseline,428,23,0.2814666664141943,-0.44154846537997744,-0.44154846537997744
ctrpv2,1,pyrazolanthrone,marginal,428,23,0.41810134369960544,0.2341669961282373,0.2341669961282373
ctrpv2,1,pyrazolanthrone,residualized,428,23,0.3743920405677105,0.24744729014684208,0.07218306547516479
ctrpv2,1,pyrazolanthrone,irm,428,23,0.2877687583060396,0.10163289605065412,0.10163289605065412
ctrpv2,1,regorafenib,baseline,305,22,0.2071258219056319,-0.40111766406967564,-0.40111766406967564
ctrpv2,1,regorafenib,marginal,305,22,0.2510110489102574,0.11746524544050821,0.11746524544050821
ctrpv2,1,regorafenib,residualized,305,22,0.22915910220830593,0.11097091732451514,-0.11204810302733327
ctrpv2,1,regorafenib,irm,305,22,0.12282969488490557,0.014364344591600948,0.014364344591600948
ctrpv2,1,rigosertib,baseline,460,23,0.22384879425963583,-0.3266841188255431,-0.3266841188255431
ctrpv2,1,rigosertib,marginal,460,23,0.11834982896959421,0.0005293884967254081,0.0005293884967254081
ctrpv2,1,rigosertib,residualized,460,23,0.21804053936199247,0.06693559157066858,-0.0784725062425961
ctrpv2,1,rigosertib,irm,460,23,0.14796561731666294,-0.048233926755920586,-0.048233926755920586
ctrpv2,1,salermide-PLX-4032_(12-1_mol-mol),baseline,387,22,0.37255225141765036,-0.37311261845865185,-0.37311261845865185
ctrpv2,1,salermide-PLX-4032_(12-1_mol-mol),marginal,387,22,0.23332346234668316,0.06253639527221537,0.06253639527221537
ctrpv2,1,salermide-PLX-4032_(12-1_mol-mol),residualized,387,22,0.38981712788358136,0.12626334840146303,-0.06789441742205087
ctrpv2,1,salermide-PLX-4032_(12-1_mol-mol),irm,387,22,0.22326682241263193,0.061081895080192114,0.061081895080192114
ctrpv2,1,salermide,baseline,228,22,0.27626257774502505,-0.49009275310488715,-0.49009275310488715
ctrpv2,1,salermide,marginal,228,22,0.30203295592159396,0.10267499690853936,0.10267499690853936
ctrpv2,1,salermide,residualized,228,22,0.278286814162025,0.0558864097225068,-0.24055357268408364
ctrpv2,1,salermide,irm,228,22,0.15467257593469433,-0.046247618311684294,-0.046247618311684294
ctrpv2,1,selumetinib-BRD-A02303741_(4-1_mol-mol),baseline,574,22,0.38606666360026193,-0.3893169179292199,-0.3893169179292199
ctrpv2,1,selumetinib-BRD-A02303741_(4-1_mol-mol),marginal,574,22,0.49842092854914893,0.32538551336054294,0.32538551336054294
ctrpv2,1,selumetinib-BRD-A02303741_(4-1_mol-mol),residualized,574,22,0.5007620397294943,0.3538295907706518,0.23290100959912238
ctrpv2,1,selumetinib-BRD-A02303741_(4-1_mol-mol),irm,574,22,0.42607718084338986,0.244777952542162,0.244777952542162
ctrpv2,1,selumetinib-GDC-0941_(4-1_mol-mol),baseline,760,23,0.34276641117258416,-0.31486148386589047,-0.31486148386589047
ctrpv2,1,selumetinib-GDC-0941_(4-1_mol-mol),marginal,760,23,0.4730378574519401,0.3227329793306394,0.3227329793306394
ctrpv2,1,selumetinib-GDC-0941_(4-1_mol-mol),residualized,760,23,0.4442620700763501,0.30614296470297864,0.23216014200590804
ctrpv2,1,selumetinib-GDC-0941_(4-1_mol-mol),irm,760,23,0.39462767107068947,0.2597174710134797,0.2597174710134797
ctrpv2,1,selumetinib-JQ-1_(4-1_mol-mol),baseline,738,23,0.4681305552495033,-0.3062013618279628,-0.3062013618279628
ctrpv2,1,selumetinib-JQ-1_(4-1_mol-mol),marginal,738,23,0.5102103138143383,0.25014733994921495,0.25014733994921495
ctrpv2,1,selumetinib-JQ-1_(4-1_mol-mol),residualized,738,23,0.49598137153158445,0.211303921352468,0.12950636312760092
ctrpv2,1,selumetinib-JQ-1_(4-1_mol-mol),irm,738,23,0.4513812667694347,0.18988876768941335,0.18988876768941335
ctrpv2,1,selumetinib-MK-2206_(8-1_mol-mol),baseline,737,23,0.37756971705751646,-0.28436075825232404,-0.28436075825232404
ctrpv2,1,selumetinib-MK-2206_(8-1_mol-mol),marginal,737,23,0.5213115405549043,0.3595094361600774,0.3595094361600774
ctrpv2,1,selumetinib-MK-2206_(8-1_mol-mol),residualized,737,23,0.48524341273926525,0.3271489348277557,0.2564455132029372
ctrpv2,1,selumetinib-MK-2206_(8-1_mol-mol),irm,737,23,0.43629319280860296,0.2442678013152136,0.2442678013152136
ctrpv2,1,selumetinib-PLX-4032_(8-1_mol-mol),baseline,661,22,0.3837846450978583,-0.38478788907788974,-0.38478788907788974
ctrpv2,1,selumetinib-PLX-4032_(8-1_mol-mol),marginal,661,22,0.45021218916407,0.299014341987181,0.299014341987181
ctrpv2,1,selumetinib-PLX-4032_(8-1_mol-mol),residualized,661,22,0.5043319606116403,0.35979006284976267,0.24879837260076407
ctrpv2,1,selumetinib-PLX-4032_(8-1_mol-mol),irm,661,22,0.4515512081562917,0.3044584444512602,0.3044584444512602
ctrpv2,1,selumetinib-UNC0638_(4-1_mol-mol),baseline,689,23,0.40380697482888633,-0.29991979390068557,-0.29991979390068557
ctrpv2,1,selumetinib-UNC0638_(4-1_mol-mol),marginal,689,23,0.4948771692453787,0.3291011320070379,0.3291011320070379
ctrpv2,1,selumetinib-UNC0638_(4-1_mol-mol),residualized,689,23,0.4938085235165719,0.31140948865141443,0.23452262470103996
ctrpv2,1,selumetinib-UNC0638_(4-1_mol-mol),irm,689,23,0.4344521992411623,0.2851538250688687,0.2851538250688687
ctrpv2,1,selumetinib-decitabine_(4-1_mol-mol),baseline,499,22,0.4986397844595856,-0.3843599630042396,-0.3843599630042396
ctrpv2,1,selumetinib-decitabine_(4-1_mol-mol),marginal,499,22,0.5836802048821709,0.3085822398213925,0.3085822398213925
ctrpv2,1,selumetinib-decitabine_(4-1_mol-mol),residualized,499,22,0.5642861655650714,0.3110890919215918,0.2041955905588195
ctrpv2,1,selumetinib-decitabine_(4-1_mol-mol),irm,499,22,0.559790968378396,0.28809605709056607,0.28809605709056607
ctrpv2,1,selumetinib-navitoclax_(8-1_mol-mol),baseline,630,22,0.3857698960931797,-0.2861080246071309,-0.2861080246071309
ctrpv2,1,selumetinib-navitoclax_(8-1_mol-mol),marginal,630,22,0.4211905861110007,0.2499540017202992,0.2499540017202992
ctrpv2,1,selumetinib-navitoclax_(8-1_mol-mol),residualized,630,22,0.44905319155264917,0.270253489744357,0.20878446707434317
ctrpv2,1,selumetinib-navitoclax_(8-1_mol-mol),irm,630,22,0.3904123141424271,0.21612116950038635,0.21612116950038635
ctrpv2,1,selumetinib-piperlongumine_(8-1_mol-mol),baseline,657,23,0.46325832118165683,-0.32436805670246155,-0.32436805670246155
ctrpv2,1,selumetinib-piperlongumine_(8-1_mol-mol),marginal,657,23,0.4978060844698436,0.2574594419382571,0.2574594419382571
ctrpv2,1,selumetinib-piperlongumine_(8-1_mol-mol),residualized,657,23,0.4800790539521696,0.18839143782750703,0.09850465845194614
ctrpv2,1,selumetinib-piperlongumine_(8-1_mol-mol),irm,657,23,0.4228604960221211,0.1787881663513025,0.1787881663513025
ctrpv2,1,selumetinib-tretinoin_(2-1_mol-mol),baseline,492,22,0.41111443574122447,-0.32510087486656863,-0.32510087486656863
ctrpv2,1,selumetinib-tretinoin_(2-1_mol-mol),marginal,492,22,0.44841701855914656,0.27388838474428373,0.27388838474428373
ctrpv2,1,selumetinib-tretinoin_(2-1_mol-mol),residualized,492,22,0.4727597288902967,0.2783337918462361,0.20901836044829672
ctrpv2,1,selumetinib-tretinoin_(2-1_mol-mol),irm,492,22,0.44198114843433367,0.2814646561499374,0.2814646561499374
ctrpv2,1,selumetinib-vorinostat_(8-1_mol-mol),baseline,701,23,0.43084342944679044,-0.3214735745387216,-0.3214735745387216
ctrpv2,1,selumetinib-vorinostat_(8-1_mol-mol),marginal,701,23,0.5161248653148374,0.31130153350397965,0.31130153350397965
ctrpv2,1,selumetinib-vorinostat_(8-1_mol-mol),residualized,701,23,0.497867493650449,0.294364719569426,0.2328846319821667
ctrpv2,1,selumetinib-vorinostat_(8-1_mol-mol),irm,701,23,0.43875655779707107,0.23351975405212028,0.23351975405212028
ctrpv2,1,serdemetan-SCH-529074_(1-1_mol-mol),baseline,762,23,0.3449115480710777,-0.30812304099880283,-0.30812304099880283
ctrpv2,1,serdemetan-SCH-529074_(1-1_mol-mol),marginal,762,23,0.4074878009562612,0.2393649331620157,0.2393649331620157
ctrpv2,1,serdemetan-SCH-529074_(1-1_mol-mol),residualized,762,23,0.4339629433073282,0.28024323441309884,0.19605846222291576
ctrpv2,1,serdemetan-SCH-529074_(1-1_mol-mol),irm,762,23,0.27895345608875766,0.12477397607823726,0.12477397607823726
ctrpv2,1,silmitasertib,baseline,333,22,0.19479276588130193,-0.43321723631618914,-0.43321723631618914
ctrpv2,1,silmitasertib,marginal,333,22,0.23994847153432522,0.11109350981929722,0.11109350981929722
ctrpv2,1,silmitasertib,residualized,333,22,0.18850860877422904,0.06516067950797638,-0.1420659221537945
ctrpv2,1,silmitasertib,irm,333,22,0.2270548357130298,0.1345121065234154,0.1345121065234154
ctrpv2,1,simvastatin,baseline,480,23,0.07796701709192048,-0.3810222327125099,-0.3810222327125099
ctrpv2,1,simvastatin,marginal,480,23,0.15959756454530888,0.1262113580484118,0.1262113580484118
ctrpv2,1,simvastatin,residualized,480,23,0.17412209943603246,0.17146644770876815,-0.010470293220937852
ctrpv2,1,simvastatin,irm,480,23,0.15014083035951814,0.11866106326276733,0.11866106326276733
ctrpv2,1,sirolimus-bortezomib_(250-1_mol-mol),baseline,741,23,0.44625626535339047,-0.3431678035264149,-0.3431678035264149
ctrpv2,1,sirolimus-bortezomib_(250-1_mol-mol),marginal,741,23,0.4854147849120178,0.21103587942279153,0.21103587942279153
ctrpv2,1,sirolimus-bortezomib_(250-1_mol-mol),residualized,741,23,0.46950786420475393,0.1950187125718416,0.10433979586086214
ctrpv2,1,sirolimus-bortezomib_(250-1_mol-mol),irm,741,23,0.36365604449312366,0.19932361884778058,0.19932361884778058
ctrpv2,1,skepinone-L,baseline,359,23,0.4894966504933939,-0.37108751004474816,-0.37108751004474816
ctrpv2,1,skepinone-L,marginal,359,23,0.3496779009475727,0.17387546288285738,0.17387546288285738
ctrpv2,1,skepinone-L,residualized,359,23,0.5243563252035603,0.23851872495956253,0.12170103671060098
ctrpv2,1,skepinone-L,irm,359,23,0.28655566203450267,0.15968479955544296,0.15968479955544296
ctrpv2,1,sotrastaurin,baseline,448,22,0.5660144595709323,-0.36622792429739887,-0.36622792429739887
ctrpv2,1,sotrastaurin,marginal,448,22,0.3719884300041251,0.043665941909851284,0.043665941909851284
ctrpv2,1,sotrastaurin,residualized,448,22,0.5774933693957931,0.14196378277718555,-0.025280648797395024
ctrpv2,1,sotrastaurin,irm,448,22,0.22533115340789295,0.04318665364409963,0.04318665364409963
ctrpv2,1,spautin-1,baseline,388,22,0.05255595687155297,-0.3898928871819472,-0.3898928871819472
ctrpv2,1,spautin-1,marginal,388,22,0.1666978913695346,0.13969315419282696,0.13969315419282696
ctrpv2,1,spautin-1,residualized,388,22,0.13672531109547517,0.1361595735555001,-0.06693060050903983
ctrpv2,1,spautin-1,irm,388,22,0.10881101860464876,0.06689637915249431,0.06689637915249431
ctrpv2,1,staurosporine,baseline,160,20,0.3141078888674426,-0.43901152021770146,-0.43901152021770146
ctrpv2,1,staurosporine,marginal,160,20,0.17008248705875248,0.025315214553188983,0.025315214553188983
ctrpv2,1,staurosporine,residualized,160,20,0.28837780433859794,0.0476832786691785,-0.15848792905943743
ctrpv2,1,staurosporine,irm,160,20,0.16547677115802886,0.002008980404850723,0.002008980404850723
ctrpv2,1,tacedinaline,baseline,468,23,0.6167033663668143,-0.4217564505981841,-0.4217564505981841
ctrpv2,1,tacedinaline,marginal,468,23,0.6434485624059598,0.3187107198550376,0.3187107198550376
ctrpv2,1,tacedinaline,residualized,468,23,0.6985542862968634,0.43236027748511724,0.3021199605710671
ctrpv2,1,tacedinaline,irm,468,23,0.6104077369152423,0.2968218695122169,0.2968218695122169
ctrpv2,1,tacrolimus,baseline,427,22,0.2870202046133005,-0.28688376490177997,-0.28688376490177997
ctrpv2,1,tacrolimus,marginal,427,22,0.19795677443539778,0.0492219577150728,0.0492219577150728
ctrpv2,1,tacrolimus,residualized,427,22,0.3157573044369571,0.1411245831001566,-0.004925379362712693
ctrpv2,1,tacrolimus,irm,427,22,0.09803010740307888,0.001324433371186304,0.001324433371186304
ctrpv2,1,tamatinib,baseline,176,22,0.13518143677812133,-0.5258971830886864,-0.5258971830886864
ctrpv2,1,tamatinib,marginal,176,22,0.2321602756292959,0.10026591827458549,0.10026591827458549
ctrpv2,1,tamatinib,residualized,176,22,0.20684549861788049,0.17019509554179776,-0.18066784163656124
ctrpv2,1,tamatinib,irm,176,22,0.1609581685261879,0.06770259599266745,0.06770259599266745
ctrpv2,1,tandutinib,baseline,541,22,0.2985123764399931,-0.30742162278188817,-0.30742162278188817
ctrpv2,1,tandutinib,marginal,541,22,0.3078377336745038,0.15498730197089863,0.15498730197089863
ctrpv2,1,tandutinib,residualized,541,22,0.3387710465297677,0.17114230613161116,0.08417939824566104
ctrpv2,1,tandutinib,irm,541,22,0.2164232557094723,0.0497117744852728,0.0497117744852728
ctrpv2,1,tanespimycin-bortezomib_(250-1_mol-mol),baseline,601,22,0.22522915181568504,-0.2883442944896171,-0.2883442944896171
ctrpv2,1,tanespimycin-bortezomib_(250-1_mol-mol),marginal,601,22,0.36172202357291666,0.29490211001400685,0.29490211001400685
ctrpv2,1,tanespimycin-bortezomib_(250-1_mol-mol),residualized,601,22,0.3124296783290544,0.23110851133459773,0.1695035499881493
ctrpv2,1,tanespimycin-bortezomib_(250-1_mol-mol),irm,601,22,0.2738962711551871,0.22571364929705592,0.22571364929705592
ctrpv2,1,tanespimycin-gemcitabine_(1-1_mol-mol),baseline,623,23,0.47056971074364917,-0.3440741835964611,-0.3440741835964611
ctrpv2,1,tanespimycin-gemcitabine_(1-1_mol-mol),marginal,623,23,0.5263753324968121,0.228157156422799,0.228157156422799
ctrpv2,1,tanespimycin-gemcitabine_(1-1_mol-mol),residualized,623,23,0.5245636976799392,0.2699011157198815,0.17225136978601682
ctrpv2,1,tanespimycin-gemcitabine_(1-1_mol-mol),irm,623,23,0.5100942547019065,0.2328113981796816,0.2328113981796816
ctrpv2,1,tigecycline,baseline,123,19,0.366717486036905,-0.5548145485133805,-0.5548145485133805
ctrpv2,1,tigecycline,marginal,123,19,0.20286219616933354,-0.045710668333661324,-0.045710668333661324
ctrpv2,1,tigecycline,residualized,123,19,0.29473492369939885,-0.08370854985656587,-0.38276914515000326
ctrpv2,1,tigecycline,irm,123,19,0.1077553934516567,-0.05689535117918671,-0.05689535117918671
ctrpv2,1,tivantinib,baseline,343,23,0.4067995702343755,-0.38180454457531793,-0.38180454457531793
ctrpv2,1,tivantinib,marginal,343,23,0.5498537218278484,0.31355963631453715,0.31355963631453715
ctrpv2,1,tivantinib,residualized,343,23,0.5023915248345111,0.32083447650529645,0.1744788736640765
ctrpv2,1,tivantinib,irm,343,23,0.5472526926013687,0.3116301772418636,0.3116301772418636
ctrpv2,1,tosedostat,baseline,635,23,0.31166700302660316,-0.3908128327048496,-0.3908128327048496
ctrpv2,1,tosedostat,marginal,635,23,0.3900232477273432,0.23063630582165787,0.23063630582165787
ctrpv2,1,tosedostat,residualized,635,23,0.3492825706604019,0.16287572451839902,-0.04123564708960681
ctrpv2,1,tosedostat,irm,635,23,0.25329819677460164,0.13547779769313345,0.13547779769313345
ctrpv2,1,tretinoin-carboplatin_(2-1_mol-mol),baseline,241,21,0.39054572430854834,-0.32473212856808054,-0.32473212856808054
ctrpv2,1,tretinoin-carboplatin_(2-1_mol-mol),marginal,241,21,0.42099680084173197,0.17446731715989275,0.17446731715989275
ctrpv2,1,tretinoin-carboplatin_(2-1_mol-mol),residualized,241,21,0.45005251767014975,0.2410516959678265,0.11602864054183458
ctrpv2,1,tretinoin-carboplatin_(2-1_mol-mol),irm,241,21,0.3143725776560456,0.07904439337080502,0.07904439337080502
ctrpv2,1,tretinoin-navitoclax_(4-1_mol-mol),baseline,397,22,0.317899298438807,-0.41081174137374055,-0.41081174137374055
ctrpv2,1,tretinoin-navitoclax_(4-1_mol-mol),marginal,397,22,0.432669731285895,0.22673243933283707,0.22673243933283707
ctrpv2,1,tretinoin-navitoclax_(4-1_mol-mol),residualized,397,22,0.43839274498319536,0.32917464527686663,0.16458231934074988
ctrpv2,1,tretinoin-navitoclax_(4-1_mol-mol),irm,397,22,0.37775972828360344,0.21188337849170982,0.21188337849170982
ctrpv2,1,triazolothiadiazine,baseline,542,23,0.35242759141922203,-0.37115220064898297,-0.37115220064898297
ctrpv2,1,triazolothiadiazine,marginal,542,23,0.42095291849080063,0.2118719738535761,0.2118719738535761
ctrpv2,1,triazolothiadiazine,residualized,542,23,0.4515060670762992,0.30363831883185577,0.19226841286246196
ctrpv2,1,triazolothiadiazine,irm,542,23,0.378848365217541,0.174505790241544,0.174505790241544
ctrpv2,1,trifluoperazine,baseline,725,23,0.21347653905320849,-0.3148428914915597,-0.3148428914915597
ctrpv2,1,trifluoperazine,marginal,725,23,0.0825885244044261,0.008305415244885685,0.008305415244885685
ctrpv2,1,trifluoperazine,residualized,725,23,0.2432410382114444,0.1392659962292295,0.061370236906960154
ctrpv2,1,trifluoperazine,irm,725,23,0.06726038880199231,0.01282739806560294,0.01282739806560294
ctrpv2,1,triptolide,baseline,725,23,0.2880914978040162,-0.3196750229501435,-0.3196750229501435
ctrpv2,1,triptolide,marginal,725,23,0.36899898729747116,0.22131528273830844,0.22131528273830844
ctrpv2,1,triptolide,residualized,725,23,0.3886397990209016,0.2756763596482486,0.20132489603335213
ctrpv2,1,triptolide,irm,725,23,0.326973562164714,0.18059008840581306,0.18059008840581306
ctrpv2,1,valdecoxib,baseline,748,23,0.4013440941514755,-0.2815619160702591,-0.2815619160702591
ctrpv2,1,valdecoxib,marginal,748,23,0.3205889182606009,0.16666358555360408,0.16666358555360408
ctrpv2,1,valdecoxib,residualized,748,23,0.48782800255514935,0.31212663833367044,0.2480562893739446
ctrpv2,1,valdecoxib,irm,748,23,0.28997331141268207,0.16073851312508045,0.16073851312508045
ctrpv2,1,vincristine,baseline,566,23,0.3142162932011845,-0.3954824065287454,-0.3954824065287454
ctrpv2,1,vincristine,marginal,566,23,0.48462448344541864,0.34223731646785027,0.34223731646785027
ctrpv2,1,vincristine,residualized,566,23,0.4562881068021692,0.349843308454384,0.274053505412496
ctrpv2,1,vincristine,irm,566,23,0.4230264446087442,0.25642843748666333,0.25642843748666333
ctrpv2,1,vorinostat-carboplatin_(1-1_mol-mol),baseline,736,23,0.5547621972122623,-0.31060061593770016,-0.31060061593770016
ctrpv2,1,vorinostat-carboplatin_(1-1_mol-mol),marginal,736,23,0.5327571763037323,0.20883808385709493,0.20883808385709493
ctrpv2,1,vorinostat-carboplatin_(1-1_mol-mol),residualized,736,23,0.5891444188865037,0.2656071801744826,0.19879162602812436
ctrpv2,1,vorinostat-carboplatin_(1-1_mol-mol),irm,736,23,0.4281648173966429,0.1389196027547193,0.1389196027547193
ctrpv2,1,vorinostat-navitoclax_(4-1_mol-mol),baseline,688,23,0.4300141245849035,-0.2636676180345057,-0.2636676180345057
ctrpv2,1,vorinostat-navitoclax_(4-1_mol-mol),marginal,688,23,0.5532843986783679,0.364669544167383,0.364669544167383
ctrpv2,1,vorinostat-navitoclax_(4-1_mol-mol),residualized,688,23,0.5405258202546752,0.36542895125471647,0.3126177375601742
ctrpv2,1,vorinostat-navitoclax_(4-1_mol-mol),irm,688,23,0.4692041760880472,0.3131787677016304,0.3131787677016304
ctrpv2,1,zebularine,baseline,474,23,0.4915055411565633,-0.32785990455552666,-0.32785990455552666
ctrpv2,1,zebularine,marginal,474,23,0.41000693817033174,0.183556914839517,0.183556914839517
ctrpv2,1,zebularine,residualized,474,23,0.5501193505787314,0.29871439791653187,0.2073391008920247
ctrpv2,1,zebularine,irm,474,23,0.4133174402037391,0.18861214475023316,0.18861214475023316
ctrpv2,2,"(1S,3R)-Rsl3",baseline,790,23,0.4314742951992128,-0.32065434971071,-0.32065434971071
ctrpv2,2,"(1S,3R)-Rsl3",marginal,790,23,0.4636612432719514,0.2407077963717265,0.2407077963717265
ctrpv2,2,"(1S,3R)-Rsl3",residualized,790,23,0.48958350120311844,0.27803585598477387,0.21135008576999398
ctrpv2,2,"(1S,3R)-Rsl3",irm,790,23,0.3962714844812122,0.16243790484696286,0.16243790484696286
ctrpv2,2,16beta-Bromoandrosterone,baseline,187,22,0.4814617033767361,-0.4053267843650327,-0.4053267843650327
ctrpv2,2,16beta-Bromoandrosterone,marginal,187,22,0.47242214247792225,0.15402877114089356,0.15402877114089356
ctrpv2,2,16beta-Bromoandrosterone,residualized,187,22,0.6054870777957859,0.39817533631683577,0.20537468227837075
ctrpv2,2,16beta-Bromoandrosterone,irm,187,22,0.49717559416827584,0.1969479551429082,0.1969479551429082
ctrpv2,2,3-Cl-AHPC,baseline,626,22,0.28741046153778965,-0.3876433151537248,-0.3876433151537248
ctrpv2,2,3-Cl-AHPC,marginal,626,22,0.4883298782496747,0.35193897783867145,0.35193897783867145
ctrpv2,2,3-Cl-AHPC,residualized,626,22,0.45369239456961147,0.3598269175453226,0.27169910476492504
ctrpv2,2,3-Cl-AHPC,irm,626,22,0.39790262693754963,0.26167193170111175,0.26167193170111175
ctrpv2,2,5-Fluorouracil,baseline,342,23,0.41452522505469336,-0.4480408130827839,-0.4480408130827839
ctrpv2,2,5-Fluorouracil,marginal,342,23,0.498483625349501,0.22990062318321816,0.22990062318321816
ctrpv2,2,5-Fluorouracil,residualized,342,23,0.48188165503127267,0.2898913369267324,0.11949521769817652
ctrpv2,2,5-Fluorouracil,irm,342,23,0.4781903658739794,0.21516917040920455,0.21516917040920455
ctrpv2,2,ABT-737,baseline,373,22,0.41730112063199387,-0.3678772865607468,-0.3678772865607468
ctrpv2,2,ABT-737,marginal,373,22,0.5392851674964408,0.33520259421279974,0.33520259421279974
ctrpv2,2,ABT-737,residualized,373,22,0.6062517639663236,0.47121256462093497,0.403968972658003
ctrpv2,2,ABT-737,irm,373,22,0.5024065222910329,0.2927774579087358,0.2927774579087358
ctrpv2,2,AGK-2,baseline,132,21,0.17739942718036256,-0.588209577286894,-0.588209577286894
ctrpv2,2,AGK-2,marginal,132,21,0.06380303174085533,0.007945065748291725,0.007945065748291725
ctrpv2,2,AGK-2,residualized,132,21,0.16350512592545632,-0.0861539652764769,-0.5449145361225137
ctrpv2,2,AGK-2,irm,132,21,0.06561669955660557,0.10318658408977273,0.10318658408977273
ctrpv2,2,AM-580,baseline,343,22,0.1981417700691738,-0.3588199359041378,-0.3588199359041378
ctrpv2,2,AM-580,marginal,343,22,0.31160535001803147,0.24543154422793315,0.24543154422793315
